s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C
 4.5022975E+000, 6.2488713E-001, 1.0635506E+000, 2.5935679E+000, 1.0438912E+000, 6.0793014E-001, 2.0918034E-001, 2.6676818E-001, 6.7323018E-001, 2.7760068E-001, 1.9859428E-001, 7.4678732E-002, 1.0492568E-001, 3.3416573E-001, 1.8231398E-001, 7.9843628E-002, 4.6002490E-002, 9.2582710E-002, 2.5564619E-001, 1.4162077E-001, 1.0029815E-001, 2.2246236E-001, 1.6282969E-001, 5.6415674E-002, 2.2322591E-003, 6.6626869E-004, 2.0400563E+001, 2.0193017E+001, 2.0045246E+001, 2.0002978E+001, 2.0000786E+001
 5.0012071E+000, 7.1390860E-001, 1.2216922E+000, 3.5659062E+000, 1.2341579E+000, 7.0634846E-001, 2.3684444E-001, 2.9938978E-001, 7.4622664E-001, 4.4434722E-001, 2.2954790E-001, 8.3489879E-002, 1.6241617E-001, 3.3370242E-001, 1.7651873E-001, 8.4240765E-002, 5.5779956E-002, 9.5398655E-002, 2.3350373E-001, 9.9517254E-002, 4.6633968E-002, 1.4330330E-001, 9.6442221E-002, 9.1425158E-002, 8.6280372E-002, 4.2411967E-002, 2.0430353E+001, 2.0274676E+001, 2.0186471E+001, 2.0101333E+001, 2.0033955E+001
 5.5000167E+000, 8.1265164E-001, 1.3990840E+000, 4.9336952E+000, 1.4207029E+000, 8.1975222E-001, 2.7118921E-001, 3.3804424E-001, 8.5644543E-001, 5.1341047E-001, 2.6754817E-001, 9.7816637E-002, 2.0494019E-001, 2.7031752E-001, 3.3744394E-001, 1.0285727E-001, 7.6408354E-002, 1.4106116E-001, 1.7478995E-001, 2.0940824E-001, 1.4183577E-001, 1.3249239E-001, 1.0258812E-001, 7.5928716E-002, 6.2483352E-002, 5.5705722E-002, 2.0476295E+001, 2.0315602E+001, 2.0207358E+001, 2.0146546E+001, 2.0113036E+001
 6.0021001E+000, 8.7801612E-001, 1.5174868E+000, 4.5923688E+000, 1.6086022E+000, 9.3334842E-001, 2.9685882E-001, 4.0471135E-001, 9.0454165E-001, 4.9995238E-001, 3.0694683E-001, 1.2552086E-001, 3.2452789E-001, 4.0790770E-001, 5.0479617E-001, 2.1971342E-001, 8.7060662E-002, 2.1317630E-001, 2.6598767E-001, 4.4163259E-001, 2.4896553E-001, 1.6428498E-001, 1.0788862E-001, 9.7867929E-002, 7.5545897E-002, 6.4026238E-002, 2.0529426E+001, 2.0366854E+001, 2.0262744E+001, 2.0191670E+001, 2.0153851E+001
 6.5036277E+000, 9.9368415E-001, 1.7749259E+000, 6.8165158E+000, 1.7485563E+000, 9.8986263E-001, 4.1077902E-001, 6.9418065E-001, 1.1831567E+000, 4.8923550E-001, 3.3823971E-001, 1.5331220E-001, 3.6618183E-001, 3.2220278E-001, 2.6988104E-001, 2.3225658E-001, 2.0722721E-001, 2.6457438E-001, 2.0021300E-001, 1.4470566E-001, 1.1238553E-001, 1.7858019E-001, 1.5847571E-001, 1.2462677E-001, 8.9012867E-002, 7.0685467E-002, 2.0670703E+001, 2.0458453E+001, 2.0336713E+001, 2.0256134E+001, 2.0198958E+001
 7.0017508E+000, 1.0658943E+000, 1.8356925E+000, 4.7858738E+000, 1.9495202E+000, 1.1312874E+000, 4.1655523E-001, 6.6040728E-001, 9.4787602E-001, 4.7941496E-001, 3.7725443E-001, 2.9723194E-001, 4.3326424E-001, 4.4598417E-001, 1.9410253E-001, 1.6748437E-001, 1.9617256E-001, 3.2642613E-001, 3.7449231E-001, 2.5895904E-001, 1.5746046E-001, 2.8770499E-001, 1.3575996E-001, 6.2003471E-002, 7.1148552E-002, 7.2517784E-002, 2.0803755E+001, 2.0486236E+001, 2.0355909E+001, 2.0295050E+001, 2.0237232E+001
 7.5018768E+000, 1.1906844E+000, 2.0761093E+000, 5.2941231E+000, 2.1902816E+000, 1.2357340E+000, 5.9493982E-001, 1.0898047E+000, 1.1581227E+000, 7.2407927E-001, 4.1746909E-001, 4.7048326E-001, 7.3048758E-001, 5.4337164E-001, 4.9670873E-001, 1.5983471E-001, 1.8961188E-001, 4.0306749E-001, 2.8993966E-001, 2.0640397E-001, 8.9680948E-002, 9.4570143E-002, 1.2340206E-001, 1.8216464E-001, 1.6346882E-001, 8.8919722E-002, 2.0778207E+001, 2.0599040E+001, 2.0502645E+001, 2.0385846E+001, 2.0255056E+001
 8.0024410E+000, 1.2887590E+000, 2.2724882E+000, 7.6478051E+000, 2.4644299E+000, 1.3624472E+000, 4.5663033E-001, 6.3732589E-001, 1.8011062E+000, 7.9643336E-001, 4.6364864E-001, 1.9985708E-001, 3.8998587E-001, 7.0957127E-001, 3.0923590E-001, 1.7520252E-001, 3.3496148E-001, 5.1831121E-001, 3.5668873E-001, 3.3281176E-001, 1.2016343E-001, 2.9527075E-001, 2.2995818E-001, 1.2222702E-001, 6.7986722E-002, 9.8218945E-002, 2.0996279E+001, 2.0680928E+001, 2.0480928E+001, 2.0409461E+001, 2.0367158E+001
 8.5025272E+000, 1.4224086E+000, 2.4999243E+000, 6.4919661E+000, 2.7532458E+000, 1.5099751E+000, 4.9933928E-001, 6.9419120E-001, 1.3597264E+000, 6.9886828E-001, 5.0944104E-001, 1.8665215E-001, 4.2060636E-001, 5.1993234E-001, 4.5373864E-001, 1.9778789E-001, 1.7424397E-001, 5.0871546E-001, 5.5217943E-001, 3.2127620E-001, 1.4480598E-001, 4.7068565E-001, 2.5706703E-001, 2.1911295E-001, 2.0467549E-001, 1.5014080E-001, 2.1338014E+001, 2.0886988E+001, 2.0689328E+001, 2.0564135E+001, 2.0429494E+001
 9.0002187E+000, 1.5252621E+000, 2.6904891E+000, 6.7836749E+000, 2.7057251E+000, 1.5557937E+000, 5.3876189E-001, 7.4076439E-001, 1.2056981E+000, 7.9636463E-001, 5.4132538E-001, 3.5143132E-001, 4.7474229E-001, 9.2380845E-001, 3.4546532E-001, 2.0363951E-001, 2.1060389E-001, 4.2551974E-001, 6.2577690E-001, 2.4931655E-001, 1.4896536E-001, 3.3018625E-001, 1.9470259E-001, 7.1867690E-002, 7.4294624E-002, 1.1058718E-001, 2.1354652E+001, 2.0878313E+001, 2.0611619E+001, 2.0545499E+001, 2.0499622E+001
 9.5006978E+000, 1.6570551E+000, 2.9431171E+000, 1.0227036E+001, 2.8588854E+000, 1.6344219E+000, 5.8770398E-001, 1.0452930E+000, 1.6685623E+000, 8.3210472E-001, 5.9455847E-001, 2.5944390E-001, 7.8273045E-001, 3.9882156E-001, 3.2843825E-001, 2.2955518E-001, 3.1721402E-001, 4.4653956E-001, 2.4955605E-001, 2.3443940E-001, 1.5474860E-001, 2.6704069E-001, 3.1360913E-001, 2.2900502E-001, 1.4954237E-001, 1.2982575E-001, 2.1519955E+001, 2.1134514E+001, 2.0751302E+001, 2.0566149E+001, 2.0512735E+001
 1.0002309E+001, 1.7469883E+000, 3.0978596E+000, 1.1067609E+001, 3.1282859E+000, 1.7544084E+000, 6.3411780E-001, 1.0272281E+000, 2.8315750E+000, 8.5061601E-001, 6.4273700E-001, 2.4384021E-001, 5.0579344E-001, 1.0516231E+000, 4.7968272E-001, 3.5105492E-001, 3.7000664E-001, 2.8578487E-001, 4.5472893E-001, 2.2588563E-001, 2.0996124E-001, 1.6936455E-001, 1.3832509E-001, 1.8106915E-001, 1.5047257E-001, 1.3286128E-001, 2.1357799E+001, 2.1023484E+001, 2.0835080E+001, 2.0683747E+001, 2.0606187E+001
 1.0500963E+001, 1.9525457E+000, 3.4763990E+000, 1.0297949E+001, 3.4278146E+000, 1.9177855E+000, 6.8680297E-001, 9.2778755E-001, 1.8507766E+000, 1.1659287E+000, 6.7538434E-001, 2.5402417E-001, 5.4648973E-001, 6.3621169E-001, 5.1041994E-001, 3.8260369E-001, 1.5930914E-001, 7.4054480E-001, 5.5365943E-001, 2.6051542E-001, 2.0504715E-001, 4.3933128E-001, 2.5016948E-001, 2.0451311E-001, 1.5223418E-001, 1.1029527E-001, 2.1680203E+001, 2.1105265E+001, 2.0897090E+001, 2.0715714E+001, 2.0599473E+001
 1.1002672E+001, 2.0176639E+000, 3.8942789E+000, 8.7064690E+000, 3.6341028E+000, 1.9553394E+000, 7.1259273E-001, 1.0715010E+000, 1.9772518E+000, 9.2061472E-001, 7.0206073E-001, 3.0134799E-001, 5.9882583E-001, 1.0552089E+000, 5.6094811E-001, 4.0598104E-001, 1.9361885E-001, 3.0377925E-001, 5.4186637E-001, 7.1406072E-001, 4.7199637E-001, 3.0495668E-001, 1.9204535E-001, 1.9582875E-001, 1.7374976E-001, 1.7233526E-001, 2.1603703E+001, 2.1117185E+001, 2.0978227E+001, 2.0813882E+001, 2.0694013E+001
 1.1502351E+001, 2.1273699E+000, 3.9229613E+000, 9.7474662E+000, 3.6439643E+000, 2.0777041E+000, 7.7254926E-001, 1.5480301E+000, 2.5343186E+000, 1.6910247E+000, 8.6269094E-001, 3.0668933E-001, 9.5483414E-001, 1.1209868E+000, 1.2415310E+000, 3.5226455E-001, 2.7402071E-001, 6.4043736E-001, 7.3385526E-001, 6.9488542E-001, 2.1655353E-001, 4.6512933E-001, 2.8702699E-001, 3.1710922E-001, 1.9273703E-001, 8.8367007E-002, 2.1783658E+001, 2.1333527E+001, 2.1263216E+001, 2.0863568E+001, 2.0675325E+001
 1.2002144E+001, 2.2763006E+000, 4.5097245E+000, 1.1780420E+001, 3.8866758E+000, 2.1962564E+000, 1.2151149E+000, 1.9789418E+000, 1.9339175E+000, 1.5447132E+000, 8.1536210E-001, 4.4982227E-001, 5.9217789E-001, 6.7644849E-001, 4.2738418E-001, 3.2065982E-001, 1.8715303E-001, 3.3805436E-001, 3.6157006E-001, 5.2491133E-001, 2.5584281E-001, 3.5485896E-001, 3.7083470E-001, 3.0615986E-001, 2.1619953E-001, 1.6178266E-001, 2.2190455E+001, 2.1605999E+001, 2.1306005E+001, 2.0961099E+001, 2.0721415E+001
 1.2500398E+001, 2.5345267E+000, 4.9449020E+000, 1.1269498E+001, 4.3217826E+000, 2.4182091E+000, 9.0856894E-001, 1.2087079E+000, 2.9029812E+000, 1.5730033E+000, 9.0819237E-001, 8.2587231E-001, 8.2463238E-001, 8.1449258E-001, 5.3243395E-001, 3.5044316E-001, 4.3112458E-001, 4.8070830E-001, 4.4256266E-001, 2.8771311E-001, 1.9404634E-001, 4.2411334E-001, 3.4319226E-001, 2.1710919E-001, 1.5516109E-001, 1.0953610E-001, 2.2160616E+001, 2.1626380E+001, 2.1278144E+001, 2.0963678E+001, 2.0773902E+001
 1.3001822E+001, 2.7198883E+000, 5.3458641E+000, 1.3510675E+001, 4.5275503E+000, 2.5327018E+000, 9.1269610E-001, 1.2888503E+000, 1.9819834E+000, 1.3121868E+000, 9.0210480E-001, 3.5212655E-001, 4.5684305E-001, 8.9554068E-001, 9.5337261E-001, 1.1428276E+000, 2.2753841E-001, 2.7945256E-001, 6.2861258E-001, 7.0140619E-001, 6.2657991E-001, 2.4844666E-001, 1.9237191E-001, 1.6502142E-001, 1.4094195E-001, 1.3807983E-001, 2.2036226E+001, 2.1544821E+001, 2.1293284E+001, 2.0995179E+001, 2.0815829E+001
 1.3502050E+001, 2.6949894E+000, 5.1630906E+000, 9.4769613E+000, 4.8567108E+000, 2.6894028E+000, 1.0245543E+000, 1.8714889E+000, 2.9817766E+000, 2.3388586E+000, 1.1263996E+000, 5.1419408E-001, 1.1414498E+000, 1.1561989E+000, 1.0050768E+000, 4.4841805E-001, 4.7232951E-001, 6.7730088E-001, 5.7705311E-001, 3.8297273E-001, 2.5987263E-001, 2.3042936E-001, 1.1779749E-001, 1.1917786E-001, 1.2373920E-001, 1.0231411E-001, 2.1923572E+001, 2.1462657E+001, 2.1231224E+001, 2.0974164E+001, 2.0775368E+001
 1.4001438E+001, 2.8757467E+000, 5.2459194E+000, 1.4459718E+001, 4.8857327E+000, 2.7194512E+000, 1.2576844E+000, 2.6251022E+000, 2.5916832E+000, 2.2132435E+000, 1.1522941E+000, 5.8873392E-001, 8.7305125E-001, 7.3656255E-001, 8.6730645E-001, 6.7695514E-001, 2.5300994E-001, 3.3747403E-001, 3.3982900E-001, 4.9513797E-001, 2.8208812E-001, 2.6799220E-001, 2.1452275E-001, 1.7750601E-001, 1.4686581E-001, 9.8852500E-002, 2.2093611E+001, 2.1500401E+001, 2.1220776E+001, 2.0954722E+001, 2.0760161E+001
 1.4501108E+001, 3.0783185E+000, 5.6027049E+000, 1.9658100E+001, 5.1930112E+000, 2.9007478E+000, 1.1708464E+000, 2.0188717E+000, 4.4731683E+000, 1.4572105E+000, 1.0865795E+000, 7.4633756E-001, 1.2984650E+000, 1.6817090E+000, 6.3218623E-001, 4.9586192E-001, 3.9081534E-001, 7.9841834E-001, 8.3516179E-001, 5.0030686E-001, 3.4044407E-001, 3.7497513E-001, 2.0838886E-001, 9.3582801E-002, 1.2741399E-001, 1.5138360E-001, 2.2088988E+001, 2.1465270E+001, 2.1174379E+001, 2.1018743E+001, 2.0858420E+001
 1.5000983E+001, 3.2283999E+000, 5.9633312E+000, 1.6798186E+001, 5.6822529E+000, 3.0646136E+000, 1.2623039E+000, 2.0248008E+000, 4.7947447E+000, 2.1351395E+000, 1.1931547E+000, 6.2625663E-001, 9.8591087E-001, 1.1123248E+000, 8.5528244E-001, 4.9184965E-001, 5.6555838E-001, 7.7534679E-001, 5.3242017E-001, 3.9779671E-001, 2.6973158E-001, 3.8646057E-001, 3.5249345E-001, 2.9446779E-001, 2.3303629E-001, 2.2129910E-001, 2.2387782E+001, 2.1770934E+001, 2.1418656E+001, 2.1142092E+001, 2.0976673E+001
 1.5501692E+001, 3.4544339E+000, 6.8033478E+000, 1.9701638E+001, 5.9350490E+000, 3.3039613E+000, 1.2465517E+000, 1.9579519E+000, 3.4214118E+000, 2.3283480E+000, 1.2984799E+000, 4.8442018E-001, 8.5781201E-001, 1.1896445E+000, 1.0057693E+000, 5.3429468E-001, 3.4689959E-001, 4.8902810E-001, 8.2816114E-001, 9.2525095E-001, 7.7585340E-001, 4.1658356E-001, 3.1277713E-001, 2.0626286E-001, 1.0550086E-001, 8.6353786E-002, 2.2404846E+001, 2.1786649E+001, 2.1351616E+001, 2.1071531E+001, 2.0951062E+001
 1.6000299E+001, 3.4782715E+000, 6.2419887E+000, 1.9985338E+001, 6.4143354E+000, 3.5316792E+000, 1.2634135E+000, 1.9153370E+000, 4.2437209E+000, 2.0278159E+000, 1.3099359E+000, 4.8439980E-001, 5.9792588E-001, 1.4881588E+000, 1.1602261E+000, 9.6279679E-001, 3.4798855E-001, 5.9779977E-001, 1.0271713E+000, 7.9894274E-001, 5.3200118E-001, 8.3409266E-001, 5.2674097E-001, 2.5301753E-001, 2.3858151E-001, 1.7909202E-001, 2.3006130E+001, 2.2095075E+001, 2.1502650E+001, 2.1231614E+001, 2.1010791E+001
 1.6501594E+001, 3.6623144E+000, 6.5735187E+000, 1.5364036E+001, 6.3284075E+000, 3.5419026E+000, 1.4189319E+000, 2.3821385E+000, 5.2204941E+000, 2.0991196E+000, 1.4185706E+000, 5.9133147E-001, 1.2322539E+000, 2.2714843E+000, 1.5620674E+000, 8.8184005E-001, 5.4605769E-001, 7.2077997E-001, 1.4420960E+000, 8.8291067E-001, 4.9724795E-001, 9.3285973E-001, 6.4649049E-001, 5.1754763E-001, 3.1072989E-001, 1.6855306E-001, 2.3530471E+001, 2.2526677E+001, 2.1874306E+001, 2.1390091E+001, 2.1064871E+001
 1.7000325E+001, 3.5922513E+000, 6.4088075E+000, 1.6999851E+001, 6.2674226E+000, 3.5636569E+000, 1.4321049E+000, 2.2083557E+000, 5.8704431E+000, 2.5432693E+000, 1.4742753E+000, 7.7075317E-001, 1.5385016E+000, 2.4166415E+000, 1.3925291E+000, 7.1106103E-001, 4.8633067E-001, 1.0962987E+000, 1.3510229E+000, 7.5956067E-001, 6.0690627E-001, 5.1275540E-001, 3.1623195E-001, 2.6803063E-001, 3.6466448E-001, 3.7794924E-001, 2.3459404E+001, 2.2544361E+001, 2.2013069E+001, 2.1708361E+001, 2.1377232E+001
 1.7500556E+001, 4.1091663E+000, 7.8213888E+000, 2.2429628E+001, 7.4714803E+000, 4.0322646E+000, 1.9706806E+000, 5.6204263E+000, 6.6098732E+000, 2.7350961E+000, 1.7537389E+000, 7.6145800E-001, 2.0121832E+000, 2.0852107E+000, 1.2120064E+000, 8.5642778E-001, 4.9224263E-001, 9.2416748E-001, 8.3762592E-001, 8.6154122E-001, 6.2069445E-001, 3.6147996E-001, 3.6299089E-001, 2.1959301E-001, 1.6363819E-001, 1.0738887E-001, 2.3446600E+001, 2.2611567E+001, 2.1824065E+001, 2.1500822E+001, 2.1241698E+001
 1.8001714E+001, 3.9462549E+000, 7.0652319E+000, 2.4129424E+001, 8.2298777E+000, 4.1768061E+000, 1.6407784E+000, 2.7776170E+000, 5.2530359E+000, 4.6728326E+000, 1.8740765E+000, 6.9392902E-001, 1.5623185E+000, 1.8223980E+000, 1.6502198E+000, 7.5108072E-001, 5.2548205E-001, 8.6497834E-001, 9.3654400E-001, 8.7050483E-001, 5.6143583E-001, 6.5228547E-001, 4.8672466E-001, 3.5279039E-001, 2.3618322E-001, 1.6360483E-001, 2.3723445E+001, 2.2644126E+001, 2.1918443E+001, 2.1538173E+001, 2.1245624E+001
 1.8501308E+001, 4.2035898E+000, 7.6746838E+000, 2.5968363E+001, 8.2613792E+000, 4.3531835E+000, 1.6527619E+000, 2.5527596E+000, 8.7076124E+000, 2.3513508E+000, 1.6633898E+000, 6.9505359E-001, 1.3283356E+000, 2.5987344E+000, 1.5453650E+000, 1.1836436E+000, 4.5738861E-001, 1.0088202E+000, 1.3398050E+000, 1.1137022E+000, 6.7143906E-001, 7.6431102E-001, 4.2661696E-001, 2.8030650E-001, 3.1425862E-001, 3.6702947E-001, 2.3962212E+001, 2.2765326E+001, 2.2057242E+001, 2.1743448E+001, 2.1482194E+001
 1.9002012E+001, 4.2769204E+000, 7.7700220E+000, 2.4684427E+001, 8.3127578E+000, 4.3342380E+000, 1.7343875E+000, 2.6202108E+000, 6.9162094E+000, 2.4434173E+000, 1.7128385E+000, 1.0631607E+000, 1.9461215E+000, 2.1602432E+000, 1.0862020E+000, 7.1154254E-001, 7.6645317E-001, 1.1334696E+000, 1.9538598E+000, 5.2463843E-001, 4.0255796E-001, 1.5094286E+000, 8.5196073E-001, 6.2683343E-001, 4.3493803E-001, 2.9463942E-001, 2.5288798E+001, 2.3400610E+001, 2.2426509E+001, 2.1878446E+001, 2.1595480E+001
 1.9501047E+001, 4.5179111E+000, 8.1492171E+000, 2.0253229E+001, 8.9172365E+000, 4.4420579E+000, 1.7759883E+000, 2.6351884E+000, 5.5074224E+000, 2.4528815E+000, 1.7316785E+000, 7.7248113E-001, 1.3895522E+000, 2.0445908E+000, 1.2369920E+000, 7.9441350E-001, 5.1551257E-001, 8.2852706E-001, 1.1739122E+000, 1.0392693E+000, 7.7441936E-001, 6.2261195E-001, 3.8265118E-001, 1.8755850E-001, 2.0693074E-001, 2.8020732E-001, 2.4676914E+001, 2.3151381E+001, 2.2364123E+001, 2.1999344E+001, 2.1804338E+001
 2.0000147E+001, 4.5346138E+000, 8.1221094E+000, 2.3879968E+001, 8.3358822E+000, 4.4505449E+000, 2.0170629E+000, 3.4105751E+000, 6.6475048E+000, 3.2033577E+000, 1.9173456E+000, 1.1115792E+000, 1.6520756E+000, 2.1158347E+000, 1.8635694E+000, 8.4617058E-001, 4.4878044E-001, 7.0989604E-001, 7.3792204E-001, 1.1633130E+000, 4.7402084E-001, 3.5362275E-001, 2.3316407E-001, 2.5398347E-001, 2.2184284E-001, 1.8000292E-001, 2.4487669E+001, 2.3074900E+001, 2.2268492E+001, 2.1872726E+001, 2.1601209E+001
 2.0501146E+001, 4.9191656E+000, 8.8114004E+000, 2.8947492E+001, 8.9339795E+000, 4.8147567E+000, 2.1381661E+000, 4.6192761E+000, 8.6939446E+000, 3.3370891E+000, 2.0577692E+000, 8.8891252E-001, 1.9528970E+000, 2.6024921E+000, 1.3706701E+000, 9.4544952E-001, 5.9460715E-001, 1.2400371E+000, 1.0996391E+000, 8.6257467E-001, 4.9080829E-001, 4.5416535E-001, 2.5371520E-001, 2.8952252E-001, 2.5662902E-001, 2.0695300E-001, 2.4328469E+001, 2.2888868E+001, 2.2269548E+001, 2.1877412E+001, 2.1605778E+001
 2.1000228E+001, 4.7832540E+000, 8.5072077E+000, 2.8580358E+001, 9.0965743E+000, 4.9407256E+000, 2.1113155E+000, 3.1058083E+000, 8.9579202E+000, 5.3169228E+000, 2.2673000E+000, 1.2329126E+000, 1.6625271E+000, 2.8755894E+000, 2.0277636E+000, 1.0034236E+000, 8.0007219E-001, 1.1115261E+000, 9.8543263E-001, 7.4516639E-001, 5.4543716E-001, 6.4206952E-001, 4.7417625E-001, 3.6847788E-001, 1.2900553E-001, 1.4710751E-001, 2.4563057E+001, 2.3133779E+001, 2.2371029E+001, 2.1825024E+001, 2.1636819E+001
