cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 7.2500000E+000, 1.2351519E+003, 1.2592538E+003, 1.0704155E+000, 3.0824351E+002, 3.4511339E+002, 5.7538189E-001, 3.1696326E-002, 4.7219900E-002, 2.3604447E-002, 1.3437148E-001, 1.3990624E-001, 2.4334481E-002, 5.9805597E-001, 3.6728901E-004
 7.7500000E+000, 1.2399449E+003, 1.2642462E+003, 1.1529209E+000, 3.1326810E+002, 3.5105371E+002, 6.1484519E-001, 3.3838229E-002, 4.7447759E-002, 2.3027655E-002, 1.2702229E-001, 1.3935519E-001, 2.3739850E-002, 6.0477771E-001, 3.5734373E-004
 8.2500000E+000, 1.2427790E+003, 1.2671281E+003, 1.2325038E+000, 3.1744846E+002, 3.5605589E+002, 6.5650988E-001, 3.6169623E-002, 4.7547958E-002, 2.2452034E-002, 1.2010435E-001, 1.3854974E-001, 2.3146426E-002, 6.1125832E-001, 3.4753945E-004
 8.7500000E+000, 1.2439025E+003, 1.2681179E+003, 1.3103467E+000, 3.2110410E+002, 3.6045655E+002, 6.9777880E-001, 3.8591821E-002, 4.7579225E-002, 2.1847441E-002, 1.1374533E-001, 1.3755260E-001, 2.2523135E-002, 6.1740968E-001, 3.3747394E-004
 9.2500000E+000, 1.2421249E+003, 1.2658719E+003, 1.3103467E+000, 3.2432311E+002, 3.6435401E+002, 6.9777880E-001, 4.1222069E-002, 4.7467189E-002, 2.1241168E-002, 1.0792008E-001, 1.3626435E-001, 2.1898111E-002, 6.2325710E-001, 3.2753494E-004
 9.7500000E+000, 1.2380812E+003, 1.2610777E+003, 1.4562081E+000, 3.2895757E+002, 3.6993571E+002, 7.8408934E-001, 4.3965679E-002, 4.7221775E-002, 2.0680740E-002, 1.0254083E-001, 1.3479033E-001, 2.1320351E-002, 6.2876962E-001, 3.1834980E-004
 1.0250000E+001, 1.2331964E+003, 1.2554371E+003, 1.5254692E+000, 3.3480206E+002, 3.7659608E+002, 8.2670310E-001, 4.6660501E-002, 4.6928526E-002, 2.0167732E-002, 9.7464942E-002, 1.3330468E-001, 2.0791476E-002, 6.3398909E-001, 3.0988341E-004
 1.0750000E+001, 1.2288256E+003, 1.2503389E+003, 1.5934099E+000, 3.4171547E+002, 3.8453414E+002, 8.6737391E-001, 4.9254226E-002, 4.6660357E-002, 1.9655798E-002, 9.2597344E-002, 1.3187023E-001, 2.0263709E-002, 6.3902288E-001, 3.0143895E-004
 1.1250000E+001, 1.2254069E+003, 1.2464298E+003, 1.6598198E+000, 3.4872358E+002, 3.9238708E+002, 9.0600478E-001, 5.1705384E-002, 4.6446472E-002, 1.9134278E-002, 8.7925587E-002, 1.3052618E-001, 1.9726060E-002, 6.4387850E-001, 2.9290228E-004
 1.1750000E+001, 1.2216172E+003, 1.2421962E+003, 1.7231065E+000, 3.5504342E+002, 3.9930815E+002, 9.4458204E-001, 5.4202012E-002, 4.6216590E-002, 1.8589217E-002, 8.3421037E-002, 1.2910736E-001, 1.9164141E-002, 6.4866083E-001, 2.8406131E-004
 1.2250000E+001, 1.2163601E+003, 1.2362998E+003, 1.7825245E+000, 3.6030823E+002, 4.0522985E+002, 9.8408435E-001, 5.6866802E-002, 4.5977320E-002, 1.7941821E-002, 7.9149672E-002, 1.2748543E-001, 1.8496722E-002, 6.5346568E-001, 2.7377705E-004
 1.2750000E+001, 1.2091888E+003, 1.2282811E+003, 1.8391864E+000, 3.6524431E+002, 4.1073390E+002, 1.0223790E+000, 5.9698493E-002, 4.5622916E-002, 1.7313301E-002, 7.5123149E-002, 1.2566657E-001, 1.7848764E-002, 6.5813185E-001, 2.6386633E-004
 1.3250000E+001, 1.2010465E+003, 1.2191638E+003, 1.8936478E+000, 3.6974990E+002, 4.1576049E+002, 1.0590991E+000, 6.2560693E-002, 4.5191982E-002, 1.6736403E-002, 7.1285601E-002, 1.2378677E-001, 1.7254024E-002, 6.6260939E-001, 2.5474291E-004
 1.3750000E+001, 1.1923094E+003, 1.2093476E+003, 1.9449532E+000, 3.7430392E+002, 4.2102842E+002, 1.0953904E+000, 6.5470371E-002, 4.4713771E-002, 1.6173213E-002, 6.7594595E-002, 1.2183661E-001, 1.6673416E-002, 6.6698224E-001, 2.4582134E-004
 1.4250000E+001, 1.1832180E+003, 1.1990887E+003, 1.9937144E+000, 3.7913200E+002, 4.2674428E+002, 1.1307498E+000, 6.8409510E-002, 4.4228774E-002, 1.5576560E-002, 6.4140933E-002, 1.1981200E-001, 1.6058310E-002, 6.7123864E-001, 2.3645982E-004
 1.4750000E+001, 1.1737769E+003, 1.1883017E+003, 2.0396332E+000, 3.8411276E+002, 4.3291429E+002, 1.1656774E+000, 7.1478448E-002, 4.3689163E-002, 1.4964530E-002, 6.0784455E-002, 1.1765043E-001, 1.5427350E-002, 6.7549138E-001, 2.2689885E-004
 1.5250000E+001, 1.1629413E+003, 1.1760910E+003, 2.0396332E+000, 3.8785359E+002, 4.3743333E+002, 1.1656774E+000, 7.4425203E-002, 4.3135994E-002, 1.4396567E-002, 5.7750884E-002, 1.1553956E-001, 1.4841822E-002, 6.7941524E-001, 2.1804846E-004
 1.5750000E+001, 1.1518032E+003, 1.1637228E+003, 2.0832850E+000, 3.9119184E+002, 4.4130541E+002, 1.1991843E+000, 7.7450730E-002, 4.2547632E-002, 1.3816908E-002, 5.4819581E-002, 1.1333708E-001, 1.4244235E-002, 6.8330903E-001, 2.0907323E-004
 1.6250000E+001, 1.1398836E+003, 1.1505096E+003, 2.1237122E+000, 3.9427371E+002, 4.4490812E+002, 1.2318741E+000, 8.0494572E-002, 4.1923051E-002, 1.3251028E-002, 5.2056718E-002, 1.1108635E-001, 1.3660854E-002, 6.8707206E-001, 2.0034396E-004
 1.6750000E+001, 1.1274119E+003, 1.1367787E+003, 2.1606105E+000, 3.9725228E+002, 4.4831935E+002, 1.2638843E+000, 8.3519427E-002, 4.1263682E-002, 1.2716992E-002, 4.9459938E-002, 1.0882264E-001, 1.3110301E-002, 6.9067001E-001, 1.9212312E-004
 1.7250000E+001, 1.1144993E+003, 1.1226259E+003, 2.1942377E+000, 3.9981604E+002, 4.5121605E+002, 1.2946345E+000, 8.6518087E-002, 4.0575521E-002, 1.2212005E-002, 4.7025971E-002, 1.0655292E-001, 1.2589696E-002, 6.9410615E-001, 1.8436166E-004
 1.7750000E+001, 1.1013678E+003, 1.1082081E+003, 2.2252564E+000, 4.0221795E+002, 4.5400541E+002, 1.3236508E+000, 8.9464994E-002, 3.9875125E-002, 1.1731734E-002, 4.4741858E-002, 1.0430250E-001, 1.2094571E-002, 6.9738606E-001, 1.7699224E-004
 1.8250000E+001, 1.0883240E+003, 1.0938708E+003, 2.2540586E+000, 4.0484621E+002, 4.5707459E+002, 1.3507887E+000, 9.2312591E-002, 3.9176461E-002, 1.1288391E-002, 4.2575508E-002, 1.0212131E-001, 1.1637516E-002, 7.0050031E-001, 1.7018551E-004
 1.8750000E+001, 1.0759367E+003, 1.0803094E+003, 2.2820173E+000, 4.0750633E+002, 4.6007723E+002, 1.3752318E+000, 9.5007790E-002, 3.8519044E-002, 1.0864023E-002, 4.0527934E-002, 1.0005601E-001, 1.1200024E-002, 7.0345184E-001, 1.6366583E-004
 1.9250000E+001, 1.0639328E+003, 1.0672672E+003, 2.3092333E+000, 4.1017068E+002, 4.6298010E+002, 1.3971740E+000, 9.7590483E-002, 3.7903450E-002, 1.0436427E-002, 3.8605895E-002, 9.8067924E-002, 1.0759203E-002, 7.0627798E-001, 1.5712365E-004
 1.9750000E+001, 1.0520946E+003, 1.0544751E+003, 2.3359370E+000, 4.1255392E+002, 4.6548274E+002, 1.4171748E+000, 1.0009720E-001, 3.7298992E-002, 1.0023559E-002, 3.6794259E-002, 9.6128055E-002, 1.0333566E-002, 7.0897991E-001, 1.5082617E-004
 2.0250000E+001, 1.0399440E+003, 1.0413863E+003, 2.3620882E+000, 4.1448312E+002, 4.6739314E+002, 1.4346031E+000, 1.0258595E-001, 3.6673813E-002, 9.6346667E-003, 3.5067507E-002, 9.4189480E-002, 9.9326461E-003, 7.1158485E-001, 1.4489959E-004
 2.0750000E+001, 1.0273774E+003, 1.0277945E+003, 2.3864510E+000, 4.1616368E+002, 4.6907470E+002, 1.4507148E+000, 1.0508911E-001, 3.6017816E-002, 9.2667353E-003, 3.3405102E-002, 9.2226722E-002, 9.5533354E-003, 7.1412274E-001, 1.3929267E-004
 2.1250000E+001, 1.0145625E+003, 1.0139126E+003, 2.4080272E+000, 4.1778630E+002, 4.7073646E+002, 1.4662895E+000, 1.0759761E-001, 3.5339421E-002, 8.9154556E-003, 3.1800983E-002, 9.0248885E-002, 9.1911913E-003, 7.1660008E-001, 1.3393784E-004
 2.1750000E+001, 1.0016252E+003, 9.9996244E+002, 2.4273460E+000, 4.1920350E+002, 4.7210813E+002, 1.4809857E+000, 1.1008810E-001, 3.4653080E-002, 8.5780047E-003, 3.0240113E-002, 8.8279816E-002, 8.8433038E-003, 7.1902281E-001, 1.2879296E-004
 2.2250000E+001, 9.8896335E+002, 9.8643217E+002, 2.4444003E+000, 4.2030498E+002, 4.7304724E+002, 1.4951321E+000, 1.1250936E-001, 3.3983213E-002, 8.2541333E-003, 2.8711613E-002, 8.6367853E-002, 8.5094158E-003, 7.2138076E-001, 1.2384529E-004
 2.2750000E+001, 9.7664041E+002, 9.7336907E+002, 2.4596527E+000, 4.2112484E+002, 4.7362115E+002, 1.5082878E+000, 1.1485665E-001, 3.3346383E-002, 7.9257087E-003, 2.7229514E-002, 8.4513496E-002, 8.1708337E-003, 7.2368506E-001, 1.1882986E-004
 2.3250000E+001, 9.6451512E+002, 9.6055005E+002, 2.4741926E+000, 4.2178130E+002, 4.7399923E+002, 1.5193907E+000, 1.1715435E-001, 3.2722985E-002, 7.6014008E-003, 2.5804740E-002, 8.2693112E-002, 7.8364956E-003, 7.2592570E-001, 1.1388514E-004
 2.3750000E+001, 9.5230348E+002, 9.4762719E+002, 2.5001521E+000, 4.2229991E+002, 4.7422352E+002, 1.5368352E+000, 1.1942838E-001, 3.2090149E-002, 7.2943639E-003, 2.4434430E-002, 8.0884645E-002, 7.5199628E-003, 7.2809740E-001, 1.0920331E-004
 2.4250000E+001, 9.4004294E+002, 9.3463297E+002, 2.5001521E+000, 4.2279896E+002, 4.7442170E+002, 1.5368352E+000, 1.2167492E-001, 3.1450914E-002, 7.0031698E-003, 2.3117816E-002, 7.9091602E-002, 7.2197627E-003, 7.3020115E-001, 1.0476163E-004
 2.4750000E+001, 9.2802110E+002, 9.2189265E+002, 2.5111118E+000, 4.2336760E+002, 4.7470761E+002, 1.5440785E+000, 1.2386739E-001, 3.0821490E-002, 6.7236205E-003, 2.1849243E-002, 7.7338837E-002, 6.9315675E-003, 7.3223680E-001, 1.0049718E-004
 2.5250000E+001, 9.1633010E+002, 9.0951746E+002, 2.5205602E+000, 4.2397514E+002, 4.7504348E+002, 1.5504347E+000, 1.2599628E-001, 3.0210783E-002, 6.4505148E-003, 2.0627816E-002, 7.5634806E-002, 6.6500152E-003, 7.3420812E-001, 9.6331485E-005
 2.5750000E+001, 9.0484898E+002, 8.9742168E+002, 2.5287058E+000, 4.2443418E+002, 4.7516308E+002, 1.5562614E+000, 1.2806551E-001, 2.9616183E-002, 6.1848409E-003, 1.9453254E-002, 7.3976072E-002, 6.3761246E-003, 7.3611548E-001, 9.2280610E-005
 2.6250000E+001, 8.9359019E+002, 8.8562828E+002, 2.5357861E+000, 4.2459155E+002, 4.7491291E+002, 1.5614981E+000, 1.3006956E-001, 2.9040987E-002, 5.9241814E-003, 1.8339245E-002, 7.2364830E-002, 6.1074035E-003, 7.3795021E-001, 8.8315314E-005
 2.6750000E+001, 8.8252602E+002, 8.7409224E+002, 2.5431609E+000, 4.2446111E+002, 4.7433127E+002, 1.5653028E+000, 1.3201017E-001, 2.8480098E-002, 5.6732775E-003, 1.7287957E-002, 7.0799396E-002, 5.8487397E-003, 7.3970541E-001, 8.4501759E-005
 2.7250000E+001, 8.7175574E+002, 8.6287173E+002, 2.5504476E+000, 4.2423211E+002, 4.7367707E+002, 1.5682702E+000, 1.3388239E-001, 2.7936823E-002, 5.4305007E-003, 1.6302912E-002, 6.9283440E-002, 5.5984544E-003, 7.4137886E-001, 8.0819310E-005
 2.7750000E+001, 8.6137506E+002, 8.5207456E+002, 2.5630349E+000, 4.2387945E+002, 4.7290157E+002, 1.5734947E+000, 1.3567446E-001, 2.7412632E-002, 5.2003615E-003, 1.5383573E-002, 6.7827983E-002, 5.3611974E-003, 7.4296109E-001, 7.7333734E-005
 2.8250000E+001, 8.5145154E+002, 8.4176667E+002, 2.5630349E+000, 4.2328625E+002, 4.7190857E+002, 1.5734947E+000, 1.3737989E-001, 2.6912558E-002, 4.9814123E-003, 1.4520979E-002, 6.6440512E-002, 5.1354766E-003, 7.4445799E-001, 7.4020120E-005
 2.8750000E+001, 8.4157693E+002, 8.3153853E+002, 2.5685990E+000, 4.2230635E+002, 4.7046458E+002, 1.5749740E+000, 1.3903593E-001, 2.6418547E-002, 4.7748457E-003, 1.3716890E-002, 6.5087120E-002, 4.9225213E-003, 7.4588006E-001, 7.0897735E-005
 2.9250000E+001, 8.3149585E+002, 8.2116806E+002, 2.5739469E+000, 4.2092597E+002, 4.6851574E+002, 1.5758797E+000, 1.4066066E-001, 2.5914599E-002, 4.5893920E-003, 1.2973781E-002, 6.3751512E-002, 4.7313319E-003, 7.4722101E-001, 6.8091859E-005
 2.9750000E+001, 8.2146330E+002, 8.1088400E+002, 2.5790853E+000, 4.1933367E+002, 4.6636507E+002, 1.5760317E+000, 1.4224791E-001, 2.5413318E-002, 4.4146875E-003, 1.2283091E-002, 6.2440300E-002, 4.5512242E-003, 7.4849776E-001, 6.5450155E-005
 3.0250000E+001, 8.1144343E+002, 8.0064027E+002, 2.5840104E+000, 4.1747551E+002, 4.6395374E+002, 1.5752934E+000, 1.4381265E-001, 2.4913564E-002, 4.2463381E-003, 1.1625596E-002, 6.1143400E-002, 4.3776681E-003, 7.4973486E-001, 6.2904888E-005
 3.0750000E+001, 8.0151256E+002, 7.9053221E+002, 2.5882047E+000, 4.1543297E+002, 4.6134678E+002, 1.5743747E+000, 1.4535840E-001, 2.4424139E-002, 4.0727331E-003, 1.0997888E-002, 5.9857583E-002, 4.1986939E-003, 7.5095061E-001, 6.0290649E-005
 3.1250000E+001, 7.9158174E+002, 7.8046826E+002, 2.5913991E+000, 4.1321594E+002, 4.5850098E+002, 1.5736759E+000, 1.4689438E-001, 2.3941712E-002, 3.8931668E-003, 1.0397580E-002, 5.8574941E-002, 4.0135740E-003, 7.5215086E-001, 5.7598134E-005
 3.1750000E+001, 7.8169546E+002, 7.7043019E+002, 2.5940969E+000, 4.1076669E+002, 4.5540393E+002, 1.5726694E+000, 1.4841742E-001, 2.3458828E-002, 3.7190258E-003, 9.8142506E-003, 5.7301051E-002, 3.8340472E-003, 7.5332758E-001, 5.4987021E-005
 3.2250000E+001, 7.7207004E+002, 7.6059950E+002, 2.5983263E+000, 4.0819710E+002, 4.5227276E+002, 1.5688869E+000, 1.4990585E-001, 2.2986168E-002, 3.5489705E-003, 9.2508586E-003, 5.6054816E-002, 3.6587325E-003, 7.5447264E-001, 5.2436178E-005
 3.2750000E+001, 7.6272699E+002, 7.5105181E+002, 2.5983263E+000, 4.0529139E+002, 4.4881422E+002, 1.5688869E+000, 1.5135115E-001, 2.2527176E-002, 3.3824406E-003, 8.7169686E-003, 5.4842072E-002, 3.4870521E-003, 7.5557691E-001, 4.9940036E-005
 3.3250000E+001, 7.5355346E+002, 7.4168301E+002, 2.6003739E+000, 4.0205208E+002, 4.4501550E+002, 1.5655068E+000, 1.5276095E-001, 2.2074144E-002, 3.2245709E-003, 8.2103929E-003, 5.3656647E-002, 3.3242999E-003, 7.5663819E-001, 4.7576605E-005
 3.3750000E+001, 7.4454243E+002, 7.3249125E+002, 2.6025159E+000, 3.9869380E+002, 4.4113309E+002, 1.5610609E+000, 1.5412829E-001, 2.1631813E-002, 3.0729327E-003, 7.7365796E-003, 5.2503631E-002, 3.1679718E-003, 7.5765318E-001, 4.5310561E-005
 3.4250000E+001, 7.3566978E+002, 7.2348459E+002, 2.6048650E+000, 3.9515518E+002, 4.3703440E+002, 1.5556933E+000, 1.5544551E-001, 2.1201571E-002, 2.9293910E-003, 7.3004350E-003, 5.1389115E-002, 3.0199907E-003, 7.5861332E-001, 4.3169644E-005
 3.4750000E+001, 7.2712367E+002, 7.1483633E+002, 2.6075760E+000, 3.9166659E+002, 4.3295894E+002, 1.5494653E+000, 1.5671424E-001, 2.0786532E-002, 2.7905587E-003, 6.8922992E-003, 5.0313286E-002, 2.8768647E-003, 7.5953033E-001, 4.1100396E-005
 3.5250000E+001, 7.1860868E+002, 7.0630397E+002, 2.6136671E+000, 3.8778858E+002, 4.2831424E+002, 1.5357711E+000, 1.5791895E-001, 2.0386673E-002, 2.6634520E-003, 6.5222975E-003, 4.9288634E-002, 2.7458268E-003, 7.6038263E-001, 3.9211731E-005
 3.5750000E+001, 7.1048015E+002, 6.9817010E+002, 2.6165888E+000, 3.8389516E+002, 4.2372465E+002, 1.5281698E+000, 1.5908341E-001, 1.9998362E-002, 2.5425564E-003, 6.1658349E-003, 4.8298117E-002, 2.6211922E-003, 7.6120315E-001, 3.7415806E-005
 3.6250000E+001, 7.0258427E+002, 6.9030219E+002, 2.6192160E+000, 3.7998362E+002, 4.1913036E+002, 1.5201137E+000, 1.6021369E-001, 1.9619759E-002, 2.4266326E-003, 5.8246030E-003, 4.7335836E-002, 2.5016831E-003, 7.6199441E-001, 3.5691293E-005
 3.6750000E+001, 6.9479217E+002, 6.8255289E+002, 2.6216539E+000, 3.7596006E+002, 4.1442853E+002, 1.5115439E+000, 1.6132351E-001, 1.9246860E-002, 2.3131004E-003, 5.4989813E-003, 4.6389166E-002, 2.3846396E-003, 7.6276425E-001, 3.4002272E-005
 3.7250000E+001, 6.8716654E+002, 6.7493143E+002, 2.6237892E+000, 3.7194512E+002, 4.0977655E+002, 1.5027280E+000, 1.6240744E-001, 1.8879928E-002, 2.2048470E-003, 5.1857019E-003, 4.5463827E-002, 2.2730381E-003, 7.6350945E-001, 3.2389544E-005
 3.7750000E+001, 6.7983462E+002, 6.6753798E+002, 2.6252154E+000, 3.6815542E+002, 4.0543758E+002, 1.4940516E+000, 1.6345201E-001, 1.8524120E-002, 2.1025249E-003, 4.8887014E-003, 4.4571263E-002, 2.1675515E-003, 7.6422158E-001, 3.0864822E-005
 3.8250000E+001, 6.7274138E+002, 6.6035584E+002, 2.6252154E+000, 3.6456873E+002, 4.0139014E+002, 1.4940516E+000, 1.6445401E-001, 1.8181152E-002, 2.0055404E-003, 4.6106201E-003, 4.3713828E-002, 2.0675674E-003, 7.6489836E-001, 2.9420398E-005
 3.8750000E+001, 6.6582915E+002, 6.5338532E+002, 2.6267574E+000, 3.6108635E+002, 3.9745700E+002, 1.4773555E+000, 1.6541191E-001, 1.7849824E-002, 1.9156082E-003, 4.3557264E-003, 4.2892184E-002, 1.9748538E-003, 7.6553406E-001, 2.8082118E-005
 3.9250000E+001, 6.5901278E+002, 6.4658405E+002, 2.6275749E+000, 3.5755714E+002, 3.9342874E+002, 1.4690588E+000, 1.6633272E-001, 1.7525123E-002, 1.8351236E-003, 4.1215522E-003, 4.2100628E-002, 1.8918800E-003, 7.6612991E-001, 2.6885069E-005
 3.9750000E+001, 6.5229572E+002, 6.3993481E+002, 2.6275749E+000, 3.5406046E+002, 3.8940324E+002, 1.4690588E+000, 1.6722675E-001, 1.7204774E-002, 1.7615142E-003, 3.9063100E-003, 4.1330010E-002, 1.8159940E-003, 7.6669411E-001, 2.5791163E-005
 4.0250000E+001, 6.4562091E+002, 6.3335193E+002, 2.6284754E+000, 3.5040931E+002, 3.8519899E+002, 1.4609159E+000, 1.6810592E-001, 1.6887931E-002, 1.6898097E-003, 3.7076529E-003, 4.0569746E-002, 1.7420719E-003, 7.6723880E-001, 2.4729207E-005
 4.0750000E+001, 6.3898453E+002, 6.2680515E+002, 2.6302317E+000, 3.4659097E+002, 3.8081071E+002, 1.4448630E+000, 1.6897643E-001, 1.6572442E-002, 1.6194272E-003, 3.5238812E-003, 3.9814496E-002, 1.6695126E-003, 7.6776816E-001, 2.3690155E-005
 4.1250000E+001, 6.3244577E+002, 6.2034390E+002, 2.6307464E+000, 3.4274925E+002, 3.7642117E+002, 1.4375784E+000, 1.6983771E-001, 1.6261800E-002, 1.5472272E-003, 3.3497581E-003, 3.9065625E-002, 1.5950795E-003, 7.6828963E-001, 2.2626924E-005
 4.1750000E+001, 6.2602715E+002, 6.1401979E+002, 2.6311018E+000, 3.3894327E+002, 3.7206934E+002, 1.4307886E+000, 1.7068702E-001, 1.5955854E-002, 1.4755494E-003, 3.1784199E-003, 3.8327056E-002, 1.5211850E-003, 7.6880421E-001, 2.1571419E-005
 4.2250000E+001, 6.1969426E+002, 6.0782044E+002, 2.6311018E+000, 3.3515750E+002, 3.6771237E+002, 1.4307886E+000, 1.7152505E-001, 1.5653559E-002, 1.4055983E-003, 3.0066721E-003, 3.7598869E-002, 1.4490704E-003, 7.6931288E-001, 2.0539444E-005
 4.2750000E+001, 6.1354819E+002, 6.0183564E+002, 2.6313301E+000, 3.3146966E+002, 3.6344399E+002, 1.4239759E+000, 1.7233845E-001, 1.5361419E-002, 1.3369914E-003, 2.8330065E-003, 3.6893373E-002, 1.3783417E-003, 7.6981247E-001, 1.9525116E-005
 4.3250000E+001, 6.0768277E+002, 5.9611596E+002, 2.6326277E+000, 3.2789614E+002, 3.5933727E+002, 1.4096014E+000, 1.7311752E-001, 1.5084478E-002, 1.2689381E-003, 2.6579105E-003, 3.6219215E-002, 1.3081836E-003, 7.7030015E-001, 1.8518074E-005
 4.3750000E+001, 6.0208001E+002, 5.9062167E+002, 2.6337302E+000, 3.2427949E+002, 3.5525428E+002, 1.4019508E+000, 1.7386558E-001, 1.4819935E-002, 1.2026879E-003, 2.4835530E-003, 3.5573033E-002, 1.2398845E-003, 7.7077400E-001, 1.7537394E-005
 4.4250000E+001, 5.9664648E+002, 5.8527507E+002, 2.6337302E+000, 3.2050875E+002, 3.5104735E+002, 1.4019508E+000, 1.7459295E-001, 1.4563784E-002, 1.1371956E-003, 2.3125369E-003, 3.4944949E-002, 1.1723665E-003, 7.7123714E-001, 1.6568341E-005
 4.4750000E+001, 5.9132050E+002, 5.8002427E+002, 2.6347510E+000, 3.1659327E+002, 3.4671143E+002, 1.3944214E+000, 1.7530688E-001, 1.4311979E-002, 1.0731820E-003, 2.1462854E-003, 3.4328174E-002, 1.1063732E-003, 7.7169025E-001, 1.5620545E-005
 4.5250000E+001, 5.8613984E+002, 5.7490958E+002, 2.6364756E+000, 3.1264570E+002, 3.4236132E+002, 1.3792630E+000, 1.7600320E-001, 1.4065747E-002, 1.0111095E-003, 1.9875353E-003, 3.3725975E-002, 1.0423809E-003, 7.7212931E-001, 1.4701690E-005
