s,kW,kW
Time,HRR,HRR_rad_loss
1.432540E+01,1.467243E+01,8.185285E+00
1.433710E+01,1.468871E+01,7.178362E+00
1.434890E+01,1.489882E+01,6.313877E+00
1.436030E+01,1.507498E+01,5.142701E+00
1.437160E+01,1.517088E+01,4.090211E+00
1.438270E+01,1.542185E+01,8.802706E+00
1.439370E+01,1.545229E+01,7.421065E+00
1.440420E+01,1.561490E+01,6.450592E+00
1.441410E+01,1.570155E+01,5.269560E+00
1.442370E+01,1.586391E+01,4.210217E+00
1.443290E+01,1.585023E+01,8.614631E+00
1.444230E+01,1.562143E+01,7.503341E+00
1.445200E+01,1.527136E+01,6.431680E+00
1.446210E+01,1.479414E+01,5.292914E+00
1.447150E+01,1.460450E+01,4.449056E+00
1.448140E+01,1.470196E+01,7.890447E+00
1.449270E+01,1.508983E+01,7.192048E+00
1.450460E+01,1.567477E+01,6.504502E+00
1.451630E+01,1.628895E+01,5.681555E+00
1.452730E+01,1.678513E+01,4.992436E+00
1.453990E+01,1.727153E+01,9.051516E+00
1.455280E+01,1.752906E+01,8.058447E+00
1.456570E+01,1.740725E+01,7.066698E+00
1.457780E+01,1.688861E+01,6.015618E+00
1.458900E+01,1.599682E+01,5.157169E+00
1.459960E+01,1.502861E+01,7.799366E+00
1.461030E+01,1.389180E+01,7.108527E+00
1.462100E+01,1.308200E+01,6.172322E+00
1.463130E+01,1.239358E+01,5.024302E+00
1.464110E+01,1.193613E+01,4.043170E+00
1.465140E+01,1.171198E+01,6.080491E+00
1.466200E+01,1.156227E+01,5.634123E+00
1.467230E+01,1.185043E+01,5.224872E+00
1.468400E+01,1.226299E+01,4.603505E+00
1.469630E+01,1.270533E+01,4.001192E+00
1.470830E+01,1.347665E+01,7.466817E+00
1.471990E+01,1.384896E+01,6.812477E+00
1.473080E+01,1.435990E+01,6.443053E+00
1.474240E+01,1.470066E+01,5.696526E+00
1.475490E+01,1.514400E+01,4.809539E+00
1.476740E+01,1.551170E+01,8.634091E+00
1.478030E+01,1.568851E+01,7.661164E+00
1.479230E+01,1.600932E+01,6.962012E+00
1.480490E+01,1.607340E+01,5.855557E+00
1.481770E+01,1.615627E+01,4.730253E+00
1.483020E+01,1.650527E+01,8.356624E+00
1.484240E+01,1.706754E+01,7.654237E+00
1.485420E+01,1.706303E+01,6.787065E+00
1.486590E+01,1.594202E+01,5.623222E+00
1.487740E+01,1.425446E+01,4.523838E+00
1.489080E+01,1.288615E+01,7.374662E+00
1.490570E+01,1.326207E+01,6.442875E+00
1.492090E+01,1.390079E+01,5.470510E+00
1.493590E+01,1.468714E+01,4.386401E+00
1.495020E+01,1.528601E+01,3.454509E+00
1.496400E+01,1.582470E+01,1.013774E+01
1.497760E+01,1.591625E+01,8.177805E+00
1.499080E+01,1.605019E+01,6.953414E+00
1.500410E+01,1.597022E+01,5.362525E+00
1.501720E+01,1.590964E+01,4.033586E+00
1.502950E+01,1.604458E+01,9.707656E+00
1.504180E+01,1.606256E+01,8.348817E+00
1.505450E+01,1.627291E+01,7.183569E+00
1.506760E+01,1.592175E+01,5.733264E+00
1.508050E+01,1.522900E+01,4.567814E+00
1.509320E+01,1.472599E+01,8.758800E+00
1.510600E+01,1.427312E+01,7.620994E+00
1.511850E+01,1.452532E+01,6.672947E+00
1.513060E+01,1.465450E+01,5.665963E+00
1.514220E+01,1.505595E+01,4.848207E+00
1.515330E+01,1.543445E+01,8.872731E+00
1.516420E+01,1.549426E+01,7.968235E+00
1.517720E+01,1.572993E+01,7.244315E+00
1.519050E+01,1.586232E+01,6.304628E+00
1.520200E+01,1.557419E+01,5.548523E+00
1.521400E+01,1.569972E+01,8.055399E+00
1.522700E+01,1.564538E+01,7.424351E+00
1.524160E+01,1.557044E+01,6.436232E+00
1.525540E+01,1.534156E+01,5.275830E+00
1.526820E+01,1.488889E+01,4.426378E+00
1.528070E+01,1.427794E+01,7.157768E+00
1.529370E+01,1.331779E+01,6.415230E+00
1.530620E+01,1.283170E+01,5.571608E+00
1.531880E+01,1.340008E+01,4.740513E+00
1.533120E+01,1.388949E+01,4.050889E+00
1.534420E+01,1.511917E+01,8.235382E+00
1.535850E+01,1.645872E+01,7.384441E+00
1.537330E+01,1.732331E+01,6.630324E+00
1.538680E+01,1.744864E+01,5.773224E+00
1.539910E+01,1.733407E+01,5.094137E+00
1.541160E+01,1.717677E+01,8.734905E+00
1.542480E+01,1.642617E+01,7.971615E+00
1.543830E+01,1.559806E+01,6.987011E+00
1.545150E+01,1.496508E+01,5.770224E+00
1.546400E+01,1.451696E+01,4.782207E+00
1.547550E+01,1.391352E+01,7.081966E+00
1.548600E+01,1.266784E+01,6.322596E+00
1.549630E+01,1.188760E+01,5.508771E+00
1.550660E+01,1.178241E+01,4.713710E+00
1.551900E+01,1.199755E+01,3.987810E+00
1.553120E+01,1.260151E+01,7.009552E+00
1.554330E+01,1.339360E+01,6.354607E+00
1.555520E+01,1.449125E+01,5.785168E+00
1.556690E+01,1.543136E+01,5.107487E+00
1.557820E+01,1.608960E+01,4.493037E+00
1.559060E+01,1.659782E+01,8.497442E+00
1.560330E+01,1.682045E+01,7.553690E+00
1.561520E+01,1.687231E+01,6.695480E+00
1.562590E+01,1.689233E+01,5.795098E+00
1.563610E+01,1.696028E+01,5.023642E+00
1.564570E+01,1.705915E+01,7.708486E+00
1.565590E+01,1.683948E+01,7.335096E+00
1.566660E+01,1.691171E+01,6.526395E+00
1.567770E+01,1.696594E+01,5.243294E+00
1.568930E+01,1.573763E+01,4.018642E+00
1.570210E+01,1.334989E+01,6.519081E+00
1.571540E+01,1.238896E+01,5.916112E+00
1.572960E+01,1.263714E+01,5.136859E+00
1.574320E+01,1.306468E+01,4.292435E+00
1.575650E+01,1.354535E+01,3.490336E+00
1.576910E+01,1.440016E+01,8.660309E+00
1.578130E+01,1.478524E+01,7.320880E+00
1.579310E+01,1.528836E+01,6.531389E+00
1.580490E+01,1.546814E+01,5.342944E+00
1.581870E+01,1.581497E+01,4.011834E+00
1.583140E+01,1.610036E+01,9.387199E+00
1.584380E+01,1.626849E+01,7.979978E+00
1.585610E+01,1.647830E+01,6.743316E+00
1.586790E+01,1.669336E+01,5.188516E+00
1.587940E+01,1.691521E+01,3.898491E+00
1.589130E+01,1.693999E+01,9.723982E+00
1.590360E+01,1.618598E+01,8.125285E+00
1.591580E+01,1.494179E+01,6.431094E+00
1.592860E+01,1.373684E+01,4.762832E+00
1.594260E+01,1.325789E+01,3.422878E+00
1.595640E+01,1.371741E+01,8.810028E+00
1.596970E+01,1.384646E+01,7.250091E+00
1.598250E+01,1.447501E+01,6.159204E+00
1.599520E+01,1.489717E+01,4.964263E+00
1.600770E+01,1.545087E+01,3.936607E+00
1.602090E+01,1.564852E+01,9.949397E+00
1.603430E+01,1.592334E+01,8.328542E+00
1.604620E+01,1.619412E+01,7.100148E+00
1.605790E+01,1.649198E+01,5.671207E+00
1.607060E+01,1.653305E+01,4.463412E+00
1.608360E+01,1.647830E+01,8.884392E+00
1.609580E+01,1.595059E+01,7.840518E+00
1.610710E+01,1.519437E+01,6.631496E+00
1.611790E+01,1.452678E+01,5.404968E+00
1.612840E+01,1.369719E+01,4.482977E+00
1.613870E+01,1.369839E+01,7.529741E+00
1.614910E+01,1.382043E+01,6.886049E+00
1.615940E+01,1.426291E+01,6.450351E+00
1.617060E+01,1.465421E+01,5.593452E+00
1.618220E+01,1.499019E+01,4.716309E+00
1.619360E+01,1.540325E+01,8.579683E+00
1.620490E+01,1.552035E+01,7.519764E+00
1.621610E+01,1.558293E+01,6.733792E+00
1.622710E+01,1.536182E+01,5.734195E+00
1.623850E+01,1.515454E+01,4.854420E+00
1.625000E+01,1.501086E+01,7.962323E+00
1.626060E+01,1.499169E+01,7.300385E+00
1.627290E+01,1.528681E+01,6.606977E+00
1.628430E+01,1.583605E+01,5.877203E+00
1.629490E+01,1.647215E+01,5.179837E+00
1.630510E+01,1.699154E+01,8.093774E+00
1.631470E+01,1.721437E+01,7.634415E+00
1.632340E+01,1.705821E+01,6.943891E+00
1.633140E+01,1.631763E+01,6.103347E+00
1.634100E+01,1.563460E+01,5.233947E+00
1.635360E+01,1.595731E+01,7.088234E+00
1.636620E+01,1.623049E+01,7.115642E+00
1.637800E+01,1.654821E+01,6.689961E+00
1.638990E+01,1.686284E+01,5.913123E+00
1.640190E+01,1.688820E+01,5.259846E+00
1.641380E+01,1.660424E+01,8.249664E+00
1.642570E+01,1.613580E+01,7.748005E+00
1.643720E+01,1.533329E+01,6.970005E+00
1.644870E+01,1.464129E+01,5.933860E+00
1.646010E+01,1.419524E+01,5.000305E+00
1.647160E+01,1.388038E+01,7.688933E+00
1.648320E+01,1.338536E+01,6.755772E+00
1.649420E+01,1.249517E+01,5.850958E+00
1.650520E+01,1.183092E+01,4.707914E+00
1.651530E+01,1.151717E+01,3.842084E+00
1.652480E+01,1.156440E+01,6.307942E+00
1.653510E+01,1.182912E+01,5.782637E+00
1.654520E+01,1.215790E+01,5.353370E+00
1.655510E+01,1.262578E+01,4.759927E+00
1.656500E+01,1.339465E+01,4.191249E+00
1.657480E+01,1.413688E+01,7.430522E+00
1.658440E+01,1.480262E+01,6.811797E+00
1.659420E+01,1.549424E+01,6.384409E+00
1.660430E+01,1.620905E+01,5.624457E+00
1.661470E+01,1.698379E+01,4.838991E+00
1.662550E+01,1.772442E+01,8.771326E+00
1.663680E+01,1.811285E+01,7.718035E+00
1.664860E+01,1.817016E+01,6.709150E+00
1.666040E+01,1.750774E+01,5.474823E+00
1.667200E+01,1.670396E+01,4.398315E+00
1.668360E+01,1.559322E+01,8.219332E+00
1.669540E+01,1.428965E+01,6.902699E+00
1.670760E+01,1.337515E+01,5.315750E+00
1.671980E+01,1.270583E+01,3.977775E+00
1.673110E+01,1.244934E+01,3.082911E+00
1.674140E+01,1.266184E+01,7.363198E+00
1.675130E+01,1.286690E+01,6.564498E+00
1.676100E+01,1.346453E+01,6.074856E+00
1.677250E+01,1.455307E+01,5.184967E+00
1.678350E+01,1.496795E+01,4.356086E+00
1.679400E+01,1.566271E+01,8.543901E+00
1.680470E+01,1.665750E+01,7.638773E+00
1.681600E+01,1.751693E+01,6.926990E+00
1.682680E+01,1.782280E+01,5.969643E+00
1.683760E+01,1.762468E+01,4.972122E+00
1.684880E+01,1.690334E+01,9.502823E+00
1.686020E+01,1.599775E+01,8.082815E+00
1.687080E+01,1.522912E+01,6.918047E+00
1.688130E+01,1.474658E+01,5.394951E+00
1.689140E+01,1.448161E+01,4.065560E+00
1.690120E+01,1.436266E+01,8.023096E+00
1.691080E+01,1.413566E+01,7.059005E+00
1.692000E+01,1.375985E+01,6.139114E+00
1.692910E+01,1.267479E+01,5.083427E+00
1.693810E+01,1.232930E+01,4.260865E+00
1.694720E+01,1.239696E+01,6.811209E+00
1.695620E+01,1.250818E+01,6.323872E+00
1.696510E+01,1.294034E+01,6.052684E+00
1.697380E+01,1.315805E+01,5.522289E+00
1.698230E+01,1.358440E+01,4.941481E+00
1.699070E+01,1.399529E+01,8.207288E+00
1.700000E+01,1.443109E+01,7.301242E+00
1.700990E+01,1.509532E+01,6.753390E+00
1.702010E+01,1.540509E+01,5.881604E+00
1.703150E+01,1.554057E+01,4.790726E+00
1.704400E+01,1.560090E+01,8.954498E+00
1.705660E+01,1.527365E+01,7.742090E+00
1.706930E+01,1.501027E+01,6.671926E+00
1.708210E+01,1.492870E+01,5.275261E+00
1.709520E+01,1.496627E+01,3.982779E+00
1.710850E+01,1.528878E+01,9.133664E+00
1.712050E+01,1.509185E+01,7.882992E+00
1.713320E+01,1.469570E+01,6.604632E+00
1.714680E+01,1.382619E+01,5.051444E+00
1.716020E+01,1.324535E+01,3.889793E+00
1.717260E+01,1.299393E+01,8.027511E+00
1.718450E+01,1.282987E+01,7.039414E+00
1.719600E+01,1.312359E+01,6.230544E+00
1.720840E+01,1.347852E+01,5.417513E+00
1.721950E+01,1.385206E+01,4.945217E+00
1.722910E+01,1.407650E+01,7.512389E+00
1.723840E+01,1.433708E+01,7.086671E+00
1.724910E+01,1.483835E+01,6.695118E+00
1.725980E+01,1.538419E+01,6.086032E+00
1.726980E+01,1.625980E+01,5.486226E+00
1.728130E+01,1.733883E+01,8.121830E+00
1.729320E+01,1.888882E+01,7.573060E+00
1.730450E+01,1.980286E+01,6.802552E+00
1.731540E+01,1.961148E+01,5.862302E+00
1.732520E+01,1.841859E+01,5.089688E+00
1.733550E+01,1.615437E+01,7.894738E+00
1.734710E+01,1.451472E+01,6.879744E+00
1.735880E+01,1.388504E+01,5.842469E+00
1.737160E+01,1.392940E+01,4.660891E+00
1.738520E+01,1.407589E+01,3.662341E+00
1.739820E+01,1.498658E+01,8.838436E+00
1.741280E+01,1.550080E+01,7.495863E+00
1.742790E+01,1.594983E+01,6.177522E+00
1.744190E+01,1.633767E+01,4.723880E+00
1.745490E+01,1.675311E+01,3.632000E+00
1.746700E+01,1.714286E+01,1.101208E+01
1.747920E+01,1.700846E+01,8.856608E+00
1.749080E+01,1.672118E+01,7.508209E+00
1.750120E+01,1.587038E+01,5.868013E+00
1.751110E+01,1.527129E+01,4.389134E+00
1.752060E+01,1.457677E+01,8.698035E+00
1.753010E+01,1.370428E+01,7.565418E+00
1.753980E+01,1.313550E+01,6.616445E+00
1.754990E+01,1.296424E+01,5.484201E+00
1.756040E+01,1.312779E+01,4.440873E+00
1.757100E+01,1.347457E+01,8.137325E+00
1.758150E+01,1.368928E+01,7.227769E+00
1.759190E+01,1.418244E+01,6.580872E+00
1.760150E+01,1.438211E+01,5.727019E+00
1.761070E+01,1.482908E+01,4.804588E+00
1.761990E+01,1.537533E+01,8.760314E+00
1.762890E+01,1.583020E+01,7.913005E+00
1.763790E+01,1.647362E+01,7.346876E+00
1.764830E+01,1.688303E+01,6.402057E+00
1.765840E+01,1.712435E+01,5.497490E+00
1.766850E+01,1.745329E+01,8.954001E+00
1.767970E+01,1.737465E+01,8.046063E+00
1.769040E+01,1.705378E+01,7.102334E+00
1.770050E+01,1.627222E+01,5.908756E+00
1.771050E+01,1.527407E+01,4.743990E+00
1.772110E+01,1.395528E+01,7.011009E+00
1.773180E+01,1.259024E+01,6.025310E+00
1.774190E+01,1.231128E+01,5.034496E+00
1.775140E+01,1.270604E+01,4.314153E+00
1.776100E+01,1.339106E+01,3.825308E+00
1.777100E+01,1.421819E+01,6.403453E+00
1.778220E+01,1.550215E+01,6.256187E+00
1.779330E+01,1.608500E+01,6.028870E+00
1.780380E+01,1.653636E+01,5.539121E+00
1.781380E+01,1.672941E+01,5.034503E+00
1.782350E+01,1.694816E+01,8.106842E+00
1.783350E+01,1.692603E+01,7.496682E+00
1.784360E+01,1.688433E+01,6.915069E+00
1.785400E+01,1.685788E+01,6.026576E+00
1.786380E+01,1.686675E+01,5.313145E+00
1.787360E+01,1.703979E+01,8.220330E+00
1.788370E+01,1.679449E+01,7.600092E+00
1.789360E+01,1.632614E+01,6.826203E+00
1.790350E+01,1.577429E+01,5.750527E+00
1.791300E+01,1.535558E+01,4.766697E+00
1.792210E+01,1.463560E+01,7.261272E+00
1.793110E+01,1.375806E+01,6.594183E+00
1.794010E+01,1.323175E+01,5.780867E+00
1.794910E+01,1.307112E+01,5.016574E+00
1.795810E+01,1.317874E+01,4.465783E+00
1.796710E+01,1.351784E+01,6.224260E+00
1.797650E+01,1.384468E+01,6.109600E+00
1.798640E+01,1.421532E+01,5.901324E+00
1.799630E+01,1.444507E+01,5.507337E+00
1.800580E+01,1.442787E+01,5.098904E+00
1.801520E+01,1.447616E+01,6.798108E+00
1.802430E+01,1.448041E+01,6.627622E+00
1.803310E+01,1.468831E+01,6.405826E+00
1.804200E+01,1.483976E+01,5.926725E+00
1.805040E+01,1.486575E+01,5.477362E+00
1.805960E+01,1.526187E+01,7.229002E+00
1.806960E+01,1.553715E+01,6.989063E+00
1.808010E+01,1.584020E+01,6.474987E+00
1.809110E+01,1.617355E+01,5.890856E+00
1.810180E+01,1.643269E+01,5.445056E+00
1.811230E+01,1.658984E+01,7.453065E+00
1.812250E+01,1.625047E+01,7.260586E+00
1.813280E+01,1.570567E+01,6.738803E+00
1.814390E+01,1.509875E+01,5.822695E+00
1.815510E+01,1.484233E+01,5.049871E+00
1.816560E+01,1.443626E+01,6.591053E+00
1.817530E+01,1.422530E+01,6.216368E+00
1.818510E+01,1.419786E+01,5.625563E+00
1.819590E+01,1.475730E+01,5.073436E+00
1.820640E+01,1.529863E+01,4.668659E+00
1.821570E+01,1.560069E+01,6.614015E+00
1.822480E+01,1.570480E+01,6.516871E+00
1.823460E+01,1.603633E+01,6.220567E+00
1.824530E+01,1.622112E+01,5.634557E+00
1.825600E+01,1.631605E+01,5.122988E+00
1.826640E+01,1.638976E+01,6.993853E+00
1.827720E+01,1.650552E+01,6.872654E+00
1.828800E+01,1.646708E+01,6.342250E+00
1.829800E+01,1.595291E+01,5.498658E+00
1.830730E+01,1.554937E+01,4.713110E+00
1.831650E+01,1.504565E+01,6.757502E+00
1.832530E+01,1.444935E+01,6.288853E+00
1.833470E+01,1.366332E+01,5.428562E+00
1.834490E+01,1.313135E+01,4.539221E+00
1.835470E+01,1.316343E+01,4.095201E+00
1.836420E+01,1.341729E+01,5.615834E+00
1.837460E+01,1.393261E+01,5.656822E+00
1.838520E+01,1.460810E+01,5.473409E+00
1.839520E+01,1.508563E+01,5.056485E+00
1.840500E+01,1.546140E+01,4.647235E+00
1.841620E+01,1.581134E+01,7.438527E+00
1.842800E+01,1.633727E+01,7.144488E+00
1.844030E+01,1.688671E+01,6.495070E+00
1.845240E+01,1.699056E+01,5.662378E+00
1.846400E+01,1.703431E+01,5.031058E+00
1.847480E+01,1.662535E+01,9.404263E+00
1.848560E+01,1.581115E+01,7.936779E+00
1.849580E+01,1.464880E+01,6.732408E+00
1.850610E+01,1.320834E+01,5.472006E+00
1.851550E+01,1.238345E+01,4.413623E+00
1.852480E+01,1.185012E+01,6.296209E+00
1.853430E+01,1.137756E+01,5.627956E+00
1.854520E+01,1.130858E+01,4.960854E+00
1.855640E+01,1.149748E+01,4.276482E+00
1.856740E+01,1.201501E+01,3.760749E+00
1.857800E+01,1.271071E+01,5.778599E+00
1.858820E+01,1.342282E+01,5.650045E+00
1.859810E+01,1.427219E+01,5.500669E+00
1.860840E+01,1.535736E+01,5.195642E+00
1.861880E+01,1.601926E+01,4.912014E+00
1.862980E+01,1.634079E+01,6.954157E+00
1.864090E+01,1.587674E+01,6.969358E+00
1.865220E+01,1.548287E+01,6.616430E+00
1.866480E+01,1.523789E+01,5.922743E+00
1.867720E+01,1.557747E+01,5.186610E+00
1.868950E+01,1.572675E+01,7.837793E+00
1.870140E+01,1.582910E+01,7.137529E+00
1.871220E+01,1.587802E+01,6.119806E+00
1.872210E+01,1.570292E+01,5.078940E+00
1.873330E+01,1.547867E+01,3.987428E+00
1.874500E+01,1.496352E+01,7.355976E+00
1.875670E+01,1.347261E+01,6.128961E+00
1.876820E+01,1.237028E+01,4.887886E+00
1.877980E+01,1.196757E+01,3.797312E+00
1.879240E+01,1.204753E+01,3.071188E+00
1.880550E+01,1.273185E+01,6.751638E+00
1.881900E+01,1.313840E+01,6.181688E+00
1.883230E+01,1.362842E+01,5.663282E+00
1.884480E+01,1.420799E+01,4.822935E+00
1.885660E+01,1.468015E+01,3.974295E+00
1.886750E+01,1.533598E+01,9.552867E+00
1.887790E+01,1.589084E+01,8.024449E+00
1.888840E+01,1.642480E+01,7.180004E+00
1.889960E+01,1.690067E+01,5.940686E+00
1.891090E+01,1.681195E+01,4.686550E+00
1.892140E+01,1.657838E+01,9.318777E+00
1.893200E+01,1.628127E+01,8.046042E+00
1.894340E+01,1.604673E+01,6.825510E+00
1.895550E+01,1.556731E+01,5.284609E+00
1.896900E+01,1.488270E+01,3.875963E+00
1.898200E+01,1.424432E+01,8.058088E+00
1.899440E+01,1.330697E+01,6.972324E+00
1.900570E+01,1.242804E+01,6.030791E+00
1.901620E+01,1.207561E+01,5.008984E+00
1.902730E+01,1.224409E+01,3.999953E+00
1.904060E+01,1.284056E+01,7.847969E+00
1.905410E+01,1.340731E+01,6.809103E+00
1.906770E+01,1.419150E+01,5.853620E+00
1.907960E+01,1.486321E+01,4.771288E+00
1.909040E+01,1.559989E+01,3.885352E+00
1.910080E+01,1.629412E+01,9.858028E+00
1.911180E+01,1.663269E+01,8.316425E+00
1.912200E+01,1.692428E+01,7.389777E+00
1.913220E+01,1.689300E+01,6.114179E+00
1.914210E+01,1.671513E+01,4.956921E+00
1.915180E+01,1.669105E+01,9.440184E+00
1.916180E+01,1.644976E+01,8.161700E+00
1.917200E+01,1.624471E+01,7.136437E+00
1.918130E+01,1.568247E+01,5.955111E+00
1.919090E+01,1.468834E+01,4.819619E+00
1.920030E+01,1.459273E+01,8.398146E+00
1.920950E+01,1.420123E+01,7.318795E+00
1.921950E+01,1.407306E+01,6.520254E+00
1.923110E+01,1.397336E+01,5.683914E+00
1.924290E+01,1.404069E+01,4.737154E+00
1.925490E+01,1.452190E+01,8.142398E+00
1.926730E+01,1.509774E+01,7.161071E+00
1.927930E+01,1.573554E+01,6.449538E+00
1.929070E+01,1.628667E+01,5.554686E+00
1.930180E+01,1.653944E+01,4.735744E+00
1.931260E+01,1.653376E+01,8.620212E+00
1.932330E+01,1.662598E+01,7.732259E+00
1.933380E+01,1.683616E+01,7.007313E+00
1.934380E+01,1.671771E+01,6.027079E+00
1.935350E+01,1.602921E+01,5.119478E+00
1.936300E+01,1.516926E+01,7.843093E+00
1.937280E+01,1.411543E+01,6.825483E+00
1.938290E+01,1.297878E+01,5.698395E+00
1.939320E+01,1.263819E+01,4.772314E+00
1.940320E+01,1.290203E+01,4.160194E+00
1.941320E+01,1.337453E+01,6.923024E+00
1.942420E+01,1.415795E+01,6.530177E+00
1.943460E+01,1.467021E+01,6.270211E+00
1.944450E+01,1.517244E+01,5.743086E+00
1.945410E+01,1.554556E+01,5.174422E+00
1.946390E+01,1.590782E+01,8.107644E+00
1.947380E+01,1.608119E+01,7.575229E+00
1.948320E+01,1.619360E+01,7.233906E+00
1.949230E+01,1.614530E+01,6.649103E+00
1.950090E+01,1.616344E+01,6.019335E+00
1.950980E+01,1.618951E+01,8.285692E+00
1.951880E+01,1.639112E+01,7.741644E+00
1.952950E+01,1.673218E+01,7.211946E+00
1.954160E+01,1.650467E+01,6.160370E+00
1.955380E+01,1.566774E+01,4.877867E+00
1.956700E+01,1.468174E+01,7.271098E+00
1.958030E+01,1.346455E+01,6.333302E+00
1.959210E+01,1.247279E+01,5.235579E+00
1.960310E+01,1.192974E+01,4.251664E+00
1.961540E+01,1.205058E+01,3.510244E+00
1.962810E+01,1.276588E+01,6.645088E+00
1.964020E+01,1.327665E+01,6.250281E+00
1.965120E+01,1.408872E+01,5.889693E+00
1.966180E+01,1.499887E+01,5.353958E+00
1.967250E+01,1.586940E+01,4.793893E+00
1.968390E+01,1.666549E+01,8.625882E+00
1.969620E+01,1.716697E+01,7.709804E+00
1.970810E+01,1.688016E+01,7.030499E+00
1.971930E+01,1.642924E+01,6.129243E+00
1.973010E+01,1.646587E+01,5.200855E+00
1.974000E+01,1.675507E+01,8.360057E+00
1.974970E+01,1.700559E+01,7.715853E+00
1.975930E+01,1.681215E+01,6.930943E+00
1.977070E+01,1.618903E+01,5.485871E+00
1.978150E+01,1.520002E+01,4.175710E+00
1.979160E+01,1.427193E+01,7.101076E+00
1.980210E+01,1.322184E+01,6.140196E+00
1.981270E+01,1.246546E+01,5.265047E+00
1.982410E+01,1.221416E+01,4.377939E+00
1.983490E+01,1.255004E+01,3.656686E+00
1.984620E+01,1.329470E+01,7.458266E+00
1.985790E+01,1.404995E+01,6.571609E+00
1.986960E+01,1.488963E+01,5.985101E+00
1.988140E+01,1.528479E+01,5.041140E+00
1.989240E+01,1.596764E+01,4.155338E+00
1.990290E+01,1.661413E+01,9.198791E+00
1.991330E+01,1.699305E+01,7.905946E+00
1.992380E+01,1.739239E+01,6.998802E+00
1.993450E+01,1.746937E+01,5.785770E+00
1.994530E+01,1.752285E+01,4.552521E+00
1.995570E+01,1.705708E+01,9.490439E+00
1.996620E+01,1.653640E+01,7.845130E+00
1.997650E+01,1.567569E+01,6.282678E+00
1.998670E+01,1.451868E+01,4.724691E+00
1.999690E+01,1.359800E+01,3.700908E+00
2.000710E+01,1.284942E+01,6.873481E+00
2.001700E+01,1.244501E+01,6.162593E+00
2.002660E+01,1.253049E+01,5.494443E+00
2.003570E+01,1.288373E+01,4.910397E+00
2.004450E+01,1.362791E+01,4.395517E+00
2.005350E+01,1.420026E+01,7.655922E+00
2.006320E+01,1.476660E+01,6.976342E+00
2.007370E+01,1.528895E+01,6.572377E+00
2.008450E+01,1.586033E+01,5.805440E+00
2.009540E+01,1.614391E+01,4.934619E+00
2.010570E+01,1.663577E+01,9.242143E+00
2.011630E+01,1.686793E+01,7.986243E+00
2.012720E+01,1.715079E+01,7.138670E+00
2.013800E+01,1.726299E+01,6.025472E+00
2.014870E+01,1.750944E+01,4.956910E+00
2.016040E+01,1.755742E+01,8.903177E+00
2.017120E+01,1.711244E+01,7.871557E+00
2.018130E+01,1.566692E+01,6.685694E+00
2.019120E+01,1.370315E+01,5.286830E+00
2.020090E+01,1.239859E+01,4.194391E+00
2.021040E+01,1.193631E+01,6.644119E+00
2.022010E+01,1.176937E+01,6.075531E+00
2.023000E+01,1.197743E+01,5.584959E+00
2.024000E+01,1.248592E+01,4.988484E+00
2.025010E+01,1.297768E+01,4.381390E+00
2.026010E+01,1.404413E+01,7.267951E+00
2.027040E+01,1.515546E+01,6.816944E+00
2.028070E+01,1.605232E+01,6.350525E+00
2.029080E+01,1.658702E+01,5.826930E+00
2.030090E+01,1.686647E+01,5.370544E+00
2.031060E+01,1.721022E+01,7.946276E+00
2.031970E+01,1.746657E+01,7.655389E+00
2.032900E+01,1.766297E+01,7.156211E+00
2.033840E+01,1.748876E+01,6.462365E+00
2.034870E+01,1.730817E+01,5.627926E+00
2.035900E+01,1.682280E+01,7.656138E+00
2.037000E+01,1.571557E+01,6.772202E+00
2.038110E+01,1.466517E+01,5.212727E+00
2.039210E+01,1.379134E+01,3.886237E+00
2.040330E+01,1.296859E+01,2.997027E+00
2.041500E+01,1.239964E+01,5.970055E+00
2.042710E+01,1.230319E+01,5.455772E+00
2.043940E+01,1.277070E+01,4.972068E+00
2.045140E+01,1.336505E+01,4.401366E+00
2.046330E+01,1.428423E+01,3.821974E+00
2.047510E+01,1.504554E+01,8.455463E+00
2.048680E+01,1.586838E+01,7.422792E+00
2.049870E+01,1.662296E+01,6.777347E+00
2.051100E+01,1.710689E+01,5.761001E+00
2.052270E+01,1.714705E+01,4.705543E+00
2.053400E+01,1.721332E+01,1.008953E+01
2.054530E+01,1.707666E+01,8.575375E+00
2.055710E+01,1.656449E+01,7.097488E+00
2.056890E+01,1.572041E+01,5.349481E+00
2.057990E+01,1.466890E+01,3.907554E+00
2.059160E+01,1.382293E+01,8.217048E+00
2.060320E+01,1.321211E+01,6.946171E+00
2.061420E+01,1.272159E+01,5.619421E+00
2.062460E+01,1.225602E+01,4.426936E+00
2.063470E+01,1.216733E+01,3.593351E+00
2.064450E+01,1.257839E+01,7.109955E+00
2.065370E+01,1.308475E+01,6.576512E+00
2.066240E+01,1.412560E+01,6.228291E+00
2.067140E+01,1.466019E+01,5.668673E+00
2.068030E+01,1.517689E+01,5.090381E+00
2.068920E+01,1.587486E+01,8.317171E+00
2.069870E+01,1.621858E+01,7.592969E+00
2.070900E+01,1.662259E+01,7.056585E+00
2.071920E+01,1.666576E+01,6.217615E+00
2.073030E+01,1.672627E+01,5.176611E+00
2.074110E+01,1.677076E+01,8.690639E+00
2.075130E+01,1.674761E+01,7.808172E+00
