time,dNML
5.7831291,4.132078093485358e-9
5.8379352,4.133629288566374e-9
5.8847789,4.13518127742222e-9
5.9358053,4.1367340604708125e-9
5.9771683,4.138287638159135e-9
6.0222885,4.139842010939988e-9
6.0777171,4.141397179230326e-9
6.1340626,4.142953143485787e-9
6.182488,4.144509904142808e-9
6.2246356,4.146067461641972e-9
6.2671253,4.147625816425854e-9
6.3188805,4.149516720016506e-9
6.3722718,4.151408909713576e-9
6.4182736,4.153302386681468e-9
6.4561575,4.1551971520776624e-9
6.4991649,4.1570932070659765e-9
6.5479633,4.158990552812865e-9
6.6015838,4.1608891904768634e-9
6.6568626,4.162789121224161e-9
6.7012638,4.164690346223486e-9
6.7403799,4.166592866633021e-9
6.7777771,4.1686230421376505e-9
6.8151054,4.170654701704683e-9
6.8623927,4.1726878467879205e-9
6.9169877,4.1747224788275944e-9
6.9692659,4.176758599281388e-9
7.020481,4.178796209601167e-9
7.0696343,4.180835311231702e-9
7.1104392,4.182875905640178e-9
7.1512442,4.184917994281503e-9
7.1951375,4.186961578604489e-9
7.2450441,4.189005127299418e-9
7.3097234,4.191050172343722e-9
7.3618086,4.193096715203993e-9
7.4083698,4.195144757330604e-9
7.4549309,4.197194300194669e-9
7.5053846,4.199245345254014e-9
7.5646026,4.201297893997021e-9
7.6188007,4.2033519478682374e-9
7.6702897,4.20540750836473e-9
7.7098205,4.207464576937406e-9
7.7537198,4.209477738852014e-9
7.8041126,4.211492344504487e-9
7.8555339,4.213508395294049e-9
7.908006,4.2155258925777255e-9
7.9532662,4.217544837761306e-9
7.9932908,4.219565232209144e-9
8.0290737,4.221587077316828e-9
8.0703407,4.223610374471821e-9
8.1158148,4.225635125066646e-9
8.1581149,4.227661330478014e-9
8.2114302,4.229748335210397e-9
8.2756093,4.231836885712731e-9
8.3249074,4.2339269835007635e-9
8.3667487,4.236018630100084e-9
8.4046381,4.238111827051045e-9
8.446085,4.240206575873118e-9
8.4872437,4.242302878110071e-9
8.5335884,4.244400735302584e-9
8.5910581,4.246500148990398e-9
8.6526118,4.2486011206926335e-9
8.7036631,4.248233176539184e-9
8.7449135,4.247863114783182e-9
8.7903071,4.247490931491399e-9
8.8399047,4.247116622740775e-9
8.9023052,4.2467401845643166e-9
8.9558703,4.246361613016939e-9
9.0031184,4.24598090414249e-9
9.043711,4.245598053955291e-9
9.0877337,4.245213058486735e-9
9.1374893,4.2448259137523e-9
9.1941398,4.244644408929394e-9
9.2348497,4.244461057039659e-9
9.2766573,4.244275854539348e-9
9.3218606,4.244088797885886e-9
9.3746723,4.243899883525925e-9
9.4291359,4.243709107882781e-9
9.4796059,4.243516467403722e-9
9.5190951,4.243321958498268e-9
9.5620737,4.24312557759171e-9
9.6105111,4.242927321106043e-9
9.6640808,4.245042813494326e-9
9.7143556,4.247159888430176e-9
9.7612087,4.249278547494301e-9
9.7977151,4.251398792269733e-9
9.8313303,4.2535206243356005e-9
9.8801108,4.255644045272661e-9
9.9299258,4.257769056670526e-9
9.9740763,4.2598956601209175e-9
10.024025,4.262023857212891e-9
10.078116,4.2641536495441436e-9
10.121808,4.2662458710475045e-9
10.162916,4.268339632209581e-9
10.208559,4.2704349345510075e-9
10.258122,4.272531779584702e-9
10.303135,4.274630168814834e-9
10.345617,4.276730103767436e-9
10.395537,4.2788315859546435e-9
10.441497,4.2809346168949145e-9
10.482688,4.283039198116506e-9
10.528698,4.285145331141668e-9
10.589301,4.286598288944243e-9
10.632793,4.288051816886659e-9
10.67936,4.2895059150149506e-9
10.725053,4.29096058338774e-9
10.767587,4.292415822048088e-9
10.816097,4.29387163103351e-9
10.866014,4.295328010384276e-9
10.909149,4.296784960165056e-9
10.949237,4.298242480411587e-9
10.993581,4.2997005711557084e-9
11.04075,4.299599263913405e-9
11.089612,4.299496175173183e-9
11.130144,4.299391301430407e-9
11.17431,4.299284639176735e-9
11.227292,4.299176184890748e-9
11.27872,4.299065935043219e-9
11.329123,4.298953886105272e-9
11.37363,4.298840034538607e-9
11.41971,4.298724376787189e-9
11.466861,4.298606909324329e-9
11.516701,4.300712044651226e-9
11.569632,4.302818725502937e-9
11.625183,4.304926953402989e-9
11.676232,4.3070367298465685e-9
11.720825,4.309148056373237e-9
11.76278,4.311260934485966e-9
11.803497,4.313375365702444e-9
11.857023,4.315491351553146e-9
11.910631,4.3176088935588434e-9
11.954779,4.319727993237306e-9
11.99705,4.321653291581192e-9
12.045684,4.323579854612066e-9
12.104097,4.325507683414083e-9
12.158356,4.3274367790495614e-9
12.200529,4.32936714262323e-9
12.245907,4.331298775226249e-9
12.2883,4.3332316779255886e-9
12.33489,4.335165851813101e-9
12.38545,4.337101297994738e-9
12.429835,4.339038017542945e-9
12.470658,4.3412300487480046e-9
12.510778,4.343423741454476e-9
12.567805,4.3456190973256215e-9
12.626792,4.3478161180666854e-9
12.677636,4.350014805344545e-9
12.719206,4.352215160850381e-9
12.762231,4.3544171862660244e-9
12.805365,4.35662088329024e-9
12.855571,4.358826253610392e-9
12.906831,4.3610332989189105e-9
12.951002,4.3571261657076936e-9
12.99484,4.353211395876897e-9
13.042679,4.349288976954701e-9
13.094398,4.345358896414427e-9
13.152283,4.341421141726024e-9
13.200424,4.337475700338004e-9
13.239692,4.3335225596659935e-9
13.280594,4.329561707115859e-9
13.325382,4.3255931300584004e-9
13.378784,4.321616815855595e-9
13.428048,4.323807406665173e-9
13.471261,4.325999663460968e-9
13.51178,4.3281935879331865e-9
13.549865,4.330389181771889e-9
13.59689,4.3325864466719765e-9
13.65079,4.334785384338103e-9
13.703293,4.336985996449851e-9
13.751179,4.339188284726773e-9
13.796342,4.3413922508621835e-9
13.845169,4.343597896558084e-9
13.898543,4.344961703555347e-9
13.942061,4.346325902213652e-9
13.978588,4.3476904922829575e-9
14.018201,4.349055473477037e-9
14.061032,4.350420845537107e-9
14.107498,4.351786608199362e-9
14.160089,4.353152761186906e-9
14.212325,4.3545193042259456e-9
14.258771,4.355886237051919e-9
14.298884,4.357253559380276e-9
14.340552,4.356650416529364e-9
14.391638,4.3560446378050214e-9
14.44566,4.355436218294574e-9
14.491506,4.354825153058753e-9
14.537653,4.354211437167967e-9
14.588514,4.353595065657602e-9
14.646291,4.352976033577038e-9
14.70885,4.352354335958499e-9
14.760577,4.3517299678351e-9
