r(cm),TMean(K)_1.0D_21O2_fine,TRMS(K)_1.0D_21O2_fine,fvSootMean(ppm)_1.0D_21O2_fine,fvSootRMS(ppm)_1.0D_21O2_fine,TMean(K)_1.5D_21O2_fine,TRMS(K)_1.5D_21O2_fine,fvSootMean(ppm)_1.5D_21O2_fine,fvSootRMS(ppm)_1.5D_21O2_fine,TMean(K)_2.0D_21O2_fine,TRMS(K)_2.0D_21O2_fine,fvSootMean(ppm)_2.0D_21O2_fine,fvSootRMS(ppm)_2.0D_21O2_fine,TMean(K)_2.5D_21O2_fine,TRMS(K)_2.5D_21O2_fine,fvSootMean(ppm)_2.5D_21O2_fine,fvSootRMS(ppm)_2.5D_21O2_fine,TMean(K)_3.0D_21O2_fine,TRMS(K)_3.0D_21O2_fine,fvSootMean(ppm)_3.0D_21O2_fine,fvSootRMS(ppm)_3.0D_21O2_fine,TMean(K)_3.5D_21O2_fine,TRMS(K)_3.5D_21O2_fine,fvSootMean(ppm)_3.5D_21O2_fine,fvSootRMS(ppm)_3.5D_21O2_fine,TMean(K)_1.0D_21O2_medium,TRMS(K)_1.0D_21O2_medium,fvSootMean(ppm)_1.0D_21O2_medium,fvSootRMS(ppm)_1.0D_21O2_medium,TMean(K)_1.5D_21O2_medium,TRMS(K)_1.5D_21O2_medium,fvSootMean(ppm)_1.5D_21O2_medium,fvSootRMS(ppm)_1.5D_21O2_medium,TMean(K)_2.0D_21O2_medium,TRMS(K)_2.0D_21O2_medium,fvSootMean(ppm)_2.0D_21O2_medium,fvSootRMS(ppm)_2.0D_21O2_medium,TMean(K)_2.5D_21O2_medium,TRMS(K)_2.5D_21O2_medium,fvSootMean(ppm)_2.5D_21O2_medium,fvSootRMS(ppm)_2.5D_21O2_medium,TMean(K)_3.0D_21O2_medium,TRMS(K)_3.0D_21O2_medium,fvSootMean(ppm)_3.0D_21O2_medium,fvSootRMS(ppm)_3.0D_21O2_medium,TMean(K)_3.5D_21O2_medium,TRMS(K)_3.5D_21O2_medium,fvSootMean(ppm)_3.5D_21O2_medium,fvSootRMS(ppm)_3.5D_21O2_medium,TMean(K)_1.0D_21O2_coarse,TRMS(K)_1.0D_21O2_coarse,fvSootMean(ppm)_1.0D_21O2_coarse,fvSootRMS(ppm)_1.0D_21O2_coarse,TMean(K)_1.5D_21O2_coarse,TRMS(K)_1.5D_21O2_coarse,fvSootMean(ppm)_1.5D_21O2_coarse,fvSootRMS(ppm)_1.5D_21O2_coarse,TMean(K)_2.0D_21O2_coarse,TRMS(K)_2.0D_21O2_coarse,fvSootMean(ppm)_2.0D_21O2_coarse,fvSootRMS(ppm)_2.0D_21O2_coarse,TMean(K)_2.5D_21O2_coarse,TRMS(K)_2.5D_21O2_coarse,fvSootMean(ppm)_2.5D_21O2_coarse,fvSootRMS(ppm)_2.5D_21O2_coarse,TMean(K)_3.0D_21O2_coarse,TRMS(K)_3.0D_21O2_coarse,fvSootMean(ppm)_3.0D_21O2_coarse,fvSootRMS(ppm)_3.0D_21O2_coarse,TMean(K)_3.5D_21O2_coarse,TRMS(K)_3.5D_21O2_coarse,fvSootMean(ppm)_3.5D_21O2_coarse,fvSootRMS(ppm)_3.5D_21O2_coarse
-14.69999118,300.59,0.042608247,8.64E-08,1.83E-06,302.76,22.02309988,0.000291306,0.003378689,310.93,62.72117913,0.0040785,0.035966865,316.15,73.61397233,0.002594654,0.017942341,321.59,75.36713273,0.002712017,0.01219055,325.62,58.59061709,0.002752599,0.006748259,300.65,0.039074091,3.39E-08,2.17E-06,303.55,32.63150954,2.37E-05,0.000350169,317.66,94.91265817,0.000352793,0.003002842,327.68,105.3242482,0.000855501,0.008302261,323.68,69.50772791,0.000693952,0.003329207,319.53,48.46138,0.000718869,0.002972521,301.49,7.67817754,1.81E-06,5.90E-05,305.93,31.02787913,2.63E-06,4.92E-05,315.73,61.41759185,1.01E-05,0.000190465,327.22,76.63123112,1.80E-05,0.00012654,334.02,74.31276406,2.53E-05,0.000174236,339.82,70.99031635,3.49E-05,0.000198585
-14.66999866,300.59,0.042939151,9.55E-08,1.94E-06,302.87,22.90363115,0.000303341,0.003459011,311.33,64.24492775,0.004206212,0.036659231,316.47,74.43798889,0.002656581,0.018333225,321.89,75.82642286,0.002750853,0.012306541,325.91,58.8524333,0.002798397,0.006830048,300.65,0.039303813,3.73E-08,2.29E-06,303.64,33.13220623,2.41E-05,0.000355271,318.08,96.19093239,0.000362246,0.003064395,328.11,106.4051525,0.00088108,0.008574746,323.9,69.80748825,0.000698069,0.003327593,319.8,48.87420567,0.000727099,0.002994529,301.51,7.80624245,1.88E-06,6.08E-05,306.08,31.69883576,2.70E-06,5.04E-05,316.01,62.1407914,1.02E-05,0.000191805,327.56,77.19497495,1.82E-05,0.000127558,334.35,74.73001632,2.55E-05,0.000177045,340.14,71.34351895,3.54E-05,0.000203353
-14.64,300.59,0.043267778,1.05E-07,2.05E-06,302.99,23.75106155,0.000315385,0.003537556,311.73,65.73425701,0.004334007,0.037339179,316.78,75.25339348,0.002718549,0.018716221,322.19,76.28309874,0.002789708,0.012421526,326.2,59.11314752,0.002844217,0.006910919,300.65,0.039532323,4.06E-08,2.42E-06,303.72,33.6256592,2.45E-05,0.000360302,318.5,97.4530646,0.000371703,0.003124757,328.55,107.475624,0.000906675,0.008838802,324.12,70.10605991,0.000702188,0.003325979,320.07,49.28378162,0.000735333,0.003016387,301.53,7.93225139,1.95E-06,6.25E-05,306.24,32.35583115,2.78E-06,5.15E-05,316.3,62.85579315,1.03E-05,0.000193136,327.91,77.75474753,1.84E-05,0.000128568,334.67,75.14505171,2.58E-05,0.00017981,340.46,71.6950567,3.58E-05,0.000208011
-14.61,300.59,0.043594007,1.14E-07,2.15E-06,303.1,24.56828698,0.000327433,0.00361439,312.13,67.19050027,0.004461829,0.038007006,317.1,76.06016329,0.00278053,0.019091556,322.49,76.73709557,0.002828571,0.012535479,326.48,59.37272527,0.002890044,0.006990867,300.65,0.039759545,4.39E-08,2.53E-06,303.8,34.11201218,2.49E-05,0.000365265,318.92,98.69921686,0.000381162,0.003183971,328.99,108.5356504,0.000932276,0.009095032,324.33,70.40338802,0.000706307,0.003324366,320.34,49.6900349,0.000743568,0.003038092,301.54,8.056278642,2.02E-06,6.41E-05,306.39,32.99958802,2.85E-06,5.27E-05,316.59,63.56275143,1.04E-05,0.000194458,328.25,78.31053854,1.86E-05,0.00012957,335,75.55784153,2.61E-05,0.000182533,340.78,72.04489467,3.63E-05,0.000212566
-14.58,300.59,0.043917832,1.23E-07,2.24E-06,303.21,25.35818706,0.000339481,0.003689606,312.53,68.61546945,0.004589657,0.038663218,317.42,76.85846865,0.002842517,0.019459594,322.79,77.18842595,0.002867435,0.01264841,326.77,59.63116889,0.002935873,0.007069912,300.65,0.039985685,4.72E-08,2.64E-06,303.89,34.59152855,2.52E-05,0.000370162,319.34,99.92985706,0.000390621,0.003242095,329.42,109.5854215,0.00095788,0.009344075,324.55,70.69947237,0.000710426,0.003322755,320.61,50.09299933,0.000751803,0.003059645,301.56,8.178409173,2.08E-06,6.57E-05,306.55,33.63084718,2.92E-06,5.38E-05,316.88,64.26190145,1.05E-05,0.000195771,328.59,78.86240561,1.88E-05,0.000130564,335.32,75.96840321,2.63E-05,0.000185216,341.1,72.39304082,3.67E-05,0.000217024
-14.55,300.6,0.044239287,1.32E-07,2.33E-06,303.33,26.12334602,0.000351529,0.003763298,312.93,70.01102195,0.004717486,0.039308369,317.73,77.64854366,0.002904505,0.019820723,323.09,77.63713113,0.0029063,0.012760339,327.06,59.88849404,0.002981703,0.00714808,300.66,0.040211448,5.05E-08,2.74E-06,303.97,35.06452861,2.56E-05,0.000374996,319.76,101.1455589,0.00040008,0.003299188,329.86,110.6252034,0.000983488,0.009586561,324.77,70.99434387,0.000714545,0.003321149,320.88,50.49275553,0.000760038,0.003081055,301.58,8.298728122,2.15E-06,6.72E-05,306.7,34.25031673,2.99E-06,5.49E-05,317.17,64.95349975,1.06E-05,0.000197076,328.94,79.41043083,1.90E-05,0.000131551,335.65,76.37676993,2.66E-05,0.000187861,341.42,72.73951937,3.72E-05,0.00022139
-14.52,300.6,0.044558419,1.41E-07,2.42E-06,303.44,26.86600373,0.000363578,0.003835554,313.33,71.37889985,0.004845314,0.039942992,318.05,78.43062658,0.002966495,0.020175313,323.39,78.08325477,0.002945165,0.012871293,327.34,60.14471613,0.003027534,0.007225399,300.66,0.040438861,5.39E-08,2.85E-06,304.06,35.53142668,2.60E-05,0.000379775,320.18,102.3469854,0.000409541,0.003355318,330.3,111.6553016,0.001009107,0.009823165,324.99,71.28806903,0.000718666,0.003319561,321.14,50.88941749,0.000768275,0.003102348,301.59,8.417314399,2.22E-06,6.88E-05,306.85,34.85864267,3.06E-06,5.60E-05,317.46,65.63778736,1.07E-05,0.000198371,329.28,79.95469348,1.92E-05,0.00013253,335.97,76.78297266,2.69E-05,0.000190468,341.74,73.08435406,3.77E-05,0.000225671
-14.49,300.6,0.044875278,1.50E-07,2.51E-06,303.56,27.58809851,0.000375626,0.003906457,313.73,72.72070921,0.004973143,0.040567596,318.36,79.20495255,0.003028483,0.02052371,323.69,78.52684095,0.00298403,0.012981296,327.63,60.39985001,0.003073366,0.007301897,300.66,0.04067347,5.73E-08,2.95E-06,304.14,35.99290867,2.64E-05,0.000384514,320.6,103.535053,0.000419007,0.003410568,330.73,112.6760985,0.001034758,0.010054795,325.2,71.58080377,0.000722792,0.003318026,321.41,51.28315971,0.000776514,0.003123584,301.61,8.534241299,2.29E-06,7.03E-05,307.01,35.45641682,3.13E-06,5.70E-05,317.75,66.314991,1.09E-05,0.000199659,329.63,80.49527014,1.94E-05,0.000133502,336.3,77.18704169,2.71E-05,0.00019304,342.06,73.42756801,3.81E-05,0.00022987
-14.46,300.6,0.045189911,1.60E-07,2.59E-06,303.67,28.29129727,0.000387674,0.00397608,314.13,74.0379043,0.005100973,0.041182648,318.68,79.97174729,0.00309047,0.020866229,324,78.96793242,0.003022894,0.013090372,327.92,60.65390978,0.003119197,0.007377598,300.66,0.040928824,6.07E-08,3.06E-06,304.22,36.45030724,2.68E-05,0.000389246,321.02,104.7113117,0.000428485,0.003465067,331.17,113.6881456,0.001060493,0.010282972,325.42,71.87291036,0.000726932,0.003316634,321.68,51.67429341,0.000784763,0.003144911,301.63,8.649577057,2.36E-06,7.17E-05,307.16,36.04418145,3.20E-06,5.81E-05,318.04,66.98532476,1.10E-05,0.000200938,329.97,81.03223482,1.96E-05,0.000134468,336.62,77.58900746,2.74E-05,0.000195578,342.38,73.76918386,3.86E-05,0.000233994
-14.43,300.61,0.045502364,1.69E-07,2.67E-06,303.78,28.97704641,0.000399722,0.004044491,314.53,75.33180745,0.005228804,0.041788582,319,80.73122757,0.003152457,0.021203161,324.3,79.40657057,0.003061757,0.013198545,328.2,60.90690908,0.003165027,0.007452528,300.66,0.041234229,6.44E-08,3.20E-06,304.31,36.90626283,2.72E-05,0.000394042,321.44,105.8786243,0.000437993,0.003519041,331.61,114.6923333,0.001086429,0.010510511,325.64,72.16516874,0.000731103,0.00331558,321.95,52.06341308,0.000793032,0.003166647,301.65,8.763385337,2.42E-06,7.31E-05,307.32,36.62243248,3.28E-06,5.91E-05,318.33,67.64899162,1.11E-05,0.000202209,330.32,81.56565909,1.98E-05,0.000135426,336.95,77.98890044,2.77E-05,0.000198083,342.7,74.10922365,3.90E-05,0.000238046
-14.4,300.61,0.045812684,1.78E-07,2.74E-06,303.9,29.64661057,0.000411771,0.004111751,314.93,76.60362558,0.005356635,0.042385796,319.31,81.48360111,0.003214442,0.021534773,324.6,79.84279537,0.003100619,0.013305836,328.49,61.15886111,0.003210857,0.007526709,300.67,0.041645516,6.85E-08,3.39E-06,304.39,37.36566859,2.76E-05,0.000399036,321.86,107.0421331,0.000447565,0.003572885,332.05,115.6901397,0.001112792,0.010742461,325.85,72.4590833,0.000735341,0.003315248,322.22,52.45161125,0.000801345,0.003189409,301.66,8.875725624,2.49E-06,7.45E-05,307.47,37.19162334,3.35E-06,6.01E-05,318.62,68.30618484,1.12E-05,0.000203472,330.66,82.09561224,2.00E-05,0.000136378,337.27,78.38675067,2.79E-05,0.000200557,343.02,74.44770876,3.95E-05,0.000242028
-14.37,300.61,0.046120938,1.87E-07,2.82E-06,304.01,30.3011073,0.000423819,0.004177917,315.33,77.85446626,0.005484468,0.042974659,319.63,82.22906696,0.003276428,0.021861316,324.9,80.27664556,0.003139481,0.013412266,328.77,61.40977922,0.003256686,0.007600163,300.67,0.042255649,7.34E-08,3.67E-06,304.48,37.83667627,2.81E-05,0.000404453,322.28,108.2102907,0.000457259,0.00362724,332.48,116.6839014,0.00113997,0.010987089,326.07,72.75721654,0.000739706,0.00331629,322.49,52.84071089,0.000809742,0.00321424,301.68,8.986653645,2.56E-06,7.59E-05,307.63,37.75216968,3.42E-06,6.11E-05,318.91,68.95708915,1.13E-05,0.000204727,331,82.62216138,2.03E-05,0.000137323,337.6,78.78258714,2.82E-05,0.000203,343.35,74.78465982,3.99E-05,0.000245946
-14.34,300.61,0.046427667,1.96E-07,2.89E-06,304.13,30.94159945,0.000435869,0.004243051,315.73,79.08539374,0.005612302,0.043555545,319.94,82.96782874,0.003338416,0.022183053,325.2,80.70816459,0.003178344,0.013517862,329.06,61.65968378,0.003302514,0.007672913,300.67,0.043198409,7.97E-08,4.12E-06,304.56,38.33122915,2.85E-05,0.000410623,322.7,109.3954229,0.00046716,0.003683036,332.92,117.6769684,0.001168544,0.011256325,326.29,73.06338053,0.000744287,0.003319677,322.76,53.23339606,0.000818282,0.003242682,301.7,9.096223315,2.63E-06,7.73E-05,307.78,38.30445665,3.49E-06,6.21E-05,319.2,69.60188304,1.14E-05,0.000205974,331.35,83.14537229,2.05E-05,0.000138262,337.92,79.1764376,2.85E-05,0.000205415,343.67,75.12009687,4.04E-05,0.000249802
-14.31,300.61,0.046734159,2.05E-07,2.96E-06,304.24,31.56916466,0.000447921,0.004307224,316.13,80.2974721,0.005740144,0.044128861,320.26,83.70010505,0.003400413,0.022500287,325.5,81.13740544,0.003217211,0.01362265,329.35,61.90860752,0.003348344,0.007744984,300.67,0.04463681,8.83E-08,4.80E-06,304.64,38.86440507,2.91E-05,0.000417962,323.13,110.6131008,0.00047738,0.003741439,333.36,118.6735507,0.001199261,0.011564958,326.51,73.38245782,0.000749202,0.003326651,323.02,53.63308147,0.000827042,0.00327669,301.71,9.204516268,2.70E-06,7.86E-05,307.94,38.84888334,3.56E-06,6.30E-05,319.49,70.2407562,1.15E-05,0.000207214,331.69,83.66532019,2.07E-05,0.000139194,338.24,79.56833509,2.87E-05,0.000207801,343.99,75.45404359,4.09E-05,0.000253599
-14.28,300.62,0.047044197,2.15E-07,3.04E-06,304.35,32.18518165,0.000459985,0.004370548,316.53,81.49195396,0.005868005,0.04469518,320.58,84.42618352,0.003462434,0.022813493,325.8,81.56445565,0.003256089,0.013726682,329.63,62.15662395,0.003394176,0.007816406,300.67,0.046731903,9.98E-08,5.76E-06,304.73,39.45209421,2.97E-05,0.0004269,323.55,111.8798392,0.000488039,0.003803675,333.79,119.6781294,0.00123293,0.011928137,326.72,73.71969404,0.000754575,0.003338544,323.29,54.04341408,0.000836106,0.003318326,301.73,9.311662745,2.76E-06,7.99E-05,308.09,39.38589558,3.63E-06,6.40E-05,319.78,70.87392211,1.16E-05,0.000208447,332.04,84.18209804,2.09E-05,0.00014012,338.57,79.95832345,2.90E-05,0.00021016,344.31,75.78653074,4.13E-05,0.000257342
-14.25,300.62,0.047367729,2.24E-07,3.12E-06,304.47,32.7919241,0.000472079,0.004433248,316.93,82.67067895,0.005995923,0.045255517,320.89,85.14653781,0.003524525,0.023123602,326.1,81.98949166,0.003294995,0.013830053,329.92,62.40390889,0.003440016,0.007887235,300.67,0.049597742,1.15E-07,7.05E-06,304.81,40.10730408,3.04E-05,0.000437777,323.97,113.2093943,0.000499242,0.003870751,334.23,120.6944974,0.00127025,0.012357558,326.94,74.079542,0.000760515,0.003356477,323.56,54.46746652,0.000845545,0.003369276,301.75,9.417958571,2.83E-06,8.12E-05,308.25,39.91615062,3.70E-06,6.49E-05,320.07,71.50168539,1.17E-05,0.000209671,332.38,84.69585958,2.11E-05,0.00014104,338.89,80.34648525,2.93E-05,0.000212495,344.63,76.11761393,4.18E-05,0.000261039
