cm ,K,K,m/s,m/s,m/s,m/s
-0.1375E+01,0.9175E+03,0.4968E+03,0.2625E+01,0.1409E+01,-0.6213E-02,0.3925E+00
-0.1125E+01,0.9290E+03,0.5020E+03,0.2669E+01,0.1440E+01,-0.1952E-02,0.3821E+00
-0.6250E+00,0.9504E+03,0.5090E+03,0.2747E+01,0.1490E+01,0.1485E-02,0.3678E+00
-0.1250E+00,0.9746E+03,0.5142E+03,0.2800E+01,0.1527E+01,0.3005E-03,0.3632E+00
0.1250E+00,0.9813E+03,0.5142E+03,0.2807E+01,0.1521E+01,0.1038E-03,0.3614E+00
0.6250E+00,0.9668E+03,0.5073E+03,0.2762E+01,0.1468E+01,-0.3151E-02,0.3639E+00
0.1125E+01,0.9316E+03,0.4992E+03,0.2666E+01,0.1404E+01,-0.5344E-02,0.3824E+00
0.1375E+01,0.9127E+03,0.4917E+03,0.2613E+01,0.1373E+01,-0.3178E-02,0.3956E+00
0.1875E+01,0.8840E+03,0.4825E+03,0.2524E+01,0.1307E+01,0.7636E-02,0.4214E+00
0.2125E+01,0.8740E+03,0.4799E+03,0.2485E+01,0.1277E+01,0.1370E-01,0.4356E+00
0.2625E+01,0.8623E+03,0.4780E+03,0.2415E+01,0.1220E+01,0.2715E-01,0.4586E+00
0.3125E+01,0.8585E+03,0.4834E+03,0.2353E+01,0.1174E+01,0.3699E-01,0.4826E+00
0.3375E+01,0.8562E+03,0.4890E+03,0.2326E+01,0.1160E+01,0.3986E-01,0.4961E+00
0.3875E+01,0.8523E+03,0.5001E+03,0.2277E+01,0.1134E+01,0.4316E-01,0.5211E+00
0.4125E+01,0.8524E+03,0.5038E+03,0.2258E+01,0.1119E+01,0.4360E-01,0.5302E+00
0.4625E+01,0.8470E+03,0.5073E+03,0.2208E+01,0.1081E+01,0.4110E-01,0.5434E+00
0.5125E+01,0.8329E+03,0.5057E+03,0.2145E+01,0.1045E+01,0.3636E-01,0.5566E+00
0.5375E+01,0.8251E+03,0.5054E+03,0.2111E+01,0.1031E+01,0.3323E-01,0.5640E+00
0.5875E+01,0.8072E+03,0.5027E+03,0.2036E+01,0.1009E+01,0.2159E-01,0.5741E+00
0.6125E+01,0.7973E+03,0.5012E+03,0.1994E+01,0.9963E+00,0.1320E-01,0.5776E+00
0.6625E+01,0.7738E+03,0.5001E+03,0.1900E+01,0.9627E+00,-0.7359E-02,0.5834E+00
0.7125E+01,0.7523E+03,0.4985E+03,0.1804E+01,0.9349E+00,-0.2980E-01,0.5825E+00
0.7375E+01,0.7418E+03,0.4966E+03,0.1758E+01,0.9254E+00,-0.3966E-01,0.5803E+00
0.7875E+01,0.7171E+03,0.4909E+03,0.1675E+01,0.9001E+00,-0.5618E-01,0.5761E+00
0.8125E+01,0.7052E+03,0.4890E+03,0.1632E+01,0.8888E+00,-0.6253E-01,0.5738E+00
0.8625E+01,0.6853E+03,0.4841E+03,0.1559E+01,0.8730E+00,-0.7276E-01,0.5684E+00
0.9125E+01,0.6676E+03,0.4749E+03,0.1495E+01,0.8513E+00,-0.8303E-01,0.5625E+00
0.9375E+01,0.6612E+03,0.4723E+03,0.1462E+01,0.8350E+00,-0.8943E-01,0.5588E+00
0.9875E+01,0.6491E+03,0.4673E+03,0.1388E+01,0.7911E+00,-0.1030E+00,0.5507E+00
0.1012E+02,0.6408E+03,0.4645E+03,0.1350E+01,0.7681E+00,-0.1079E+00,0.5468E+00
0.1062E+02,0.6259E+03,0.4603E+03,0.1279E+01,0.7358E+00,-0.1135E+00,0.5385E+00
0.1112E+02,0.6134E+03,0.4551E+03,0.1223E+01,0.7130E+00,-0.1169E+00,0.5300E+00
0.1138E+02,0.6080E+03,0.4512E+03,0.1196E+01,0.7021E+00,-0.1176E+00,0.5256E+00
0.1188E+02,0.5950E+03,0.4401E+03,0.1137E+01,0.6812E+00,-0.1177E+00,0.5182E+00
0.1238E+02,0.5797E+03,0.4289E+03,0.1081E+01,0.6672E+00,-0.1175E+00,0.5109E+00
0.1262E+02,0.5727E+03,0.4229E+03,0.1056E+01,0.6604E+00,-0.1168E+00,0.5084E+00
0.1312E+02,0.5605E+03,0.4134E+03,0.1002E+01,0.6429E+00,-0.1122E+00,0.5014E+00
0.1338E+02,0.5555E+03,0.4105E+03,0.9731E+00,0.6345E+00,-0.1091E+00,0.4966E+00
0.1388E+02,0.5463E+03,0.4046E+03,0.9147E+00,0.6224E+00,-0.1020E+00,0.4860E+00
0.1437E+02,0.5372E+03,0.3960E+03,0.8555E+00,0.6099E+00,-0.9922E-01,0.4741E+00
0.1462E+02,0.5330E+03,0.3932E+03,0.8263E+00,0.6006E+00,-0.9929E-01,0.4675E+00
0.1512E+02,0.5266E+03,0.3909E+03,0.7720E+00,0.5812E+00,-0.1016E+00,0.4546E+00
0.1538E+02,0.5233E+03,0.3877E+03,0.7447E+00,0.5721E+00,-0.1025E+00,0.4488E+00
0.1588E+02,0.5145E+03,0.3791E+03,0.6890E+00,0.5574E+00,-0.1023E+00,0.4423E+00
0.1638E+02,0.5017E+03,0.3667E+03,0.6361E+00,0.5436E+00,-0.1005E+00,0.4409E+00
0.1662E+02,0.4946E+03,0.3608E+03,0.6108E+00,0.5380E+00,-0.9847E-01,0.4399E+00
0.1712E+02,0.4832E+03,0.3511E+03,0.5639E+00,0.5263E+00,-0.9541E-01,0.4379E+00
0.1738E+02,0.4789E+03,0.3477E+03,0.5420E+00,0.5175E+00,-0.9414E-01,0.4366E+00
0.1789E+02,0.4705E+03,0.3405E+03,0.4975E+00,0.4959E+00,-0.9457E-01,0.4323E+00
0.1817E+02,0.4652E+03,0.3348E+03,0.4704E+00,0.4814E+00,-0.9627E-01,0.4289E+00
0.1883E+02,0.4497E+03,0.3161E+03,0.4025E+00,0.4437E+00,-0.1017E+00,0.4164E+00
0.1921E+02,0.4384E+03,0.3035E+03,0.3617E+00,0.4206E+00,-0.1049E+00,0.4061E+00
0.1963E+02,0.4260E+03,0.2919E+03,0.3176E+00,0.3955E+00,-0.1091E+00,0.3929E+00
0.2008E+02,0.4138E+03,0.2790E+03,0.2733E+00,0.3693E+00,-0.1139E+00,0.3770E+00
