cm,K,K,m/s,m/s,m/s,m/s
-0.3375E+01,0.1243E+04,0.4949E+03,0.9451E+00,0.5664E+00,-0.2540E-02,0.3306E+00
-0.3125E+01,0.1259E+04,0.4799E+03,0.9499E+00,0.5577E+00,0.4303E-02,0.3193E+00
-0.2625E+01,0.1300E+04,0.4528E+03,0.9699E+00,0.5235E+00,0.2554E-01,0.2883E+00
-0.2125E+01,0.1319E+04,0.4371E+03,0.9981E+00,0.4897E+00,0.4579E-01,0.2411E+00
-0.1875E+01,0.1321E+04,0.4259E+03,0.1009E+01,0.4821E+00,0.5406E-01,0.2164E+00
-0.1375E+01,0.1305E+04,0.4186E+03,0.1016E+01,0.4726E+00,0.6439E-01,0.1753E+00
-0.1125E+01,0.1277E+04,0.4117E+03,0.1011E+01,0.4669E+00,0.6391E-01,0.1614E+00
-0.6250E+00,0.1195E+04,0.3841E+03,0.9844E+00,0.4606E+00,0.4798E-01,0.1496E+00
-0.1250E+00,0.1130E+04,0.3674E+03,0.9492E+00,0.4600E+00,0.1269E-01,0.1455E+00
0.1250E+00,0.1119E+04,0.3627E+03,0.9404E+00,0.4619E+00,-0.5678E-02,0.1439E+00
0.6250E+00,0.1153E+04,0.3786E+03,0.9612E+00,0.4700E+00,-0.3840E-01,0.1463E+00
0.1125E+01,0.1224E+04,0.3878E+03,0.9876E+00,0.4807E+00,-0.5716E-01,0.1546E+00
0.1375E+01,0.1253E+04,0.4001E+03,0.9936E+00,0.4874E+00,-0.5898E-01,0.1639E+00
0.1875E+01,0.1293E+04,0.4436E+03,0.9952E+00,0.5084E+00,-0.4883E-01,0.1992E+00
0.2125E+01,0.1306E+04,0.4562E+03,0.9925E+00,0.5177E+00,-0.3966E-01,0.2243E+00
0.2625E+01,0.1321E+04,0.4659E+03,0.9846E+00,0.5257E+00,-0.2219E-01,0.2774E+00
0.3125E+01,0.1292E+04,0.4764E+03,0.9699E+00,0.5362E+00,-0.4741E-02,0.3188E+00
0.3375E+01,0.1271E+04,0.4863E+03,0.9629E+00,0.5411E+00,0.2147E-02,0.3352E+00
0.3875E+01,0.1220E+04,0.5013E+03,0.9461E+00,0.5529E+00,0.1095E-01,0.3605E+00
0.4125E+01,0.1196E+04,0.5058E+03,0.9403E+00,0.5590E+00,0.1234E-01,0.3686E+00
0.4625E+01,0.1153E+04,0.5220E+03,0.9368E+00,0.5671E+00,0.5735E-02,0.3783E+00
0.5125E+01,0.1123E+04,0.5296E+03,0.9324E+00,0.5618E+00,-0.1043E-01,0.3815E+00
0.5375E+01,0.1107E+04,0.5334E+03,0.9281E+00,0.5586E+00,-0.1793E-01,0.3808E+00
0.5875E+01,0.1088E+04,0.5375E+03,0.9192E+00,0.5548E+00,-0.2925E-01,0.3793E+00
0.6125E+01,0.1082E+04,0.5363E+03,0.9148E+00,0.5533E+00,-0.3323E-01,0.3790E+00
0.6625E+01,0.1079E+04,0.5398E+03,0.9126E+00,0.5510E+00,-0.4050E-01,0.3827E+00
0.7125E+01,0.1093E+04,0.5440E+03,0.9224E+00,0.5468E+00,-0.4933E-01,0.3908E+00
0.7375E+01,0.1099E+04,0.5476E+03,0.9266E+00,0.5446E+00,-0.5453E-01,0.3940E+00
0.7875E+01,0.1110E+04,0.5556E+03,0.9268E+00,0.5379E+00,-0.6695E-01,0.3978E+00
0.8125E+01,0.1112E+04,0.5590E+03,0.9230E+00,0.5360E+00,-0.7322E-01,0.3979E+00
0.8625E+01,0.1104E+04,0.5681E+03,0.9125E+00,0.5360E+00,-0.8499E-01,0.3967E+00
0.9125E+01,0.1080E+04,0.5754E+03,0.8973E+00,0.5394E+00,-0.9835E-01,0.3939E+00
0.9375E+01,0.1061E+04,0.5792E+03,0.8855E+00,0.5406E+00,-0.1055E+00,0.3922E+00
0.9875E+01,0.1015E+04,0.5953E+03,0.8431E+00,0.5346E+00,-0.1216E+00,0.3864E+00
0.1012E+02,0.9807E+03,0.5934E+03,0.8099E+00,0.5233E+00,-0.1300E+00,0.3821E+00
0.1062E+02,0.8917E+03,0.5855E+03,0.7264E+00,0.5001E+00,-0.1407E+00,0.3718E+00
0.1112E+02,0.8060E+03,0.5724E+03,0.6445E+00,0.4739E+00,-0.1486E+00,0.3615E+00
0.1138E+02,0.7670E+03,0.5679E+03,0.6071E+00,0.4646E+00,-0.1522E+00,0.3567E+00
0.1188E+02,0.7159E+03,0.5558E+03,0.5356E+00,0.4326E+00,-0.1624E+00,0.3477E+00
0.1238E+02,0.6569E+03,0.5276E+03,0.4533E+00,0.3831E+00,-0.1756E+00,0.3344E+00
0.1262E+02,0.6262E+03,0.5125E+03,0.4148E+00,0.3600E+00,-0.1811E+00,0.3282E+00
0.1312E+02,0.5676E+03,0.4794E+03,0.3439E+00,0.3146E+00,-0.1900E+00,0.3164E+00
0.1338E+02,0.5364E+03,0.4515E+03,0.3100E+00,0.2928E+00,-0.1953E+00,0.3088E+00
0.1388E+02,0.4866E+03,0.4136E+03,0.2540E+00,0.2586E+00,-0.2054E+00,0.2880E+00
0.1437E+02,0.4568E+03,0.3956E+03,0.2079E+00,0.2293E+00,-0.2146E+00,0.2633E+00
0.1462E+02,0.4400E+03,0.3788E+03,0.1875E+00,0.2103E+00,-0.2162E+00,0.2495E+00
0.1512E+02,0.3990E+03,0.3226E+03,0.1487E+00,0.1697E+00,-0.2195E+00,0.2224E+00
0.1538E+02,0.3782E+03,0.2834E+03,0.1302E+00,0.1521E+00,-0.2219E+00,0.2097E+00
0.1588E+02,0.3438E+03,0.2100E+03,0.1066E+00,0.1349E+00,-0.2177E+00,0.1880E+00
0.1638E+02,0.3229E+03,0.1508E+03,0.9409E-01,0.1266E+00,-0.2096E+00,0.1697E+00
0.1662E+02,0.3157E+03,0.1233E+03,0.9471E-01,0.1240E+00,-0.2020E+00,0.1608E+00
0.1712E+02,0.3081E+03,0.9423E+02,0.8983E-01,0.1138E+00,-0.1923E+00,0.1456E+00
0.1738E+02,0.3063E+03,0.8361E+02,0.8264E-01,0.1063E+00,-0.1896E+00,0.1397E+00
0.1789E+02,0.3036E+03,0.5414E+02,0.7887E-01,0.9693E-01,-0.1797E+00,0.1275E+00
0.1817E+02,0.3021E+03,0.3372E+02,0.8371E-01,0.9486E-01,-0.1738E+00,0.1200E+00
0.1883E+02,0.3003E+03,0.3568E+01,0.8057E-01,0.8517E-01,-0.1636E+00,0.1073E+00
0.1921E+02,0.3001E+03,0.9949E+00,0.6949E-01,0.7711E-01,-0.1559E+00,0.1022E+00
0.1963E+02,0.3001E+03,0.5454E+00,0.7643E-01,0.7393E-01,-0.1520E+00,0.9481E-01
0.2008E+02,0.3000E+03,0.4459E+00,0.6546E-01,0.6690E-01,-0.1438E+00,0.8847E-01
