cm ,K,K,m/s,m/s,m/s,m/s
-0.7875E+01,0.1097E+04,0.5682E+03,0.1097E+01,0.6155E+00,0.6220E-01,0.4066E+00
-0.7375E+01,0.1103E+04,0.5621E+03,0.1109E+01,0.6227E+00,0.4925E-01,0.4036E+00
-0.7125E+01,0.1097E+04,0.5546E+03,0.1110E+01,0.6263E+00,0.4323E-01,0.4020E+00
-0.6625E+01,0.1085E+04,0.5439E+03,0.1108E+01,0.6349E+00,0.3300E-01,0.3984E+00
-0.6125E+01,0.1089E+04,0.5360E+03,0.1109E+01,0.6401E+00,0.2124E-01,0.3944E+00
-0.5875E+01,0.1096E+04,0.5333E+03,0.1112E+01,0.6422E+00,0.1362E-01,0.3941E+00
-0.5375E+01,0.1117E+04,0.5359E+03,0.1120E+01,0.6542E+00,-0.4776E-02,0.3957E+00
-0.5125E+01,0.1129E+04,0.5320E+03,0.1124E+01,0.6623E+00,-0.1548E-01,0.3977E+00
-0.4625E+01,0.1152E+04,0.5297E+03,0.1126E+01,0.6783E+00,-0.3845E-01,0.4022E+00
-0.4125E+01,0.1175E+04,0.5200E+03,0.1124E+01,0.6836E+00,-0.5924E-01,0.3965E+00
-0.3875E+01,0.1190E+04,0.5134E+03,0.1126E+01,0.6855E+00,-0.6671E-01,0.3903E+00
-0.3375E+01,0.1222E+04,0.5021E+03,0.1138E+01,0.6897E+00,-0.6968E-01,0.3692E+00
-0.3125E+01,0.1233E+04,0.4999E+03,0.1145E+01,0.6929E+00,-0.6431E-01,0.3546E+00
-0.2625E+01,0.1264E+04,0.4845E+03,0.1163E+01,0.6833E+00,-0.4070E-01,0.3171E+00
-0.2125E+01,0.1322E+04,0.4497E+03,0.1208E+01,0.6438E+00,-0.3852E-02,0.2701E+00
-0.1875E+01,0.1339E+04,0.4426E+03,0.1236E+01,0.6223E+00,0.1492E-01,0.2444E+00
-0.1375E+01,0.1326E+04,0.4199E+03,0.1272E+01,0.5921E+00,0.4249E-01,0.1942E+00
-0.1125E+01,0.1308E+04,0.4059E+03,0.1276E+01,0.5769E+00,0.4977E-01,0.1746E+00
-0.6250E+00,0.1253E+04,0.3846E+03,0.1270E+01,0.5460E+00,0.4704E-01,0.1576E+00
-0.1250E+00,0.1187E+04,0.3775E+03,0.1244E+01,0.5428E+00,0.2036E-01,0.1547E+00
0.1250E+00,0.1173E+04,0.3734E+03,0.1234E+01,0.5461E+00,0.2718E-02,0.1533E+00
0.6250E+00,0.1200E+04,0.3776E+03,0.1239E+01,0.5604E+00,-0.2833E-01,0.1507E+00
0.1125E+01,0.1260E+04,0.3886E+03,0.1251E+01,0.5828E+00,-0.3934E-01,0.1561E+00
0.1375E+01,0.1283E+04,0.4040E+03,0.1250E+01,0.5947E+00,-0.3644E-01,0.1681E+00
0.1875E+01,0.1325E+04,0.4396E+03,0.1243E+01,0.6132E+00,-0.1615E-01,0.2157E+00
0.2125E+01,0.1335E+04,0.4457E+03,0.1235E+01,0.6232E+00,-0.4540E-02,0.2466E+00
0.2625E+01,0.1310E+04,0.4668E+03,0.1205E+01,0.6386E+00,0.1845E-01,0.3041E+00
0.3125E+01,0.1272E+04,0.4891E+03,0.1170E+01,0.6468E+00,0.3991E-01,0.3504E+00
0.3375E+01,0.1242E+04,0.4954E+03,0.1150E+01,0.6553E+00,0.4920E-01,0.3682E+00
0.3875E+01,0.1183E+04,0.5140E+03,0.1119E+01,0.6727E+00,0.6123E-01,0.3952E+00
0.4125E+01,0.1169E+04,0.5180E+03,0.1112E+01,0.6742E+00,0.6372E-01,0.4054E+00
0.4625E+01,0.1147E+04,0.5295E+03,0.1110E+01,0.6641E+00,0.6114E-01,0.4153E+00
0.5125E+01,0.1125E+04,0.5343E+03,0.1112E+01,0.6517E+00,0.4595E-01,0.4146E+00
0.5375E+01,0.1115E+04,0.5365E+03,0.1114E+01,0.6483E+00,0.3514E-01,0.4120E+00
0.5875E+01,0.1099E+04,0.5356E+03,0.1111E+01,0.6397E+00,0.1016E-01,0.4086E+00
0.6125E+01,0.1093E+04,0.5361E+03,0.1106E+01,0.6353E+00,-0.2051E-02,0.4079E+00
0.6625E+01,0.1092E+04,0.5444E+03,0.1100E+01,0.6240E+00,-0.2309E-01,0.4089E+00
0.7125E+01,0.1095E+04,0.5580E+03,0.1099E+01,0.6144E+00,-0.3848E-01,0.4098E+00
0.7375E+01,0.1095E+04,0.5662E+03,0.1098E+01,0.6112E+00,-0.4367E-01,0.4096E+00
0.7875E+01,0.1096E+04,0.5740E+03,0.1090E+01,0.6037E+00,-0.5236E-01,0.4098E+00
0.8125E+01,0.1092E+04,0.5796E+03,0.1082E+01,0.6019E+00,-0.5715E-01,0.4097E+00
0.8625E+01,0.1070E+04,0.5894E+03,0.1055E+01,0.6008E+00,-0.6696E-01,0.4113E+00
0.9125E+01,0.1037E+04,0.5994E+03,0.1020E+01,0.6052E+00,-0.7415E-01,0.4166E+00
0.9375E+01,0.1016E+04,0.6022E+03,0.9996E+00,0.6059E+00,-0.7642E-01,0.4199E+00
0.9875E+01,0.9537E+03,0.5978E+03,0.9359E+00,0.5881E+00,-0.8207E-01,0.4203E+00
0.1012E+02,0.9064E+03,0.5898E+03,0.8912E+00,0.5753E+00,-0.8512E-01,0.4180E+00
0.1062E+02,0.8271E+03,0.5772E+03,0.8034E+00,0.5459E+00,-0.9218E-01,0.4132E+00
0.1112E+02,0.7692E+03,0.5662E+03,0.7221E+00,0.5124E+00,-0.1014E+00,0.4099E+00
0.1138E+02,0.7472E+03,0.5641E+03,0.6864E+00,0.4978E+00,-0.1056E+00,0.4088E+00
0.1188E+02,0.7198E+03,0.5641E+03,0.6177E+00,0.4650E+00,-0.1152E+00,0.4040E+00
0.1238E+02,0.6881E+03,0.5525E+03,0.5369E+00,0.4169E+00,-0.1294E+00,0.3941E+00
0.1262E+02,0.6666E+03,0.5432E+03,0.4953E+00,0.3939E+00,-0.1364E+00,0.3881E+00
0.1312E+02,0.6248E+03,0.5236E+03,0.4178E+00,0.3521E+00,-0.1501E+00,0.3728E+00
0.1338E+02,0.6052E+03,0.5146E+03,0.3814E+00,0.3319E+00,-0.1571E+00,0.3638E+00
0.1388E+02,0.5580E+03,0.4781E+03,0.3155E+00,0.2927E+00,-0.1681E+00,0.3462E+00
0.1437E+02,0.5186E+03,0.4500E+03,0.2622E+00,0.2670E+00,-0.1762E+00,0.3276E+00
0.1462E+02,0.5030E+03,0.4417E+03,0.2388E+00,0.2546E+00,-0.1799E+00,0.3159E+00
0.1512E+02,0.4652E+03,0.4064E+03,0.1910E+00,0.2228E+00,-0.1895E+00,0.2885E+00
0.1538E+02,0.4433E+03,0.3807E+03,0.1674E+00,0.2022E+00,-0.1946E+00,0.2737E+00
0.1588E+02,0.4038E+03,0.3270E+03,0.1298E+00,0.1659E+00,-0.2006E+00,0.2441E+00
0.1638E+02,0.3676E+03,0.2598E+03,0.1021E+00,0.1493E+00,-0.2021E+00,0.2197E+00
0.1662E+02,0.3522E+03,0.2305E+03,0.9415E-01,0.1470E+00,-0.1994E+00,0.2090E+00
0.1712E+02,0.3287E+03,0.1736E+03,0.8218E-01,0.1400E+00,-0.1939E+00,0.1891E+00
0.1738E+02,0.3208E+03,0.1495E+03,0.7647E-01,0.1345E+00,-0.1917E+00,0.1800E+00
0.1789E+02,0.3115E+03,0.1143E+03,0.7087E-01,0.1230E+00,-0.1839E+00,0.1626E+00
0.1817E+02,0.3088E+03,0.1012E+03,0.7128E-01,0.1174E+00,-0.1781E+00,0.1534E+00
0.1883E+02,0.3049E+03,0.7020E+02,0.6760E-01,0.1043E+00,-0.1686E+00,0.1358E+00
0.1921E+02,0.3028E+03,0.4292E+02,0.6178E-01,0.9691E-01,-0.1647E+00,0.1279E+00
0.1963E+02,0.3010E+03,0.1609E+02,0.6456E-01,0.9227E-01,-0.1581E+00,0.1182E+00
0.2008E+02,0.3003E+03,0.4076E+01,0.5729E-01,0.8442E-01,-0.1525E+00,0.1107E+00
