cm,K,K,m/s,m/s,m/s,m/s
0.7250E+01,0.8532E+03,0.5506E+03,0.1038E+01,0.7116E+00,-0.7725E-01,0.3517E+00
0.7750E+01,0.8147E+03,0.5458E+03,0.9727E+00,0.6957E+00,-0.6876E-01,0.3660E+00
0.8250E+01,0.7913E+03,0.5479E+03,0.9244E+00,0.6896E+00,-0.6841E-01,0.3845E+00
0.8750E+01,0.7794E+03,0.5530E+03,0.8875E+00,0.6811E+00,-0.6496E-01,0.4046E+00
0.9250E+01,0.7666E+03,0.5531E+03,0.8470E+00,0.6604E+00,-0.6758E-01,0.4217E+00
0.9750E+01,0.7504E+03,0.5521E+03,0.8044E+00,0.6352E+00,-0.6400E-01,0.4352E+00
0.1025E+02,0.7290E+03,0.5459E+03,0.7529E+00,0.6052E+00,-0.6856E-01,0.4443E+00
0.1075E+02,0.7028E+03,0.5351E+03,0.6994E+00,0.5672E+00,-0.6673E-01,0.4480E+00
0.1125E+02,0.6770E+03,0.5227E+03,0.6433E+00,0.5251E+00,-0.7641E-01,0.4460E+00
0.1175E+02,0.6474E+03,0.5036E+03,0.5913E+00,0.4856E+00,-0.7732E-01,0.4379E+00
0.1225E+02,0.6181E+03,0.4862E+03,0.5331E+00,0.4538E+00,-0.8845E-01,0.4269E+00
0.1275E+02,0.5907E+03,0.4680E+03,0.4877E+00,0.4225E+00,-0.9054E-01,0.4139E+00
0.1325E+02,0.5681E+03,0.4469E+03,0.4352E+00,0.3883E+00,-0.1042E+00,0.3997E+00
0.1375E+02,0.5488E+03,0.4306E+03,0.3880E+00,0.3526E+00,-0.1074E+00,0.3830E+00
0.1425E+02,0.5268E+03,0.4147E+03,0.3266E+00,0.3120E+00,-0.1274E+00,0.3630E+00
0.1475E+02,0.4991E+03,0.3932E+03,0.2738E+00,0.2731E+00,-0.1355E+00,0.3382E+00
0.1525E+02,0.4701E+03,0.3738E+03,0.2143E+00,0.2376E+00,-0.1547E+00,0.3128E+00
0.1575E+02,0.4414E+03,0.3487E+03,0.1763E+00,0.2100E+00,-0.1571E+00,0.2852E+00
0.1625E+02,0.4127E+03,0.3168E+03,0.1337E+00,0.1873E+00,-0.1695E+00,0.2621E+00
0.1675E+02,0.3800E+03,0.2642E+03,0.1158E+00,0.1709E+00,-0.1632E+00,0.2399E+00
0.1725E+02,0.3579E+03,0.2304E+03,0.8879E-01,0.1528E+00,-0.1666E+00,0.2210E+00
0.1775E+02,0.3441E+03,0.2072E+03,0.8437E-01,0.1383E+00,-0.1583E+00,0.1985E+00
0.1827E+02,0.3321E+03,0.1719E+03,0.6186E-01,0.1238E+00,-0.1612E+00,0.1799E+00
0.1883E+02,0.3177E+03,0.1080E+03,0.6511E-01,0.1184E+00,-0.1513E+00,0.1611E+00
0.1944E+02,0.3055E+03,0.3581E+02,0.4467E-01,0.1087E+00,-0.1498E+00,0.1471E+00
0.2010E+02,0.3013E+03,0.9017E+01,0.5794E-01,0.1005E+00,-0.1380E+00,0.1295E+00
0.2081E+02,0.3003E+03,0.1919E+01,0.3602E-01,0.9001E-01,-0.1326E+00,0.1162E+00
