cm ,K,K,m/s,m/s,m/s,m/s
0.9125E+01,0.8612E+03,0.5806E+03,0.1330E+01,0.6958E+00,-0.2926E-01,0.5457E+00
0.9375E+01,0.8401E+03,0.5759E+03,0.1291E+01,0.6868E+00,-0.3720E-01,0.5424E+00
0.9875E+01,0.8052E+03,0.5719E+03,0.1220E+01,0.6668E+00,-0.5071E-01,0.5350E+00
0.1012E+02,0.7915E+03,0.5688E+03,0.1188E+01,0.6589E+00,-0.5537E-01,0.5327E+00
0.1062E+02,0.7666E+03,0.5639E+03,0.1126E+01,0.6456E+00,-0.6244E-01,0.5294E+00
0.1112E+02,0.7477E+03,0.5619E+03,0.1060E+01,0.6366E+00,-0.6833E-01,0.5245E+00
0.1138E+02,0.7397E+03,0.5629E+03,0.1028E+01,0.6329E+00,-0.7040E-01,0.5220E+00
0.1188E+02,0.7197E+03,0.5643E+03,0.9627E+00,0.6210E+00,-0.7364E-01,0.5162E+00
0.1238E+02,0.6965E+03,0.5563E+03,0.8937E+00,0.5958E+00,-0.7468E-01,0.5083E+00
0.1262E+02,0.6868E+03,0.5519E+03,0.8601E+00,0.5808E+00,-0.7463E-01,0.5040E+00
0.1312E+02,0.6726E+03,0.5446E+03,0.7973E+00,0.5548E+00,-0.7305E-01,0.4957E+00
0.1338E+02,0.6670E+03,0.5418E+03,0.7658E+00,0.5427E+00,-0.7210E-01,0.4911E+00
0.1388E+02,0.6538E+03,0.5362E+03,0.6985E+00,0.5158E+00,-0.7096E-01,0.4814E+00
0.1437E+02,0.6377E+03,0.5309E+03,0.6281E+00,0.4897E+00,-0.7034E-01,0.4726E+00
0.1462E+02,0.6299E+03,0.5299E+03,0.5943E+00,0.4788E+00,-0.7030E-01,0.4688E+00
0.1512E+02,0.6106E+03,0.5219E+03,0.5288E+00,0.4598E+00,-0.7129E-01,0.4598E+00
0.1538E+02,0.5981E+03,0.5150E+03,0.4971E+00,0.4489E+00,-0.7309E-01,0.4542E+00
0.1588E+02,0.5694E+03,0.4966E+03,0.4359E+00,0.4174E+00,-0.7891E-01,0.4409E+00
0.1638E+02,0.5379E+03,0.4709E+03,0.3769E+00,0.3830E+00,-0.8619E-01,0.4271E+00
0.1662E+02,0.5215E+03,0.4549E+03,0.3495E+00,0.3665E+00,-0.8948E-01,0.4197E+00
0.1712E+02,0.4915E+03,0.4262E+03,0.2994E+00,0.3345E+00,-0.9614E-01,0.4033E+00
0.1738E+02,0.4793E+03,0.4138E+03,0.2765E+00,0.3192E+00,-0.1002E+00,0.3944E+00
0.1789E+02,0.4532E+03,0.3798E+03,0.2318E+00,0.2890E+00,-0.1093E+00,0.3734E+00
0.1817E+02,0.4366E+03,0.3547E+03,0.2087E+00,0.2727E+00,-0.1139E+00,0.3610E+00
0.1883E+02,0.4038E+03,0.3077E+03,0.1609E+00,0.2330E+00,-0.1249E+00,0.3285E+00
0.1921E+02,0.3900E+03,0.2859E+03,0.1375E+00,0.2094E+00,-0.1315E+00,0.3071E+00
0.1963E+02,0.3760E+03,0.2592E+03,0.1142E+00,0.1872E+00,-0.1381E+00,0.2832E+00
0.2008E+02,0.3607E+03,0.2263E+03,0.9021E-01,0.1689E+00,-0.1446E+00,0.2581E+00
