cm ,K,K,m/s,m/s,m/s,m/s
-0.4125E+01,0.1136E+04,0.5298E+03,0.1560E+01,0.9094E+00,-0.1308E+00,0.4562E+00
-0.3875E+01,0.1143E+04,0.5257E+03,0.1567E+01,0.9207E+00,-0.1338E+00,0.4456E+00
-0.3375E+01,0.1173E+04,0.5205E+03,0.1594E+01,0.9441E+00,-0.1295E+00,0.4228E+00
-0.3125E+01,0.1193E+04,0.5195E+03,0.1611E+01,0.9504E+00,-0.1232E+00,0.4084E+00
-0.2625E+01,0.1228E+04,0.5138E+03,0.1648E+01,0.9496E+00,-0.1045E+00,0.3703E+00
-0.2125E+01,0.1262E+04,0.4894E+03,0.1696E+01,0.9421E+00,-0.7483E-01,0.3178E+00
-0.1875E+01,0.1282E+04,0.4693E+03,0.1726E+01,0.9339E+00,-0.5433E-01,0.2877E+00
-0.1375E+01,0.1314E+04,0.4428E+03,0.1795E+01,0.9127E+00,-0.9085E-02,0.2291E+00
-0.1125E+01,0.1319E+04,0.4318E+03,0.1825E+01,0.9002E+00,0.9015E-02,0.2049E+00
-0.6250E+00,0.1298E+04,0.4018E+03,0.1859E+01,0.8582E+00,0.2834E-01,0.1827E+00
-0.1250E+00,0.1264E+04,0.3829E+03,0.1862E+01,0.8216E+00,0.2027E-01,0.1816E+00
0.1250E+00,0.1255E+04,0.3816E+03,0.1859E+01,0.8173E+00,0.9731E-02,0.1840E+00
0.6250E+00,0.1273E+04,0.3914E+03,0.1851E+01,0.8301E+00,-0.7721E-02,0.1911E+00
0.1125E+01,0.1303E+04,0.4113E+03,0.1834E+01,0.8661E+00,-0.5665E-02,0.2081E+00
0.1375E+01,0.1307E+04,0.4274E+03,0.1817E+01,0.8820E+00,0.4002E-02,0.2254E+00
0.1875E+01,0.1281E+04,0.4680E+03,0.1759E+01,0.9087E+00,0.3295E-01,0.2768E+00
0.2125E+01,0.1260E+04,0.4886E+03,0.1727E+01,0.9206E+00,0.4825E-01,0.3062E+00
0.2625E+01,0.1212E+04,0.5146E+03,0.1663E+01,0.9385E+00,0.7509E-01,0.3601E+00
0.3125E+01,0.1162E+04,0.5232E+03,0.1606E+01,0.9343E+00,0.9493E-01,0.4006E+00
0.3375E+01,0.1144E+04,0.5278E+03,0.1584E+01,0.9286E+00,0.1024E+00,0.4157E+00
0.3875E+01,0.1116E+04,0.5280E+03,0.1550E+01,0.9125E+00,0.1122E+00,0.4386E+00
0.4125E+01,0.1107E+04,0.5298E+03,0.1538E+01,0.9012E+00,0.1135E+00,0.4480E+00
0.4625E+01,0.1097E+04,0.5311E+03,0.1522E+01,0.8799E+00,0.1099E+00,0.4637E+00
0.5125E+01,0.1104E+04,0.5371E+03,0.1525E+01,0.8573E+00,0.9803E-01,0.4769E+00
0.5375E+01,0.1106E+04,0.5369E+03,0.1528E+01,0.8436E+00,0.8984E-01,0.4827E+00
0.5875E+01,0.1102E+04,0.5402E+03,0.1522E+01,0.8179E+00,0.7318E-01,0.4884E+00
0.6125E+01,0.1100E+04,0.5465E+03,0.1513E+01,0.8012E+00,0.6322E-01,0.4892E+00
0.6625E+01,0.1092E+04,0.5564E+03,0.1479E+01,0.7683E+00,0.4296E-01,0.4888E+00
0.7125E+01,0.1074E+04,0.5655E+03,0.1445E+01,0.7571E+00,0.2395E-01,0.4872E+00
0.7375E+01,0.1063E+04,0.5738E+03,0.1428E+01,0.7547E+00,0.1443E-01,0.4854E+00
0.7875E+01,0.1041E+04,0.5901E+03,0.1386E+01,0.7434E+00,-0.1419E-02,0.4832E+00
0.8125E+01,0.1027E+04,0.5923E+03,0.1361E+01,0.7330E+00,-0.8190E-02,0.4820E+00
0.8625E+01,0.9879E+03,0.5936E+03,0.1294E+01,0.7028E+00,-0.2117E-01,0.4815E+00
0.9125E+01,0.9386E+03,0.5958E+03,0.1215E+01,0.6738E+00,-0.3059E-01,0.4862E+00
0.9375E+01,0.9111E+03,0.5978E+03,0.1176E+01,0.6626E+00,-0.3415E-01,0.4893E+00
0.9875E+01,0.8567E+03,0.5977E+03,0.1102E+01,0.6465E+00,-0.3989E-01,0.4941E+00
0.1012E+02,0.8365E+03,0.5965E+03,0.1068E+01,0.6375E+00,-0.4294E-01,0.4944E+00
0.1062E+02,0.8021E+03,0.5869E+03,0.9964E+00,0.6141E+00,-0.4888E-01,0.4939E+00
0.1112E+02,0.7606E+03,0.5699E+03,0.9189E+00,0.5859E+00,-0.5513E-01,0.4932E+00
0.1138E+02,0.7440E+03,0.5672E+03,0.8813E+00,0.5686E+00,-0.5720E-01,0.4928E+00
0.1188E+02,0.7199E+03,0.5597E+03,0.8143E+00,0.5378E+00,-0.5968E-01,0.4915E+00
0.1238E+02,0.7078E+03,0.5586E+03,0.7484E+00,0.5092E+00,-0.6336E-01,0.4869E+00
0.1262E+02,0.7024E+03,0.5604E+03,0.7141E+00,0.4952E+00,-0.6600E-01,0.4832E+00
0.1312E+02,0.6894E+03,0.5611E+03,0.6411E+00,0.4668E+00,-0.7287E-01,0.4732E+00
0.1338E+02,0.6808E+03,0.5602E+03,0.6035E+00,0.4497E+00,-0.7696E-01,0.4673E+00
0.1388E+02,0.6612E+03,0.5563E+03,0.5282E+00,0.4128E+00,-0.8467E-01,0.4548E+00
0.1437E+02,0.6368E+03,0.5452E+03,0.4575E+00,0.3865E+00,-0.9264E-01,0.4419E+00
0.1462E+02,0.6204E+03,0.5355E+03,0.4245E+00,0.3757E+00,-0.9683E-01,0.4343E+00
0.1512E+02,0.5804E+03,0.5060E+03,0.3626E+00,0.3498E+00,-0.1064E+00,0.4142E+00
0.1538E+02,0.5595E+03,0.4919E+03,0.3336E+00,0.3343E+00,-0.1117E+00,0.4020E+00
0.1588E+02,0.5230E+03,0.4653E+03,0.2802E+00,0.2939E+00,-0.1223E+00,0.3752E+00
0.1638E+02,0.4886E+03,0.4302E+03,0.2315E+00,0.2563E+00,-0.1332E+00,0.3487E+00
0.1662E+02,0.4705E+03,0.4091E+03,0.2086E+00,0.2394E+00,-0.1380E+00,0.3364E+00
0.1712E+02,0.4342E+03,0.3655E+03,0.1669E+00,0.2081E+00,-0.1462E+00,0.3134E+00
0.1738E+02,0.4181E+03,0.3439E+03,0.1485E+00,0.1969E+00,-0.1499E+00,0.3019E+00
0.1789E+02,0.3878E+03,0.2943E+03,0.1163E+00,0.1796E+00,-0.1566E+00,0.2766E+00
0.1817E+02,0.3732E+03,0.2703E+03,0.1017E+00,0.1712E+00,-0.1594E+00,0.2620E+00
0.1883E+02,0.3423E+03,0.1872E+03,0.7505E-01,0.1600E+00,-0.1642E+00,0.2308E+00
0.1921E+02,0.3275E+03,0.1433E+03,0.6403E-01,0.1553E+00,-0.1653E+00,0.2141E+00
0.1963E+02,0.3167E+03,0.1126E+03,0.5702E-01,0.1483E+00,-0.1632E+00,0.1966E+00
0.2008E+02,0.3102E+03,0.9134E+02,0.5048E-01,0.1372E+00,-0.1611E+00,0.1797E+00
