cm ,K,K,m/s,m/s,m/s,m/s
-0.1038E+02,0.7496E+03,0.5566E+03,0.1203E+01,0.6950E+00,0.7376E-01,0.5439E+00
-0.9875E+01,0.7738E+03,0.5671E+03,0.1260E+01,0.7029E+00,0.7113E-01,0.5459E+00
-0.9375E+01,0.7982E+03,0.5757E+03,0.1324E+01,0.7228E+00,0.6640E-01,0.5486E+00
-0.9125E+01,0.8128E+03,0.5799E+03,0.1360E+01,0.7355E+00,0.6303E-01,0.5501E+00
-0.8625E+01,0.8454E+03,0.5840E+03,0.1433E+01,0.7698E+00,0.4986E-01,0.5511E+00
-0.8125E+01,0.8829E+03,0.5849E+03,0.1504E+01,0.8003E+00,0.2878E-01,0.5548E+00
-0.7875E+01,0.9019E+03,0.5830E+03,0.1538E+01,0.8113E+00,0.1659E-01,0.5575E+00
-0.7375E+01,0.9384E+03,0.5798E+03,0.1606E+01,0.8344E+00,-0.9897E-02,0.5642E+00
-0.7125E+01,0.9525E+03,0.5768E+03,0.1639E+01,0.8469E+00,-0.2235E-01,0.5671E+00
-0.6625E+01,0.9830E+03,0.5617E+03,0.1708E+01,0.8767E+00,-0.4367E-01,0.5681E+00
-0.6125E+01,0.1016E+04,0.5524E+03,0.1783E+01,0.9238E+00,-0.6399E-01,0.5619E+00
-0.5875E+01,0.1025E+04,0.5510E+03,0.1814E+01,0.9542E+00,-0.7233E-01,0.5564E+00
-0.5375E+01,0.1036E+04,0.5448E+03,0.1857E+01,0.1003E+01,-0.8431E-01,0.5432E+00
-0.5125E+01,0.1040E+04,0.5414E+03,0.1873E+01,0.1031E+01,-0.8978E-01,0.5361E+00
-0.4625E+01,0.1049E+04,0.5394E+03,0.1897E+01,0.1069E+01,-0.1026E+00,0.5196E+00
-0.4125E+01,0.1053E+04,0.5393E+03,0.1920E+01,0.1101E+01,-0.1088E+00,0.5036E+00
-0.3875E+01,0.1056E+04,0.5373E+03,0.1933E+01,0.1120E+01,-0.1080E+00,0.4931E+00
-0.3375E+01,0.1064E+04,0.5302E+03,0.1967E+01,0.1147E+01,-0.1030E+00,0.4698E+00
-0.3125E+01,0.1071E+04,0.5301E+03,0.1987E+01,0.1157E+01,-0.1009E+00,0.4571E+00
-0.2625E+01,0.1091E+04,0.5327E+03,0.2034E+01,0.1181E+01,-0.9500E-01,0.4297E+00
-0.2125E+01,0.1123E+04,0.5200E+03,0.2100E+01,0.1205E+01,-0.7798E-01,0.3920E+00
-0.1875E+01,0.1145E+04,0.5128E+03,0.2141E+01,0.1220E+01,-0.6326E-01,0.3686E+00
-0.1375E+01,0.1192E+04,0.4956E+03,0.2229E+01,0.1248E+01,-0.3081E-01,0.3115E+00
-0.1125E+01,0.1212E+04,0.4838E+03,0.2274E+01,0.1256E+01,-0.1634E-01,0.2855E+00
-0.6250E+00,0.1231E+04,0.4675E+03,0.2344E+01,0.1262E+01,0.6749E-02,0.2509E+00
-0.1250E+00,0.1226E+04,0.4467E+03,0.2382E+01,0.1244E+01,0.1213E-01,0.2367E+00
0.1250E+00,0.1225E+04,0.4435E+03,0.2390E+01,0.1237E+01,0.8920E-02,0.2380E+00
0.6250E+00,0.1225E+04,0.4572E+03,0.2370E+01,0.1239E+01,0.4083E-02,0.2521E+00
0.1125E+01,0.1209E+04,0.4842E+03,0.2293E+01,0.1240E+01,0.1147E-01,0.2788E+00
0.1375E+01,0.1188E+04,0.4970E+03,0.2243E+01,0.1234E+01,0.2206E-01,0.2990E+00
0.1875E+01,0.1137E+04,0.5164E+03,0.2148E+01,0.1222E+01,0.4838E-01,0.3482E+00
0.2125E+01,0.1112E+04,0.5230E+03,0.2104E+01,0.1218E+01,0.6045E-01,0.3727E+00
0.2625E+01,0.1073E+04,0.5292E+03,0.2028E+01,0.1199E+01,0.7810E-01,0.4159E+00
0.3125E+01,0.1048E+04,0.5248E+03,0.1971E+01,0.1162E+01,0.9031E-01,0.4494E+00
0.3375E+01,0.1044E+04,0.5261E+03,0.1953E+01,0.1140E+01,0.9358E-01,0.4626E+00
0.3875E+01,0.1048E+04,0.5318E+03,0.1930E+01,0.1100E+01,0.9216E-01,0.4854E+00
0.4125E+01,0.1050E+04,0.5347E+03,0.1920E+01,0.1077E+01,0.8981E-01,0.4961E+00
0.4625E+01,0.1045E+04,0.5411E+03,0.1896E+01,0.1044E+01,0.8587E-01,0.5124E+00
0.5125E+01,0.1040E+04,0.5516E+03,0.1872E+01,0.1019E+01,0.7761E-01,0.5308E+00
0.5375E+01,0.1037E+04,0.5562E+03,0.1857E+01,0.1000E+01,0.7296E-01,0.5393E+00
0.5875E+01,0.1018E+04,0.5544E+03,0.1812E+01,0.9466E+00,0.5947E-01,0.5487E+00
0.6125E+01,0.1004E+04,0.5542E+03,0.1785E+01,0.9241E+00,0.5178E-01,0.5503E+00
0.6625E+01,0.9736E+03,0.5571E+03,0.1724E+01,0.8876E+00,0.3423E-01,0.5551E+00
0.7125E+01,0.9522E+03,0.5631E+03,0.1663E+01,0.8426E+00,0.1628E-01,0.5617E+00
0.7375E+01,0.9406E+03,0.5650E+03,0.1630E+01,0.8213E+00,0.7246E-02,0.5641E+00
0.7875E+01,0.9104E+03,0.5709E+03,0.1556E+01,0.7860E+00,-0.1039E-01,0.5631E+00
0.8125E+01,0.8943E+03,0.5725E+03,0.1518E+01,0.7648E+00,-0.1941E-01,0.5607E+00
0.8625E+01,0.8581E+03,0.5739E+03,0.1438E+01,0.7253E+00,-0.3434E-01,0.5557E+00
0.9125E+01,0.8222E+03,0.5663E+03,0.1367E+01,0.7030E+00,-0.4553E-01,0.5551E+00
0.9375E+01,0.8052E+03,0.5612E+03,0.1333E+01,0.6935E+00,-0.5043E-01,0.5553E+00
0.9875E+01,0.7781E+03,0.5547E+03,0.1269E+01,0.6727E+00,-0.6075E-01,0.5561E+00
0.1012E+02,0.7689E+03,0.5541E+03,0.1238E+01,0.6670E+00,-0.6555E-01,0.5556E+00
0.1062E+02,0.7495E+03,0.5498E+03,0.1176E+01,0.6557E+00,-0.7511E-01,0.5490E+00
0.1112E+02,0.7288E+03,0.5460E+03,0.1108E+01,0.6468E+00,-0.8257E-01,0.5373E+00
0.1138E+02,0.7189E+03,0.5466E+03,0.1074E+01,0.6440E+00,-0.8540E-01,0.5312E+00
0.1188E+02,0.7023E+03,0.5485E+03,0.1008E+01,0.6363E+00,-0.8817E-01,0.5199E+00
0.1238E+02,0.6855E+03,0.5447E+03,0.9472E+00,0.6234E+00,-0.8756E-01,0.5106E+00
0.1262E+02,0.6774E+03,0.5425E+03,0.9170E+00,0.6137E+00,-0.8654E-01,0.5053E+00
0.1312E+02,0.6618E+03,0.5336E+03,0.8558E+00,0.5912E+00,-0.8361E-01,0.4943E+00
0.1338E+02,0.6531E+03,0.5267E+03,0.8242E+00,0.5799E+00,-0.8191E-01,0.4890E+00
0.1388E+02,0.6349E+03,0.5140E+03,0.7593E+00,0.5542E+00,-0.7708E-01,0.4783E+00
0.1437E+02,0.6227E+03,0.5096E+03,0.6915E+00,0.5260E+00,-0.7272E-01,0.4682E+00
0.1462E+02,0.6159E+03,0.5054E+03,0.6566E+00,0.5123E+00,-0.7099E-01,0.4634E+00
0.1512E+02,0.5974E+03,0.4947E+03,0.5887E+00,0.4912E+00,-0.7048E-01,0.4550E+00
0.1538E+02,0.5862E+03,0.4879E+03,0.5567E+00,0.4826E+00,-0.7131E-01,0.4507E+00
0.1588E+02,0.5619E+03,0.4745E+03,0.4968E+00,0.4605E+00,-0.7454E-01,0.4404E+00
0.1638E+02,0.5375E+03,0.4601E+03,0.4394E+00,0.4317E+00,-0.7953E-01,0.4295E+00
0.1662E+02,0.5240E+03,0.4498E+03,0.4116E+00,0.4167E+00,-0.8190E-01,0.4238E+00
0.1712E+02,0.4992E+03,0.4283E+03,0.3603E+00,0.3838E+00,-0.8692E-01,0.4115E+00
0.1738E+02,0.4889E+03,0.4198E+03,0.3361E+00,0.3668E+00,-0.8978E-01,0.4048E+00
0.1789E+02,0.4704E+03,0.4001E+03,0.2884E+00,0.3340E+00,-0.9739E-01,0.3878E+00
0.1817E+02,0.4589E+03,0.3841E+03,0.2626E+00,0.3167E+00,-0.1019E+00,0.3780E+00
0.1883E+02,0.4272E+03,0.3339E+03,0.2057E+00,0.2734E+00,-0.1114E+00,0.3539E+00
0.1921E+02,0.4085E+03,0.3046E+03,0.1773E+00,0.2489E+00,-0.1169E+00,0.3381E+00
0.1963E+02,0.3922E+03,0.2794E+03,0.1508E+00,0.2234E+00,-0.1222E+00,0.3199E+00
0.2008E+02,0.3760E+03,0.2492E+03,0.1254E+00,0.2001E+00,-0.1270E+00,0.2983E+00
