cm,K,K,m/s,m/s,m/s,m/s
-0.1312E+02,0.5357E+03,0.4556E+03,0.2782E+00,0.2576E+00,0.2534E+00,0.2317E+00
-0.1262E+02,0.6195E+03,0.4999E+03,0.3330E+00,0.2895E+00,0.2482E+00,0.2516E+00
-0.1238E+02,0.6626E+03,0.5218E+03,0.3624E+00,0.3061E+00,0.2453E+00,0.2633E+00
-0.1188E+02,0.7677E+03,0.5593E+03,0.4284E+00,0.3422E+00,0.2341E+00,0.2906E+00
-0.1138E+02,0.8774E+03,0.5830E+03,0.4946E+00,0.3703E+00,0.2179E+00,0.3206E+00
-0.1112E+02,0.9189E+03,0.5826E+03,0.5220E+00,0.3782E+00,0.2074E+00,0.3347E+00
-0.1062E+02,0.9961E+03,0.5730E+03,0.5718E+00,0.3885E+00,0.1814E+00,0.3609E+00
-0.1038E+02,0.1018E+04,0.5640E+03,0.5900E+00,0.3919E+00,0.1655E+00,0.3729E+00
-0.9875E+01,0.1065E+04,0.5507E+03,0.6169E+00,0.3954E+00,0.1322E+00,0.3918E+00
-0.9375E+01,0.1095E+04,0.5403E+03,0.6391E+00,0.4038E+00,0.9985E-01,0.4011E+00
-0.9125E+01,0.1097E+04,0.5330E+03,0.6459E+00,0.4090E+00,0.8489E-01,0.4026E+00
-0.8625E+01,0.1110E+04,0.5266E+03,0.6564E+00,0.4211E+00,0.6178E-01,0.4044E+00
-0.8125E+01,0.1119E+04,0.5193E+03,0.6649E+00,0.4337E+00,0.4456E-01,0.4053E+00
-0.7875E+01,0.1116E+04,0.5161E+03,0.6681E+00,0.4402E+00,0.3849E-01,0.4053E+00
-0.7375E+01,0.1113E+04,0.5182E+03,0.6732E+00,0.4512E+00,0.3414E-01,0.4020E+00
-0.7125E+01,0.1110E+04,0.5205E+03,0.6738E+00,0.4551E+00,0.3469E-01,0.3975E+00
-0.6625E+01,0.1096E+04,0.5154E+03,0.6708E+00,0.4602E+00,0.3829E-01,0.3849E+00
-0.6125E+01,0.1097E+04,0.5158E+03,0.6683E+00,0.4633E+00,0.4496E-01,0.3695E+00
-0.5875E+01,0.1098E+04,0.5171E+03,0.6657E+00,0.4662E+00,0.4778E-01,0.3608E+00
-0.5375E+01,0.1101E+04,0.5153E+03,0.6577E+00,0.4722E+00,0.5193E-01,0.3425E+00
-0.5125E+01,0.1105E+04,0.5133E+03,0.6556E+00,0.4751E+00,0.5387E-01,0.3322E+00
-0.4625E+01,0.1129E+04,0.5113E+03,0.6600E+00,0.4771E+00,0.5928E-01,0.3112E+00
-0.4125E+01,0.1168E+04,0.5023E+03,0.6699E+00,0.4683E+00,0.6928E-01,0.2917E+00
-0.3875E+01,0.1185E+04,0.4944E+03,0.6740E+00,0.4575E+00,0.7459E-01,0.2827E+00
-0.3375E+01,0.1216E+04,0.4725E+03,0.6751E+00,0.4290E+00,0.8482E-01,0.2648E+00
-0.3125E+01,0.1226E+04,0.4666E+03,0.6730E+00,0.4156E+00,0.9070E-01,0.2540E+00
-0.2625E+01,0.1243E+04,0.4441E+03,0.6707E+00,0.3965E+00,0.1005E+00,0.2281E+00
-0.2125E+01,0.1261E+04,0.4379E+03,0.6701E+00,0.3879E+00,0.1053E+00,0.1980E+00
-0.1875E+01,0.1261E+04,0.4330E+03,0.6690E+00,0.3861E+00,0.1042E+00,0.1825E+00
-0.1375E+01,0.1225E+04,0.4218E+03,0.6552E+00,0.3825E+00,0.9427E-01,0.1553E+00
-0.1125E+01,0.1189E+04,0.4092E+03,0.6434E+00,0.3761E+00,0.8564E-01,0.1445E+00
-0.6250E+00,0.1115E+04,0.3771E+03,0.6133E+00,0.3599E+00,0.5498E-01,0.1277E+00
-0.1250E+00,0.1066E+04,0.3708E+03,0.5841E+00,0.3488E+00,0.1049E-01,0.1271E+00
0.1250E+00,0.1060E+04,0.3744E+03,0.5792E+00,0.3494E+00,-0.9032E-02,0.1318E+00
0.6250E+00,0.1083E+04,0.3794E+03,0.5925E+00,0.3659E+00,-0.4408E-01,0.1401E+00
0.1125E+01,0.1140E+04,0.3925E+03,0.6204E+00,0.3859E+00,-0.7341E-01,0.1525E+00
0.1375E+01,0.1177E+04,0.4053E+03,0.6346E+00,0.3924E+00,-0.8261E-01,0.1637E+00
0.1875E+01,0.1244E+04,0.4373E+03,0.6590E+00,0.4018E+00,-0.9227E-01,0.1907E+00
0.2125E+01,0.1261E+04,0.4430E+03,0.6696E+00,0.4036E+00,-0.9416E-01,0.2056E+00
0.2625E+01,0.1273E+04,0.4513E+03,0.6892E+00,0.4008E+00,-0.9320E-01,0.2351E+00
0.3125E+01,0.1274E+04,0.4584E+03,0.6981E+00,0.4047E+00,-0.8688E-01,0.2588E+00
0.3375E+01,0.1264E+04,0.4698E+03,0.6977E+00,0.4129E+00,-0.8116E-01,0.2696E+00
0.3875E+01,0.1213E+04,0.4962E+03,0.6917E+00,0.4346E+00,-0.6684E-01,0.2912E+00
0.4125E+01,0.1186E+04,0.5087E+03,0.6874E+00,0.4441E+00,-0.6061E-01,0.3016E+00
0.4625E+01,0.1149E+04,0.5072E+03,0.6817E+00,0.4550E+00,-0.5308E-01,0.3223E+00
0.5125E+01,0.1127E+04,0.5060E+03,0.6752E+00,0.4578E+00,-0.5124E-01,0.3437E+00
0.5375E+01,0.1115E+04,0.5077E+03,0.6724E+00,0.4590E+00,-0.5153E-01,0.3544E+00
0.5875E+01,0.1103E+04,0.5163E+03,0.6684E+00,0.4638E+00,-0.5061E-01,0.3737E+00
0.6125E+01,0.1101E+04,0.5179E+03,0.6663E+00,0.4650E+00,-0.4910E-01,0.3806E+00
0.6625E+01,0.1096E+04,0.5189E+03,0.6619E+00,0.4626E+00,-0.4280E-01,0.3891E+00
0.7125E+01,0.1097E+04,0.5154E+03,0.6608E+00,0.4529E+00,-0.3705E-01,0.3922E+00
0.7375E+01,0.1105E+04,0.5159E+03,0.6611E+00,0.4469E+00,-0.3700E-01,0.3938E+00
0.7875E+01,0.1118E+04,0.5248E+03,0.6614E+00,0.4369E+00,-0.4297E-01,0.3981E+00
0.8125E+01,0.1118E+04,0.5279E+03,0.6615E+00,0.4333E+00,-0.4877E-01,0.3997E+00
0.8625E+01,0.1111E+04,0.5347E+03,0.6591E+00,0.4271E+00,-0.6557E-01,0.4004E+00
0.9125E+01,0.1109E+04,0.5362E+03,0.6535E+00,0.4167E+00,-0.8771E-01,0.3981E+00
0.9375E+01,0.1107E+04,0.5419E+03,0.6493E+00,0.4129E+00,-0.1015E+00,0.3957E+00
0.9875E+01,0.1080E+04,0.5517E+03,0.6307E+00,0.4049E+00,-0.1327E+00,0.3845E+00
0.1012E+02,0.1055E+04,0.5548E+03,0.6157E+00,0.3995E+00,-0.1490E+00,0.3760E+00
0.1062E+02,0.9985E+03,0.5648E+03,0.5735E+00,0.3873E+00,-0.1790E+00,0.3564E+00
0.1112E+02,0.9198E+03,0.5732E+03,0.5215E+00,0.3773E+00,-0.2027E+00,0.3352E+00
0.1138E+02,0.8733E+03,0.5731E+03,0.4928E+00,0.3691E+00,-0.2126E+00,0.3229E+00
0.1188E+02,0.7641E+03,0.5545E+03,0.4263E+00,0.3386E+00,-0.2280E+00,0.2945E+00
0.1238E+02,0.6686E+03,0.5282E+03,0.3645E+00,0.3050E+00,-0.2401E+00,0.2679E+00
0.1262E+02,0.6262E+03,0.5052E+03,0.3362E+00,0.2883E+00,-0.2439E+00,0.2557E+00
0.1312E+02,0.5416E+03,0.4584E+03,0.2802E+00,0.2512E+00,-0.2492E+00,0.2361E+00
0.1338E+02,0.4984E+03,0.4255E+03,0.2539E+00,0.2346E+00,-0.2527E+00,0.2278E+00
0.1388E+02,0.4270E+03,0.3535E+03,0.2087E+00,0.1982E+00,-0.2547E+00,0.2049E+00
0.1437E+02,0.3731E+03,0.2627E+03,0.1710E+00,0.1535E+00,-0.2537E+00,0.1811E+00
0.1462E+02,0.3539E+03,0.2317E+03,0.1626E+00,0.1387E+00,-0.2440E+00,0.1674E+00
0.1512E+02,0.3252E+03,0.1468E+03,0.1451E+00,0.1177E+00,-0.2333E+00,0.1477E+00
0.1538E+02,0.3146E+03,0.9939E+02,0.1284E+00,0.1100E+00,-0.2346E+00,0.1427E+00
0.1588E+02,0.3041E+03,0.4592E+02,0.1181E+00,0.1023E+00,-0.2185E+00,0.1294E+00
0.1638E+02,0.3013E+03,0.1843E+02,0.1108E+00,0.9238E-01,-0.2012E+00,0.1180E+00
0.1662E+02,0.3006E+03,0.8902E+01,0.1275E+00,0.9662E-01,-0.1957E+00,0.1091E+00
0.1712E+02,0.3001E+03,0.1409E+01,0.1202E+00,0.8836E-01,-0.1829E+00,0.1027E+00
0.1738E+02,0.3001E+03,0.3090E+00,0.1037E+00,0.7677E-01,-0.1751E+00,0.9559E-01
0.1789E+02,0.3000E+03,0.3147E+00,0.1005E+00,0.7091E-01,-0.1656E+00,0.8731E-01
0.1817E+02,0.3000E+03,-0.1008E+00,0.1042E+00,0.7151E-01,-0.1571E+00,0.8891E-01
0.1883E+02,0.3000E+03,-0.2007E+00,0.9601E-01,0.6380E-01,-0.1438E+00,0.8001E-01
0.1921E+02,0.3000E+03,-0.1007E+00,0.8957E-01,0.5789E-01,-0.1470E+00,0.7421E-01
0.1963E+02,0.3000E+03,-0.1007E+00,0.8712E-01,0.5615E-01,-0.1299E+00,0.7043E-01
0.2008E+02,0.3000E+03,-0.1007E+00,0.8238E-01,0.5117E-01,-0.1374E+00,0.6783E-01
