cm ,K,K,m/s,m/s,m/s,m/s
0.7125E+01,0.9094E+03,0.5524E+03,0.1698E+01,0.8762E+00,0.2009E-02,0.5770E+00
0.7375E+01,0.8918E+03,0.5540E+03,0.1653E+01,0.8568E+00,-0.8488E-02,0.5778E+00
0.7875E+01,0.8632E+03,0.5603E+03,0.1578E+01,0.8141E+00,-0.2809E-01,0.5775E+00
0.8125E+01,0.8504E+03,0.5625E+03,0.1542E+01,0.7892E+00,-0.3695E-01,0.5763E+00
0.8625E+01,0.8264E+03,0.5635E+03,0.1468E+01,0.7515E+00,-0.5219E-01,0.5723E+00
0.9125E+01,0.7929E+03,0.5520E+03,0.1394E+01,0.7236E+00,-0.6511E-01,0.5661E+00
0.9375E+01,0.7782E+03,0.5458E+03,0.1363E+01,0.7069E+00,-0.7071E-01,0.5639E+00
0.9875E+01,0.7550E+03,0.5382E+03,0.1302E+01,0.6830E+00,-0.7978E-01,0.5621E+00
0.1012E+02,0.7471E+03,0.5374E+03,0.1273E+01,0.6755E+00,-0.8362E-01,0.5613E+00
0.1062E+02,0.7306E+03,0.5338E+03,0.1213E+01,0.6642E+00,-0.8960E-01,0.5568E+00
0.1112E+02,0.7117E+03,0.5313E+03,0.1146E+01,0.6569E+00,-0.9276E-01,0.5477E+00
0.1138E+02,0.7011E+03,0.5309E+03,0.1114E+01,0.6551E+00,-0.9365E-01,0.5410E+00
0.1188E+02,0.6819E+03,0.5304E+03,0.1052E+01,0.6500E+00,-0.9439E-01,0.5266E+00
0.1238E+02,0.6662E+03,0.5267E+03,0.9895E+00,0.6368E+00,-0.9536E-01,0.5120E+00
0.1262E+02,0.6597E+03,0.5237E+03,0.9588E+00,0.6289E+00,-0.9521E-01,0.5055E+00
0.1312E+02,0.6469E+03,0.5175E+03,0.8986E+00,0.6121E+00,-0.9303E-01,0.4934E+00
0.1338E+02,0.6399E+03,0.5131E+03,0.8672E+00,0.6038E+00,-0.9120E-01,0.4874E+00
0.1388E+02,0.6225E+03,0.5003E+03,0.8028E+00,0.5873E+00,-0.8661E-01,0.4751E+00
0.1437E+02,0.6032E+03,0.4871E+03,0.7387E+00,0.5657E+00,-0.8103E-01,0.4638E+00
0.1462E+02,0.5953E+03,0.4824E+03,0.7074E+00,0.5534E+00,-0.7820E-01,0.4586E+00
0.1512E+02,0.5798E+03,0.4702E+03,0.6438E+00,0.5272E+00,-0.7534E-01,0.4487E+00
0.1538E+02,0.5702E+03,0.4628E+03,0.6118E+00,0.5139E+00,-0.7560E-01,0.4436E+00
0.1588E+02,0.5475E+03,0.4478E+03,0.5488E+00,0.4858E+00,-0.7804E-01,0.4335E+00
0.1638E+02,0.5245E+03,0.4343E+03,0.4888E+00,0.4613E+00,-0.8091E-01,0.4252E+00
0.1662E+02,0.5151E+03,0.4280E+03,0.4618E+00,0.4503E+00,-0.8189E-01,0.4214E+00
0.1712E+02,0.4991E+03,0.4181E+03,0.4116E+00,0.4226E+00,-0.8528E-01,0.4130E+00
0.1738E+02,0.4924E+03,0.4133E+03,0.3873E+00,0.4066E+00,-0.8785E-01,0.4083E+00
0.1789E+02,0.4766E+03,0.3979E+03,0.3370E+00,0.3709E+00,-0.9474E-01,0.3962E+00
0.1817E+02,0.4672E+03,0.3875E+03,0.3097E+00,0.3507E+00,-0.9861E-01,0.3879E+00
0.1883E+02,0.4429E+03,0.3525E+03,0.2489E+00,0.3082E+00,-0.1081E+00,0.3664E+00
0.1921E+02,0.4254E+03,0.3251E+03,0.2150E+00,0.2869E+00,-0.1138E+00,0.3533E+00
0.1963E+02,0.4057E+03,0.2937E+03,0.1815E+00,0.2631E+00,-0.1188E+00,0.3377E+00
0.2008E+02,0.3861E+03,0.2586E+03,0.1517E+00,0.2370E+00,-0.1226E+00,0.3190E+00
