cm,K,K,m/s,m/s,m/s,m/s
-0.1750E+01,0.1398E+04,0.3443E+03,0.2468E+01,0.1012E+01,0.1846E-01,0.1948E+00
-0.1250E+01,0.1430E+04,0.2922E+03,0.2560E+01,0.9575E+00,0.4776E-01,0.1555E+00
-0.7500E+00,0.1389E+04,0.2862E+03,0.2602E+01,0.8831E+00,0.3919E-01,0.1346E+00
-0.2500E+00,0.1338E+04,0.2980E+03,0.2607E+01,0.8419E+00,0.3638E-02,0.1206E+00
0.2500E+00,0.1334E+04,0.3017E+03,0.2615E+01,0.8337E+00,-0.1774E-01,0.1141E+00
0.7500E+00,0.1384E+04,0.2846E+03,0.2619E+01,0.8469E+00,-0.4904E-01,0.1244E+00
0.1250E+01,0.1423E+04,0.2748E+03,0.2573E+01,0.9083E+00,-0.6234E-01,0.1518E+00
0.1750E+01,0.1392E+04,0.3429E+03,0.2468E+01,0.9945E+00,-0.3147E-01,0.1936E+00
0.2250E+01,0.1336E+04,0.4184E+03,0.2357E+01,0.1050E+01,0.1201E-01,0.2447E+00
0.2750E+01,0.1280E+04,0.4583E+03,0.2248E+01,0.1073E+01,0.4183E-01,0.2966E+00
0.3250E+01,0.1214E+04,0.4918E+03,0.2130E+01,0.1081E+01,0.5889E-01,0.3412E+00
0.3750E+01,0.1151E+04,0.5184E+03,0.2016E+01,0.1072E+01,0.6258E-01,0.3737E+00
0.4250E+01,0.1100E+04,0.5446E+03,0.1909E+01,0.1048E+01,0.5943E-01,0.4019E+00
0.4750E+01,0.1050E+04,0.5594E+03,0.1798E+01,0.1022E+01,0.4894E-01,0.4295E+00
0.5250E+01,0.9876E+03,0.5624E+03,0.1682E+01,0.9960E+00,0.3476E-01,0.4495E+00
0.5750E+01,0.9231E+03,0.5614E+03,0.1569E+01,0.9597E+00,0.2192E-01,0.4603E+00
0.6250E+01,0.8700E+03,0.5564E+03,0.1463E+01,0.9251E+00,0.4737E-02,0.4642E+00
0.6750E+01,0.8301E+03,0.5504E+03,0.1370E+01,0.8962E+00,-0.1722E-01,0.4633E+00
0.7250E+01,0.7959E+03,0.5469E+03,0.1284E+01,0.8701E+00,-0.3638E-01,0.4612E+00
0.7750E+01,0.7658E+03,0.5396E+03,0.1209E+01,0.8464E+00,-0.5199E-01,0.4621E+00
0.8250E+01,0.7361E+03,0.5299E+03,0.1144E+01,0.8138E+00,-0.6244E-01,0.4670E+00
0.8750E+01,0.7115E+03,0.5241E+03,0.1083E+01,0.7768E+00,-0.6415E-01,0.4702E+00
0.9250E+01,0.6902E+03,0.5191E+03,0.1023E+01,0.7465E+00,-0.6675E-01,0.4725E+00
0.9750E+01,0.6713E+03,0.5102E+03,0.9772E+00,0.7139E+00,-0.6506E-01,0.4754E+00
0.1025E+02,0.6573E+03,0.5034E+03,0.9317E+00,0.6820E+00,-0.6423E-01,0.4768E+00
0.1075E+02,0.6430E+03,0.4970E+03,0.8842E+00,0.6509E+00,-0.6551E-01,0.4795E+00
0.1125E+02,0.6287E+03,0.4919E+03,0.8392E+00,0.6248E+00,-0.6483E-01,0.4869E+00
0.1175E+02,0.6209E+03,0.4913E+03,0.7995E+00,0.6058E+00,-0.6019E-01,0.4903E+00
0.1225E+02,0.6166E+03,0.4898E+03,0.7539E+00,0.5935E+00,-0.6497E-01,0.4914E+00
0.1275E+02,0.6109E+03,0.4844E+03,0.7114E+00,0.5830E+00,-0.6414E-01,0.4889E+00
0.1325E+02,0.6011E+03,0.4778E+03,0.6652E+00,0.5718E+00,-0.6494E-01,0.4864E+00
0.1375E+02,0.5909E+03,0.4707E+03,0.6195E+00,0.5567E+00,-0.6355E-01,0.4826E+00
0.1425E+02,0.5789E+03,0.4604E+03,0.5681E+00,0.5380E+00,-0.6474E-01,0.4741E+00
0.1475E+02,0.5649E+03,0.4533E+03,0.5189E+00,0.5169E+00,-0.6325E-01,0.4598E+00
0.1525E+02,0.5517E+03,0.4470E+03,0.4689E+00,0.4901E+00,-0.6849E-01,0.4411E+00
0.1575E+02,0.5375E+03,0.4397E+03,0.4223E+00,0.4601E+00,-0.7253E-01,0.4179E+00
0.1625E+02,0.5222E+03,0.4307E+03,0.3723E+00,0.4262E+00,-0.8361E-01,0.3956E+00
0.1675E+02,0.5038E+03,0.4174E+03,0.3288E+00,0.3892E+00,-0.8883E-01,0.3710E+00
0.1725E+02,0.4846E+03,0.4028E+03,0.2823E+00,0.3540E+00,-0.9996E-01,0.3483E+00
0.1775E+02,0.4608E+03,0.3795E+03,0.2413E+00,0.3232E+00,-0.1045E+00,0.3258E+00
0.1827E+02,0.4329E+03,0.3481E+03,0.1968E+00,0.2944E+00,-0.1120E+00,0.3040E+00
0.1883E+02,0.4051E+03,0.3092E+03,0.1616E+00,0.2650E+00,-0.1128E+00,0.2815E+00
0.1944E+02,0.3772E+03,0.2615E+03,0.1255E+00,0.2379E+00,-0.1185E+00,0.2612E+00
0.2010E+02,0.3533E+03,0.2198E+03,0.1001E+00,0.2038E+00,-0.1181E+00,0.2351E+00
0.2081E+02,0.3364E+03,0.1814E+03,0.7289E-01,0.1569E+00,-0.1220E+00,0.2057E+00
