cm,K,K,m/s,m/s,m/s,m/s
-0.7500E+00,0.9047E+03,0.2015E+03,0.2188E+00,0.1885E+00,0.6961E-01,0.6562E-01
-0.2500E+00,0.8534E+03,0.1607E+03,0.1841E+00,0.1751E+00,0.5735E-02,0.5648E-01
0.2500E+00,0.8613E+03,0.1626E+03,0.1880E+00,0.1791E+00,-0.1757E-01,0.5609E-01
0.7500E+00,0.9242E+03,0.2148E+03,0.2273E+00,0.2007E+00,-0.7331E-01,0.6785E-01
0.1250E+01,0.1009E+04,0.2813E+03,0.2735E+00,0.2190E+00,-0.1318E+00,0.7951E-01
0.1750E+01,0.1069E+04,0.3121E+03,0.2943E+00,0.2237E+00,-0.1698E+00,0.9223E-01
0.2250E+01,0.1088E+04,0.3200E+03,0.2935E+00,0.2388E+00,-0.1949E+00,0.1137E+00
0.2750E+01,0.1095E+04,0.3362E+03,0.2934E+00,0.2611E+00,-0.2046E+00,0.1429E+00
0.3250E+01,0.1102E+04,0.3416E+03,0.2970E+00,0.2709E+00,-0.2044E+00,0.1734E+00
0.3750E+01,0.1109E+04,0.3369E+03,0.3009E+00,0.2713E+00,-0.1913E+00,0.2040E+00
0.4250E+01,0.1112E+04,0.3267E+03,0.3063E+00,0.2632E+00,-0.1730E+00,0.2346E+00
0.4750E+01,0.1113E+04,0.3158E+03,0.3119E+00,0.2513E+00,-0.1511E+00,0.2654E+00
0.5250E+01,0.1118E+04,0.3015E+03,0.3151E+00,0.2392E+00,-0.1337E+00,0.2962E+00
0.5750E+01,0.1131E+04,0.2931E+03,0.3146E+00,0.2287E+00,-0.1183E+00,0.3249E+00
0.6250E+01,0.1144E+04,0.2934E+03,0.3109E+00,0.2217E+00,-0.1103E+00,0.3488E+00
0.6750E+01,0.1149E+04,0.2931E+03,0.3030E+00,0.2138E+00,-0.1022E+00,0.3691E+00
0.7250E+01,0.1142E+04,0.3003E+03,0.2915E+00,0.2030E+00,-0.1015E+00,0.3823E+00
0.7750E+01,0.1128E+04,0.3075E+03,0.2782E+00,0.1932E+00,-0.9970E-01,0.3906E+00
0.8250E+01,0.1110E+04,0.3151E+03,0.2667E+00,0.1855E+00,-0.1122E+00,0.3910E+00
0.8750E+01,0.1090E+04,0.3302E+03,0.2546E+00,0.1773E+00,-0.1213E+00,0.3876E+00
0.9250E+01,0.1066E+04,0.3454E+03,0.2436E+00,0.1657E+00,-0.1442E+00,0.3764E+00
0.9750E+01,0.1036E+04,0.3673E+03,0.2293E+00,0.1551E+00,-0.1554E+00,0.3611E+00
0.1025E+02,0.1001E+04,0.3833E+03,0.2211E+00,0.1461E+00,-0.1860E+00,0.3377E+00
0.1075E+02,0.9542E+03,0.3949E+03,0.2078E+00,0.1410E+00,-0.1955E+00,0.3103E+00
0.1125E+02,0.8882E+03,0.3971E+03,0.2061E+00,0.1381E+00,-0.2371E+00,0.2773E+00
0.1175E+02,0.8207E+03,0.4196E+03,0.1908E+00,0.1323E+00,-0.2434E+00,0.2434E+00
0.1225E+02,0.7589E+03,0.4301E+03,0.1933E+00,0.1299E+00,-0.3010E+00,0.2090E+00
0.1275E+02,0.6699E+03,0.4358E+03,0.1768E+00,0.1201E+00,-0.2862E+00,0.1790E+00
0.1325E+02,0.5666E+03,0.3851E+03,0.1814E+00,0.1229E+00,-0.3470E+00,0.1606E+00
0.1375E+02,0.4077E+03,0.2681E+03,0.2017E+00,0.1082E+00,-0.2891E+00,0.1238E+00
0.1425E+02,0.3342E+03,0.1312E+03,0.1948E+00,0.1105E+00,-0.3514E+00,0.1381E+00
0.1475E+02,0.3050E+03,0.2191E+02,0.2598E+00,0.1132E+00,-0.2640E+00,0.8540E-01
0.1525E+02,0.3004E+03,0.1723E+01,0.1019E+00,0.7168E-01,-0.2071E+00,0.9181E-01
0.1575E+02,0.3000E+03,0.3142E+00,0.2120E+00,0.9943E-01,-0.2048E+00,0.8793E-01
0.1625E+02,0.3000E+03,-0.3004E+00,0.1274E+00,0.6887E-01,-0.1924E+00,0.7698E-01
0.1675E+02,0.3000E+03,0.3158E+00,0.1493E+00,0.7355E-01,-0.1342E+00,0.6018E-01
0.1725E+02,0.3000E+03,-0.2890E-03,0.1209E+00,0.5821E-01,-0.1762E+00,0.8302E-01
0.1775E+02,0.3000E+03,-0.2890E-03,0.1255E+00,0.6183E-01,-0.1124E+00,0.4196E-01
0.1827E+02,0.3000E+03,-0.2890E-03,0.1012E+00,0.4756E-01,-0.1538E+00,0.7773E-01
0.1883E+02,0.3000E+03,-0.2890E-03,0.1105E+00,0.5535E-01,-0.1001E+00,0.4188E-01
0.1944E+02,0.3000E+03,-0.2890E-03,0.8336E-01,0.3797E-01,-0.1351E+00,0.6255E-01
0.2010E+02,0.3000E+03,-0.2890E-03,0.9497E-01,0.4726E-01,-0.8768E-01,0.4034E-01
0.2081E+02,0.3000E+03,-0.2890E-03,0.7073E-01,0.3302E-01,-0.1214E+00,0.5176E-01
