cm ,K,K,m/s,m/s,m/s,m/s
-0.7375E+01,0.1092E+04,0.5698E+03,0.1263E+01,0.6923E+00,0.2823E-01,0.4354E+00
-0.7125E+01,0.1097E+04,0.5627E+03,0.1272E+01,0.6970E+00,0.2110E-01,0.4329E+00
-0.6625E+01,0.1092E+04,0.5502E+03,0.1291E+01,0.7109E+00,0.4020E-02,0.4331E+00
-0.6125E+01,0.1100E+04,0.5396E+03,0.1306E+01,0.7231E+00,-0.1571E-01,0.4372E+00
-0.5875E+01,0.1107E+04,0.5336E+03,0.1309E+01,0.7290E+00,-0.2667E-01,0.4396E+00
-0.5375E+01,0.1122E+04,0.5316E+03,0.1319E+01,0.7462E+00,-0.5156E-01,0.4423E+00
-0.5125E+01,0.1126E+04,0.5320E+03,0.1324E+01,0.7575E+00,-0.6520E-01,0.4424E+00
-0.4625E+01,0.1145E+04,0.5272E+03,0.1332E+01,0.7731E+00,-0.8894E-01,0.4428E+00
-0.4125E+01,0.1172E+04,0.5203E+03,0.1337E+01,0.7883E+00,-0.1043E+00,0.4357E+00
-0.3875E+01,0.1182E+04,0.5109E+03,0.1339E+01,0.7935E+00,-0.1080E+00,0.4273E+00
-0.3375E+01,0.1209E+04,0.5056E+03,0.1354E+01,0.8088E+00,-0.1090E+00,0.3998E+00
-0.3125E+01,0.1224E+04,0.5056E+03,0.1366E+01,0.8163E+00,-0.1049E+00,0.3829E+00
-0.2625E+01,0.1254E+04,0.4996E+03,0.1391E+01,0.8185E+00,-0.8517E-01,0.3434E+00
-0.2125E+01,0.1305E+04,0.4706E+03,0.1438E+01,0.7958E+00,-0.4930E-01,0.2891E+00
-0.1875E+01,0.1325E+04,0.4601E+03,0.1468E+01,0.7778E+00,-0.2743E-01,0.2594E+00
-0.1375E+01,0.1343E+04,0.4248E+03,0.1529E+01,0.7349E+00,0.1417E-01,0.2068E+00
-0.1125E+01,0.1339E+04,0.4111E+03,0.1550E+01,0.7128E+00,0.2984E-01,0.1872E+00
-0.6250E+00,0.1292E+04,0.3895E+03,0.1559E+01,0.6762E+00,0.3994E-01,0.1668E+00
-0.1250E+00,0.1234E+04,0.3803E+03,0.1539E+01,0.6605E+00,0.2327E-01,0.1635E+00
0.1250E+00,0.1219E+04,0.3757E+03,0.1534E+01,0.6584E+00,0.9853E-02,0.1655E+00
0.6250E+00,0.1238E+04,0.3821E+03,0.1534E+01,0.6749E+00,-0.1314E-01,0.1684E+00
0.1125E+01,0.1288E+04,0.3968E+03,0.1532E+01,0.7055E+00,-0.1600E-01,0.1774E+00
0.1375E+01,0.1310E+04,0.4133E+03,0.1526E+01,0.7175E+00,-0.9779E-02,0.1923E+00
0.1875E+01,0.1328E+04,0.4314E+03,0.1502E+01,0.7333E+00,0.1382E-01,0.2456E+00
0.2125E+01,0.1312E+04,0.4507E+03,0.1480E+01,0.7482E+00,0.2837E-01,0.2747E+00
0.2625E+01,0.1268E+04,0.4890E+03,0.1429E+01,0.7721E+00,0.5497E-01,0.3278E+00
0.3125E+01,0.1221E+04,0.5081E+03,0.1376E+01,0.7822E+00,0.7487E-01,0.3720E+00
0.3375E+01,0.1196E+04,0.5121E+03,0.1353E+01,0.7847E+00,0.8261E-01,0.3900E+00
0.3875E+01,0.1155E+04,0.5174E+03,0.1319E+01,0.7868E+00,0.9519E-01,0.4152E+00
0.4125E+01,0.1137E+04,0.5209E+03,0.1306E+01,0.7854E+00,0.9861E-01,0.4241E+00
0.4625E+01,0.1111E+04,0.5302E+03,0.1293E+01,0.7732E+00,0.9760E-01,0.4380E+00
0.5125E+01,0.1116E+04,0.5393E+03,0.1306E+01,0.7546E+00,0.8323E-01,0.4490E+00
0.5375E+01,0.1119E+04,0.5388E+03,0.1312E+01,0.7457E+00,0.7236E-01,0.4523E+00
0.5875E+01,0.1117E+04,0.5358E+03,0.1310E+01,0.7277E+00,0.4752E-01,0.4529E+00
0.6125E+01,0.1114E+04,0.5403E+03,0.1304E+01,0.7194E+00,0.3426E-01,0.4513E+00
0.6625E+01,0.1102E+04,0.5491E+03,0.1282E+01,0.7009E+00,0.9245E-02,0.4443E+00
0.7125E+01,0.1092E+04,0.5602E+03,0.1265E+01,0.6841E+00,-0.1154E-01,0.4377E+00
0.7375E+01,0.1089E+04,0.5681E+03,0.1259E+01,0.6818E+00,-0.1850E-01,0.4371E+00
0.7875E+01,0.1081E+04,0.5876E+03,0.1242E+01,0.6776E+00,-0.2883E-01,0.4382E+00
0.8125E+01,0.1071E+04,0.5939E+03,0.1227E+01,0.6740E+00,-0.3337E-01,0.4379E+00
0.8625E+01,0.1040E+04,0.6012E+03,0.1183E+01,0.6658E+00,-0.4262E-01,0.4393E+00
0.9125E+01,0.9929E+03,0.6035E+03,0.1118E+01,0.6518E+00,-0.4872E-01,0.4432E+00
0.9375E+01,0.9629E+03,0.6037E+03,0.1082E+01,0.6412E+00,-0.5026E-01,0.4462E+00
0.9875E+01,0.8922E+03,0.5970E+03,0.1003E+01,0.6186E+00,-0.5168E-01,0.4529E+00
0.1012E+02,0.8599E+03,0.5936E+03,0.9644E+00,0.6074E+00,-0.5320E-01,0.4555E+00
0.1062E+02,0.8046E+03,0.5812E+03,0.8862E+00,0.5799E+00,-0.5923E-01,0.4577E+00
0.1112E+02,0.7521E+03,0.5648E+03,0.8067E+00,0.5485E+00,-0.6753E-01,0.4555E+00
0.1138E+02,0.7332E+03,0.5584E+03,0.7726E+00,0.5296E+00,-0.7216E-01,0.4539E+00
0.1188E+02,0.7153E+03,0.5605E+03,0.7066E+00,0.4934E+00,-0.8102E-01,0.4509E+00
0.1238E+02,0.7054E+03,0.5638E+03,0.6332E+00,0.4525E+00,-0.9196E-01,0.4453E+00
0.1262E+02,0.6965E+03,0.5612E+03,0.5937E+00,0.4335E+00,-0.9802E-01,0.4414E+00
0.1312E+02,0.6691E+03,0.5503E+03,0.5150E+00,0.3999E+00,-0.1094E+00,0.4302E+00
0.1338E+02,0.6535E+03,0.5456E+03,0.4780E+00,0.3833E+00,-0.1146E+00,0.4230E+00
0.1388E+02,0.6255E+03,0.5374E+03,0.4085E+00,0.3504E+00,-0.1246E+00,0.4047E+00
0.1437E+02,0.5872E+03,0.5085E+03,0.3428E+00,0.3155E+00,-0.1346E+00,0.3821E+00
0.1462E+02,0.5651E+03,0.4897E+03,0.3128E+00,0.2990E+00,-0.1395E+00,0.3698E+00
0.1512E+02,0.5233E+03,0.4581E+03,0.2575E+00,0.2686E+00,-0.1508E+00,0.3433E+00
0.1538E+02,0.5021E+03,0.4399E+03,0.2311E+00,0.2512E+00,-0.1570E+00,0.3304E+00
0.1588E+02,0.4586E+03,0.3940E+03,0.1845E+00,0.2167E+00,-0.1668E+00,0.3066E+00
0.1638E+02,0.4246E+03,0.3563E+03,0.1467E+00,0.1848E+00,-0.1737E+00,0.2826E+00
0.1662E+02,0.4103E+03,0.3404E+03,0.1308E+00,0.1732E+00,-0.1760E+00,0.2696E+00
0.1712E+02,0.3806E+03,0.2867E+03,0.1033E+00,0.1593E+00,-0.1804E+00,0.2434E+00
0.1738E+02,0.3644E+03,0.2482E+03,0.9146E-01,0.1553E+00,-0.1823E+00,0.2309E+00
0.1789E+02,0.3334E+03,0.1726E+03,0.7426E-01,0.1508E+00,-0.1817E+00,0.2075E+00
0.1817E+02,0.3223E+03,0.1468E+03,0.6928E-01,0.1470E+00,-0.1788E+00,0.1959E+00
0.1883E+02,0.3111E+03,0.1101E+03,0.6168E-01,0.1323E+00,-0.1718E+00,0.1726E+00
0.1921E+02,0.3084E+03,0.9952E+02,0.5701E-01,0.1223E+00,-0.1686E+00,0.1609E+00
0.1963E+02,0.3060E+03,0.8095E+02,0.5603E-01,0.1139E+00,-0.1625E+00,0.1489E+00
0.2008E+02,0.3038E+03,0.5371E+02,0.5091E-01,0.1050E+00,-0.1583E+00,0.1380E+00
