cm,K,K,m/s,m/s,m/s,m/s
-0.7500E+00,0.1360E+04,0.2876E+03,0.2351E+01,0.7767E+00,0.4685E-01,0.1188E+00
-0.2500E+00,0.1298E+04,0.2972E+03,0.2339E+01,0.7464E+00,0.5760E-02,0.1042E+00
0.2500E+00,0.1295E+04,0.2998E+03,0.2346E+01,0.7385E+00,-0.1685E-01,0.9846E-01
0.7500E+00,0.1357E+04,0.2893E+03,0.2369E+01,0.7445E+00,-0.5226E-01,0.1093E+00
0.1250E+01,0.1417E+04,0.2715E+03,0.2355E+01,0.7953E+00,-0.7527E-01,0.1363E+00
0.1750E+01,0.1408E+04,0.3171E+03,0.2277E+01,0.8810E+00,-0.5315E-01,0.1794E+00
0.2250E+01,0.1359E+04,0.4031E+03,0.2182E+01,0.9508E+00,-0.1038E-01,0.2278E+00
0.2750E+01,0.1311E+04,0.4479E+03,0.2090E+01,0.9830E+00,0.2172E-01,0.2779E+00
0.3250E+01,0.1250E+04,0.4792E+03,0.1993E+01,0.9983E+00,0.3918E-01,0.3266E+00
0.3750E+01,0.1186E+04,0.5114E+03,0.1896E+01,0.1002E+01,0.4340E-01,0.3574E+00
0.4250E+01,0.1132E+04,0.5373E+03,0.1802E+01,0.9872E+00,0.4148E-01,0.3788E+00
0.4750E+01,0.1077E+04,0.5563E+03,0.1703E+01,0.9684E+00,0.3370E-01,0.3981E+00
0.5250E+01,0.1018E+04,0.5632E+03,0.1596E+01,0.9566E+00,0.2000E-01,0.4141E+00
0.5750E+01,0.9526E+03,0.5660E+03,0.1495E+01,0.9288E+00,0.4556E-02,0.4221E+00
0.6250E+01,0.8901E+03,0.5592E+03,0.1393E+01,0.8941E+00,-0.1235E-01,0.4214E+00
0.6750E+01,0.8448E+03,0.5553E+03,0.1292E+01,0.8621E+00,-0.3054E-01,0.4176E+00
0.7250E+01,0.8088E+03,0.5494E+03,0.1209E+01,0.8295E+00,-0.4791E-01,0.4200E+00
0.7750E+01,0.7783E+03,0.5416E+03,0.1141E+01,0.8093E+00,-0.5445E-01,0.4257E+00
0.8250E+01,0.7554E+03,0.5408E+03,0.1084E+01,0.7864E+00,-0.6063E-01,0.4361E+00
0.8750E+01,0.7365E+03,0.5376E+03,0.1034E+01,0.7551E+00,-0.6303E-01,0.4458E+00
0.9250E+01,0.7195E+03,0.5339E+03,0.9807E+00,0.7242E+00,-0.6344E-01,0.4557E+00
0.9750E+01,0.7014E+03,0.5284E+03,0.9289E+00,0.6970E+00,-0.5565E-01,0.4698E+00
0.1025E+02,0.6813E+03,0.5204E+03,0.8807E+00,0.6643E+00,-0.5551E-01,0.4794E+00
0.1075E+02,0.6645E+03,0.5137E+03,0.8317E+00,0.6259E+00,-0.5120E-01,0.4841E+00
0.1125E+02,0.6496E+03,0.5080E+03,0.7816E+00,0.5924E+00,-0.5334E-01,0.4890E+00
0.1175E+02,0.6386E+03,0.5046E+03,0.7379E+00,0.5655E+00,-0.5133E-01,0.4901E+00
0.1225E+02,0.6296E+03,0.5011E+03,0.6917E+00,0.5451E+00,-0.5382E-01,0.4907E+00
0.1275E+02,0.6203E+03,0.4950E+03,0.6498E+00,0.5306E+00,-0.5373E-01,0.4906E+00
0.1325E+02,0.6107E+03,0.4911E+03,0.6048E+00,0.5132E+00,-0.6013E-01,0.4863E+00
0.1375E+02,0.6004E+03,0.4870E+03,0.5570E+00,0.4946E+00,-0.6230E-01,0.4740E+00
0.1425E+02,0.5830E+03,0.4727E+03,0.5034E+00,0.4687E+00,-0.7165E-01,0.4581E+00
0.1475E+02,0.5656E+03,0.4616E+03,0.4511E+00,0.4402E+00,-0.7701E-01,0.4376E+00
0.1525E+02,0.5477E+03,0.4515E+03,0.3940E+00,0.4086E+00,-0.8840E-01,0.4159E+00
0.1575E+02,0.5278E+03,0.4389E+03,0.3462E+00,0.3712E+00,-0.9521E-01,0.3905E+00
0.1625E+02,0.5068E+03,0.4230E+03,0.2938E+00,0.3322E+00,-0.1068E+00,0.3654E+00
0.1675E+02,0.4835E+03,0.4036E+03,0.2526E+00,0.2978E+00,-0.1130E+00,0.3415E+00
0.1725E+02,0.4610E+03,0.3812E+03,0.2084E+00,0.2680E+00,-0.1220E+00,0.3170E+00
0.1775E+02,0.4320E+03,0.3431E+03,0.1743E+00,0.2423E+00,-0.1242E+00,0.2911E+00
0.1827E+02,0.4020E+03,0.3031E+03,0.1370E+00,0.2208E+00,-0.1303E+00,0.2697E+00
0.1883E+02,0.3719E+03,0.2536E+03,0.1141E+00,0.2042E+00,-0.1274E+00,0.2492E+00
0.1944E+02,0.3516E+03,0.2214E+03,0.8785E-01,0.1773E+00,-0.1306E+00,0.2239E+00
0.2010E+02,0.3353E+03,0.1804E+03,0.7273E-01,0.1410E+00,-0.1285E+00,0.1951E+00
0.2081E+02,0.3198E+03,0.1179E+03,0.5001E-01,0.1180E+00,-0.1322E+00,0.1713E+00
