s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
 9.0001650E+000, 1.0579373E+001,-1.9959324E+000,-8.6447324E+000,-1.6589626E-001,-2.3222305E-004, 0.0000000E+000, 8.5094036E-001, 4.5480189E-001, 6.2351983E-001, 2.3589123E-004, 3.5907498E-001
 1.0000780E+001, 1.0562804E+001,-1.9133818E+000,-9.2737381E+000,-1.6391569E-001,-2.3009669E-004, 0.0000000E+000, 8.5360614E-001,-1.0193579E-001, 6.5144190E-002, 2.3589125E-004, 3.6789936E-001
 1.1000216E+001, 1.0599077E+001,-1.8786024E+000,-9.0602173E+000,-1.5788983E-001,-2.2722805E-004, 0.0000000E+000, 8.5814179E-001, 1.8771237E-001, 3.6028242E-001, 2.3589125E-004, 3.7672338E-001
 1.2000207E+001, 1.0510317E+001,-1.7546666E+000,-9.5087732E+000,-1.5487486E-001,-2.2402033E-004, 0.0000000E+000, 8.6036940E-001,-2.1513445E-001,-4.7851905E-002, 2.3589125E-004, 3.8554471E-001
 1.3000423E+001, 1.0570127E+001,-1.7320100E+000,-1.0243836E+001,-1.4523958E-001,-2.2258096E-004, 0.0000000E+000, 8.6674107E-001,-8.5220766E-001,-6.8444007E-001, 2.3589125E-004, 3.9436922E-001
 1.4000421E+001, 1.0434126E+001,-1.6533657E+000,-8.9127880E+000,-1.3822994E-001,-2.2061247E-004, 0.0000000E+000, 8.6832961E-001, 4.2674682E-001, 5.9785166E-001, 2.3589125E-004, 4.0319350E-001
 1.5000351E+001, 1.0562364E+001,-1.5979946E+000,-9.5854478E+000,-1.3206113E-001,-2.1846180E-004, 0.0000000E+000, 8.7054224E-001,-5.2794768E-002, 1.1718409E-001, 2.3589125E-004, 4.1201702E-001
 1.6000177E+001, 1.0467082E+001,-1.5435081E+000,-9.2461637E+000,-1.2823687E-001,-2.1348034E-004, 0.0000000E+000, 8.7195531E-001, 2.5080544E-001, 4.2091521E-001, 2.3589125E-004, 4.2084022E-001
 1.7000404E+001, 1.0580212E+001,-1.5232767E+000,-1.0428228E+001,-1.2077416E-001,-2.1396108E-004, 0.0000000E+000, 8.7108225E-001,-7.8887772E-001,-6.2119860E-001, 2.3589125E-004, 4.2966381E-001
 1.8000296E+001, 1.0491395E+001,-1.3937592E+000,-9.5788786E+000,-1.1860507E-001,-2.1247998E-004, 0.0000000E+000, 8.7230460E-001, 1.0181498E-001, 2.7224442E-001, 2.3589125E-004, 4.3848855E-001
 1.9000694E+001, 1.0617818E+001,-1.3529068E+000,-9.1901566E+000,-1.1888392E-001,-2.0888608E-004, 0.0000000E+000, 8.7181103E-001, 6.5473546E-001, 8.2747304E-001, 2.3589125E-004, 4.4731331E-001
 2.0000658E+001, 1.0501783E+001,-1.2671447E+000,-1.0362304E+001,-1.1337721E-001,-2.1170394E-004, 0.0000000E+000, 8.6989801E-001,-5.4641874E-001,-3.7135664E-001, 2.3589125E-004, 4.5613823E-001
 2.1000134E+001, 1.0487769E+001,-1.2197990E+000,-9.8711518E+000,-1.0863140E-001,-2.0625168E-004, 0.0000000E+000, 8.6676205E-001,-1.9097638E-002, 1.5474300E-001, 2.3589125E-004, 4.6495975E-001
 2.2000067E+001, 1.0549964E+001,-1.1421584E+000,-9.8642385E+000,-1.0480372E-001,-2.0470576E-004, 0.0000000E+000, 8.7065012E-001, 1.4276020E-001, 3.0920849E-001, 2.3589125E-004, 4.7378081E-001
 2.3000057E+001, 1.0529732E+001,-1.0742554E+000,-1.0396105E+001,-9.8374083E-002,-2.0668134E-004, 0.0000000E+000, 8.5434599E-001,-3.5909084E-001,-1.8486299E-001, 2.3589125E-004, 4.8260445E-001
 2.4000715E+001, 1.0365834E+001,-9.7502773E-001,-9.6624499E+000,-8.8358635E-002,-2.0580187E-004, 0.0000000E+000, 8.3827869E-001, 2.9902799E-001, 4.7807059E-001, 2.3589125E-004, 4.9143109E-001
 2.5000315E+001, 1.0310972E+001,-9.2079989E-001,-9.9255343E+000,-7.6489148E-002,-1.9526419E-004, 0.0000000E+000, 8.2497350E-001, 3.7550548E-002, 2.1292675E-001, 2.3589125E-004, 5.0025575E-001
 2.6000170E+001, 1.0232302E+001,-8.3523118E-001,-9.7838296E+000,-7.5767464E-002,-1.8593824E-004, 0.0000000E+000, 8.2494211E-001, 1.8781507E-001, 3.6223022E-001, 2.3589125E-004, 5.0907724E-001
 2.7000828E+001, 1.0497288E+001,-8.0735023E-001,-1.0561031E+001,-6.9707585E-002,-1.8794824E-004, 0.0000000E+000, 8.2227705E-001,-2.9233854E-001,-1.1871243E-001, 2.3589125E-004, 5.1790318E-001
 2.8000401E+001, 1.0308033E+001,-6.8561064E-001,-1.0177322E+001,-7.2802988E-002,-1.8008463E-004, 0.0000000E+000, 8.3445133E-001, 2.4867439E-002, 2.0656924E-001, 2.3589125E-004, 5.2672739E-001
 2.9000553E+001, 1.0490272E+001,-6.1952068E-001,-1.0601962E+001,-6.9440424E-002,-1.7672794E-004, 0.0000000E+000, 8.3103221E-001,-1.4640948E-001, 3.0204878E-002, 2.3589125E-004, 5.3555111E-001
 3.0000746E+001, 1.0005603E+001,-4.9378908E-001,-9.9563781E+000,-6.7766051E-002,-1.6678185E-004, 0.0000000E+000, 8.2015263E-001, 1.3985408E-001, 3.0765605E-001, 2.3589125E-004, 5.4437534E-001
 3.1000221E+001, 1.0643077E+001,-4.5652468E-001,-1.1162656E+001,-6.6215401E-002,-1.6639414E-004, 0.0000000E+000, 8.2663618E-001,-3.8885570E-001,-2.1584943E-001, 2.3589125E-004, 5.5319792E-001
 3.2000374E+001, 1.0187587E+001,-3.0195973E-001,-9.3086471E+000,-6.3091432E-002,-1.6279865E-004, 0.0000000E+000, 8.2224691E-001, 1.1572129E+000, 1.3359730E+000, 2.3589125E-004, 5.6202049E-001
 3.3000210E+001, 1.0215265E+001,-2.4302593E-001,-1.1557632E+001,-6.2171030E-002,-1.6434749E-004, 0.0000000E+000, 8.2988633E-001,-9.9273215E-001,-8.1784203E-001, 2.3589125E-004, 5.7084340E-001
 3.4000561E+001, 1.0404092E+001,-1.6611922E-001,-1.1262583E+001,-5.7914483E-002,-1.5702717E-004, 0.0000000E+000, 8.2858899E-001,-4.3219887E-001,-2.5409365E-001, 2.3589125E-004, 5.7966865E-001
 3.5000107E+001, 1.0199083E+001,-6.4676376E-002,-1.0651174E+001,-5.9230899E-002,-1.5696887E-004, 0.0000000E+000, 8.2646728E-001, 7.6615069E-002, 2.5031237E-001, 2.3589125E-004, 5.8849175E-001
 3.6000771E+001, 9.8530815E+000, 6.1697481E-002,-9.9635058E+000,-5.6148387E-002,-1.5202757E-004, 0.0000000E+000, 8.2074602E-001, 5.3310190E-001, 7.1571883E-001, 2.3589125E-004, 5.9731615E-001
 3.7000690E+001, 9.2262407E+000, 1.3912861E-001,-1.1098929E+001,-5.5448042E-002,-1.5073211E-004, 0.0000000E+000, 8.1176782E-001,-1.1485845E+000,-9.7739042E-001, 2.3589125E-004, 6.0614348E-001
 3.8000561E+001, 5.9313150E+000, 3.0658277E-001,-8.0222630E+000,-5.4495295E-002,-1.4975407E-004, 0.0000000E+000, 8.1324400E-001,-1.1889060E+000,-1.0257663E+000, 2.3589125E-004, 6.1496575E-001
 3.9000851E+001, 3.1855515E+000, 4.5814263E-001,-6.2143597E+000,-5.2551131E-002,-1.4603749E-004, 0.0000000E+000, 8.0988962E-001,-1.9690370E+000,-1.8134731E+000, 2.3589125E-004, 6.2379093E-001
 4.0000908E+001, 8.9204650E-001, 5.5513203E-001,-3.4806686E+000,-5.1636920E-002,-1.4835326E-004, 0.0000000E+000, 8.1265089E-001,-1.4202434E+000,-1.2726245E+000, 2.3589125E-004, 6.3261860E-001
 4.1000904E+001, 5.7909934E-001, 5.6492987E-001,-2.0374348E+000,-5.0855516E-002,-1.4054965E-004, 0.0000000E+000, 8.1008383E-001,-2.7586368E-001,-1.3431786E-001, 2.3589125E-004, 6.4144289E-001
 4.2001915E+001, 4.4011975E-001, 5.6422439E-001,-1.8327437E+000,-5.0434267E-002,-1.4454650E-004, 0.0000000E+000, 8.0890818E-001,-2.1154405E-001,-7.0070157E-002, 2.3589125E-004, 6.5027193E-001
 4.3001526E+001, 3.7329518E-001, 5.6220658E-001,-1.6213563E+000,-4.9498477E-002,-1.3845314E-004, 0.0000000E+000, 8.1321653E-001,-6.2483702E-002, 7.7725053E-002, 2.3589125E-004, 6.5909796E-001
 4.4001923E+001, 3.2486879E-001, 5.6129283E-001,-1.6195116E+000,-4.8795831E-002,-1.3624444E-004, 0.0000000E+000, 8.0723608E-001,-1.1471500E-001, 2.4954053E-002, 2.3589125E-004, 6.6792215E-001
 4.5001114E+001, 3.0256670E-001, 5.6034536E-001,-1.5208987E+000,-4.7920881E-002,-1.2900231E-004, 0.0000000E+000, 8.0562785E-001,-4.0862983E-002, 9.9591310E-002, 2.3589125E-004, 6.7674381E-001
 4.6000751E+001, 2.6204564E-001, 5.5843169E-001,-1.4501307E+000,-4.7528721E-002,-1.2556966E-004, 0.0000000E+000, 8.0615688E-001,-1.0687966E-002, 1.2884925E-001, 2.3589125E-004, 6.8556272E-001
 4.7000549E+001, 2.3951307E-001, 5.5509355E-001,-1.5043171E+000,-4.7149973E-002,-1.2324391E-004, 0.0000000E+000, 8.0760514E-001,-8.8426429E-002, 5.0621420E-002, 2.3589125E-004, 6.9438366E-001
 4.8001339E+001, 2.2020841E-001, 5.5066183E-001,-1.4547970E+000,-4.6291799E-002,-1.1987519E-004, 0.0000000E+000, 8.0873052E-001,-6.1141943E-002, 7.8392047E-002, 2.3589125E-004, 7.0320968E-001
 4.9000603E+001, 1.9258479E-001, 5.4508456E-001,-1.4285099E+000,-4.5214979E-002,-1.1806017E-004, 0.0000000E+000, 8.0883545E-001,-6.7166768E-002, 7.2661888E-002, 2.3589125E-004, 7.1203476E-001
 5.0000118E+001, 1.6343579E-001, 5.3377810E-001,-1.3781583E+000,-4.3350432E-002,-1.1234057E-004, 0.0000000E+000, 8.1838296E-001,-4.6617270E-002, 9.3975760E-002, 2.3589125E-004, 7.2085204E-001
 5.1001820E+001, 1.3567602E-001, 5.2290349E-001,-1.3571338E+000,-4.0962566E-002,-1.0606341E-004, 0.0000000E+000, 8.2466115E-001,-5.6639528E-002, 8.5038195E-002, 2.3589125E-004, 7.2968124E-001
 5.2000267E+001, 1.2165380E-001, 5.1594786E-001,-1.3127615E+000,-3.9430428E-002,-9.9367398E-005, 0.0000000E+000, 8.2732312E-001,-2.9248188E-002, 1.1263349E-001, 2.3589125E-004, 7.3850586E-001
 5.3001236E+001, 1.2028770E-001, 5.1344217E-001,-1.3185837E+000,-3.9050288E-002,-9.5319229E-005, 0.0000000E+000, 8.2913314E-001,-3.6762157E-002, 1.0513371E-001, 2.3589125E-004, 7.4732713E-001
 5.4000008E+001, 1.1885755E-001, 5.1027645E-001,-1.2899681E+000,-3.9012470E-002,-9.6127261E-005, 0.0000000E+000, 8.3177686E-001,-1.0719040E-002, 1.3183421E-001, 2.3589125E-004, 7.5614992E-001
 5.5000587E+001, 1.1763467E-001, 5.0710217E-001,-1.3282558E+000,-3.8790316E-002,-9.2855065E-005, 0.0000000E+000, 8.3471444E-001,-5.0019381E-002, 9.2312316E-002, 2.3589125E-004, 7.6497040E-001
 5.6000771E+001, 1.1505378E-001, 5.0319294E-001,-1.2809177E+000,-3.8770171E-002,-9.5637731E-005, 0.0000000E+000, 8.3798502E-001,-6.2796699E-003, 1.3644825E-001, 2.3589125E-004, 7.7379808E-001
 5.7000801E+001, 8.4248502E-002, 4.9886492E-001,-1.2863184E+000,-3.8484145E-002,-9.3793244E-005, 0.0000000E+000, 8.4874110E-001,-3.6640255E-002, 1.0695823E-001, 2.3589125E-004, 7.8262240E-001
 5.8001358E+001, 4.7290776E-002, 4.9502599E-001,-1.2641724E+000,-3.7745692E-002,-8.4222319E-005, 0.0000000E+000, 8.6163581E-001,-4.3117375E-002, 1.0195029E-001, 2.3589125E-004, 7.9144868E-001
 5.9001305E+001, 2.2552397E-002, 4.9148281E-001,-1.2320279E+000,-3.7778581E-002,-8.8969218E-005, 0.0000000E+000, 8.7054713E-001,-3.0990021E-002, 1.1468685E-001, 2.3589125E-004, 8.0027517E-001
 6.0001862E+001, 0.0000000E+000, 4.8756668E-001,-1.2073735E+000,-3.7715224E-002,-9.2093320E-005, 0.0000000E+000, 8.7729815E-001,-2.7002762E-002, 1.1968397E-001, 2.3589125E-004, 8.0910063E-001
 6.1001766E+001, 0.0000000E+000, 4.8475846E-001,-1.2028550E+000,-3.7548100E-002,-9.3894223E-005, 0.0000000E+000, 8.7698876E-001,-2.5381519E-002, 1.2125023E-001, 2.3589125E-004, 8.1792631E-001
 6.2000610E+001, 0.0000000E+000, 4.8202174E-001,-1.1863163E+000,-3.7423149E-002,-9.2247049E-005, 0.0000000E+000, 8.7728690E-001,-1.1341568E-002, 1.3547698E-001, 2.3589125E-004, 8.2674494E-001
 6.3001682E+001, 0.0000000E+000, 4.7947458E-001,-1.1847613E+000,-3.7428366E-002,-9.1916199E-005, 0.0000000E+000, 8.7797791E-001,-1.1861308E-002, 1.3517091E-001, 2.3589125E-004, 8.3556803E-001
 6.4000717E+001, 0.0000000E+000, 4.7678658E-001,-1.1951316E+000,-3.7459260E-002,-9.2444085E-005, 0.0000000E+000, 8.7869696E-001,-2.4147984E-002, 1.2280023E-001, 2.3589125E-004, 8.4439232E-001
 6.5000000E+001, 0.0000000E+000, 4.7412507E-001,-1.1815548E+000,-3.7476988E-002,-9.3962642E-005, 0.0000000E+000, 8.7941193E-001,-1.3032550E-002, 1.3441121E-001, 2.3589125E-004, 8.5320802E-001
