s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
0.899655059,3.823334984,11.55467446,2.825835896,13.26245688,11.66781516,1.762183402,1.764850783,1.770753416,1.762649387,1.73831652,1.739997096,1.735528967,1.736017137,1.735808442,1.732723891,1.732654089,1.733908891,1.734763418,1.732252586,1.734326803,1.733519242,1.733127547,1.732907195,1.732026257,1.732628667,1.735490505,1.734311531,1.733157093,1.732900429,0.563240306,0.529556911,0.460975228,0.433131046,0.427057998,0.424329479
1.000740052,4.305120605,11.60422305,12.3421104,12.01633969,2.08371186,1.65863573,9.99380331,13.50446913,1.681520822,1.648582539,1.650879042,1.649541792,1.648690852,1.647193595,1.644032088,1.64415905,1.6474614,1.645390204,1.643289096,1.64510668,1.645588479,1.644064009,1.643970533,1.643200412,1.643987428,1.64620018,1.645172643,1.644150199,1.643938108,0.579783538,0.534599661,0.461206646,0.433177216,0.427080946,0.424320735
1.099969454,4.880663875,12.25471874,17.93578504,3.356676625,2.271417527,1.594896384,13.20081696,14.13153503,1.591266398,1.578942429,1.571806718,1.574931702,1.581114598,1.572469366,1.568942386,1.569373171,1.576968346,1.569889445,1.568282825,1.569841436,1.570843328,1.568886698,1.568910449,1.568303528,1.568714784,1.570825473,1.56998375,1.569027243,1.568799053,0.610630821,0.561596164,0.465370584,0.434195575,0.427327504,0.424436698
1.198918923,5.163680886,14.04927839,19.4109801,18.87933013,2.346703264,1.520009646,0.516658606,13.3076343,5.59755747,3.094795711,3.696659383,1.697421768,1.517455395,1.505784883,1.503741019,1.504528994,1.513241546,1.504616098,1.503142828,1.504656055,1.507082333,1.503756014,1.503728692,1.503161445,1.503985798,1.505457176,1.504661447,1.503908788,1.503748104,0.61105545,0.568676008,0.469105477,0.434950535,0.427414109,0.424499339
1.299093589,4.757656693,15.62277786,14.0283871,14.84551924,1.902054475,1.729335751,13.49262888,13.3310462,13.35908944,0.144631957,14.91526091,13.25241071,1.069247049,1.447225732,1.445709557,1.446117998,1.4491698,1.446221965,1.444954035,1.446292794,1.446292904,1.445365462,1.44537874,1.444902145,1.445345387,1.446872934,1.446171266,1.445463301,1.44530306,0.600741531,0.557613072,0.469514303,0.43444388,0.427345122,0.424314447
1.400777205,5.221203076,18.13650822,16.84287957,15.92791816,1.965489095,1.607451467,23.80977884,13.17519931,0.419070619,0.157210212,13.22160523,0.209326093,13.03534915,1.881738023,1.840389997,1.415608746,1.401778056,1.393809534,1.392750658,1.394110059,1.395195722,1.392845692,1.392860535,1.392455972,1.392884937,1.394155594,1.393555949,1.392901467,1.39282156,0.583153855,0.559281104,0.476981259,0.436230954,0.427737895,0.424349613
1.499757547,5.874643858,4.521814487,22.00608505,15.03397834,2.224599656,21.63243161,21.97171154,19.32451355,13.10094722,13.09081347,0.204086664,0.267304878,12.91463478,1.465683424,13.13123824,0.094584249,4.035290182,1.348394118,1.347832427,1.34997777,1.354020483,1.347158245,1.347188717,1.346925921,1.348411315,1.348196498,1.347675795,1.347099017,1.347107,0.629741893,0.592529735,0.493472843,0.439855599,0.42905013,0.42489309
1.600511436,6.463596562,5.044889941,29.99098424,16.72164074,2.645331296,14.69226767,13.39455846,0.750915243,0.474176677,18.36481783,14.4656015,16.71921035,0.25552873,1.040246752,0.101563971,11.01614766,12.95642244,1.409064156,2.036841003,2.375079385,1.311221999,1.305115737,1.305254162,1.305048382,1.306117676,1.305960826,1.305507956,1.305008503,1.304973617,0.61397919,0.588764415,0.493784483,0.442902915,0.42982876,0.425429877
1.700814043,7.580413517,17.1338286,37.76440914,29.26471287,2.983599765,22.00893484,18.81314298,23.99601728,0.548966088,0.19342666,0.202710455,0.256875324,1.817593941,1.064534515,14.43159148,0.145949552,0.212321241,3.120534889,2.149659521,0.062185286,1.11939082,1.267728491,1.267609775,1.267086151,1.268243179,1.267861113,1.26744272,1.267043404,1.266907788,0.625238955,0.608691588,0.509705727,0.445015146,0.430703137,0.425903876
1.800721681,7.142964242,17.29851737,31.40617451,20.433364,2.579280837,21.28077464,18.21773118,17.76563257,0.535029273,15.00883211,0.231339998,0.267511214,0.258722987,0.087706958,0.099119458,12.81753363,12.80610226,1.494792885,0.063695477,3.924479654,12.20576277,1.232321032,1.232581681,1.422875089,1.233715258,1.23271656,1.232272313,1.23185346,1.231721651,0.639332087,0.613824057,0.510072018,0.443857391,0.43080652,0.425893634
1.899241866,7.449094269,17.62808134,33.6229435,15.03648552,2.49399234,26.33571163,21.70854356,1.029218444,0.559729,14.58811905,16.58068421,4.481357391,0.261425497,13.95175072,0.115796198,12.88051256,0.171278338,0.060028531,0.066472544,0.084686242,0.11217991,1.860833909,1.285920701,1.727670386,0.048866652,1.201351609,1.201078954,1.200453203,1.200091509,0.643306313,0.617434465,0.524890461,0.449063456,0.431574719,0.426241352
2.00054521,8.060388169,25.59619901,32.8275516,31.03975396,11.93898561,35.15671256,18.39185787,1.031025937,0.572692919,24.25510404,13.24274001,0.414918939,0.262408127,18.6369085,0.314772687,17.91986428,0.191407613,0.080484447,0.080357118,0.09250069,0.107857314,0.050323718,1.182898068,5.973348242,8.712865556,1.169116883,1.171726644,1.172097041,1.443928502,0.649379652,0.629262446,0.535284142,0.454295724,0.434397446,0.42687918
2.09955436,8.50516277,28.76816523,42.53264154,32.0718081,3.058821567,31.97902787,20.72479229,0.991891504,0.583407909,19.41309341,0.287433876,12.99140365,0.238024385,20.33390924,0.164817154,0.167456588,0.189524667,15.11198699,14.45502595,0.122469948,0.128068865,0.104843501,12.21449185,12.91279251,0.068260495,1.078221893,1.1351428,1.315128034,0.702578515,0.648184528,0.640877188,0.53169966,0.454026923,0.435762753,0.428804575
2.200194543,9.273733071,19.65880052,37.72352329,25.39162127,2.948135161,34.11961692,32.57750119,1.519112559,0.739058275,13.65028561,16.9863163,13.10983459,0.266092031,0.137054128,0.103836759,0.131643173,0.199333748,12.63442602,8.743293587,0.079627254,0.106654716,3.438530874,13.83309799,14.38478811,0.068677523,0.102669907,15.44733933,12.81999684,1.138995365,0.694586557,0.66758626,0.564232227,0.453682196,0.434919923,0.428763795
2.300058221,10.31917949,11.04470301,32.0486373,21.66234205,2.728146174,36.41214302,27.6962129,22.29717175,1.102148302,23.25045333,27.79314421,25.01770971,0.32816496,15.31282019,7.527771406,0.205813567,0.197307508,0.081038586,0.073106599,0.079149818,0.107063809,12.62239458,14.37765004,0.060588616,0.061715974,14.27085567,13.91991377,1.459772187,3.899360253,0.728728945,0.711092146,0.597297669,0.468303264,0.436129522,0.428637841
2.400316279,9.17858828,9.832227666,34.8015426,24.78044322,2.279810885,24.02010913,1.964287983,1.255003262,0.652862154,24.1010901,22.65725301,29.54513328,0.479496221,15.28062234,23.70137311,18.37494241,13.14483266,0.104769384,0.27264685,0.114508488,0.102920478,0.063578001,0.060945343,0.069630795,0.078332654,0.061916577,0.055184098,0.051093261,6.628103933,0.681884732,0.671940751,0.569134281,0.479103057,0.444744047,0.429223807
2.5000061,8.827236745,33.10505721,36.60191696,28.10156504,2.782912842,21.10376883,23.45097926,1.073894041,0.562650111,13.70972464,0.444543396,0.363188617,0.267684336,22.14923089,16.67567063,16.4480739,21.61763367,0.16909316,0.138800693,12.51197765,14.70525045,0.065657635,0.062466202,0.062776032,0.061962327,0.057509295,0.052959738,0.050437638,0.045992897,0.650026146,0.644908188,0.545320707,0.466899314,0.442035391,0.429724642
2.600689969,10.13068907,38.07004152,38.22691275,33.57817949,15.42639414,29.3805068,13.90072708,4.950348757,0.655696764,23.37387378,0.321637746,0.333429376,0.247528147,17.77637501,14.24323881,0.235335039,13.45183991,16.02805237,0.172013918,17.98186566,15.13276863,0.095931197,0.079956876,7.228657461,12.91819859,1.260434646,0.053380847,0.050616596,0.043178749,0.646566863,0.656060993,0.567444365,0.463813804,0.438830442,0.430114963
2.700531884,12.98364939,35.90885411,39.40514567,32.67264014,15.38150242,26.1440691,22.96581792,25.08062424,1.115389244,16.13368012,0.534090322,0.541689455,0.282125451,13.245141,0.201576575,0.28304756,0.302327112,14.65699012,0.12681827,0.157883259,12.99096678,0.099771646,14.31348569,15.62201702,17.43859322,12.56458136,0.061597568,0.057861959,0.052792315,0.807538715,0.772560408,0.664745518,0.474526038,0.441313555,0.430897735
2.800449019,12.54878761,26.76767063,29.44963922,27.69920275,2.453498519,44.67000174,11.27072772,19.62226841,2.012014078,19.36737278,1.142707061,1.0143959,0.449672161,0.29044795,0.252778409,0.350077026,0.274598209,0.144290356,0.11204345,0.150968018,0.199305117,15.28927545,13.937055,0.098348081,0.120342833,0.083639639,12.79415195,12.97112177,0.063002547,0.826169555,0.824758915,0.687188335,0.511327481,0.448038818,0.43185644
2.899901801,9.650847967,27.9443215,29.53134772,26.29277966,2.121814047,31.12409735,14.95992142,1.68678231,0.875590258,35.19195286,34.31262701,27.01332499,0.639081992,21.05429077,13.53660051,0.431569751,0.253249737,0.184821023,0.153026648,0.156859466,0.156845333,16.91527588,0.081346856,0.090183316,1.130795982,12.93736257,0.073368316,0.06915823,0.063465477,0.674697764,0.698129066,0.62801814,0.519591807,0.460131106,0.433124342
2.999535036,11.20138737,32.32786811,32.3936508,34.36953347,13.22604493,29.49165368,17.2245222,1.285847607,0.762590326,24.19509486,24.70744184,27.10615375,0.461228315,26.49253245,18.62129262,13.47790091,0.239073961,12.90019755,13.15988944,0.185876457,0.134333147,12.75022823,0.10247078,0.627662551,0.082318989,13.07820213,12.90840581,0.062783205,0.055865983,0.711968961,0.711232251,0.610923142,0.485195495,0.451317711,0.436344971
3.100528465,12.86820839,37.5668208,41.92718758,37.60396089,16.22379367,27.08336305,3.103443429,25.91237689,1.051753275,15.90189942,0.615639881,0.543066655,0.341409423,22.56556219,18.11178509,17.06564093,0.311740848,24.87705345,14.014783,12.58469049,0.141088511,14.28619499,0.122389826,0.092999812,0.087878835,0.123334252,0.101921865,14.62928609,0.056023146,0.763285226,0.75766706,0.648318263,0.484209887,0.44702349,0.435536501
3.200295357,14.98021476,27.97114855,38.31741741,29.82087793,3.156598704,51.29618395,20.40199379,22.22944195,14.18459307,24.2728653,13.69117346,0.878153596,0.450063376,15.36433623,0.384384006,0.451589206,0.286804129,16.79697318,12.15514382,17.86624831,0.149991918,13.24158432,0.138370013,0.10869908,0.083615869,0.113194092,0.091618208,0.069734101,0.055167095,0.854823982,0.838318213,0.702913512,0.513225169,0.449288878,0.434121481
3.30021146,15.37378879,22.93772457,30.75670044,19.87688796,1.918046272,46.14783301,19.50492338,15.5625647,1.237332352,46.34792755,41.38391426,31.27874068,1.511412956,32.80479834,31.16239674,23.79779104,0.619956471,0.262792567,0.374512848,0.443749275,13.06494959,0.135757796,0.124456316,0.163689234,0.145263646,0.102746639,0.095738488,12.7395373,0.095572767,0.846340541,0.92031503,0.844243643,0.678024527,0.506196151,0.441602484
3.399672863,11.15939894,26.53178326,39.34511326,32.14080508,2.504373822,39.66271675,17.51147205,1.355869064,0.633001395,30.52756727,18.46178889,17.08689839,0.406327706,28.35685525,22.2795379,20.34567696,0.574194155,34.89762638,32.30799113,27.37788818,12.93851857,12.93970027,7.720510883,0.295838396,0.182661695,0.105649472,0.12886125,0.137172094,0.103147499,0.665310401,0.716967546,0.646929584,0.558669134,0.521636772,0.472709798
3.49992479,12.84459533,31.65393312,47.62526703,43.51572669,4.821007674,38.19528658,15.01025718,1.57332368,0.816502433,25.74497988,0.614731655,0.524047913,0.303472771,24.36677234,0.335685281,0.297382177,0.2381011,15.20038929,13.61270689,12.90985962,0.246990194,21.08014703,14.12072299,13.81663975,12.96373813,16.05385167,14.01896207,13.15394412,0.166379524,0.698681574,0.717511812,0.61172832,0.506164015,0.477330713,0.463415041
3.599616503,15.66167567,38.34995623,44.00017156,43.22685015,14.67991783,36.47382091,29.87457959,34.10399424,24.09760192,17.41027502,12.87371173,0.650969365,0.381502205,20.86384447,16.23254318,0.31048073,0.281497248,14.53899941,0.171471175,0.118141592,0.201801405,14.49346967,0.146531724,14.71553544,6.089751017,12.03419398,12.96208352,0.281801488,0.119076532,0.817214365,0.815295948,0.680907446,0.490150619,0.454575777,0.446063129
3.700105059,19.53999927,24.68301569,25.46294011,27.88077299,3.1035082,51.86097421,55.4874926,41.17240995,24.52264737,26.14892184,28.86567745,3.191887222,1.214513123,0.590616196,15.43734027,0.534526232,0.933144828,12.39095141,12.35387626,0.185040149,0.287207972,0.153347561,12.55469677,0.102845981,5.026707426,0.121581997,0.1157142,12.69654462,0.079617245,1.006288295,1.064789645,0.872825989,0.571697449,0.461314529,0.439692812
3.800048901,12.91105857,10.08988754,30.13989521,15.27119669,1.767528154,31.17790363,4.563792119,3.232490928,1.525903936,40.17438466,40.56707829,30.3685927,19.26877821,25.12705921,31.56767441,20.06454505,0.655529048,0.3469153,0.266528716,0.290605238,0.24704547,0.15834305,0.108690273,3.487350828,0.174282257,0.11233411,0.101383009,0.09250974,0.094049277,0.75164946,0.796768015,0.741388233,0.616876115,0.48291082,0.43983581
3.899949888,11.85759983,25.11096771,40.29647879,27.91576658,2.603244802,31.49034969,2.158100031,1.337502506,0.778963115,17.98271943,23.4459758,26.0268521,15.82316083,29.31683802,28.12057378,29.69462925,27.9386005,16.99444019,20.6424942,16.12212237,0.3637123,0.195188622,0.143818863,0.143944726,0.133368388,12.82168289,0.096810623,2.696673422,0.083832948,0.675036551,0.71944345,0.676512265,0.561359264,0.485463703,0.440135322
4.000387149,14.94851854,28.22669101,42.02316229,30.90442829,15.38266656,34.68740266,31.37435602,2.640566218,1.17695229,23.92717432,0.895061475,0.685370537,0.479136821,14.11979285,19.96416295,21.31710018,23.94783546,20.48581418,21.95970769,20.39890394,24.01796393,0.323807252,21.57435112,23.08896117,14.5367143,0.124115335,0.108391739,0.100210407,14.21426866,0.80666522,0.816105839,0.696531027,0.523580064,0.467942532,0.44230167
4.100335935,17.28403826,15.11910051,40.90409275,31.16479362,3.316531483,35.7193837,30.67069085,16.16091086,1.762732318,26.09609478,28.23348824,1.631288788,0.697229449,16.73369179,0.714128709,0.622001684,0.466765726,13.90033742,13.94200664,17.42819114,10.20311483,0.243865426,18.48249403,19.33790445,13.06037903,0.226632589,19.11627217,18.9956793,16.22872021,0.92395277,0.932452585,0.807812426,0.587944564,0.477416707,0.444868645
4.199964138,17.87839814,12.42684394,29.26806609,24.431594,2.619216295,39.93213072,29.0185214,19.19556255,1.884195322,35.80412556,35.69300121,23.31495945,1.164243716,22.55683664,17.57971973,1.009199892,13.04954001,20.83286367,12.96806229,13.10793626,12.86787797,14.1434044,17.85397781,15.0333325,12.83344408,12.19190691,10.45654494,5.626974628,12.29955769,0.916503036,1.000241183,0.867236459,0.633016451,0.494493562,0.447503644
4.300210769,14.44079038,26.63542098,33.81988075,34.37703167,2.931814504,21.71619371,2.368884834,1.466629968,0.777633092,21.49733461,28.16559425,26.09938677,0.644309778,38.09167393,29.49749419,22.93283301,0.82165987,37.03963883,34.73180536,27.29710918,0.89007088,0.454552787,0.421192798,13.8448606,0.26461818,18.65632251,16.1565757,0.208741799,13.9437393,0.682237672,0.759205855,0.738521514,0.634398456,0.561726826,0.48710425
4.399757209,13.74182245,33.31621077,45.62821092,43.00169995,15.93111706,17.19759257,2.485649753,1.773693087,1.02578644,13.15765408,0.758429972,0.637283423,0.362891199,18.07948269,23.80318292,20.8023122,0.31461276,22.92637851,21.44615586,13.61221492,0.265690794,26.6830634,27.12733191,28.33688752,5.687599858,0.702567917,0.496736885,13.10390614,0.211349783,0.730337318,0.750010818,0.65096717,0.522448081,0.487565231,0.46971989
4.499873011,16.25172687,29.11532898,32.93705965,39.40335012,18.3697578,30.50562621,37.98961894,35.45323935,23.37267098,1.12384243,0.932945898,0.881574999,0.506130309,12.67023316,0.433275168,0.432848319,0.297476027,0.346707846,17.27967291,16.98263976,0.211893668,16.21814023,15.87389389,0.199147863,0.134095991,15.55737446,16.82962808,15.03209868,0.126039771,0.82920004,0.840523929,0.696326467,0.510778066,0.464420565,0.451469607
4.599894717,21.01239677,26.56110029,37.21601527,28.62584819,3.602796696,32.17677088,41.48751816,30.75289517,16.02455284,25.23908675,26.02208757,40.09856098,15.93318472,0.7510842,0.755308101,14.379117,0.638743475,0.398313008,0.291962504,0.247441851,0.301948913,0.225404096,0.174186969,0.158367436,0.133309516,12.79494679,2.434451313,0.122794526,0.09350654,1.04801156,1.128160943,0.934410683,0.581379509,0.466320453,0.446393582
4.70003767,19.2848294,32.53944032,31.09857288,21.43599308,2.396240906,23.31527029,6.927513721,5.684655816,2.623965828,39.28003915,48.70268279,42.92869097,28.61779241,13.9309286,30.48012841,27.52730681,22.05714082,0.481923049,0.463085006,15.44247201,0.412901025,0.251614391,0.20209166,0.181977806,0.221894208,0.156085623,0.128661163,0.110549405,0.101801566,0.871871246,1.000142011,0.95499483,0.717529621,0.508412321,0.451012484
4.799710794,11.28934971,32.6616668,36.67372797,32.64822092,2.401024303,16.4715746,14.3361622,0.986614848,0.591945588,14.22958248,15.7258084,27.55984651,0.926845926,26.08173213,30.41992623,32.84681602,30.80185599,19.67782058,15.83940278,23.42133677,27.58902906,0.320266214,16.78618176,12.8907333,0.240070309,0.191008455,0.16424522,0.133631746,0.117996841,0.585239949,0.66953086,0.678844597,0.592794489,0.506337111,0.452480278
4.900388624,15.07083449,40.1124601,44.54227324,35.01629351,13.21571921,19.2528298,4.013556449,12.74596589,1.418238479,0.887117246,0.682293656,0.721999657,0.368413744,15.08001263,19.78143645,21.9381475,17.97087945,16.8310732,19.09719547,18.04702858,22.55307049,17.84880587,19.60948859,25.48762912,28.76186143,0.20275667,13.15597405,13.21309766,12.87161653,0.836612507,0.82051987,0.736522673,0.535137666,0.48521682,0.455029314
5.000277069,21.2947949,26.31477974,35.9447645,27.49725091,6.237448964,35.79128269,25.34166561,14.78667889,11.20568331,27.36119099,25.63359744,22.86545457,14.71537747,24.76426879,20.11948884,20.87275022,8.151493584,17.77102051,13.32713366,12.80601746,5.163680113,12.21167027,6.615325598,10.43297914,6.078214278,11.14333807,7.916981634,12.96774506,7.958973264,0.899785052,1.001564243,0.925044874,0.696669639,0.546748458,0.472278734
5.099748129,23.76935311,27.25692063,35.97502246,27.13583006,7.811679391,35.20289366,24.29963864,13.43809494,9.347024235,27.93459531,28.10843725,22.84711208,14.69095708,26.05626587,20.12367625,21.29379513,10.44041873,19.49867156,14.37061042,14.19772165,5.256811237,14.71069692,8.831446538,11.44746404,4.713702857,11.84239822,7.895318979,12.13643404,5.831524113,0.881321198,0.980925717,0.916728438,0.698286443,0.550982773,0.476617388
5.200004411,14.1767289,28.44470299,36.46918735,28.42984625,7.906644413,36.11770582,25.12106686,13.44941104,7.086845275,27.61506725,26.36539812,21.07513658,13.36905533,26.70708781,22.14578179,22.45162388,10.44418412,21.53232226,15.77020852,15.35612221,6.87605034,15.91759116,9.599788711,11.90067227,4.71447004,12.16255982,9.728679967,13.93641637,7.777943539,0.885362264,0.985040098,0.913342467,0.692013367,0.553014986,0.479093449
5.300370252,16.55722987,27.82595414,37.10430187,29.44704879,7.942142107,36.43649731,26.86791358,14.82449442,7.148581689,29.18830223,27.25716917,20.22154747,11.03745908,26.10977042,20.8663076,21.40790994,9.998323856,21.6890397,17.81146121,17.63792306,8.095653286,16.66286632,11.40566902,13.38237536,4.723532357,13.52185076,11.02565165,12.77147363,7.78462316,0.910527586,1.008667072,0.934905324,0.708377739,0.556079258,0.481183399
5.400440129,20.42481149,28.08062388,37.27523986,29.14895063,7.923035145,35.67490977,27.07937029,15.59633678,7.094003757,28.81676537,28.70826873,21.66973255,10.97031188,26.55186561,20.89729288,20.6713468,8.811830775,22.52147064,17.65295533,17.3228343,8.649857604,17.06329533,13.02965331,15.81640167,5.94222566,15.10417048,12.25172858,11.51064806,6.942317589,0.898124185,1.005507847,0.940489938,0.723752884,0.570585909,0.48662809
5.500056299,22.33026939,30.24324076,37.92117842,29.93655357,8.93188266,34.46549147,24.91542129,14.77093677,6.185348041,28.19775916,28.47832433,19.57150247,10.92005635,25.63952531,22.06294938,19.91488897,7.095933306,23.0067636,17.83125312,15.35271785,8.013525613,16.56638707,12.32529847,14.64129441,7.364484002,15.02991583,13.87314449,11.65606094,8.424192253,0.896290839,1.002376729,0.937257816,0.719831195,0.571305106,0.488337197
5.599667895,15.30862165,32.08113042,38.77355994,31.62878733,8.142800715,35.27708492,27.45040605,17.79847774,7.396320695,26.22570346,25.61266639,16.76518077,9.45050075,24.17139806,19.30168794,17.99420935,6.99983231,23.20962665,17.81126157,15.33604286,8.002948861,16.4931569,12.63769806,13.57282587,6.760335516,15.20406993,13.93386087,12.7741,8.424010693,0.907727668,1.002477575,0.929295598,0.703765809,0.564595074,0.488310563
5.700073282,18.45565885,31.9795483,38.28989197,30.53065221,6.858626779,35.49078459,26.88314017,19.03404022,8.698750297,28.2586531,28.1101783,18.39600933,11.84240756,24.13422544,19.14188594,17.3016524,7.055851791,20.46091093,16.27679049,15.17306484,7.943962254,15.09606326,12.60132838,12.40569878,5.590231238,13.73687303,15.24431975,11.64144808,7.259772519,0.941702597,1.045645933,0.973004166,0.731713334,0.567798137,0.484979273
5.800234765,22.64383434,32.37556868,37.46243821,27.76229051,7.858376217,34.85120859,25.2700298,18.64979059,7.123146176,28.83881171,28.44330784,20.56611345,13.78438399,24.91284138,20.10859754,17.66853745,8.913052941,22.06756777,17.44910379,15.10114749,9.387334042,14.39596107,13.06623616,12.03282394,4.187389826,11.93135367,12.94694519,9.371152453,5.830438893,0.925247182,1.038887349,0.981574832,0.752118039,0.581520722,0.487985057
5.900363474,25.71727408,33.52030162,38.51391856,28.5424325,9.175794299,32.8266702,23.16302973,15.97407593,5.442735866,27.28806078,25.30023992,20.08478401,13.68536559,24.93242386,21.18129676,19.20518802,10.50205706,23.41815211,18.37009388,15.48189974,11.17543962,15.23800851,15.09151969,12.75383079,4.196221744,11.84101818,12.48116093,7.347753486,3.991329393,0.918025496,1.024942627,0.97202206,0.751390897,0.587771575,0.491726517
6.000161516,14.91322546,31.51159855,39.28254722,29.26096069,9.355989204,33.23925329,25.48230865,19.32343402,4.542828202,24.5932704,20.33903658,16.48987518,9.93072314,22.25455112,18.30304424,16.09794963,11.30922217,23.68095423,19.8869259,17.64153893,13.14620203,17.01140075,16.67798917,12.73819906,5.61972184,13.93891287,14.74297726,8.351129111,3.993885385,0.933968983,1.017387427,0.94269734,0.726577739,0.582004992,0.492795773
6.099633419,16.99362446,31.05865819,39.22073488,29.54858199,9.060598033,34.42842838,26.961422,20.6404291,7.270121484,25.08448737,19.12196662,15.83742444,8.712268291,21.41698549,15.37756037,13.67078062,9.464589641,22.12111477,16.57180694,14.69241864,14.22687508,16.88927997,17.98970089,14.22794087,7.306110886,15.29099024,16.21775193,9.440795556,5.127304664,0.970490119,1.049793152,0.968306063,0.739646261,0.579406753,0.491951141
