z, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
34.0,     3.33,     0.73,    -0.01,     0.40,  1242.06,   165.10
35.0,     3.42,     0.75,    -0.01,     0.40,  1247.47,   165.62
36.0,     3.51,     0.77,    -0.01,     0.41,  1252.61,   166.33
37.0,     3.59,     0.79,    -0.01,     0.41,  1257.51,   167.13
38.0,     3.68,     0.80,    -0.01,     0.41,  1262.19,   167.98
39.0,     3.76,     0.82,    -0.01,     0.41,  1266.62,   168.92
40.0,     3.84,     0.84,    -0.01,     0.41,  1270.81,   169.96
41.0,     3.92,     0.85,    -0.01,     0.41,  1274.76,   171.16
42.0,     4.00,     0.87,    -0.01,     0.42,  1278.50,   172.44
43.0,     4.07,     0.89,    -0.01,     0.42,  1282.01,   173.77
44.0,     4.15,     0.90,    -0.01,     0.42,  1285.30,   175.14
45.0,     4.22,     0.92,    -0.01,     0.42,  1288.35,   176.55
46.0,     4.29,     0.94,    -0.01,     0.43,  1291.17,   178.04
47.0,     4.35,     0.96,    -0.01,     0.43,  1293.73,   179.61
48.0,     4.42,     0.97,    -0.01,     0.43,  1296.05,   181.28
49.0,     4.48,     0.99,    -0.01,     0.44,  1298.12,   183.07
50.0,     4.55,     1.01,    -0.01,     0.44,  1299.93,   185.03
51.0,     4.61,     1.02,    -0.01,     0.45,  1301.48,   187.18
52.0,     4.67,     1.04,    -0.01,     0.45,  1302.83,   189.44
53.0,     4.73,     1.06,    -0.01,     0.45,  1303.96,   191.78
54.0,     4.78,     1.08,    -0.01,     0.46,  1304.91,   194.14
55.0,     4.84,     1.09,    -0.01,     0.46,  1305.67,   196.51
56.0,     4.89,     1.11,    -0.01,     0.47,  1306.25,   198.95
57.0,     4.95,     1.12,    -0.01,     0.47,  1306.70,   201.46
58.0,     5.00,     1.14,    -0.01,     0.47,  1306.98,   204.08
59.0,     5.05,     1.16,    -0.01,     0.48,  1307.12,   206.82
60.0,     5.10,     1.17,    -0.01,     0.49,  1307.12,   209.68
61.0,     5.15,     1.19,    -0.01,     0.49,  1306.99,   212.64
62.0,     5.20,     1.20,    -0.01,     0.50,  1306.69,   215.65
63.0,     5.24,     1.22,    -0.01,     0.50,  1306.15,   218.77
64.0,     5.29,     1.23,    -0.01,     0.51,  1305.38,   222.03
65.0,     5.33,     1.25,    -0.01,     0.52,  1304.38,   225.41
66.0,     5.37,     1.26,    -0.01,     0.52,  1303.18,   228.93
67.0,     5.41,     1.28,    -0.01,     0.53,  1301.77,   232.62
68.0,     5.45,     1.29,    -0.01,     0.53,  1300.17,   236.50
69.0,     5.49,     1.31,    -0.01,     0.54,  1298.40,   240.50
70.0,     5.53,     1.32,    -0.01,     0.54,  1296.47,   244.59
71.0,     5.57,     1.34,    -0.01,     0.55,  1294.41,   248.72
72.0,     5.60,     1.35,    -0.01,     0.55,  1292.21,   252.85
73.0,     5.64,     1.37,    -0.01,     0.56,  1289.83,   256.98
74.0,     5.67,     1.38,    -0.01,     0.56,  1287.27,   261.14
75.0,     5.70,     1.40,    -0.01,     0.57,  1284.54,   265.38
76.0,     5.73,     1.41,    -0.01,     0.58,  1281.69,   269.64
77.0,     5.76,     1.43,    -0.01,     0.58,  1278.71,   273.93
78.0,     5.79,     1.44,    -0.01,     0.59,  1275.61,   278.24
79.0,     5.82,     1.46,    -0.01,     0.59,  1272.43,   282.52
80.0,     5.85,     1.47,    -0.01,     0.59,  1269.16,   286.77
81.0,     5.87,     1.49,    -0.01,     0.60,  1265.82,   290.98
82.0,     5.90,     1.50,    -0.01,     0.60,  1262.41,   295.12
83.0,     5.92,     1.52,    -0.01,     0.61,  1258.96,   299.16
84.0,     5.94,     1.53,    -0.01,     0.61,  1255.45,   303.08
85.0,     5.97,     1.55,    -0.01,     0.62,  1251.88,   306.94
86.0,     5.99,     1.56,    -0.01,     0.62,  1248.28,   310.69
87.0,     6.01,     1.57,    -0.01,     0.63,  1244.67,   314.33
88.0,     6.03,     1.59,    -0.01,     0.64,  1241.01,   317.87
89.0,     6.05,     1.60,    -0.01,     0.64,  1237.27,   321.32
90.0,     6.06,     1.62,    -0.01,     0.65,  1233.45,   324.67
91.0,     6.08,     1.63,    -0.01,     0.65,  1229.48,   327.98
92.0,     6.10,     1.64,    -0.01,     0.66,  1225.45,   331.18
93.0,     6.11,     1.66,    -0.01,     0.67,  1221.24,   334.36
94.0,     6.13,     1.67,    -0.01,     0.67,  1217.03,   337.48
95.0,     6.14,     1.68,    -0.01,     0.68,  1212.63,   340.43
96.0,     6.15,     1.69,    -0.01,     0.68,  1208.38,   343.36
97.0,     6.17,     1.71,    -0.01,     0.69,  1203.66,   346.16
98.0,     6.18,     1.72,    -0.00,     0.70,  1199.62,   348.40
99.0,     6.19,     1.75,    -0.00,     0.71,  1194.54,   354.72
100.0,     6.19,     1.76,    -0.00,     0.72,  1185.11,   355.44
102.0,     6.17,     1.71,    -0.00,     0.71,  1169.14,   346.73
104.0,     6.20,     1.73,    -0.00,     0.73,  1159.63,   348.56
106.0,     6.23,     1.75,    -0.00,     0.74,  1150.36,   350.89
108.0,     6.25,     1.77,     0.00,     0.75,  1141.05,   353.52
110.0,     6.27,     1.79,     0.00,     0.76,  1131.68,   356.28
112.0,     6.28,     1.81,     0.00,     0.77,  1122.26,   359.00
114.0,     6.29,     1.82,     0.00,     0.78,  1112.71,   361.62
116.0,     6.30,     1.83,     0.00,     0.79,  1102.88,   364.09
118.0,     6.30,     1.85,     0.01,     0.79,  1092.79,   366.40
120.0,     6.31,     1.87,     0.01,     0.80,  1082.45,   368.61
122.0,     6.31,     1.88,     0.01,     0.81,  1071.91,   370.74
124.0,     6.31,     1.90,     0.01,     0.82,  1061.18,   372.74
126.0,     6.31,     1.92,     0.01,     0.83,  1050.42,   374.61
128.0,     6.31,     1.93,     0.01,     0.84,  1039.57,   376.24
130.0,     6.30,     1.95,     0.01,     0.84,  1028.59,   377.56
132.0,     6.30,     1.96,     0.01,     0.85,  1017.51,   378.61
134.0,     6.29,     1.98,     0.01,     0.85,  1006.36,   379.40
136.0,     6.28,     1.99,     0.01,     0.86,   995.26,   379.90
138.0,     6.27,     2.00,     0.01,     0.86,   984.23,   380.13
140.0,     6.26,     2.01,     0.01,     0.87,   973.26,   380.10
142.0,     6.25,     2.02,     0.01,     0.88,   962.38,   379.74
144.0,     6.23,     2.03,     0.00,     0.88,   951.64,   379.10
146.0,     6.22,     2.04,     0.00,     0.89,   940.92,   378.16
148.0,     6.20,     2.05,     0.00,     0.90,   930.28,   376.96
150.0,     6.19,     2.06,     0.00,     0.90,   919.62,   375.44
152.0,     6.17,     2.07,     0.00,     0.91,   909.19,   373.79
154.0,     6.15,     2.09,     0.00,     0.92,   898.61,   371.78
156.0,     6.13,     2.08,    -0.00,     0.93,   888.82,   369.32
158.0,     6.11,     2.12,    -0.00,     0.95,   878.55,   369.85
160.0,     6.08,     2.12,    -0.00,     0.96,   862.43,   362.24
164.0,     5.98,     1.96,    -0.01,     0.92,   833.36,   338.52
168.0,     5.95,     1.97,    -0.01,     0.93,   816.22,   330.69
172.0,     5.92,     1.98,    -0.01,     0.94,   799.91,   323.81
176.0,     5.88,     1.98,    -0.01,     0.95,   784.13,   317.23
180.0,     5.85,     1.98,    -0.01,     0.95,   768.79,   310.67
184.0,     5.82,     1.99,    -0.01,     0.96,   753.83,   304.07
188.0,     5.78,     1.99,    -0.00,     0.96,   739.22,   297.58
192.0,     5.75,     1.99,    -0.00,     0.96,   724.92,   291.19
196.0,     5.71,     1.99,    -0.00,     0.96,   710.97,   284.79
200.0,     5.68,     2.00,     0.00,     0.96,   697.53,   278.42
204.0,     5.64,     2.00,     0.00,     0.97,   684.80,   272.16
208.0,     5.60,     2.00,     0.00,     0.97,   672.72,   265.83
212.0,     5.57,     2.00,     0.00,     0.97,   661.12,   259.26
216.0,     5.53,     1.99,     0.00,     0.98,   649.97,   252.44
220.0,     5.49,     1.99,     0.00,     0.99,   639.19,   245.33
