r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
 7.0,     2.02,     0.66,    -0.41,     0.36,  1223.41,   224.31
 8.0,     2.01,     0.71,    -0.47,     0.35,  1212.50,   251.88
 9.0,     1.98,     0.76,    -0.51,     0.34,  1185.47,   284.38
10.0,     1.93,     0.80,    -0.53,     0.33,  1147.31,   315.31
11.0,     1.89,     0.82,    -0.55,     0.33,  1103.18,   341.24
12.0,     1.83,     0.83,    -0.56,     0.33,  1056.60,   361.96
13.0,     1.77,     0.84,    -0.56,     0.32,  1010.64,   377.64
14.0,     1.71,     0.84,    -0.56,     0.32,   966.39,   389.27
15.0,     1.65,     0.83,    -0.55,     0.32,   923.44,   397.72
16.0,     1.59,     0.82,    -0.55,     0.33,   880.75,   402.88
16.2,     1.58,     0.82,    -0.55,     0.33,   871.26,   403.16
17.0,     1.53,     0.81,    -0.54,     0.33,   838.06,   404.15
18.0,     1.46,     0.79,    -0.54,     0.34,   796.62,   402.20
19.0,     1.39,     0.77,    -0.53,     0.34,   757.96,   398.72
20.0,     1.32,     0.75,    -0.52,     0.35,   723.85,   394.12
21.0,     1.27,     0.73,    -0.51,     0.36,   695.32,   388.85
21.9,     1.22,     0.72,    -0.50,     0.37,   674.38,   385.07
22.0,     1.22,     0.72,    -0.50,     0.37,   671.76,   384.59
23.0,     1.16,     0.70,    -0.49,     0.38,   651.34,   380.63
24.0,     1.11,     0.68,    -0.48,     0.39,   632.03,   374.95
25.0,     1.05,     0.65,    -0.47,     0.40,   614.47,   367.72
26.0,     1.00,     0.63,    -0.46,     0.41,   599.95,   361.03
27.0,     0.94,     0.62,    -0.45,     0.42,   586.77,   354.67
27.3,     0.92,     0.61,    -0.44,     0.42,   582.17,   352.00
28.0,     0.88,     0.60,    -0.44,     0.43,   572.97,   346.60
29.0,     0.82,     0.58,    -0.43,     0.43,   560.13,   338.28
30.0,     0.76,     0.57,    -0.42,     0.44,   549.23,   330.56
31.0,     0.71,     0.55,    -0.40,     0.44,   538.71,   322.89
31.4,     0.69,     0.55,    -0.40,     0.44,   534.10,   319.72
32.0,     0.66,     0.54,    -0.39,     0.44,   528.33,   315.71
32.1,     0.66,     0.54,    -0.39,     0.44,   527.04,   314.79
33.0,     0.62,     0.53,    -0.38,     0.44,   517.96,   308.21
34.0,     0.56,     0.51,    -0.38,     0.44,   506.11,   297.12
35.0,     0.51,     0.49,    -0.37,     0.44,   493.12,   283.54
36.0,     0.46,     0.47,    -0.36,     0.43,   479.80,   271.09
37.0,     0.41,     0.46,    -0.35,     0.43,   465.53,   259.23
38.0,     0.36,     0.45,    -0.34,     0.42,   451.19,   248.24
38.0,     0.36,     0.45,    -0.34,     0.42,   451.10,   248.17
39.0,     0.31,     0.44,    -0.33,     0.41,   435.56,   236.21
40.0,     0.26,     0.42,    -0.32,     0.39,   419.64,   222.99
41.0,     0.23,     0.41,    -0.32,     0.38,   405.25,   209.09
42.0,     0.19,     0.38,    -0.31,     0.36,   391.47,   194.59
43.0,     0.15,     0.36,    -0.31,     0.34,   378.12,   180.18
44.0,     0.11,     0.33,    -0.31,     0.32,   364.73,   163.65
45.0,     0.07,     0.30,    -0.30,     0.31,   351.20,   144.54
46.0,     0.04,     0.28,    -0.30,     0.29,   338.56,   124.83
47.0,     0.02,     0.25,    -0.30,     0.27,   327.51,   104.83
48.0,    -0.00,     0.23,    -0.30,     0.25,   318.68,    84.95
48.0,    -0.00,     0.22,    -0.30,     0.25,   318.60,    84.77
49.0,    -0.02,     0.20,    -0.29,     0.23,   312.46,    68.47
50.0,    -0.03,     0.18,    -0.29,     0.21,   308.12,    54.55
51.0,    -0.03,     0.16,    -0.28,     0.19,   304.84,    39.90
52.0,    -0.04,     0.15,    -0.27,     0.18,   302.95,    27.37
54.0,    -0.03,     0.13,    -0.27,     0.15,   301.12,     7.83
56.0,    -0.03,     0.11,    -0.26,     0.13,   300.72,     1.28
56.0,    -0.03,     0.11,    -0.26,     0.13,   300.72,     1.13
58.0,    -0.02,     0.10,    -0.25,     0.12,   300.67,     1.07
60.0,    -0.02,     0.08,    -0.24,     0.10,   300.60,     0.08
