Time,HRR,MLR
69.0000,299.2587,0.014183
70.0000,289.3341,0.013713
71.0000,289.1667,0.013705
72.0000,311.1686,0.014747
73.0000,290.9549,0.013789
74.0000,299.5528,0.014197
75.0000,305.3274,0.014470
76.0000,291.2207,0.013802
77.0000,307.2107,0.014560
78.0000,316.7425,0.015011
79.0000,286.5683,0.013581
80.0000,301.6858,0.014298
81.0000,305.2781,0.014468
82.0000,298.1742,0.014131
83.0000,329.0157,0.015593
84.0000,287.9166,0.013645
85.0000,296.2092,0.014038
86.0000,314.0623,0.014884
87.0000,291.1232,0.013797
88.0000,310.8746,0.014733
89.0000,298.8761,0.014165
90.0000,293.6629,0.013918
91.0000,316.1765,0.014985
92.0000,304.0554,0.014410
93.0000,303.6565,0.014391
94.0000,306.4762,0.014525
95.0000,290.0632,0.013747
96.0000,318.3904,0.015090
97.0000,285.2725,0.013520
98.0000,291.6918,0.013824
99.0000,316.7366,0.015011
100.0000,305.3018,0.014469
101.0000,316.2531,0.014988
102.0000,307.9042,0.014593
103.0000,309.8169,0.014683
104.0000,319.2526,0.015130
105.0000,304.8129,0.014446
106.0000,296.1282,0.014035
107.0000,330.1674,0.015648
108.0000,291.4894,0.013815
109.0000,341.1670,0.016169
110.0000,315.7629,0.014965
111.0000,295.4413,0.014002
112.0000,307.4384,0.014571
113.0000,296.5488,0.014054
114.0000,322.0278,0.015262
115.0000,320.9043,0.015209
116.0000,297.7067,0.014109
117.0000,327.2098,0.015508
118.0000,297.2404,0.014087
119.0000,303.3983,0.014379
120.0000,318.5960,0.015099
121.0000,301.8628,0.014306
122.0000,320.9653,0.015212
123.0000,311.2038,0.014749
124.0000,315.7584,0.014965
125.0000,308.6146,0.014626
126.0000,304.2447,0.014419
127.0000,308.3483,0.014614
128.0000,310.4054,0.014711
129.0000,296.8658,0.014069
130.0000,321.9291,0.015257
131.0000,323.0074,0.015308
132.0000,320.9400,0.015210
133.0000,318.7450,0.015106
134.0000,292.8501,0.013879
135.0000,315.5495,0.014955
136.0000,292.8421,0.013879
137.0000,310.6286,0.014722
138.0000,312.9635,0.014832
139.0000,318.1008,0.015076
140.0000,303.9050,0.014403
141.0000,311.4076,0.014759
142.0000,325.7287,0.015437
143.0000,305.5725,0.014482
144.0000,312.2778,0.014800
145.0000,319.8154,0.015157
146.0000,303.4476,0.014381
147.0000,316.1734,0.014985
148.0000,316.1556,0.014984
149.0000,315.4047,0.014948
150.0000,318.7531,0.015107
151.0000,317.4825,0.015047
152.0000,320.6618,0.015197
153.0000,322.5038,0.015285
154.0000,316.6676,0.015008
155.0000,344.6344,0.016333
156.0000,313.6421,0.014865
157.0000,320.1443,0.015173
158.0000,312.7268,0.014821
159.0000,313.7824,0.014871
160.0000,320.4343,0.015186
161.0000,323.4218,0.015328
162.0000,318.7238,0.015105
163.0000,320.9799,0.015212
164.0000,305.8707,0.014496
165.0000,330.7063,0.015673
166.0000,316.8092,0.015015
167.0000,316.9604,0.015022
168.0000,330.0015,0.015640
169.0000,312.6698,0.014818
170.0000,333.4744,0.015804
171.0000,316.9635,0.015022
172.0000,322.3062,0.015275
173.0000,328.9563,0.015590
174.0000,315.7354,0.014964
175.0000,323.3538,0.015325
176.0000,311.8729,0.014781
177.0000,335.9981,0.015924
178.0000,333.4595,0.015804
179.0000,308.6575,0.014628
180.0000,325.0199,0.015404
181.0000,329.7960,0.015630
182.0000,295.3821,0.013999
183.0000,335.9203,0.015920
184.0000,321.6078,0.015242
185.0000,307.1447,0.014557
186.0000,315.5466,0.014955
187.0000,306.8218,0.014541
188.0000,310.0150,0.014693
189.0000,318.2263,0.015082
190.0000,322.1718,0.015269
191.0000,328.7668,0.015581
192.0000,311.5574,0.014766
193.0000,322.5966,0.015289
194.0000,330.9662,0.015686
195.0000,313.3231,0.014849
196.0000,317.5323,0.015049
197.0000,305.4188,0.014475
198.0000,347.8929,0.016488
199.0000,320.3816,0.015184
200.0000,304.6595,0.014439
201.0000,342.6287,0.016238
202.0000,308.7212,0.014631
203.0000,314.4441,0.014903
204.0000,321.3144,0.015228
205.0000,309.9403,0.014689
206.0000,335.7555,0.015913
207.0000,338.2818,0.016032
208.0000,313.5361,0.014860
209.0000,311.6200,0.014769
210.0000,304.7686,0.014444
211.0000,335.5311,0.015902
212.0000,323.3012,0.015322
213.0000,319.3220,0.015134
214.0000,308.8106,0.014636
215.0000,318.6037,0.015100
216.0000,325.3909,0.015421
217.0000,328.0877,0.015549
218.0000,329.5272,0.015617
219.0000,322.0665,0.015264
220.0000,300.8077,0.014256
221.0000,343.9679,0.016302
222.0000,319.1607,0.015126
223.0000,323.6514,0.015339
224.0000,313.5660,0.014861
225.0000,310.8871,0.014734
226.0000,340.2538,0.016126
227.0000,315.7696,0.014965
228.0000,321.7263,0.015248
229.0000,326.4810,0.015473
230.0000,314.9595,0.014927
231.0000,320.7784,0.015203
232.0000,310.2064,0.014702
233.0000,343.6581,0.016287
234.0000,301.9523,0.014311
235.0000,312.3907,0.014805
236.0000,322.1198,0.015266
237.0000,307.7323,0.014584
238.0000,335.4784,0.015899
239.0000,307.2704,0.014563
240.0000,321.4089,0.015233
