r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
16.6,     2.60,     0.94,    -0.12,     0.50,   630.86,   342.97
17.0,     2.54,     0.92,    -0.13,     0.50,   622.17,   338.63
18.0,     2.41,     0.90,    -0.13,     0.50,   602.47,   329.05
19.0,     2.29,     0.88,    -0.14,     0.50,   585.82,   321.52
20.0,     2.18,     0.87,    -0.14,     0.50,   572.75,   315.22
21.0,     2.08,     0.86,    -0.14,     0.49,   561.77,   308.77
21.1,     2.06,     0.86,    -0.14,     0.49,   560.47,   307.99
22.0,     1.97,     0.85,    -0.15,     0.48,   550.14,   301.71
23.0,     1.87,     0.82,    -0.16,     0.47,   537.62,   292.94
24.0,     1.76,     0.80,    -0.16,     0.47,   525.05,   282.59
25.0,     1.66,     0.78,    -0.16,     0.47,   513.56,   272.83
26.0,     1.58,     0.76,    -0.16,     0.47,   503.53,   263.75
27.0,     1.50,     0.74,    -0.16,     0.46,   494.05,   254.96
28.0,     1.41,     0.72,    -0.17,     0.46,   484.59,   246.29
29.0,     1.31,     0.71,    -0.17,     0.46,   475.42,   238.04
30.0,     1.22,     0.70,    -0.19,     0.46,   466.51,   230.40
31.0,     1.14,     0.69,    -0.19,     0.46,   456.21,   221.31
32.0,     1.05,     0.68,    -0.19,     0.45,   444.86,   211.72
32.4,     1.02,     0.68,    -0.19,     0.45,   440.67,   208.45
33.0,     0.96,     0.67,    -0.19,     0.44,   433.70,   202.91
34.0,     0.89,     0.65,    -0.19,     0.44,   422.61,   193.49
35.0,     0.82,     0.63,    -0.19,     0.42,   413.11,   183.71
36.0,     0.76,     0.60,    -0.20,     0.41,   405.25,   174.08
37.0,     0.68,     0.57,    -0.20,     0.40,   397.34,   165.12
37.6,     0.64,     0.56,    -0.20,     0.40,   392.67,   160.27
38.0,     0.62,     0.55,    -0.20,     0.39,   389.39,   156.79
39.0,     0.55,     0.53,    -0.20,     0.38,   381.95,   148.80
40.0,     0.49,     0.50,    -0.20,     0.37,   374.43,   141.16
41.0,     0.43,     0.48,    -0.20,     0.35,   367.14,   135.03
42.0,     0.38,     0.46,    -0.20,     0.33,   360.68,   130.38
43.0,     0.33,     0.43,    -0.20,     0.32,   354.13,   125.21
44.0,     0.28,     0.41,    -0.20,     0.31,   347.04,   117.43
45.0,     0.23,     0.38,    -0.19,     0.29,   339.58,   108.12
45.9,     0.20,     0.36,    -0.19,     0.28,   332.97,   100.55
46.0,     0.19,     0.35,    -0.19,     0.28,   332.56,   100.06
47.0,     0.16,     0.33,    -0.19,     0.27,   326.48,    92.37
48.0,     0.13,     0.30,    -0.19,     0.26,   321.42,    84.52
49.0,     0.11,     0.28,    -0.19,     0.25,   317.57,    77.44
50.0,     0.10,     0.27,    -0.19,     0.24,   314.75,    70.61
51.0,     0.08,     0.25,    -0.19,     0.22,   312.25,    63.02
52.0,     0.07,     0.22,    -0.19,     0.21,   310.38,    55.96
54.0,     0.04,     0.18,    -0.18,     0.19,   306.69,    38.87
54.9,     0.03,     0.16,    -0.18,     0.18,   305.55,    34.11
56.0,     0.02,     0.15,    -0.18,     0.17,   304.26,    26.66
59.2,     0.01,     0.12,    -0.17,     0.14,   302.21,    15.92
60.0,     0.01,     0.12,    -0.17,     0.13,   301.56,     9.04
