Time,HRR,MLR
221.0000,18.6154,0.000882
222.0000,19.6848,0.000933
223.0000,19.3007,0.000915
224.0000,19.1276,0.000907
225.0000,20.1079,0.000953
226.0000,20.0016,0.000948
227.0000,18.9152,0.000896
228.0000,19.2278,0.000911
229.0000,20.6318,0.000978
230.0000,19.1480,0.000907
231.0000,18.7360,0.000888
232.0000,18.7791,0.000890
233.0000,18.8890,0.000895
234.0000,18.8663,0.000894
235.0000,17.7358,0.000841
236.0000,18.6340,0.000883
237.0000,19.0732,0.000904
238.0000,19.2413,0.000912
239.0000,18.4084,0.000872
240.0000,18.7182,0.000887
