favre_temperature,favre_u,favre_v,favre_w,favre_zmix,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
1248.4,0.032603,-0.15995,5.311,0.13603,1,0.92,-0.08,0,3.514
1258.1,0.018146,-0.15311,5.3845,0.14227,1,0.94,-0.06,0,3.514
1249.8,0.01481,-0.13625,5.363,0.14599,1,0.96,-0.04,0,3.514
1244.4,0.0054329,-0.10998,5.3506,0.15006,1,0.98,-0.02,0,3.514
1240.2,-0.0063287,-0.083062,5.323,0.1511,1,1,0,0,3.514
1226.7,-0.019314,-0.055251,5.2583,0.14613,1,1.02,0.02,0,3.514
1215.6,-0.03256,-0.030319,5.2305,0.14032,1,1.04,0.04,0,3.514
1201.9,-0.051711,-0.021235,5.1673,0.1331,1,1.06,0.06,0,3.514
1185.8,-0.085627,-0.063918,5.0562,0.1247,1,1.08,0.08,0,3.514
1154.6,-0.12303,-0.084026,4.8497,0.11542,1,1.1,0.1,0,3.514
1113.8,-0.15898,-0.093197,4.6082,0.10424,1,1.12,0.12,0,3.514
1068.9,-0.18827,-0.097428,4.3554,0.09284,1,1.14,0.14,0,3.514
1015.3,-0.2118,-0.10263,4.1351,0.078972,1,1.16,0.16,0,3.514
991.25,-0.24401,-0.11208,3.963,0.066927,1,1.18,0.18,0,3.514
972.97,-0.27499,-0.12002,3.7654,0.057027,1,1.2,0.2,0,3.514
937.68,-0.30559,-0.1199,3.6078,0.048375,1,1.22,0.22,0,3.514
889.59,-0.32927,-0.11807,3.4014,0.040002,1,1.24,0.24,0,3.514
839.1,-0.33166,-0.10708,3.1485,0.032777,1,1.26,0.26,0,3.514
801.92,-0.33295,-0.12514,2.9722,0.02809,1,1.28,0.28,0,3.514
752.71,-0.31712,-0.15228,2.7986,0.023442,1,1.3,0.3,0,3.514
708.78,-0.29934,-0.15287,2.6317,0.019826,1,1.32,0.32,0,3.514
679.56,-0.29785,-0.15402,2.511,0.017231,1,1.34,0.34,0,3.514
652.32,-0.29364,-0.15415,2.3851,0.014756,1,1.36,0.36,0,3.514
620.07,-0.27952,-0.14996,2.2199,0.012225,1,1.38,0.38,0,3.514
588.58,-0.26905,-0.15651,2.0926,0.010316,1,1.4,0.4,0,3.514
558.82,-0.269,-0.15757,1.9539,0.0087091,1,1.42,0.42,0,3.514
532.74,-0.26935,-0.16497,1.8347,0.0073901,1,1.44,0.44,0,3.514
511.57,-0.28506,-0.17416,1.7234,0.0063352,1,1.46,0.46,0,3.514
489.26,-0.29796,-0.17361,1.5864,0.00539,1,1.48,0.48,0,3.514
471.81,-0.31029,-0.17125,1.4359,0.0047146,1,1.5,0.5,0,3.514
450.22,-0.30535,-0.15159,1.2905,0.0039432,1,1.52,0.52,0,3.514
431.26,-0.31492,-0.14565,1.1598,0.0033425,1,1.54,0.54,0,3.514
415.87,-0.31887,-0.14048,1.0588,0.0029025,1,1.56,0.56,0,3.514
402.28,-0.30784,-0.12603,0.94869,0.0025203,1,1.58,0.58,0,3.514
391.43,-0.30468,-0.10731,0.85296,0.00221,1,1.6,0.6,0,3.514
381.46,-0.30537,-0.096451,0.77289,0.0019332,1,1.62,0.62,0,3.514
372.93,-0.3145,-0.086057,0.69373,0.0017079,1,1.64,0.64,0,3.514
365.06,-0.32551,-0.074743,0.6212,0.0015049,1,1.66,0.66,0,3.514
357.66,-0.32714,-0.058276,0.54919,0.0013185,1,1.68,0.68,0,3.514
350.61,-0.31979,-0.036849,0.47448,0.0011476,1,1.7,0.7,0,3.514
343.47,-0.31616,-0.016944,0.40445,0.00098296,1,1.72,0.72,0,3.514
336.69,-0.31715,-0.0030595,0.35128,0.00083187,1,1.74,0.74,0,3.514
329.85,-0.32272,0.0017864,0.29891,0.00068098,1,1.76,0.76,0,3.514
324.36,-0.32892,-0.0010181,0.24648,0.00056031,1,1.78,0.78,0,3.514
320.21,-0.33386,-0.0071869,0.19668,0.00046991,1,1.8,0.8,0,3.514
316.42,-0.33571,-0.0066261,0.15834,0.00038787,1,1.82,0.82,0,3.514
313.16,-0.33242,-0.0076472,0.13114,0.00031804,1,1.84,0.84,0,3.514
310.54,-0.32696,-0.0099372,0.1113,0.00026203,1,1.86,0.86,0,3.514
308.58,-0.31999,-0.0128,0.097325,0.00022043,1,1.88,0.88,0,3.514
307.6,-0.31144,-0.0040931,0.076765,0.00019981,1,1.9,0.9,0,3.514
306.76,-0.30872,-0.0024909,0.061499,0.00018211,1,1.92,0.92,0,3.514
306.02,-0.30947,-0.0051192,0.05011,0.00016654,1,1.94,0.94,0,3.514
305.33,-0.30503,-0.00148,0.040675,0.00015204,1,1.96,0.96,0,3.514
304.65,-0.30179,0.0024477,0.033435,0.00013769,1,1.98,0.98,0,3.514
303.97,-0.29945,0.006594,0.027858,0.00012345,1,2,1,0,3.514
