favre_temperature,favre_u,favre_v,favre_w,favre_zmix,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
762.49,0.34309,0.017808,1.8284,0.02399,1,0.66,-0.34,0,3.114
810.72,0.34174,0.015714,1.9548,0.028438,1,0.68,-0.32,0,3.114
849.52,0.34174,0.0098008,2.0784,0.03341,1,0.7,-0.3,0,3.114
880.27,0.33765,0.012234,2.1869,0.038805,1,0.72,-0.28,0,3.114
925.98,0.33258,0.022059,2.3107,0.046088,1,0.74,-0.26,0,3.114
997.95,0.33317,0.009503,2.5136,0.055762,1,0.76,-0.24,0,3.114
1062.5,0.35152,-0.007102,2.7407,0.068287,1,0.78,-0.22,0,3.114
1118.5,0.33719,-0.022588,2.9755,0.082873,1,0.8,-0.2,0,3.114
1174,0.32331,-0.051759,3.2567,0.099435,1,0.82,-0.18,0,3.114
1209.8,0.31481,-0.067969,3.5333,0.1169,1,0.84,-0.16,0,3.114
1241,0.29179,-0.064748,3.6998,0.13451,1,0.86,-0.14,0,3.114
1288.3,0.25171,-0.056021,3.9351,0.158,1,0.88,-0.12,0,3.114
1292.3,0.22406,-0.050015,4.092,0.18005,1,0.9,-0.1,0,3.114
1301.1,0.20383,-0.023537,4.2772,0.19483,1,0.92,-0.08,0,3.114
1303.4,0.16874,-0.018824,4.4011,0.20696,1,0.94,-0.06,0,3.114
1297,0.11348,-0.025105,4.4355,0.21106,1,0.96,-0.04,0,3.114
1289.3,0.056148,-0.0078693,4.4049,0.2102,1,0.98,-0.02,0,3.114
1282.8,-0.0020116,-0.0058669,4.3464,0.20665,1,1,0,0,3.114
1286.9,-0.065238,-0.0059952,4.3345,0.20432,1,1.02,0.02,0,3.114
1289.9,-0.12843,0.00057756,4.2727,0.19925,1,1.04,0.04,0,3.114
1290,-0.19418,0.0013965,4.1854,0.1916,1,1.06,0.06,0,3.114
1288.7,-0.24265,-5.6751e-05,4.0847,0.18002,1,1.08,0.08,0,3.114
1255.8,-0.27417,-0.016565,3.8743,0.16358,1,1.1,0.1,0,3.114
1220.2,-0.29898,-0.030348,3.6504,0.14565,1,1.12,0.12,0,3.114
1189,-0.31641,-0.050191,3.4574,0.12987,1,1.14,0.14,0,3.114
1167.1,-0.30466,-0.059575,3.2974,0.11649,1,1.16,0.16,0,3.114
1125.1,-0.31398,-0.069059,3.1189,0.10071,1,1.18,0.18,0,3.114
1106.4,-0.3161,-0.082334,2.9638,0.088494,1,1.2,0.2,0,3.114
1073,-0.32238,-0.10439,2.8184,0.074703,1,1.22,0.22,0,3.114
1028.8,-0.32896,-0.13728,2.6564,0.061196,1,1.24,0.24,0,3.114
968.54,-0.33741,-0.12848,2.4393,0.049803,1,1.26,0.26,0,3.114
903.32,-0.34717,-0.12556,2.2965,0.040309,1,1.28,0.28,0,3.114
849.92,-0.35878,-0.12538,2.1492,0.032359,1,1.3,0.3,0,3.114
812.63,-0.34956,-0.10226,2.0137,0.026679,1,1.32,0.32,0,3.114
775.56,-0.34035,-0.097942,1.855,0.021974,1,1.34,0.34,0,3.114
730.2,-0.32363,-0.092025,1.7045,0.017872,1,1.36,0.36,0,3.114
678.98,-0.31405,-0.073999,1.5359,0.014272,1,1.38,0.38,0,3.114
627.32,-0.31977,-0.06604,1.3961,0.011739,1,1.4,0.4,0,3.114
585.88,-0.3204,-0.068853,1.2644,0.0098731,1,1.42,0.42,0,3.114
552.62,-0.32309,-0.064857,1.1425,0.0083496,1,1.44,0.44,0,3.114
520.49,-0.32337,-0.054716,1.0726,0.0070026,1,1.46,0.46,0,3.114
492.16,-0.32674,-0.044721,1.0054,0.0058039,1,1.48,0.48,0,3.114
472.26,-0.32849,-0.050874,0.90608,0.0050298,1,1.5,0.5,0,3.114
444.83,-0.33662,-0.03936,0.80738,0.0041894,1,1.52,0.52,0,3.114
419.16,-0.33834,-0.036589,0.72888,0.0034247,1,1.54,0.54,0,3.114
398.16,-0.33322,-0.042044,0.64874,0.0028421,1,1.56,0.56,0,3.114
384.5,-0.34855,-0.040133,0.59702,0.0024412,1,1.58,0.58,0,3.114
374.32,-0.35734,-0.038374,0.54409,0.002081,1,1.6,0.6,0,3.114
365.55,-0.36262,-0.02443,0.48519,0.0017343,1,1.62,0.62,0,3.114
357.66,-0.36552,-0.018659,0.43817,0.0014487,1,1.64,0.64,0,3.114
350.05,-0.36509,-0.019858,0.39249,0.0012294,1,1.66,0.66,0,3.114
342.5,-0.36252,-0.021287,0.35043,0.0010494,1,1.68,0.68,0,3.114
336,-0.36066,-0.018648,0.31557,0.00090196,1,1.7,0.7,0,3.114
332.23,-0.3622,-0.011058,0.28434,0.000807,1,1.72,0.72,0,3.114
329.57,-0.36232,0.0030742,0.25551,0.00072845,1,1.74,0.74,0,3.114
326.63,-0.36227,0.012351,0.22672,0.00065386,1,1.76,0.76,0,3.114
323.55,-0.36149,0.016033,0.20634,0.0005785,1,1.78,0.78,0,3.114
320.48,-0.36006,0.013549,0.19504,0.00050289,1,1.8,0.8,0,3.114
317.79,-0.3585,0.0028264,0.18866,0.00043284,1,1.82,0.82,0,3.114
315.2,-0.35078,-0.0041593,0.18136,0.0003699,1,1.84,0.84,0,3.114
313.08,-0.3449,-0.0029174,0.17084,0.00032032,1,1.86,0.86,0,3.114
311.48,-0.3419,0.0066869,0.15652,0.00028477,1,1.88,0.88,0,3.114
309.98,-0.32903,0.0097617,0.13577,0.00025231,1,1.9,0.9,0,3.114
308.33,-0.32088,0.0076376,0.11684,0.00021664,1,1.92,0.92,0,3.114
306.6,-0.31619,0.0018405,0.099016,0.00017964,1,1.94,0.94,0,3.114
305.25,-0.31323,-0.0046388,0.079827,0.00015069,1,1.96,0.96,0,3.114
304.03,-0.30788,-0.0028223,0.060817,0.00012488,1,1.98,0.98,0,3.114
302.91,-0.30072,0.0052846,0.041944,0.00010146,1,2,1,0,3.114
