x (m),Y_He_rms (-)
-1.737500000e+00, 1.099560000e-08
-1.712500000e+00, 1.568830000e-08
-1.687500000e+00, 1.554390000e-08
-1.662500000e+00, 1.637340000e-08
-1.637500000e+00, 1.595100000e-08
-1.612500000e+00, 1.483840000e-08
-1.587500000e+00, 1.453600000e-08
-1.562500000e+00, 1.489770000e-08
-1.537500000e+00, 1.612830000e-08
-1.512500000e+00, 1.654690000e-08
-1.487500000e+00, 1.590410000e-08
-1.462500000e+00, 1.446800000e-08
-1.437500000e+00, 1.338630000e-08
-1.412500000e+00, 1.277780000e-08
-1.387500000e+00, 1.185240000e-08
-1.362500000e+00, 1.355630000e-08
-1.337500000e+00, 1.364620000e-08
-1.312500000e+00, 1.353120000e-08
-1.287500000e+00, 1.364970000e-08
-1.262500000e+00, 1.588850000e-08
-1.237500000e+00, 1.445210000e-08
-1.212500000e+00, 1.250650000e-08
-1.187500000e+00, 1.145210000e-08
-1.162500000e+00, 9.138650000e-09
-1.137500000e+00, 7.514990000e-09
-1.112500000e+00, 5.652820000e-09
-1.087500000e+00, 4.606780000e-09
-1.062500000e+00, 4.177440000e-09
-1.037500000e+00, 3.917210000e-09
-1.012500000e+00, 4.220010000e-09
-9.875000000e-01, 3.827430000e-09
-9.625000000e-01, 3.272750000e-09
-9.375000000e-01, 3.555240000e-09
-9.125000000e-01, 4.100670000e-09
-8.875000000e-01, 4.400720000e-09
-8.625000000e-01, 4.248050000e-09
-8.375000000e-01, 5.982850000e-09
-8.125000000e-01, 1.340620000e-08
-7.875000000e-01, 1.998760000e-08
-7.625000000e-01, 1.606310000e-08
-7.375000000e-01, 1.178180000e-08
-7.125000000e-01, 1.279930000e-08
-6.875000000e-01, 1.078940000e-08
-6.625000000e-01, 1.004720000e-08
-6.375000000e-01, 8.736720000e-09
-6.125000000e-01, 7.793620000e-09
-5.875000000e-01, 7.683910000e-09
-5.625000000e-01, 7.400640000e-09
-5.375000000e-01, 1.189920000e-08
-5.125000000e-01, 1.925330000e-06
-4.875000000e-01, 2.164940000e-04
-4.625000000e-01, 4.900570000e-03
-4.375000000e-01, 7.199790000e-03
-4.125000000e-01, 1.406770000e-02
-3.875000000e-01, 1.903980000e-02
-3.625000000e-01, 2.317200000e-02
-3.375000000e-01, 3.033830000e-02
-3.125000000e-01, 3.883430000e-02
-2.875000000e-01, 5.488110000e-02
-2.625000000e-01, 6.924860000e-02
-2.375000000e-01, 8.911740000e-02
-2.125000000e-01, 1.118440000e-01
-1.875000000e-01, 1.275250000e-01
-1.625000000e-01, 1.425520000e-01
-1.375000000e-01, 1.540300000e-01
-1.125000000e-01, 1.670210000e-01
-8.750000000e-02, 1.648760000e-01
-6.250000000e-02, 1.503020000e-01
-3.750000000e-02, 1.322420000e-01
-1.250000000e-02, 1.172460000e-01
 1.250000000e-02, 1.234420000e-01
 3.750000000e-02, 1.473310000e-01
 6.250000000e-02, 1.679800000e-01
 8.750000000e-02, 1.854420000e-01
 1.125000000e-01, 1.780620000e-01
 1.375000000e-01, 1.608580000e-01
 1.625000000e-01, 1.444720000e-01
 1.875000000e-01, 1.316920000e-01
 2.125000000e-01, 1.200510000e-01
 2.375000000e-01, 1.035980000e-01
 2.625000000e-01, 8.653060000e-02
 2.875000000e-01, 6.883990000e-02
 3.125000000e-01, 5.608050000e-02
 3.375000000e-01, 4.888400000e-02
 3.625000000e-01, 4.155000000e-02
 3.875000000e-01, 3.115350000e-02
 4.125000000e-01, 2.040980000e-02
 4.375000000e-01, 1.526780000e-02
 4.625000000e-01, 7.554350000e-03
 4.875000000e-01, 1.475360000e-03
 5.125000000e-01, 9.516790000e-05
 5.375000000e-01, 1.634860000e-06
 5.625000000e-01, 1.268050000e-07
 5.875000000e-01, 1.779580000e-08
 6.125000000e-01, 1.728890000e-08
 6.375000000e-01, 1.755230000e-08
 6.625000000e-01, 1.674090000e-08
 6.875000000e-01, 1.764950000e-08
 7.125000000e-01, 1.615780000e-08
 7.375000000e-01, 1.645210000e-08
 7.625000000e-01, 1.448540000e-08
 7.875000000e-01, 1.536300000e-08
 8.125000000e-01, 1.384150000e-08
 8.375000000e-01, 1.324500000e-08
 8.625000000e-01, 8.051840000e-09
 8.875000000e-01, 8.100090000e-09
 9.125000000e-01, 8.911700000e-09
 9.375000000e-01, 8.664140000e-09
 9.625000000e-01, 8.799550000e-09
 9.875000000e-01, 1.050460000e-08
 1.012500000e+00, 1.273820000e-08
 1.037500000e+00, 1.346920000e-08
 1.062500000e+00, 1.800380000e-08
 1.087500000e+00, 2.132810000e-08
 1.112500000e+00, 2.537330000e-08
 1.137500000e+00, 3.495900000e-08
 1.162500000e+00, 4.026300000e-08
 1.187500000e+00, 3.356040000e-08
 1.212500000e+00, 3.787380000e-08
 1.237500000e+00, 3.340150000e-08
 1.262500000e+00, 3.621780000e-08
 1.287500000e+00, 3.164510000e-08
 1.312500000e+00, 2.990480000e-08
 1.337500000e+00, 2.788520000e-08
 1.362500000e+00, 2.765500000e-08
 1.387500000e+00, 2.663300000e-08
 1.412500000e+00, 2.553490000e-08
 1.437500000e+00, 2.575580000e-08
 1.462500000e+00, 2.746410000e-08
 1.487500000e+00, 2.894950000e-08
 1.512500000e+00, 3.379400000e-08
 1.537500000e+00, 3.345900000e-08
 1.562500000e+00, 2.537500000e-08
 1.587500000e+00, 1.976700000e-08
 1.612500000e+00, 2.191150000e-08
 1.637500000e+00, 2.558020000e-08
 1.662500000e+00, 2.916650000e-08
 1.687500000e+00, 2.514880000e-08
 1.712500000e+00, 1.749080000e-08
 1.737500000e+00, 1.477950000e-08
 1.762500000e+00, 1.416410000e-08
 1.787500000e+00, 1.310970000e-08
 1.812500000e+00, 1.339430000e-08
 1.837500000e+00, 1.321090000e-08
 1.862500000e+00, 1.375770000e-08
 1.887500000e+00, 1.550710000e-08
 1.912500000e+00, 1.561510000e-08
 1.937500000e+00, 1.532090000e-08
 1.962500000e+00, 1.593530000e-08
 1.987500000e+00, 1.817760000e-08
 2.012500000e+00, 2.121800000e-08
 2.037500000e+00, 2.121870000e-08
 2.062500000e+00, 2.197970000e-08
 2.087500000e+00, 2.256210000e-08
 2.112500000e+00, 2.027900000e-08
 2.137500000e+00, 1.850010000e-08
 2.162500000e+00, 1.651060000e-08
 2.187500000e+00, 1.681880000e-08
 2.212500000e+00, 1.816560000e-08
 2.237500000e+00, 1.937450000e-08
 2.262500000e+00, 2.046820000e-08
 2.287500000e+00, 2.427240000e-08
 2.312500000e+00, 2.562430000e-08
 2.337500000e+00, 2.424430000e-08
 2.362500000e+00, 2.473860000e-08
 2.387500000e+00, 2.403640000e-08
 2.412500000e+00, 2.499390000e-08
 2.437500000e+00, 2.708090000e-08
 2.462500000e+00, 2.612040000e-08
 2.487500000e+00, 2.057560000e-08
 2.512500000e+00, 2.013500000e-08
 2.537500000e+00, 2.536520000e-08
 2.562500000e+00, 2.716070000e-08
 2.587500000e+00, 2.629660000e-08
 2.612500000e+00, 2.078870000e-08
 2.637500000e+00, 1.797320000e-08
 2.662500000e+00, 1.594510000e-08
 2.687500000e+00, 1.602860000e-08
 2.712500000e+00, 1.833940000e-08
 2.737500000e+00, 1.927200000e-08
 2.762500000e+00, 2.141820000e-08
 2.787500000e+00, 1.693190000e-08
 2.812500000e+00, 2.270100000e-08
 2.837500000e+00, 1.989630000e-08
 2.862500000e+00, 1.871900000e-08
 2.887500000e+00, 2.087290000e-08
 2.912500000e+00, 2.326910000e-08
 2.937500000e+00, 2.531660000e-08
 2.962500000e+00, 3.195660000e-08
 2.987500000e+00, 4.645900000e-08
 3.012500000e+00, 5.415320000e-08
 3.037500000e+00, 5.737750000e-08
 3.062500000e+00, 5.081740000e-08
 3.087500000e+00, 3.667160000e-08
