x (m),Y_He (-)
 8.750000000e-02, 4.388370000e-01
 1.125000000e-01, 3.456760000e-01
 1.375000000e-01, 2.536010000e-01
 1.625000000e-01, 1.832960000e-01
 1.875000000e-01, 1.363810000e-01
 2.125000000e-01, 1.040690000e-01
 2.375000000e-01, 7.583130000e-02
 2.625000000e-01, 5.490340000e-02
 2.875000000e-01, 3.794500000e-02
 3.125000000e-01, 2.386030000e-02
 3.375000000e-01, 1.226980000e-02
 3.625000000e-01, 6.509380000e-03
 3.875000000e-01, 3.354600000e-03
 4.125000000e-01, 5.617550000e-04
 4.375000000e-01, 3.500170000e-04
 4.625000000e-01, 5.954270000e-05
 4.875000000e-01, 5.094670000e-05
 5.125000000e-01, 8.906790000e-06
 5.375000000e-01, 2.041400000e-07
 5.625000000e-01, 3.849850000e-08
 5.875000000e-01, 3.396250000e-08
 6.125000000e-01, 3.499950000e-08
 6.375000000e-01, 3.644540000e-08
 6.625000000e-01, 3.827770000e-08
 6.875000000e-01, 3.933250000e-08
 7.125000000e-01, 4.134280000e-08
 7.375000000e-01, 4.219030000e-08
 7.625000000e-01, 4.356630000e-08
 7.875000000e-01, 4.546040000e-08
 8.125000000e-01, 4.759170000e-08
 8.375000000e-01, 4.864590000e-08
 8.625000000e-01, 5.265390000e-08
 8.875000000e-01, 5.593400000e-08
 9.125000000e-01, 5.755020000e-08
 9.375000000e-01, 5.960770000e-08
 9.625000000e-01, 6.178660000e-08
 9.875000000e-01, 6.397200000e-08
 1.012500000e+00, 6.601280000e-08
 1.037500000e+00, 7.037040000e-08
 1.062500000e+00, 7.079890000e-08
 1.087500000e+00, 7.164940000e-08
 1.112500000e+00, 6.951950000e-08
 1.137500000e+00, 6.929220000e-08
 1.162500000e+00, 6.803750000e-08
 1.187500000e+00, 6.761220000e-08
 1.212500000e+00, 6.549740000e-08
 1.237500000e+00, 6.317790000e-08
 1.262500000e+00, 6.112930000e-08
 1.287500000e+00, 5.986000000e-08
 1.312500000e+00, 6.024480000e-08
 1.337500000e+00, 5.989790000e-08
 1.362500000e+00, 6.156980000e-08
 1.387500000e+00, 6.276680000e-08
 1.412500000e+00, 6.458610000e-08
 1.437500000e+00, 6.443390000e-08
 1.462500000e+00, 6.393220000e-08
 1.487500000e+00, 6.343030000e-08
 1.512500000e+00, 6.428910000e-08
 1.537500000e+00, 6.387120000e-08
 1.562500000e+00, 6.337550000e-08
 1.587500000e+00, 6.460930000e-08
 1.612500000e+00, 6.586910000e-08
 1.637500000e+00, 5.861520000e-08
 1.662500000e+00, 5.458130000e-08
 1.687500000e+00, 5.346090000e-08
 1.712500000e+00, 5.369830000e-08
 1.737500000e+00, 5.021460000e-08
 1.762500000e+00, 5.124010000e-08
 1.787500000e+00, 5.338560000e-08
 1.812500000e+00, 5.520790000e-08
 1.837500000e+00, 5.677480000e-08
 1.862500000e+00, 5.813770000e-08
 1.887500000e+00, 5.844910000e-08
 1.912500000e+00, 5.833970000e-08
 1.937500000e+00, 5.981240000e-08
 1.962500000e+00, 5.965540000e-08
 1.987500000e+00, 6.257960000e-08
 2.012500000e+00, 6.286360000e-08
 2.037500000e+00, 6.234050000e-08
 2.062500000e+00, 6.230660000e-08
 2.087500000e+00, 6.185440000e-08
 2.112500000e+00, 6.169710000e-08
 2.137500000e+00, 6.108230000e-08
 2.162500000e+00, 6.036490000e-08
 2.187500000e+00, 6.003230000e-08
 2.212500000e+00, 6.015540000e-08
 2.237500000e+00, 5.985710000e-08
 2.262500000e+00, 5.930540000e-08
 2.287500000e+00, 5.896760000e-08
 2.312500000e+00, 5.876450000e-08
 2.337500000e+00, 5.793210000e-08
 2.362500000e+00, 5.484830000e-08
 2.387500000e+00, 5.429970000e-08
 2.412500000e+00, 5.442910000e-08
 2.437500000e+00, 5.462540000e-08
 2.462500000e+00, 5.464380000e-08
 2.487500000e+00, 5.444300000e-08
 2.512500000e+00, 5.164210000e-08
 2.537500000e+00, 5.358490000e-08
 2.562500000e+00, 5.012440000e-08
 2.587500000e+00, 4.948790000e-08
 2.612500000e+00, 4.675310000e-08
 2.637500000e+00, 4.889250000e-08
 2.662500000e+00, 4.918110000e-08
 2.687500000e+00, 4.721370000e-08
 2.712500000e+00, 4.688730000e-08
 2.737500000e+00, 4.483760000e-08
 2.762500000e+00, 4.599580000e-08
 2.787500000e+00, 4.392020000e-08
 2.812500000e+00, 4.702390000e-08
 2.837500000e+00, 4.409410000e-08
 2.862500000e+00, 4.997750000e-08
 2.887500000e+00, 5.409370000e-08
 2.912500000e+00, 5.727400000e-08
 2.937500000e+00, 6.223810000e-08
 2.962500000e+00, 6.712340000e-08
 2.987500000e+00, 7.364830000e-08
 3.012500000e+00, 8.270890000e-08
 3.037500000e+00, 8.232060000e-08
 3.062500000e+00, 8.832540000e-08
 3.087500000e+00, 8.532980000e-08
