,r(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
60,-14.08,564.76,370.8234,0.5632,0.5749,0.0259,0.9765,105.9206,-0.0678
61,-14.05,565.01,371.0526,0.5634,0.5762,0.0256,0.9794,106.1275,-0.0681
62,-14.02,565.18,371.3354,0.5636,0.5777,0.0254,0.9822,106.3532,-0.0683
63,-13.98,565.35,371.6181,0.5637,0.5792,0.0252,0.9851,106.5724,-0.0686
64,-13.95,565.52,371.9005,0.5639,0.5808,0.025,0.988,106.7849,-0.0688
65,-13.92,565.69,372.1828,0.564,0.5823,0.0247,0.9909,107.0021,-0.069
66,-13.89,565.86,372.4513,0.5641,0.5838,0.0245,0.9938,107.2183,-0.0693
67,-13.86,566.03,372.7331,0.5643,0.5853,0.0243,0.9967,107.4336,-0.0695
68,-13.82,566.2,373.0147,0.5644,0.5868,0.0241,0.9996,107.6478,-0.0697
69,-13.79,566.37,373.2961,0.5645,0.5883,0.0238,1.0025,107.8441,-0.07
70,-13.76,566.54,373.5773,0.5647,0.5898,0.0236,1.0054,108.0507,-0.0702
71,-13.73,566.71,373.8583,0.5648,0.5913,0.0234,1.0082,108.313,-0.0705
72,-13.7,566.88,374.1256,0.565,0.5928,0.0232,1.0111,108.5176,-0.0707
73,-13.66,567.05,374.4062,0.5651,0.5943,0.023,1.014,108.7213,-0.0709
74,-13.63,567.22,374.6865,0.5652,0.5958,0.0227,1.0169,108.924,-0.0712
75,-13.6,567.39,374.9667,0.5654,0.5972,0.0225,1.0198,109.1257,-0.0714
76,-13.57,567.56,375.2466,0.5655,0.5987,0.0223,1.0227,109.3264,-0.0716
77,-13.54,567.73,375.5263,0.5657,0.6002,0.0221,1.0256,109.5261,-0.0719
78,-13.5,567.9,375.7925,0.5658,0.6017,0.0218,1.0285,109.7248,-0.0721
79,-13.47,568.07,376.0718,0.5659,0.6031,0.0216,1.0314,109.9226,-0.0723
80,-13.44,568.24,376.3509,0.5661,0.6046,0.0214,1.0343,110.1194,-0.0726
81,-13.41,568.41,376.6298,0.5662,0.6061,0.0212,1.0372,110.3151,-0.0728
82,-13.38,568.58,376.9085,0.5663,0.6075,0.021,1.04,110.5668,-0.0731
83,-13.34,568.75,377.187,0.5665,0.609,0.0207,1.0429,110.7606,-0.0733
84,-13.31,568.92,377.452,0.5666,0.6104,0.0205,1.0458,110.9535,-0.0735
85,-13.28,569.09,377.7301,0.5668,0.6118,0.0203,1.0487,111.1453,-0.0738
86,-13.25,569.26,378.0079,0.5669,0.6133,0.0201,1.0516,111.3362,-0.074
87,-13.22,569.43,378.2856,0.567,0.6147,0.0198,1.0545,111.5361,-0.0742
88,-13.18,569.6,378.5631,0.5672,0.6162,0.0196,1.0574,111.725,-0.0745
89,-13.15,569.77,378.8403,0.5673,0.6176,0.0194,1.0603,111.9129,-0.0747
90,-13.12,569.94,379.1042,0.5674,0.619,0.0192,1.0632,112.0998,-0.075
91,-13.09,570.11,379.3811,0.5676,0.6205,0.019,1.0661,112.2857,-0.0752
92,-13.06,570.28,379.6577,0.5677,0.6219,0.0187,1.069,112.4707,-0.0754
93,-13.02,570.36,379.9079,0.5678,0.6233,0.0186,1.0716,112.6922,-0.0756
94,-12.99,570.35,380.1184,0.5679,0.6248,0.0185,1.074,112.8941,-0.0758
95,-12.96,570.35,380.342,0.5679,0.6263,0.0183,1.0764,113.0953,-0.0761
96,-12.93,570.34,380.5654,0.568,0.6278,0.0182,1.0787,113.3542,-0.0763
97,-12.9,570.34,380.7755,0.5681,0.6293,0.0181,1.0811,113.5554,-0.0765
98,-12.86,570.33,380.9987,0.5681,0.6308,0.018,1.0835,113.7574,-0.0767
99,-12.83,570.33,381.2217,0.5682,0.6322,0.0179,1.0859,113.9487,-0.0769
100,-12.8,570.32,381.4315,0.5683,0.6337,0.0178,1.0883,114.1607,-0.0771
101,-12.77,570.31,381.6543,0.5683,0.6352,0.0177,1.0906,114.4199,-0.0773
102,-12.74,570.31,381.8639,0.5684,0.6367,0.0176,1.093,114.6212,-0.0775
103,-12.7,570.3,382.0864,0.5685,0.6381,0.0175,1.0954,114.8234,-0.0777
104,-12.67,570.3,382.3088,0.5685,0.6396,0.0173,1.0978,115.0247,-0.0779
105,-12.64,570.29,382.518,0.5686,0.641,0.0172,1.1002,115.2269,-0.0781
106,-12.61,570.29,382.7401,0.5686,0.6425,0.0171,1.1025,115.4753,-0.0783
107,-12.58,570.28,382.9621,0.5687,0.6439,0.017,1.1049,115.6876,-0.0785
108,-12.54,570.27,383.171,0.5688,0.6454,0.0169,1.1073,115.89,-0.0787
109,-12.51,570.27,383.3927,0.5688,0.6468,0.0168,1.1097,116.0914,-0.0789
110,-12.48,570.26,383.6014,0.5689,0.6483,0.0167,1.1121,116.2939,-0.0791
111,-12.45,570.26,383.8229,0.569,0.6497,0.0166,1.1145,116.4852,-0.0793
112,-12.42,570.25,384.0443,0.569,0.6512,0.0165,1.1168,116.7548,-0.0795
113,-12.38,570.25,384.2525,0.5691,0.6526,0.0163,1.1192,116.9462,-0.0797
114,-12.35,570.24,384.4737,0.5692,0.654,0.0162,1.1216,117.1588,-0.0799
115,-12.32,570.24,384.6947,0.5692,0.6554,0.0161,1.124,117.3502,-0.0802
116,-12.29,570.23,384.9026,0.5693,0.6569,0.016,1.1264,117.5629,-0.0804
117,-12.26,570.22,385.1234,0.5694,0.6583,0.0159,1.1287,117.8227,-0.0806
118,-12.22,570.22,385.331,0.5694,0.6597,0.0158,1.1311,118.0142,-0.0808
119,-12.19,570.21,385.5516,0.5695,0.6611,0.0157,1.1335,118.227,-0.081
120,-12.16,570.21,385.772,0.5696,0.6625,0.0156,1.1359,118.4185,-0.0812
121,-12.13,570.2,385.9793,0.5696,0.6639,0.0155,1.1383,118.6313,-0.0814
122,-12.1,570.2,386.1994,0.5697,0.6653,0.0153,1.1407,118.8229,-0.0816
123,-12.06,570.19,386.4195,0.5697,0.6667,0.0152,1.143,119.0928,-0.0818
124,-12.03,570.17,386.6135,0.5698,0.6681,0.0151,1.1453,119.2943,-0.082
125,-12.0,569.97,386.7299,0.5698,0.6695,0.0151,1.1469,119.4914,-0.0823
126,-11.97,569.77,386.8333,0.5698,0.6709,0.015,1.1485,119.6792,-0.0826
127,-11.94,569.57,386.9367,0.5698,0.6723,0.015,1.1501,119.8775,-0.0828
128,-11.9,569.37,387.04,0.5699,0.6737,0.0149,1.1516,120.1235,-0.0831
129,-11.87,569.18,387.1434,0.5699,0.6751,0.0149,1.1532,120.3116,-0.0834
130,-11.84,568.98,387.2467,0.5699,0.6765,0.0148,1.1548,120.5019,-0.0837
131,-11.81,568.78,387.35,0.5699,0.6779,0.0148,1.1564,120.6928,-0.0839
132,-11.78,568.58,387.4532,0.5699,0.6793,0.0147,1.1579,120.9512,-0.0842
133,-11.74,568.38,387.5693,0.5699,0.6807,0.0147,1.1595,121.1434,-0.0845
134,-11.71,568.18,387.6725,0.5699,0.6821,0.0146,1.1611,121.3462,-0.0848
135,-11.68,567.99,387.7757,0.5699,0.6834,0.0146,1.1627,121.528,-0.0851
136,-11.65,567.79,387.8788,0.57,0.6848,0.0145,1.1642,121.7789,-0.0853
137,-11.62,567.59,387.982,0.57,0.6862,0.0145,1.1658,121.9836,-0.0856
138,-11.58,567.39,388.085,0.57,0.6876,0.0144,1.1674,122.1789,-0.0859
139,-11.55,567.19,388.1881,0.57,0.6889,0.0144,1.169,122.3849,-0.0862
140,-11.52,567.0,388.304,0.57,0.6903,0.0143,1.1705,122.6265,-0.0864
141,-11.49,566.8,388.407,0.57,0.6917,0.0143,1.1721,122.8337,-0.0867
142,-11.46,566.6,388.51,0.57,0.693,0.0142,1.1737,123.0316,-0.087
143,-11.42,566.4,388.6129,0.57,0.6944,0.0142,1.1752,123.2867,-0.0873
144,-11.39,566.2,388.7158,0.5701,0.6957,0.0141,1.1768,123.4958,-0.0876
145,-11.36,566.01,388.8187,0.5701,0.6971,0.0141,1.1784,123.6838,-0.0878
146,-11.33,565.81,388.9216,0.5701,0.6984,0.014,1.18,123.8942,-0.0881
147,-11.3,565.61,389.0373,0.5701,0.6998,0.014,1.1815,124.1518,-0.0884
148,-11.26,565.41,389.1401,0.5701,0.7011,0.0139,1.1831,124.3634,-0.0887
149,-11.23,565.21,389.2429,0.5701,0.7025,0.0139,1.1847,124.5657,-0.0889
150,-11.2,565.01,389.3456,0.5701,0.7038,0.0138,1.1863,124.7686,-0.0892
151,-11.17,564.82,389.4483,0.5701,0.7051,0.0138,1.1878,125.0268,-0.0895
152,-11.14,564.62,389.551,0.5701,0.7065,0.0137,1.1894,125.231,-0.0898
153,-11.1,564.42,389.6537,0.5702,0.7078,0.0137,1.191,125.4458,-0.0901
154,-11.07,564.22,389.7692,0.5702,0.7091,0.0136,1.1926,125.6512,-0.0903
155,-11.04,564.02,389.8718,0.5702,0.7105,0.0136,1.1941,125.9137,-0.0906
156,-11.01,563.8,389.9359,0.5701,0.7115,0.0135,1.1953,126.0499,-0.0909
157,-10.98,563.57,390.0,0.5701,0.7125,0.0134,1.1964,126.0949,-0.0913
158,-10.94,563.34,390.0513,0.57,0.7134,0.0134,1.1974,126.1967,-0.0916
159,-10.91,563.1,390.1154,0.5699,0.7143,0.0133,1.1984,126.321,-0.0919
160,-10.88,562.87,390.1666,0.5698,0.7153,0.0132,1.1995,126.3674,-0.0922
161,-10.85,562.64,390.2307,0.5698,0.7162,0.0132,1.2005,126.4707,-0.0926
162,-10.82,562.41,390.2819,0.5697,0.7171,0.0131,1.2015,126.5844,-0.0929
163,-10.78,562.18,390.3332,0.5696,0.7181,0.0131,1.2026,126.6323,-0.0932
164,-10.75,561.94,390.3972,0.5695,0.719,0.013,1.2036,126.749,-0.0935
165,-10.72,561.71,390.4485,0.5694,0.72,0.0129,1.2046,126.8641,-0.0939
166,-10.69,561.48,390.5125,0.5694,0.7209,0.0129,1.2057,126.9136,-0.0942
167,-10.66,561.25,390.5637,0.5693,0.7218,0.0128,1.2067,127.0196,-0.0945
168,-10.62,561.01,390.6277,0.5692,0.7227,0.0127,1.2077,127.1482,-0.0949
169,-10.59,560.78,390.6789,0.5691,0.7237,0.0127,1.2087,127.2552,-0.0952
170,-10.56,560.55,390.7429,0.5691,0.7246,0.0126,1.2098,127.3066,-0.0955
171,-10.53,560.32,390.7941,0.569,0.7255,0.0125,1.2108,127.4245,-0.0958
172,-10.5,560.08,390.858,0.5689,0.7264,0.0125,1.2118,127.5451,-0.0962
173,-10.46,559.85,390.9092,0.5688,0.7274,0.0124,1.2129,127.5979,-0.0965
174,-10.43,559.62,390.9604,0.5687,0.7283,0.0123,1.2139,127.7173,-0.0968
175,-10.4,559.39,391.0243,0.5687,0.7292,0.0123,1.2149,127.8271,-0.0971
176,-10.37,559.15,391.0754,0.5686,0.7301,0.0122,1.216,127.8936,-0.0975
177,-10.34,558.92,391.1394,0.5685,0.731,0.0122,1.217,128.0144,-0.0978
178,-10.3,558.69,391.1905,0.5684,0.732,0.0121,1.218,128.1256,-0.0981
179,-10.27,558.46,391.2544,0.5683,0.7329,0.012,1.2191,128.1814,-0.0985
180,-10.24,558.22,391.3055,0.5683,0.7338,0.012,1.2201,128.3158,-0.0988
181,-10.21,557.99,391.3694,0.5682,0.7347,0.0119,1.2211,128.4284,-0.0991
182,-10.18,557.76,391.4205,0.5681,0.7356,0.0118,1.2222,128.4857,-0.0994
183,-10.14,557.53,391.4844,0.568,0.7365,0.0118,1.2232,128.6093,-0.0998
184,-10.11,557.29,391.5354,0.568,0.7374,0.0117,1.2242,128.7356,-0.1001
185,-10.08,557.06,391.5993,0.5679,0.7383,0.0116,1.2253,128.7944,-0.1004
186,-10.05,556.83,391.6504,0.5678,0.7392,0.0116,1.2263,128.9194,-0.1008
187,-10.02,556.63,391.7269,0.5677,0.7401,0.0115,1.2273,129.058,-0.101
188,-9.98,556.53,391.8673,0.5674,0.7409,0.0114,1.2284,129.1685,-0.1013
189,-9.95,556.43,391.9949,0.5672,0.7416,0.0113,1.2295,129.2693,-0.1015
190,-9.92,556.33,392.1352,0.5669,0.7424,0.0112,1.2305,129.4359,-0.1017
191,-9.89,556.23,392.2754,0.5667,0.7431,0.0111,1.2316,129.5471,-0.1019
192,-9.86,556.13,392.4029,0.5664,0.7439,0.011,1.2326,129.7142,-0.1021
193,-9.82,556.02,392.543,0.5662,0.7446,0.0109,1.2337,129.8381,-0.1023
194,-9.79,555.92,392.6703,0.5659,0.7454,0.0108,1.2348,129.94,-0.1025
195,-9.76,555.82,392.8104,0.5657,0.7461,0.0107,1.2358,130.1076,-0.1027
196,-9.73,555.72,392.9504,0.5654,0.7469,0.0107,1.2369,130.2199,-0.1029
197,-9.7,555.62,393.0776,0.5652,0.7476,0.0106,1.238,130.3324,-0.1031
198,-9.66,555.52,393.2175,0.5649,0.7484,0.0105,1.239,130.4907,-0.1033
199,-9.63,555.41,393.3446,0.5647,0.7491,0.0104,1.2401,130.6161,-0.1035
200,-9.6,555.31,393.4844,0.5644,0.7499,0.0103,1.2412,130.7292,-0.1038
201,-9.57,555.21,393.6242,0.5641,0.7506,0.0102,1.2422,130.8981,-0.104
202,-9.54,555.11,393.7512,0.5639,0.7513,0.0101,1.2433,131.0117,-0.1042
203,-9.5,555.01,393.8908,0.5636,0.7521,0.01,1.2444,131.1156,-0.1044
204,-9.47,554.9,394.0178,0.5634,0.7528,0.0099,1.2454,131.2975,-0.1046
205,-9.44,554.8,394.1573,0.5631,0.7536,0.0098,1.2465,131.4118,-0.1048
206,-9.41,554.7,394.2968,0.5629,0.7543,0.0097,1.2476,131.5263,-0.105
207,-9.38,554.6,394.4236,0.5626,0.7551,0.0096,1.2486,131.6864,-0.1052
208,-9.34,554.5,394.563,0.5624,0.7558,0.0095,1.2497,131.8013,-0.1054
209,-9.31,554.4,394.6898,0.5621,0.7565,0.0094,1.2508,131.9165,-0.1056
210,-9.28,554.29,394.8291,0.5619,0.7573,0.0093,1.2518,132.0998,-0.1058
211,-9.25,554.19,394.9684,0.5616,0.758,0.0092,1.2529,132.2153,-0.106
212,-9.22,554.09,395.0949,0.5613,0.7587,0.0092,1.2539,132.3765,-0.1063
213,-9.18,553.99,395.2341,0.5611,0.7595,0.0091,1.255,132.4926,-0.1065
214,-9.15,553.89,395.3606,0.5608,0.7602,0.009,1.2561,132.6088,-0.1067
215,-9.12,553.79,395.4997,0.5606,0.7609,0.0089,1.2571,132.7806,-0.1069
216,-9.09,553.68,395.6387,0.5603,0.7617,0.0088,1.2582,132.9098,-0.1071
217,-9.06,553.58,395.7651,0.5601,0.7624,0.0087,1.2593,133.0167,-0.1073
218,-9.02,553.48,395.904,0.5598,0.7631,0.0086,1.2603,133.1892,-0.1075
219,-8.99,553.54,396.106,0.5595,0.7643,0.0085,1.2616,133.4839,-0.1077
220,-8.96,553.63,396.3332,0.5591,0.7656,0.0083,1.2629,133.8207,-0.1079
221,-8.93,553.72,396.5476,0.5588,0.7669,0.0082,1.2642,134.1472,-0.108
222,-8.9,553.81,396.7745,0.5584,0.7681,0.0081,1.2655,134.4834,-0.1082
223,-8.86,553.9,396.9887,0.5581,0.7694,0.0079,1.2669,134.7541,-0.1084
224,-8.83,553.99,397.2153,0.5577,0.7706,0.0078,1.2682,135.0899,-0.1086
225,-8.8,554.08,397.4292,0.5574,0.7718,0.0077,1.2695,135.4154,-0.1088
226,-8.77,554.17,397.6431,0.557,0.7731,0.0076,1.2708,135.7408,-0.109
227,-8.74,554.25,397.8693,0.5566,0.7743,0.0074,1.2721,136.0886,-0.1091
228,-8.7,554.34,398.0829,0.5563,0.7756,0.0073,1.2734,136.4134,-0.1093
229,-8.67,554.43,398.3089,0.5559,0.7768,0.0072,1.2747,136.7481,-0.1095
230,-8.64,554.52,398.5223,0.5556,0.7781,0.007,1.276,137.0725,-0.1097
231,-8.61,554.61,398.7355,0.5552,0.7793,0.0069,1.2773,137.3966,-0.1098
232,-8.58,554.7,398.9612,0.5549,0.7805,0.0068,1.2786,137.7306,-0.11
233,-8.54,554.79,399.1741,0.5545,0.7818,0.0067,1.2799,138.0543,-0.1102
234,-8.51,554.88,399.3995,0.5542,0.783,0.0065,1.2813,138.3323,-0.1104
235,-8.48,554.96,399.6123,0.5538,0.7842,0.0064,1.2826,138.6683,-0.1106
236,-8.45,555.05,399.825,0.5534,0.7854,0.0063,1.2839,138.9913,-0.1107
237,-8.42,555.14,400.05,0.5531,0.7867,0.0061,1.2852,139.3241,-0.1109
238,-8.38,555.23,400.2624,0.5527,0.7879,0.006,1.2865,139.6466,-0.1111
239,-8.35,555.32,400.4872,0.5524,0.7891,0.0059,1.2878,139.9789,-0.1113
240,-8.32,555.41,400.6994,0.552,0.7903,0.0057,1.2891,140.301,-0.1115
241,-8.29,555.5,400.9239,0.5517,0.7915,0.0056,1.2904,140.6328,-0.1116
242,-8.26,555.59,401.1359,0.5513,0.7927,0.0055,1.2917,140.9544,-0.1118
243,-8.22,555.67,401.3477,0.551,0.794,0.0054,1.293,141.2887,-0.112
244,-8.19,555.76,401.5719,0.5506,0.7952,0.0052,1.2943,141.6198,-0.1122
245,-8.16,555.85,401.7835,0.5502,0.7964,0.0051,1.2957,141.8852,-0.1124
246,-8.13,555.94,402.0075,0.5499,0.7976,0.005,1.297,142.2158,-0.1125
247,-8.1,556.03,402.2188,0.5495,0.7988,0.0048,1.2983,142.5363,-0.1127
248,-8.06,556.12,402.4301,0.5492,0.8,0.0047,1.2996,142.8664,-0.1129
249,-8.03,556.21,402.6537,0.5488,0.8012,0.0046,1.3009,143.1864,-0.1131
250,-8.0,556.45,402.9268,0.5485,0.8031,0.0044,1.3026,143.7882,-0.1134
251,-7.97,556.88,403.2741,0.5482,0.8056,0.0042,1.3049,144.5873,-0.114
252,-7.94,557.3,403.6211,0.5479,0.8082,0.004,1.3071,145.4532,-0.1145
253,-7.9,557.73,403.9554,0.5476,0.8108,0.0037,1.3093,146.3141,-0.115
254,-7.87,558.15,404.3019,0.5473,0.8134,0.0035,1.3116,147.1205,-0.1156
255,-7.84,558.57,404.648,0.547,0.8159,0.0033,1.3138,147.9907,-0.1161
256,-7.81,559.0,404.9938,0.5467,0.8185,0.003,1.316,148.836,-0.1166
257,-7.78,559.42,405.327,0.5464,0.821,0.0028,1.3183,149.6366,-0.1172
258,-7.74,559.85,405.6723,0.5462,0.8235,0.0026,1.3205,150.4881,-0.1177
259,-7.71,560.27,406.0172,0.5459,0.8261,0.0023,1.3228,151.2848,-0.1183
260,-7.68,560.7,406.3496,0.5456,0.8286,0.0021,1.325,152.1325,-0.1188
261,-7.65,561.12,406.694,0.5453,0.8311,0.0019,1.3272,152.9815,-0.1193
262,-7.62,561.54,407.0381,0.545,0.8336,0.0017,1.3295,153.7726,-0.1199
263,-7.58,561.97,407.3819,0.5447,0.8361,0.0014,1.3317,154.6146,-0.1204
264,-7.55,562.39,407.7131,0.5444,0.8386,0.0012,1.3339,155.458,-0.121
265,-7.52,562.82,408.0564,0.5441,0.8411,0.001,1.3362,156.2299,-0.1215
266,-7.49,563.24,408.3993,0.5438,0.8435,0.0007,1.3384,157.0796,-0.122
267,-7.46,563.67,408.742,0.5435,0.846,0.0005,1.3406,157.904,-0.1226
268,-7.42,564.09,409.0721,0.5432,0.8485,0.0003,1.3429,158.6935,-0.1231
269,-7.39,564.51,409.4142,0.5429,0.8509,0.0001,1.3451,159.5276,-0.1236
270,-7.36,564.94,409.756,0.5426,0.8534,-0.0002,1.3474,160.2898,-0.1242
271,-7.33,565.36,410.0975,0.5423,0.8558,-0.0004,1.3496,161.1301,-0.1247
272,-7.3,565.79,410.4266,0.5421,0.8582,-0.0006,1.3518,161.9451,-0.1252
273,-7.26,566.21,410.7676,0.5418,0.8607,-0.0009,1.3541,162.715,-0.1258
274,-7.23,566.64,411.1083,0.5415,0.8631,-0.0011,1.3563,163.5362,-0.1263
275,-7.2,567.06,411.4487,0.5412,0.8655,-0.0013,1.3585,164.359,-0.1268
276,-7.17,567.48,411.7766,0.5409,0.8679,-0.0015,1.3608,165.1332,-0.1274
277,-7.14,567.91,412.1165,0.5406,0.8703,-0.0018,1.363,165.9387,-0.1279
278,-7.1,568.33,412.4561,0.5403,0.8727,-0.002,1.3652,166.7559,-0.1285
279,-7.07,568.76,412.7953,0.54,0.8751,-0.0022,1.3675,167.5107,-0.129
280,-7.04,569.18,413.1223,0.5397,0.8774,-0.0025,1.3697,168.3242,-0.1295
281,-7.01,569.64,413.4731,0.5394,0.8799,-0.0027,1.372,169.1939,-0.1301
282,-6.98,570.63,414.0048,0.5392,0.8842,-0.003,1.3758,170.9772,-0.1313
283,-6.94,571.61,414.5359,0.5389,0.8885,-0.0033,1.3796,172.7668,-0.1325
284,-6.91,572.6,415.0663,0.5386,0.8928,-0.0036,1.3834,174.5352,-0.1336
285,-6.88,573.58,415.596,0.5384,0.897,-0.004,1.3872,176.3098,-0.1348
286,-6.85,574.57,416.125,0.5381,0.9012,-0.0043,1.391,178.0631,-0.136
287,-6.82,575.56,416.6533,0.5379,0.9054,-0.0046,1.3948,179.8089,-0.1372
288,-6.78,576.54,417.181,0.5376,0.9096,-0.0049,1.3986,181.5612,-0.1384
289,-6.75,577.53,417.708,0.5373,0.9137,-0.0052,1.4024,183.2919,-0.1396
290,-6.72,578.51,418.2344,0.5371,0.9179,-0.0055,1.4062,185.0292,-0.1407
291,-6.69,579.5,418.7601,0.5368,0.922,-0.0058,1.41,186.705,-0.1419
292,-6.66,580.49,419.2851,0.5366,0.9261,-0.0061,1.4138,188.4032,-0.1431
293,-6.62,581.47,419.8095,0.5363,0.9302,-0.0065,1.4176,190.2081,-0.1443
294,-6.59,582.46,420.3332,0.536,0.9342,-0.0068,1.4214,191.8914,-0.1454
295,-6.56,583.45,420.8563,0.5358,0.9383,-0.0071,1.4252,193.5671,-0.1466
296,-6.53,584.43,421.3787,0.5355,0.9423,-0.0074,1.429,195.2495,-0.1478
297,-6.5,585.42,421.9005,0.5352,0.9463,-0.0077,1.4328,196.9102,-0.149
