,r(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
76,-13.57,517.13,408.5584,0.3075,0.3627,0.2095,0.4556,97.9901,-0.0473
77,-13.54,519.05,410.3291,0.3077,0.3665,0.2094,0.46,100.3322,-0.0483
78,-13.5,520.97,412.0922,0.3078,0.3704,0.2092,0.4644,102.6676,-0.0492
79,-13.47,522.89,413.8478,0.3079,0.3742,0.2091,0.4687,104.9762,-0.0501
80,-13.44,524.81,415.596,0.3081,0.3779,0.209,0.4731,107.2734,-0.0511
81,-13.41,526.72,417.3368,0.3082,0.3817,0.2088,0.4774,109.5633,-0.052
82,-13.38,528.64,419.0704,0.3083,0.3854,0.2087,0.4818,111.8218,-0.0529
83,-13.34,530.56,420.7969,0.3085,0.389,0.2086,0.4861,114.0736,-0.0538
84,-13.31,532.48,422.5163,0.3086,0.3926,0.2084,0.4905,116.3039,-0.0548
85,-13.28,534.39,424.2287,0.3087,0.3962,0.2083,0.4948,118.5271,-0.0557
86,-13.25,536.31,425.9343,0.3089,0.3998,0.2082,0.4992,120.7187,-0.0566
87,-13.22,538.23,427.6447,0.309,0.4033,0.208,0.5036,122.9035,-0.0576
88,-13.18,540.15,429.3367,0.3091,0.4068,0.2079,0.5079,125.0616,-0.0585
89,-13.15,542.06,431.022,0.3093,0.4103,0.2078,0.5123,127.2235,-0.0594
90,-13.12,543.98,432.7008,0.3094,0.4137,0.2076,0.5166,129.3482,-0.0604
91,-13.09,545.9,434.3731,0.3095,0.4171,0.2075,0.521,131.4661,-0.0613
92,-13.06,547.82,436.039,0.3097,0.4205,0.2074,0.5254,133.5573,-0.0622
93,-13.02,549.74,437.6985,0.3098,0.4238,0.2072,0.5297,135.6472,-0.0631
94,-12.99,552.06,439.7044,0.3098,0.4275,0.2073,0.5342,138.1461,-0.0638
95,-12.96,554.38,441.7013,0.3098,0.4311,0.2074,0.5386,140.6398,-0.0645
96,-12.93,556.71,443.6891,0.3098,0.4348,0.2076,0.5431,143.1175,-0.0652
97,-12.9,559.04,445.668,0.3097,0.4384,0.2077,0.5475,145.5588,-0.0659
98,-12.86,561.37,447.6382,0.3097,0.4419,0.2078,0.552,147.995,-0.0666
99,-12.83,563.7,449.5998,0.3097,0.4455,0.2079,0.5564,150.3948,-0.0673
100,-12.8,566.02,451.5529,0.3097,0.449,0.208,0.5609,152.795,-0.068
101,-12.77,568.35,453.4975,0.3097,0.4524,0.2081,0.5654,155.1533,-0.0687
102,-12.74,570.68,455.4339,0.3097,0.4559,0.2082,0.5698,157.4965,-0.0694
103,-12.7,573.01,457.362,0.3096,0.4593,0.2084,0.5742,159.829,-0.0701
104,-12.67,575.33,459.282,0.3096,0.4627,0.2085,0.5787,162.1308,-0.0708
105,-12.64,577.66,461.1941,0.3096,0.4661,0.2086,0.5832,164.4218,-0.0715
106,-12.61,579.99,463.1091,0.3096,0.4695,0.2087,0.5876,166.6763,-0.0722
107,-12.58,582.32,465.0054,0.3096,0.4728,0.2088,0.5921,168.9258,-0.0729
108,-12.54,584.65,466.894,0.3096,0.4761,0.2089,0.5965,171.1446,-0.0736
109,-12.51,586.97,468.775,0.3095,0.4794,0.209,0.601,173.3528,-0.0743
110,-12.48,589.3,470.6485,0.3095,0.4826,0.2091,0.6054,175.5301,-0.075
111,-12.45,591.63,472.5146,0.3095,0.4859,0.2092,0.6099,177.6808,-0.0757
112,-12.42,593.96,474.3733,0.3095,0.4891,0.2094,0.6143,179.8266,-0.0764
113,-12.38,596.29,476.2247,0.3095,0.4923,0.2095,0.6188,181.9357,-0.0771
114,-12.35,598.62,478.0481,0.3095,0.4954,0.2096,0.6232,184.034,-0.0778
115,-12.32,601.02,479.5832,0.3095,0.4982,0.2098,0.6272,185.9863,-0.0782
116,-12.29,603.42,481.1133,0.3096,0.501,0.21,0.6312,187.9234,-0.0786
117,-12.26,605.81,482.6489,0.3096,0.5037,0.2101,0.6352,189.8477,-0.079
118,-12.22,608.21,484.1694,0.3097,0.5064,0.2103,0.6392,191.7526,-0.0795
119,-12.19,610.61,485.6954,0.3097,0.5091,0.2105,0.6431,193.6323,-0.0799
120,-12.16,613.01,487.2063,0.3098,0.5118,0.2107,0.6471,195.4928,-0.0803
121,-12.13,615.41,488.7126,0.3099,0.5145,0.2108,0.6511,197.3304,-0.0807
122,-12.1,617.8,490.2244,0.3099,0.5172,0.211,0.6551,199.1592,-0.0812
123,-12.06,620.2,491.7215,0.31,0.5199,0.2112,0.6591,200.9624,-0.0816
124,-12.03,622.6,493.2241,0.31,0.5225,0.2114,0.6631,202.7526,-0.082
125,-12.0,625.0,494.712,0.3101,0.5251,0.2116,0.6671,204.5175,-0.0824
126,-11.97,627.4,496.1955,0.3101,0.5278,0.2117,0.671,206.2632,-0.0829
127,-11.94,629.79,497.6846,0.3102,0.5304,0.2119,0.675,207.9929,-0.0833
128,-11.9,632.19,499.1593,0.3103,0.533,0.2121,0.679,209.7003,-0.0837
129,-11.87,634.59,500.6396,0.3103,0.5356,0.2122,0.683,211.395,-0.0842
130,-11.84,636.99,502.1056,0.3104,0.5381,0.2124,0.687,213.0642,-0.0846
131,-11.81,639.39,503.5673,0.3104,0.5407,0.2126,0.691,214.7143,-0.085
132,-11.78,641.78,505.0347,0.3105,0.5432,0.2128,0.695,216.3586,-0.0854
133,-11.74,644.18,506.4879,0.3105,0.5458,0.213,0.699,217.9604,-0.0859
134,-11.71,646.58,507.9468,0.3106,0.5483,0.2131,0.7029,219.5531,-0.0863
135,-11.68,648.95,509.2936,0.3107,0.5506,0.2133,0.7067,221.0111,-0.0867
136,-11.65,651.19,510.2254,0.3109,0.5519,0.2134,0.7098,221.9488,-0.087
137,-11.62,653.43,511.1653,0.3111,0.5532,0.2135,0.7129,222.8694,-0.0873
138,-11.58,655.68,512.0937,0.3113,0.5545,0.2136,0.7159,223.779,-0.0877
139,-11.55,657.92,513.0302,0.3115,0.5558,0.2137,0.719,224.6821,-0.088
140,-11.52,660.16,513.9553,0.3117,0.5571,0.2138,0.722,225.5615,-0.0883
141,-11.49,662.4,514.8786,0.3119,0.5585,0.214,0.7251,226.4305,-0.0887
142,-11.46,664.65,515.81,0.3121,0.5598,0.2141,0.7282,227.2852,-0.089
143,-11.42,666.89,516.7301,0.3124,0.5611,0.2142,0.7312,228.1234,-0.0893
144,-11.39,669.13,517.6582,0.3126,0.5624,0.2143,0.7343,228.9578,-0.0896
145,-11.36,671.37,518.575,0.3128,0.5637,0.2144,0.7374,229.7786,-0.09
146,-11.33,673.62,519.4998,0.313,0.565,0.2145,0.7404,230.5615,-0.0903
147,-11.3,675.86,520.4133,0.3132,0.5662,0.2146,0.7435,231.3548,-0.0906
148,-11.26,678.1,521.3348,0.3134,0.5675,0.2147,0.7466,232.1344,-0.0909
149,-11.23,680.35,522.2452,0.3136,0.5688,0.2148,0.7496,232.8828,-0.0913
150,-11.2,682.59,523.1635,0.3138,0.5701,0.2149,0.7527,233.635,-0.0916
151,-11.17,684.83,524.0706,0.314,0.5714,0.215,0.7557,234.3666,-0.0919
152,-11.14,687.07,524.9762,0.3142,0.5727,0.2152,0.7588,235.0813,-0.0923
153,-11.1,689.32,525.8897,0.3144,0.5739,0.2153,0.7619,235.7847,-0.0926
154,-11.07,691.56,526.7922,0.3146,0.5752,0.2154,0.7649,236.4719,-0.0929
155,-11.04,693.8,527.7026,0.3148,0.5765,0.2155,0.768,237.1555,-0.0932
156,-11.01,695.97,528.5168,0.3151,0.5775,0.2156,0.7708,237.6802,-0.0935
157,-10.98,697.95,529.1408,0.3153,0.578,0.2156,0.773,237.9095,-0.0936
158,-10.94,699.93,529.7547,0.3156,0.5784,0.2156,0.7751,238.1273,-0.0937
159,-10.91,701.92,530.3772,0.3159,0.5789,0.2156,0.7773,238.3216,-0.0938
160,-10.88,703.9,530.9896,0.3161,0.5794,0.2157,0.7794,238.5251,-0.0939
161,-10.85,705.89,531.6108,0.3164,0.5799,0.2157,0.7816,238.7023,-0.0939
162,-10.82,707.87,532.2218,0.3167,0.5803,0.2157,0.7838,238.8786,-0.094
163,-10.78,709.86,532.8414,0.317,0.5808,0.2158,0.786,239.0555,-0.0941
164,-10.75,711.84,533.451,0.3172,0.5813,0.2158,0.7881,239.2147,-0.0942
165,-10.72,713.82,534.0693,0.3175,0.5818,0.2158,0.7903,239.3752,-0.0943
166,-10.69,715.81,534.6868,0.3178,0.5822,0.2158,0.7925,239.5092,-0.0944
167,-10.66,717.79,535.2943,0.318,0.5827,0.2159,0.7946,239.6425,-0.0945
168,-10.62,719.78,535.9104,0.3183,0.5832,0.2159,0.7968,239.7765,-0.0946
169,-10.59,721.76,536.5165,0.3186,0.5837,0.2159,0.799,239.8926,-0.0947
170,-10.56,723.75,537.1313,0.3189,0.5841,0.216,0.8011,240.0022,-0.0947
171,-10.53,725.73,537.736,0.3191,0.5846,0.216,0.8033,240.1011,-0.0948
172,-10.5,727.71,538.3493,0.3194,0.5851,0.216,0.8055,240.1914,-0.0949
173,-10.46,729.7,538.9527,0.3197,0.5856,0.216,0.8076,240.2824,-0.095
174,-10.43,731.68,539.5646,0.3199,0.586,0.216,0.8098,240.3555,-0.0951
175,-10.4,733.67,540.1666,0.3202,0.5865,0.2161,0.812,240.412,-0.0952
176,-10.37,735.65,540.7772,0.3205,0.587,0.2161,0.8141,240.4779,-0.0953
177,-10.34,737.45,541.2301,0.3207,0.5874,0.2161,0.8159,240.445,-0.0952
178,-10.3,738.97,541.4702,0.3208,0.5878,0.216,0.8172,240.2789,-0.0948
179,-10.27,740.49,541.701,0.3209,0.5883,0.2159,0.8185,240.1089,-0.0945
180,-10.24,742.02,541.941,0.321,0.5887,0.2158,0.8198,239.9343,-0.0941
181,-10.21,743.54,542.1716,0.3211,0.5891,0.2157,0.821,239.7465,-0.0938
182,-10.18,745.06,542.4113,0.3212,0.5895,0.2156,0.8223,239.5648,-0.0934
183,-10.14,746.58,542.6417,0.3213,0.59,0.2155,0.8236,239.3867,-0.0931
184,-10.11,748.11,542.8812,0.3215,0.5904,0.2154,0.8249,239.189,-0.0927
185,-10.08,749.63,543.1114,0.3216,0.5908,0.2153,0.8262,238.9957,-0.0923
186,-10.05,751.15,543.3507,0.3217,0.5912,0.2152,0.8274,238.806,-0.092
187,-10.02,752.68,543.5899,0.3218,0.5917,0.2151,0.8287,238.5966,-0.0916
188,-9.98,754.2,543.8198,0.3219,0.5921,0.215,0.83,238.3915,-0.0913
189,-9.95,755.72,544.0588,0.322,0.5925,0.2149,0.8313,238.1902,-0.0909
190,-9.92,757.25,544.2885,0.3221,0.5929,0.2148,0.8325,237.9691,-0.0906
191,-9.89,758.77,544.5273,0.3223,0.5933,0.2147,0.8338,237.7524,-0.0902
192,-9.86,760.29,544.7568,0.3224,0.5938,0.2146,0.8351,237.5394,-0.0899
193,-9.82,761.81,544.9954,0.3225,0.5942,0.2145,0.8364,237.315,-0.0895
194,-9.79,763.34,545.2247,0.3226,0.5946,0.2144,0.8376,237.0782,-0.0891
195,-9.76,764.86,545.4631,0.3227,0.595,0.2143,0.8389,236.8536,-0.0888
196,-9.73,766.38,545.6922,0.3228,0.5954,0.2142,0.8402,236.6175,-0.0884
197,-9.7,767.91,545.9304,0.3229,0.5959,0.2141,0.8415,236.3691,-0.0881
198,-9.66,769.12,546.0403,0.3229,0.5964,0.2139,0.8422,236.1141,-0.0876
199,-9.63,770.04,546.0403,0.3227,0.597,0.2136,0.8425,235.8367,-0.087
200,-9.6,770.95,546.0311,0.3225,0.5976,0.2133,0.8427,235.5673,-0.0864
201,-9.57,771.87,546.0311,0.3224,0.5982,0.213,0.843,235.289,-0.0858
202,-9.54,772.79,546.022,0.3222,0.5988,0.2127,0.8432,235.0203,-0.0852
203,-9.5,773.71,546.022,0.322,0.5994,0.2124,0.8435,234.7411,-0.0846
204,-9.47,774.62,546.0128,0.3218,0.6,0.2122,0.8437,234.4699,-0.084
205,-9.44,775.54,546.0128,0.3216,0.6007,0.2119,0.844,234.182,-0.0835
206,-9.41,776.46,546.0037,0.3214,0.6013,0.2116,0.8442,233.9114,-0.0829
207,-9.38,777.37,546.0037,0.3213,0.6019,0.2113,0.8445,233.6388,-0.0823
208,-9.34,778.29,545.9945,0.3211,0.6025,0.211,0.8447,233.3573,-0.0817
209,-9.31,779.21,545.9945,0.3209,0.6031,0.2107,0.845,233.0753,-0.0811
210,-9.28,780.12,545.9945,0.3207,0.6037,0.2104,0.8452,232.8114,-0.0805
211,-9.25,781.04,545.9853,0.3205,0.6043,0.2101,0.8455,232.5285,-0.0799
212,-9.22,781.96,545.9853,0.3204,0.6049,0.2098,0.8457,232.2451,-0.0793
213,-9.18,782.88,545.9762,0.3202,0.6055,0.2095,0.846,231.9535,-0.0787
214,-9.15,783.79,545.9762,0.32,0.6061,0.2092,0.8462,231.6877,-0.0781
215,-9.12,784.71,545.967,0.3198,0.6067,0.2089,0.8465,231.403,-0.0775
216,-9.09,785.63,545.967,0.3196,0.6073,0.2086,0.8468,231.1178,-0.0769
217,-9.06,786.54,545.9579,0.3194,0.6079,0.2084,0.847,230.8506,-0.0763
218,-9.02,787.46,545.9579,0.3193,0.6085,0.2081,0.8472,230.5645,-0.0757
219,-8.99,787.98,545.8754,0.319,0.6094,0.2077,0.8471,230.3864,-0.0751
220,-8.96,788.25,545.7472,0.3187,0.6105,0.2074,0.8468,230.2914,-0.0745
221,-8.93,788.52,545.6189,0.3183,0.6116,0.207,0.8464,230.1867,-0.0739
222,-8.9,788.79,545.4998,0.318,0.6127,0.2066,0.846,230.09,-0.0732
223,-8.86,789.06,545.3714,0.3176,0.6138,0.2062,0.8457,229.9856,-0.0726
224,-8.83,789.33,545.2431,0.3173,0.6149,0.2058,0.8453,229.8815,-0.072
225,-8.8,789.61,545.1147,0.317,0.6159,0.2055,0.845,229.769,-0.0713
226,-8.77,789.88,544.9862,0.3166,0.617,0.2051,0.8446,229.6731,-0.0707
227,-8.74,790.15,544.867,0.3163,0.6181,0.2047,0.8442,229.5696,-0.0701
228,-8.7,790.42,544.7385,0.316,0.6192,0.2043,0.8439,229.4662,-0.0694
229,-8.67,790.69,544.61,0.3156,0.6202,0.204,0.8435,229.3709,-0.0688
230,-8.64,790.96,544.4814,0.3153,0.6213,0.2036,0.8431,229.2679,-0.0682
231,-8.61,791.23,544.3528,0.315,0.6224,0.2032,0.8428,229.1651,-0.0675
232,-8.58,791.5,544.2242,0.3146,0.6234,0.2028,0.8424,229.0725,-0.0669
233,-8.54,791.77,544.1048,0.3143,0.6245,0.2025,0.842,228.978,-0.0663
234,-8.51,792.04,543.9761,0.3139,0.6255,0.2021,0.8417,228.8758,-0.0656
235,-8.48,792.31,543.8474,0.3136,0.6266,0.2017,0.8413,228.7738,-0.065
236,-8.45,792.59,543.7187,0.3133,0.6277,0.2013,0.841,228.6635,-0.0644
237,-8.42,792.86,543.5899,0.3129,0.6287,0.201,0.8406,228.5698,-0.0637
238,-8.38,793.13,543.4703,0.3126,0.6298,0.2006,0.8402,228.4684,-0.0631
239,-8.35,793.4,543.3415,0.3122,0.6308,0.2002,0.8399,228.3671,-0.0625
240,-8.32,793.33,542.9917,0.3119,0.6323,0.1997,0.8394,228.5471,-0.0618
241,-8.29,793.12,542.568,0.3115,0.6341,0.1992,0.839,228.8403,-0.0611
242,-8.26,792.92,542.1439,0.3111,0.6358,0.1986,0.8386,229.1169,-0.0603
243,-8.22,792.72,541.7103,0.3107,0.6375,0.198,0.8381,229.4014,-0.0596
244,-8.19,792.51,541.2855,0.3103,0.6392,0.1975,0.8376,229.694,-0.0589
245,-8.16,792.31,540.8512,0.3099,0.6409,0.197,0.8372,229.9781,-0.0581
246,-8.13,792.11,540.4258,0.3095,0.6425,0.1964,0.8368,230.262,-0.0574
247,-8.1,791.9,539.9907,0.3091,0.6442,0.1959,0.8363,230.5461,-0.0567
248,-8.06,791.7,539.5646,0.3087,0.6459,0.1953,0.8359,230.8296,-0.056
249,-8.03,791.5,539.1289,0.3083,0.6476,0.1948,0.8354,231.113,-0.0552
250,-8.0,791.29,538.7021,0.3079,0.6492,0.1942,0.835,231.4045,-0.0545
251,-7.97,791.09,538.2657,0.3075,0.6509,0.1937,0.8345,231.6875,-0.0538
252,-7.94,790.89,537.8383,0.3071,0.6526,0.1931,0.8341,231.9624,-0.053
253,-7.9,790.68,537.4105,0.3067,0.6542,0.1926,0.8336,232.2533,-0.0523
254,-7.87,790.48,536.973,0.3063,0.6559,0.192,0.8332,232.5358,-0.0516
255,-7.84,790.28,536.5445,0.3059,0.6575,0.1915,0.8327,232.818,-0.0509
256,-7.81,790.07,536.1063,0.3055,0.6592,0.1909,0.8323,233.1084,-0.0501
257,-7.78,789.87,535.6771,0.3051,0.6608,0.1904,0.8318,233.3903,-0.0494
258,-7.74,789.67,535.2383,0.3047,0.6624,0.1898,0.8314,233.6642,-0.0487
259,-7.71,789.46,534.8084,0.3043,0.6641,0.1893,0.8309,233.954,-0.0479
260,-7.68,789.26,534.3688,0.3039,0.6657,0.1887,0.8305,234.2354,-0.0472
261,-7.65,788.97,533.8633,0.3034,0.6678,0.1881,0.83,234.9255,-0.0465
262,-7.62,788.67,533.3292,0.303,0.67,0.1874,0.8296,235.6936,-0.0457
263,-7.58,788.36,532.8039,0.3025,0.6722,0.1868,0.8292,236.4698,-0.0449
264,-7.55,788.06,532.2687,0.3021,0.6743,0.1861,0.8288,237.2295,-0.0442
265,-7.52,787.76,531.7424,0.3017,0.6765,0.1854,0.8283,237.9969,-0.0434
266,-7.49,787.45,531.2062,0.3012,0.6786,0.1848,0.8279,238.7823,-0.0426
267,-7.46,787.15,530.6788,0.3008,0.6808,0.1841,0.8275,239.5491,-0.0419
268,-7.42,786.84,530.1415,0.3003,0.6829,0.1834,0.8271,240.3161,-0.0411
269,-7.39,786.54,529.6036,0.2999,0.6851,0.1828,0.8266,241.0824,-0.0404
270,-7.36,786.23,529.0747,0.2994,0.6872,0.1821,0.8262,241.8568,-0.0396
271,-7.33,785.93,528.5357,0.299,0.6893,0.1815,0.8258,242.6226,-0.0388
272,-7.3,785.62,528.0057,0.2985,0.6914,0.1808,0.8254,243.3885,-0.0381
273,-7.26,785.32,527.4656,0.2981,0.6935,0.1801,0.8249,244.1538,-0.0373
274,-7.23,785.01,526.9345,0.2976,0.6956,0.1795,0.8245,244.9271,-0.0365
275,-7.2,784.71,526.3934,0.2972,0.6977,0.1788,0.8241,245.6919,-0.0358
276,-7.17,784.41,525.8612,0.2967,0.6998,0.1782,0.8236,246.4485,-0.035
277,-7.14,784.1,525.319,0.2963,0.7019,0.1775,0.8232,247.221,-0.0343
278,-7.1,783.8,524.7857,0.2958,0.704,0.1768,0.8228,247.985,-0.0335
279,-7.07,783.49,524.2423,0.2954,0.7061,0.1762,0.8224,248.757,-0.0327
280,-7.04,783.19,523.7079,0.2949,0.7081,0.1755,0.8219,249.5126,-0.032
281,-7.01,782.88,523.1635,0.2945,0.7102,0.1748,0.8215,250.2841,-0.0312
282,-6.98,782.77,522.7141,0.2941,0.7127,0.1741,0.8216,251.4018,-0.0305
283,-6.94,782.68,522.2739,0.2937,0.7153,0.1734,0.8217,252.5397,-0.0298
284,-6.91,782.58,521.8237,0.2934,0.7178,0.1726,0.8218,253.6779,-0.0291
285,-6.88,782.49,521.3828,0.293,0.7204,0.1719,0.8219,254.808,-0.0284
286,-6.85,782.39,520.9415,0.2926,0.7229,0.1711,0.822,255.9541,-0.0277
287,-6.82,782.3,520.4902,0.2922,0.7254,0.1704,0.8222,257.0842,-0.027
288,-6.78,782.2,520.0481,0.2919,0.728,0.1696,0.8223,258.2304,-0.0263
289,-6.75,782.11,519.596,0.2915,0.7305,0.1689,0.8224,259.3606,-0.0256
290,-6.72,782.01,519.1532,0.2911,0.733,0.1682,0.8225,260.5068,-0.0249
291,-6.69,781.92,518.7099,0.2907,0.7355,0.1674,0.8226,261.637,-0.0242
292,-6.66,781.82,518.2567,0.2904,0.7379,0.1667,0.8227,262.7832,-0.0235
293,-6.62,781.73,517.8127,0.29,0.7404,0.1659,0.8228,263.9135,-0.0228
294,-6.59,781.63,517.3587,0.2896,0.7429,0.1652,0.823,265.052,-0.0221
295,-6.56,781.54,516.9139,0.2892,0.7454,0.1645,0.8231,266.1901,-0.0214
296,-6.53,781.45,516.4688,0.2889,0.7478,0.1637,0.8232,267.3204,-0.0207
297,-6.5,781.35,516.0136,0.2885,0.7502,0.163,0.8233,268.4667,-0.02
298,-6.46,781.26,515.5676,0.2881,0.7527,0.1622,0.8234,269.5971,-0.0193
