,r(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
178,-10.3,630.64,447.2248,0.5618,0.72,0.0089,1.2664,141.5775,-0.1086
179,-10.27,630.7,447.1801,0.5616,0.7209,0.009,1.268,141.5224,-0.1086
180,-10.24,630.77,447.1353,0.5614,0.7219,0.009,1.2696,141.4544,-0.1087
181,-10.21,630.84,447.0906,0.5612,0.7229,0.0091,1.2712,141.3862,-0.1088
182,-10.18,630.9,447.0459,0.561,0.7239,0.0091,1.2727,141.3936,-0.1089
183,-10.14,630.97,447.0123,0.5608,0.7248,0.0092,1.2743,141.3249,-0.109
184,-10.11,631.03,446.9676,0.5606,0.7258,0.0092,1.2759,141.2688,-0.109
185,-10.08,631.1,446.9228,0.5603,0.7267,0.0092,1.2774,141.2629,-0.1091
186,-10.05,631.16,446.8781,0.5601,0.7277,0.0093,1.279,141.2064,-0.1092
187,-10.02,631.23,446.8333,0.5599,0.7287,0.0093,1.2806,141.1369,-0.1093
188,-9.98,631.29,446.7885,0.5597,0.7296,0.0094,1.2822,141.08,-0.1093
189,-9.95,631.36,446.7438,0.5595,0.7306,0.0094,1.2837,141.0732,-0.1094
190,-9.92,631.43,446.699,0.5593,0.7315,0.0095,1.2853,141.003,-0.1095
191,-9.89,631.49,446.6654,0.5591,0.7325,0.0095,1.2869,140.9455,-0.1096
192,-9.86,631.56,446.6206,0.5588,0.7335,0.0096,1.2884,140.9381,-0.1096
193,-9.82,631.62,446.5759,0.5586,0.7344,0.0096,1.29,140.8802,-0.1097
194,-9.79,631.69,446.5311,0.5584,0.7354,0.0097,1.2916,140.8092,-0.1098
195,-9.76,631.75,446.4863,0.5582,0.7363,0.0097,1.2932,140.7509,-0.1099
196,-9.73,631.82,446.4415,0.558,0.7373,0.0098,1.2947,140.7426,-0.1099
197,-9.7,631.89,446.3967,0.5578,0.7382,0.0098,1.2963,140.671,-0.11
198,-9.66,631.84,446.2511,0.5575,0.7392,0.0099,1.2977,140.6412,-0.11
199,-9.63,631.7,446.0045,0.557,0.7403,0.01,1.2989,140.6049,-0.1099
200,-9.6,631.55,445.7466,0.5566,0.7413,0.0101,1.3002,140.5287,-0.1098
201,-9.57,631.41,445.4997,0.5562,0.7424,0.0102,1.3014,140.493,-0.1097
202,-9.54,631.26,445.2415,0.5557,0.7434,0.0103,1.3027,140.4176,-0.1096
203,-9.5,631.12,444.9944,0.5553,0.7445,0.0104,1.3039,140.3926,-0.1095
204,-9.47,630.97,444.7471,0.5549,0.7455,0.0105,1.3051,140.3711,-0.1094
205,-9.44,630.83,444.4885,0.5544,0.7465,0.0107,1.3064,140.2837,-0.1093
206,-9.41,630.68,444.2409,0.554,0.7476,0.0108,1.3076,140.2628,-0.1092
207,-9.38,630.54,443.9932,0.5536,0.7486,0.0109,1.3088,140.2392,-0.1091
208,-9.34,630.39,443.7342,0.5531,0.7497,0.011,1.3101,140.1661,-0.109
209,-9.31,630.25,443.4862,0.5527,0.7507,0.0111,1.3113,140.1332,-0.1089
210,-9.28,630.1,443.2268,0.5523,0.7517,0.0112,1.3125,140.1237,-0.1088
211,-9.25,629.96,442.9786,0.5518,0.7528,0.0113,1.3138,140.0286,-0.1087
212,-9.22,629.81,442.7302,0.5514,0.7538,0.0114,1.315,140.0199,-0.1086
213,-9.18,629.67,442.4703,0.551,0.7548,0.0116,1.3162,139.9983,-0.1085
214,-9.15,629.52,442.2217,0.5505,0.7559,0.0117,1.3175,139.9174,-0.1084
215,-9.12,629.38,441.9728,0.5501,0.7569,0.0118,1.3187,139.8966,-0.1083
216,-9.09,629.23,441.7126,0.5496,0.7579,0.0119,1.3199,139.8793,-0.1082
217,-9.06,629.09,441.4635,0.5492,0.7589,0.012,1.3212,139.7963,-0.1081
218,-9.02,628.94,441.2029,0.5488,0.76,0.0121,1.3224,139.7897,-0.108
219,-8.99,628.8,440.9535,0.5484,0.7611,0.0122,1.3238,139.8446,-0.108
220,-8.96,628.67,440.704,0.548,0.7623,0.0123,1.3254,139.9008,-0.1081
221,-8.93,628.53,440.4543,0.5476,0.7635,0.0123,1.3269,140.0335,-0.1082
222,-8.9,628.39,440.2045,0.5472,0.7647,0.0124,1.3284,140.1667,-0.1083
223,-8.86,628.25,439.9545,0.5468,0.7659,0.0124,1.3299,140.3003,-0.1084
224,-8.83,628.12,439.7044,0.5464,0.7671,0.0125,1.3315,140.3582,-0.1084
225,-8.8,627.98,439.4542,0.546,0.7683,0.0125,1.333,140.5027,-0.1085
226,-8.77,627.84,439.2038,0.5456,0.7694,0.0126,1.3345,140.6375,-0.1086
227,-8.74,627.7,438.9533,0.5452,0.7706,0.0127,1.3361,140.71,-0.1087
228,-8.7,627.57,438.7026,0.5448,0.7718,0.0127,1.3376,140.8324,-0.1088
229,-8.67,627.43,438.4518,0.5444,0.773,0.0128,1.3391,140.9685,-0.1088
230,-8.64,627.29,438.2009,0.544,0.7742,0.0128,1.3406,141.105,-0.1089
231,-8.61,627.15,437.9498,0.5436,0.7754,0.0129,1.3422,141.1793,-0.109
232,-8.58,627.02,437.6985,0.5432,0.7765,0.0129,1.3437,141.3032,-0.1091
233,-8.54,626.88,437.4471,0.5428,0.7777,0.013,1.3452,141.441,-0.1092
234,-8.51,626.74,437.1842,0.5424,0.7789,0.0131,1.3467,141.5792,-0.1093
235,-8.48,626.61,436.9325,0.5421,0.7801,0.0131,1.3483,141.6417,-0.1094
236,-8.45,626.47,436.6807,0.5417,0.7812,0.0132,1.3498,141.7808,-0.1094
237,-8.42,626.33,436.4287,0.5413,0.7824,0.0132,1.3513,141.9203,-0.1095
238,-8.38,626.19,436.1766,0.5409,0.7836,0.0133,1.3529,141.9975,-0.1096
239,-8.35,626.06,435.9243,0.5405,0.7847,0.0133,1.3544,142.1243,-0.1097
240,-8.32,626.02,435.7981,0.5401,0.7862,0.0133,1.3563,142.4291,-0.1099
241,-8.29,626.02,435.7178,0.5397,0.7877,0.0131,1.3583,142.827,-0.1102
242,-8.26,626.02,435.626,0.5394,0.7893,0.013,1.3603,143.225,-0.1104
243,-8.22,626.01,435.5456,0.5391,0.7909,0.0129,1.3624,143.574,-0.1106
244,-8.19,626.01,435.4653,0.5387,0.7924,0.0128,1.3644,143.972,-0.1109
245,-8.16,626.01,435.3734,0.5383,0.794,0.0126,1.3664,144.3799,-0.1112
246,-8.13,626.01,435.293,0.538,0.7955,0.0125,1.3684,144.7679,-0.1114
247,-8.1,626.01,435.2126,0.5376,0.7971,0.0124,1.3705,145.1533,-0.1116
248,-8.06,626.01,435.1322,0.5373,0.7986,0.0123,1.3725,145.5013,-0.1119
249,-8.03,626.01,435.0402,0.5369,0.8001,0.0121,1.3745,145.9493,-0.1122
250,-8.0,626.01,434.9598,0.5366,0.8017,0.012,1.3766,146.2346,-0.1124
251,-7.97,626.01,434.8793,0.5362,0.8032,0.0119,1.3786,146.6826,-0.1127
252,-7.94,626.01,434.7873,0.5359,0.8047,0.0118,1.3806,147.0306,-0.1129
253,-7.9,626.01,434.7068,0.5355,0.8063,0.0116,1.3826,147.4786,-0.1132
254,-7.87,626.01,434.6263,0.5352,0.8078,0.0115,1.3847,147.764,-0.1134
255,-7.84,626.01,434.5342,0.5348,0.8093,0.0114,1.3867,148.2119,-0.1137
256,-7.81,626.0,434.4537,0.5345,0.8108,0.0112,1.3887,148.5738,-0.1139
257,-7.78,626.0,434.3731,0.5341,0.8123,0.0111,1.3908,148.9592,-0.1142
258,-7.74,626.0,434.2925,0.5338,0.8139,0.011,1.3928,149.3072,-0.1144
259,-7.71,626.0,434.2004,0.5334,0.8154,0.0109,1.3948,149.7552,-0.1147
260,-7.68,626.0,434.1198,0.5331,0.8169,0.0107,1.3968,150.1032,-0.1149
261,-7.65,626.14,434.2004,0.5327,0.8191,0.0106,1.3993,150.8423,-0.1154
262,-7.62,626.32,434.3156,0.5323,0.8214,0.0104,1.4018,151.6246,-0.1159
263,-7.58,626.49,434.4307,0.5319,0.8238,0.0102,1.4043,152.5201,-0.1164
264,-7.55,626.67,434.5457,0.5315,0.8261,0.01,1.4068,153.3006,-0.1169
265,-7.52,626.84,434.6608,0.5312,0.8284,0.0098,1.4093,154.1944,-0.1174
266,-7.49,627.01,434.7873,0.5308,0.8308,0.0096,1.4118,154.9873,-0.1179
267,-7.46,627.19,434.9023,0.5304,0.8331,0.0094,1.4143,155.8652,-0.1184
268,-7.42,627.36,435.0172,0.53,0.8354,0.0092,1.4167,156.7191,-0.1189
269,-7.39,627.54,435.1322,0.5296,0.8377,0.009,1.4192,157.5952,-0.1194
270,-7.36,627.71,435.2471,0.5292,0.84,0.0088,1.4217,158.3847,-0.1199
271,-7.33,627.88,435.3619,0.5289,0.8423,0.0086,1.4242,159.2733,-0.1204
272,-7.3,628.06,435.4768,0.5285,0.8446,0.0084,1.4267,160.0468,-0.121
273,-7.26,628.23,435.5916,0.5281,0.8468,0.0082,1.4292,160.8337,-0.1215
274,-7.23,628.4,435.7063,0.5277,0.8491,0.008,1.4317,161.7197,-0.122
275,-7.2,628.58,435.8211,0.5273,0.8514,0.0078,1.4342,162.4906,-0.1225
276,-7.17,628.75,435.9358,0.5269,0.8536,0.0076,1.4367,163.3749,-0.123
277,-7.14,628.93,436.0505,0.5266,0.8559,0.0074,1.4392,164.1439,-0.1235
278,-7.1,629.1,436.1651,0.5262,0.8581,0.0072,1.4417,165.0265,-0.124
279,-7.07,629.27,436.2912,0.5258,0.8604,0.007,1.4442,165.8083,-0.1245
280,-7.04,629.45,436.4058,0.5254,0.8626,0.0068,1.4467,166.6747,-0.125
281,-7.01,629.62,436.5203,0.525,0.8648,0.0066,1.4492,167.4547,-0.1255
282,-6.98,629.95,436.6463,0.5247,0.8678,0.0062,1.452,168.7126,-0.1264
283,-6.94,630.29,436.7723,0.5243,0.8709,0.0058,1.4548,169.9541,-0.1272
284,-6.91,630.63,436.9096,0.524,0.8739,0.0054,1.4577,171.1306,-0.1281
285,-6.88,630.96,437.0355,0.5237,0.8769,0.005,1.4605,172.3829,-0.1289
286,-6.85,631.3,437.1727,0.5233,0.8799,0.0046,1.4633,173.6187,-0.1298
287,-6.82,631.64,437.2985,0.523,0.8829,0.0042,1.4661,174.8526,-0.1307
288,-6.78,631.98,437.4243,0.5227,0.8859,0.0038,1.4689,176.0846,-0.1315
289,-6.75,632.32,437.5614,0.5223,0.8889,0.0034,1.4717,177.3147,-0.1324
290,-6.72,632.66,437.6871,0.522,0.8919,0.003,1.4746,178.4796,-0.1332
291,-6.69,632.99,437.8127,0.5216,0.8948,0.0026,1.4774,179.7206,-0.1341
292,-6.66,633.33,437.9498,0.5213,0.8978,0.0023,1.4802,180.9449,-0.135
293,-6.62,633.67,438.0753,0.521,0.9007,0.0019,1.483,182.2674,-0.1358
294,-6.59,634.01,438.2123,0.5206,0.9036,0.0015,1.4858,183.4879,-0.1367
295,-6.56,634.35,438.3378,0.5203,0.9065,0.0011,1.4887,184.6432,-0.1376
296,-6.53,634.69,438.4632,0.52,0.9095,0.0007,1.4915,185.8599,-0.1384
297,-6.5,635.02,438.6,0.5196,0.9123,0.0003,1.4943,187.0896,-0.1393
