,r(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
28,-15.1,411.0,291.134,0.2608,0.1833,0.2455,0.2515,-2.3765,0.0032
29,-15.07,413.34,293.9524,0.2621,0.1838,0.2456,0.254,-1.869,0.003
30,-15.04,415.37,296.3309,0.2632,0.1849,0.2455,0.2566,-1.1406,0.0027
31,-15.01,416.74,297.7852,0.2639,0.1872,0.2453,0.2593,0.0926,0.0022
32,-14.98,418.12,299.234,0.2647,0.1895,0.2451,0.262,1.3117,0.0017
33,-14.94,419.49,300.6742,0.2654,0.1917,0.2448,0.2648,2.54,0.0011
34,-14.91,420.86,302.1093,0.2661,0.1939,0.2446,0.2675,3.7468,0.0006
35,-14.88,422.23,303.5358,0.2668,0.1961,0.2444,0.2702,4.9503,0.0001
36,-14.85,423.61,304.9574,0.2676,0.1983,0.2442,0.2729,6.1438,-0.0004
37,-14.82,424.98,306.3707,0.2683,0.2004,0.2439,0.2756,7.3283,-0.0009
38,-14.78,426.35,307.7791,0.269,0.2025,0.2437,0.2783,8.5096,-0.0014
39,-14.75,427.73,309.1796,0.2697,0.2046,0.2435,0.281,9.6764,-0.0019
40,-14.72,429.1,310.5753,0.2704,0.2067,0.2433,0.2837,10.8529,-0.0024
41,-14.69,430.47,311.9631,0.2712,0.2087,0.243,0.2864,12.012,-0.0029
42,-14.66,431.85,313.3465,0.2719,0.2107,0.2428,0.2891,13.1565,-0.0034
43,-14.62,433.22,314.7221,0.2726,0.2127,0.2426,0.2918,14.3007,-0.0039
44,-14.59,434.59,316.0933,0.2733,0.2147,0.2424,0.2945,15.4332,-0.0044
45,-14.56,435.96,317.4587,0.274,0.2167,0.2421,0.2972,16.5627,-0.0049
46,-14.53,437.34,318.8103,0.2747,0.2187,0.2419,0.2999,17.6917,-0.0054
47,-14.5,438.71,320.1718,0.2754,0.2206,0.2417,0.3026,18.802,-0.0059
48,-14.46,440.08,321.5121,0.2761,0.2225,0.2414,0.3053,19.9092,-0.0064
49,-14.43,441.46,322.8622,0.2768,0.2244,0.2412,0.308,21.0015,-0.0069
50,-14.4,442.83,324.1913,0.2775,0.2263,0.241,0.3107,22.0939,-0.0074
51,-14.37,444.2,325.5303,0.2782,0.2282,0.2408,0.3134,23.1788,-0.0079
52,-14.34,445.58,326.8486,0.2789,0.23,0.2405,0.3161,24.2488,-0.0084
53,-14.3,446.95,328.1768,0.2796,0.2319,0.2403,0.3188,25.3289,-0.009
54,-14.27,448.32,329.4844,0.2803,0.2337,0.2401,0.3215,26.3872,-0.0095
55,-14.24,449.69,330.7869,0.281,0.2355,0.2399,0.3242,27.4425,-0.01
56,-14.21,451.07,332.0994,0.2816,0.2373,0.2396,0.3269,28.4872,-0.0105
57,-14.18,452.44,333.3917,0.2823,0.2391,0.2394,0.3296,29.5232,-0.011
58,-14.14,453.81,334.6939,0.283,0.2409,0.2392,0.3324,30.5562,-0.0115
59,-14.11,455.19,335.9762,0.2837,0.2426,0.239,0.3351,31.584,-0.012
60,-14.08,456.56,337.2684,0.2844,0.2444,0.2387,0.3378,32.6023,-0.0125
61,-14.05,457.93,338.541,0.2851,0.2461,0.2385,0.3405,33.6132,-0.013
62,-14.02,459.47,340.3674,0.2851,0.2508,0.2383,0.3447,35.7991,-0.0138
63,-13.98,461.02,342.228,0.2852,0.2558,0.2381,0.349,38.0994,-0.0147
64,-13.95,462.57,344.093,0.2852,0.2606,0.2379,0.3534,40.3816,-0.0156
65,-13.92,464.12,345.9335,0.2852,0.2654,0.2377,0.3577,42.655,-0.0165
66,-13.89,465.67,347.7787,0.2853,0.2701,0.2375,0.3621,44.9249,-0.0174
67,-13.86,467.23,349.5998,0.2853,0.2747,0.2372,0.3664,47.1629,-0.0183
68,-13.82,468.78,351.4257,0.2853,0.2792,0.237,0.3708,49.3958,-0.0192
69,-13.79,470.33,353.228,0.2854,0.2837,0.2368,0.3751,51.6151,-0.02
70,-13.76,471.88,355.0352,0.2854,0.2881,0.2366,0.3795,53.821,-0.0209
71,-13.73,473.43,356.8193,0.2854,0.2924,0.2364,0.3838,56.0086,-0.0218
72,-13.7,474.98,358.6084,0.2854,0.2967,0.2362,0.3882,58.1875,-0.0227
73,-13.66,476.54,360.3748,0.2855,0.3009,0.236,0.3925,60.359,-0.0236
74,-13.63,478.09,362.1464,0.2855,0.305,0.2358,0.3969,62.5109,-0.0245
75,-13.6,479.64,363.9093,0.2855,0.3091,0.2356,0.4012,64.6445,-0.0254
76,-13.57,481.19,365.6501,0.2856,0.3131,0.2354,0.4056,66.7693,-0.0262
77,-13.54,482.74,367.3962,0.2856,0.3171,0.2351,0.41,68.8807,-0.0271
78,-13.5,484.29,369.1206,0.2856,0.321,0.2349,0.4143,70.9787,-0.028
79,-13.47,485.85,370.8504,0.2857,0.3249,0.2347,0.4187,73.054,-0.0289
80,-13.44,487.4,372.5587,0.2857,0.3287,0.2345,0.423,75.1249,-0.0298
81,-13.41,488.95,374.2726,0.2857,0.3325,0.2343,0.4274,77.1923,-0.0307
82,-13.38,490.5,375.9654,0.2857,0.3363,0.2341,0.4317,79.2313,-0.0316
83,-13.34,492.05,377.6639,0.2858,0.34,0.2339,0.4361,81.2618,-0.0324
84,-13.31,493.6,379.3415,0.2858,0.3437,0.2337,0.4404,83.2787,-0.0333
85,-13.28,495.16,381.0249,0.2858,0.3473,0.2335,0.4448,85.2777,-0.0342
86,-13.25,496.71,382.6879,0.2859,0.3509,0.2332,0.4491,87.2626,-0.0351
87,-13.22,498.26,384.3566,0.2859,0.3544,0.233,0.4535,89.2391,-0.036
88,-13.18,499.81,386.0052,0.2859,0.358,0.2328,0.4578,91.202,-0.0369
89,-13.15,501.36,387.6596,0.2859,0.3615,0.2326,0.4622,93.1614,-0.0378
90,-13.12,502.91,389.2942,0.286,0.3649,0.2324,0.4665,95.0924,-0.0386
91,-13.09,504.47,390.9348,0.286,0.3683,0.2322,0.4709,97.0101,-0.0395
92,-13.06,506.02,392.5557,0.286,0.3717,0.232,0.4752,98.9191,-0.0404
93,-13.02,507.91,394.5884,0.2858,0.376,0.2319,0.4799,101.3589,-0.0413
94,-12.99,510.14,397.0139,0.2853,0.3811,0.232,0.4849,104.3382,-0.0422
95,-12.96,512.38,399.4246,0.2848,0.3862,0.232,0.4899,107.2904,-0.043
96,-12.93,514.61,401.8209,0.2844,0.3912,0.232,0.4948,110.2252,-0.0439
97,-12.9,516.84,404.2029,0.2839,0.3962,0.2321,0.4998,113.1279,-0.0448
98,-12.86,519.08,406.5833,0.2834,0.4011,0.2322,0.5048,116.0132,-0.0456
99,-12.83,521.31,408.9376,0.2829,0.4059,0.2322,0.5098,118.8762,-0.0465
100,-12.8,523.54,411.2785,0.2824,0.4107,0.2322,0.5148,121.7121,-0.0474
101,-12.77,525.78,413.6061,0.2819,0.4154,0.2323,0.5198,124.5306,-0.0483
102,-12.74,528.01,415.9207,0.2814,0.42,0.2323,0.5247,127.332,-0.0491
103,-12.7,530.24,418.2224,0.281,0.4247,0.2324,0.5297,130.1113,-0.05
104,-12.67,532.47,420.5116,0.2805,0.4292,0.2324,0.5347,132.8583,-0.0509
105,-12.64,534.71,422.7884,0.28,0.4337,0.2325,0.5397,135.5877,-0.0517
106,-12.61,536.94,425.0529,0.2795,0.4382,0.2325,0.5447,138.3003,-0.0526
107,-12.58,539.17,427.3055,0.279,0.4426,0.2326,0.5496,140.9806,-0.0535
108,-12.54,541.41,429.5463,0.2785,0.447,0.2326,0.5546,143.6432,-0.0544
109,-12.51,543.64,431.787,0.278,0.4513,0.2327,0.5596,146.2836,-0.0552
110,-12.48,545.87,434.0046,0.2775,0.4556,0.2327,0.5646,148.9073,-0.0561
111,-12.45,548.11,436.211,0.277,0.4599,0.2328,0.5696,151.493,-0.057
112,-12.42,550.34,438.4062,0.2765,0.4641,0.2328,0.5746,154.0722,-0.0578
113,-12.38,552.57,440.5905,0.276,0.4683,0.2329,0.5795,156.6291,-0.0587
114,-12.35,554.81,442.764,0.2755,0.4724,0.2329,0.5845,159.148,-0.0596
115,-12.32,557.04,444.927,0.275,0.4765,0.233,0.5895,161.6605,-0.0605
116,-12.29,559.27,447.0794,0.2745,0.4806,0.233,0.5945,164.1508,-0.0613
117,-12.26,561.51,449.2215,0.274,0.4846,0.2331,0.5994,166.6128,-0.0622
118,-12.22,563.74,451.3535,0.2735,0.4886,0.2331,0.6044,169.0486,-0.0631
119,-12.19,565.97,453.4755,0.273,0.4926,0.2332,0.6094,171.4666,-0.0639
120,-12.16,568.21,455.5985,0.2725,0.4966,0.2332,0.6144,173.8618,-0.0648
121,-12.13,570.44,457.7008,0.272,0.5005,0.2333,0.6194,176.2309,-0.0657
122,-12.1,572.67,459.7934,0.2715,0.5043,0.2333,0.6244,178.5878,-0.0666
123,-12.06,574.91,461.8766,0.271,0.5082,0.2334,0.6293,180.9161,-0.0674
124,-12.03,577.22,463.9828,0.2705,0.512,0.2334,0.6343,183.2867,-0.0683
125,-12.0,580.31,466.369,0.2702,0.5159,0.2336,0.6387,186.2428,-0.0687
126,-11.97,583.4,468.743,0.2699,0.5197,0.2338,0.6432,189.1713,-0.0691
127,-11.94,586.49,471.1157,0.2695,0.5235,0.234,0.6477,192.068,-0.0695
128,-11.9,589.58,473.4659,0.2692,0.5272,0.2343,0.6521,194.9413,-0.0699
129,-11.87,592.67,475.8046,0.2689,0.531,0.2345,0.6566,197.787,-0.0703
130,-11.84,595.76,478.1422,0.2685,0.5347,0.2347,0.6611,200.6009,-0.0707
131,-11.81,598.86,480.4581,0.2682,0.5384,0.2349,0.6655,203.3847,-0.0712
132,-11.78,601.95,482.7629,0.2679,0.542,0.2351,0.67,206.1475,-0.0716
133,-11.74,605.04,485.067,0.2675,0.5456,0.2353,0.6745,208.8826,-0.072
134,-11.71,608.13,487.35,0.2672,0.5493,0.2355,0.6789,211.5862,-0.0724
135,-11.68,611.22,489.6223,0.2669,0.5528,0.2357,0.6834,214.2661,-0.0728
136,-11.65,614.31,491.8841,0.2665,0.5564,0.2359,0.6879,216.9184,-0.0732
137,-11.62,617.4,494.1457,0.2662,0.5599,0.2361,0.6923,219.5393,-0.0736
138,-11.58,620.49,496.3869,0.2659,0.5635,0.2363,0.6968,222.1364,-0.0741
139,-11.55,623.58,498.6181,0.2655,0.567,0.2365,0.7013,224.7058,-0.0745
140,-11.52,626.67,500.8493,0.2652,0.5704,0.2367,0.7058,227.2376,-0.0749
141,-11.49,629.76,503.0606,0.2649,0.5739,0.237,0.7102,229.7582,-0.0753
142,-11.46,632.85,505.2623,0.2645,0.5773,0.2372,0.7147,232.2448,-0.0757
143,-11.42,635.94,507.4643,0.2642,0.5807,0.2374,0.7192,234.7037,-0.0761
144,-11.39,639.04,509.6469,0.2639,0.5841,0.2376,0.7236,237.1243,-0.0765
145,-11.36,642.13,511.8203,0.2635,0.5875,0.2378,0.7281,239.528,-0.0769
146,-11.33,645.22,513.9942,0.2632,0.5909,0.238,0.7326,241.9041,-0.0774
147,-11.3,648.31,516.1492,0.2628,0.5942,0.2382,0.737,244.2426,-0.0778
148,-11.26,651.4,518.2953,0.2625,0.5975,0.2384,0.7415,246.5699,-0.0782
149,-11.23,654.49,520.4325,0.2622,0.6008,0.2386,0.746,248.8632,-0.0786
150,-11.2,657.58,522.5706,0.2618,0.6041,0.2388,0.7504,251.1288,-0.079
151,-11.17,660.67,524.6904,0.2615,0.6074,0.239,0.7549,253.3634,-0.0794
152,-11.14,663.76,526.8017,0.2612,0.6106,0.2392,0.7594,255.5738,-0.0798
153,-11.1,666.85,528.914,0.2608,0.6138,0.2394,0.7638,257.7566,-0.0803
154,-11.07,669.94,531.0085,0.2605,0.617,0.2396,0.7683,259.9085,-0.0807
155,-11.04,673.03,533.0947,0.2601,0.6202,0.2398,0.7728,262.0361,-0.0811
156,-11.01,675.82,534.6868,0.2601,0.6226,0.2399,0.7761,263.8761,-0.0812
157,-10.98,678.47,536.0597,0.2601,0.6247,0.24,0.779,265.5758,-0.0811
158,-10.94,681.12,537.4198,0.2601,0.6267,0.24,0.7818,267.2672,-0.081
159,-10.91,683.76,538.7764,0.2602,0.6287,0.24,0.7846,268.9446,-0.081
160,-10.88,686.41,540.1389,0.2602,0.6308,0.2401,0.7875,270.6159,-0.0809
161,-10.85,689.06,541.4887,0.2603,0.6328,0.2401,0.7903,272.2552,-0.0808
162,-10.82,691.71,542.8444,0.2603,0.6348,0.2402,0.7932,273.8864,-0.0808
163,-10.78,694.36,544.1875,0.2604,0.6368,0.2402,0.796,275.5025,-0.0807
164,-10.75,697.0,545.5273,0.2604,0.6388,0.2402,0.7989,277.1046,-0.0807
165,-10.72,699.65,546.8729,0.2604,0.6408,0.2402,0.8017,278.6906,-0.0806
166,-10.69,702.3,548.2062,0.2605,0.6428,0.2403,0.8046,280.2545,-0.0805
167,-10.66,704.95,549.5362,0.2605,0.6447,0.2403,0.8074,281.8204,-0.0805
168,-10.62,707.6,550.872,0.2606,0.6467,0.2404,0.8102,283.3542,-0.0804
169,-10.59,710.24,552.1956,0.2606,0.6487,0.2404,0.8131,284.8881,-0.0803
170,-10.56,712.89,553.516,0.2607,0.6506,0.2404,0.8159,286.3988,-0.0803
171,-10.53,715.54,554.8423,0.2607,0.6526,0.2405,0.8188,287.8873,-0.0802
172,-10.5,718.19,556.1565,0.2607,0.6545,0.2405,0.8216,289.3679,-0.0801
173,-10.46,720.84,557.4675,0.2608,0.6565,0.2405,0.8245,290.8263,-0.0801
174,-10.43,723.48,558.7844,0.2608,0.6584,0.2406,0.8273,292.295,-0.08
175,-10.4,726.13,560.0893,0.2609,0.6603,0.2406,0.8302,293.7232,-0.0799
176,-10.37,728.78,561.3911,0.2609,0.6623,0.2406,0.833,295.1435,-0.0799
177,-10.34,731.43,562.6989,0.261,0.6642,0.2407,0.8358,296.5415,-0.0798
178,-10.3,734.08,563.9947,0.261,0.6661,0.2407,0.8387,297.9318,-0.0798
179,-10.27,736.72,565.2875,0.261,0.668,0.2407,0.8415,299.3154,-0.0797
180,-10.24,739.37,566.5863,0.2611,0.6699,0.2408,0.8444,300.6782,-0.0796
181,-10.21,742.02,567.8732,0.2611,0.6718,0.2408,0.8472,302.0232,-0.0796
182,-10.18,744.67,569.1573,0.2612,0.6737,0.2408,0.8501,303.3458,-0.0795
183,-10.14,747.32,570.4472,0.2612,0.6756,0.2409,0.8529,304.6608,-0.0794
184,-10.11,749.96,571.7255,0.2612,0.6775,0.2409,0.8558,305.9617,-0.0794
185,-10.08,752.61,573.0096,0.2613,0.6794,0.2409,0.8586,307.2466,-0.0793
186,-10.05,755.26,574.2822,0.2613,0.6812,0.241,0.8614,308.5088,-0.0792
187,-10.02,757.49,575.2217,0.2614,0.6828,0.2409,0.8636,309.4313,-0.0791
188,-9.98,758.66,575.3086,0.2618,0.6835,0.2405,0.8642,309.4609,-0.0788
189,-9.95,759.83,575.3955,0.2621,0.6842,0.2401,0.8648,309.489,-0.0785
190,-9.92,761.0,575.4824,0.2624,0.6849,0.2397,0.8654,309.5234,-0.0782
191,-9.89,762.17,575.578,0.2627,0.6857,0.2393,0.866,309.5489,-0.0779
192,-9.86,763.35,575.6648,0.263,0.6864,0.2389,0.8665,309.5643,-0.0775
193,-9.82,764.52,575.7517,0.2633,0.6871,0.2385,0.8671,309.5947,-0.0772
194,-9.79,765.69,575.8385,0.2636,0.6878,0.2381,0.8677,309.6161,-0.0769
195,-9.76,766.86,575.9253,0.2639,0.6885,0.2377,0.8683,309.6361,-0.0766
196,-9.73,768.03,576.0122,0.2642,0.6892,0.2373,0.8688,309.6548,-0.0763
197,-9.7,769.2,576.1076,0.2645,0.6899,0.2369,0.8694,309.6798,-0.076
198,-9.66,770.37,576.1944,0.2648,0.6907,0.2365,0.87,309.6958,-0.0757
199,-9.63,771.54,576.2812,0.2651,0.6914,0.2361,0.8706,309.7104,-0.0754
200,-9.6,772.71,576.3679,0.2654,0.6921,0.2357,0.8711,309.7314,-0.075
201,-9.57,773.88,576.4547,0.2656,0.6928,0.2352,0.8717,309.7433,-0.0747
202,-9.54,775.05,576.5414,0.2659,0.6935,0.2348,0.8723,309.7539,-0.0744
203,-9.5,776.22,576.6368,0.2662,0.6942,0.2344,0.8729,309.7631,-0.0741
204,-9.47,777.39,576.7235,0.2665,0.6949,0.234,0.8734,309.7787,-0.0738
205,-9.44,778.56,576.8102,0.2668,0.6956,0.2336,0.874,309.7852,-0.0735
206,-9.41,779.73,576.8969,0.2671,0.6963,0.2332,0.8746,309.7903,-0.0732
207,-9.38,780.9,576.9835,0.2674,0.697,0.2328,0.8752,309.8019,-0.0729
208,-9.34,782.07,577.0702,0.2677,0.6978,0.2324,0.8758,309.8044,-0.0726
209,-9.31,783.24,577.1655,0.268,0.6985,0.232,0.8763,309.8055,-0.0722
210,-9.28,784.41,577.2521,0.2683,0.6992,0.2316,0.8769,309.813,-0.0719
211,-9.25,785.58,577.3387,0.2686,0.6999,0.2312,0.8775,309.8114,-0.0716
212,-9.22,786.76,577.4253,0.2689,0.7006,0.2308,0.8781,309.7696,-0.0713
213,-9.18,787.93,577.5119,0.2692,0.7013,0.2304,0.8786,309.7853,-0.071
214,-9.15,789.1,577.5985,0.2695,0.702,0.23,0.8792,309.8075,-0.0707
215,-9.12,790.27,577.6937,0.2698,0.7027,0.2296,0.8798,309.8205,-0.0704
216,-9.09,791.44,577.7802,0.2701,0.7034,0.2292,0.8804,309.8321,-0.0701
217,-9.06,792.61,577.8668,0.2704,0.7041,0.2288,0.881,309.7502,-0.0698
218,-9.02,793.78,577.9533,0.2707,0.7048,0.2284,0.8815,309.7591,-0.0694
219,-8.99,793.85,577.3993,0.2709,0.7056,0.2278,0.8807,309.4325,-0.0688
220,-8.96,793.76,576.7408,0.2711,0.7065,0.2271,0.8797,308.9976,-0.0682
221,-8.93,793.67,576.0903,0.2713,0.7074,0.2264,0.8788,308.6625,-0.0676
222,-8.9,793.58,575.439,0.2715,0.7082,0.2257,0.8778,308.2272,-0.0669
223,-8.86,793.49,574.7869,0.2717,0.7091,0.225,0.8768,307.7918,-0.0663
224,-8.83,793.41,574.1254,0.2719,0.71,0.2244,0.8758,307.4553,-0.0657
225,-8.8,793.32,573.4719,0.2721,0.7108,0.2237,0.8748,307.0195,-0.065
226,-8.77,793.23,572.8176,0.2723,0.7117,0.223,0.8738,306.6136,-0.0644
227,-8.74,793.14,572.1626,0.2725,0.7126,0.2223,0.8728,306.2174,-0.0637
228,-8.7,793.05,571.498,0.2727,0.7134,0.2216,0.8718,305.819,-0.0631
229,-8.67,792.97,570.8415,0.2729,0.7143,0.221,0.8708,305.4138,-0.0625
230,-8.64,792.88,570.1842,0.2731,0.7152,0.2203,0.8698,305.0071,-0.0618
231,-8.61,792.79,569.5261,0.2733,0.716,0.2196,0.8688,304.6103,-0.0612
232,-8.58,792.7,568.8585,0.2735,0.7169,0.2189,0.8678,304.2112,-0.0606
233,-8.54,792.61,568.1989,0.2737,0.7177,0.2182,0.8668,303.8139,-0.0599
234,-8.51,792.53,567.5385,0.2739,0.7186,0.2176,0.8658,303.3979,-0.0593
235,-8.48,792.44,566.8774,0.2741,0.7195,0.2169,0.8649,303.0003,-0.0587
236,-8.45,792.35,566.2067,0.2743,0.7203,0.2162,0.8639,302.6005,-0.058
237,-8.42,792.26,565.544,0.2745,0.7212,0.2155,0.8629,302.2026,-0.0574
238,-8.38,792.17,564.8805,0.2747,0.722,0.2148,0.8619,301.7945,-0.0567
239,-8.35,792.08,564.2163,0.2749,0.7229,0.2142,0.8609,301.3862,-0.0561
240,-8.32,792.0,563.5424,0.2751,0.7237,0.2135,0.8599,300.9871,-0.0555
241,-8.29,791.91,562.8765,0.2753,0.7246,0.2128,0.8589,300.5785,-0.0548
242,-8.26,791.82,562.2099,0.2755,0.7254,0.2121,0.8579,300.1797,-0.0542
243,-8.22,791.73,561.5425,0.2757,0.7263,0.2114,0.8569,299.7707,-0.0536
244,-8.19,791.64,560.8654,0.2759,0.7271,0.2108,0.8559,299.3795,-0.0529
245,-8.16,791.56,560.1964,0.2761,0.728,0.2101,0.8549,298.9616,-0.0523
246,-8.13,791.47,559.5266,0.2763,0.7288,0.2094,0.8539,298.5621,-0.0516
247,-8.1,791.38,558.847,0.2765,0.7297,0.2087,0.853,298.1524,-0.051
248,-8.06,791.29,558.1756,0.2767,0.7305,0.208,0.852,297.7605,-0.0504
249,-8.03,791.2,557.5034,0.2769,0.7314,0.2074,0.851,297.3504,-0.0497
250,-8.0,791.01,556.7944,0.277,0.7327,0.2066,0.8501,297.2861,-0.049
251,-7.97,790.7,556.0576,0.2769,0.7346,0.2058,0.8493,297.6164,-0.0482
252,-7.94,790.4,555.3107,0.2769,0.7365,0.205,0.8485,297.9377,-0.0474
253,-7.9,790.09,554.5629,0.2768,0.7385,0.2043,0.8477,298.267,-0.0466
254,-7.87,789.78,553.8231,0.2768,0.7404,0.2035,0.847,298.5858,-0.0457
255,-7.84,789.47,553.0732,0.2767,0.7423,0.2027,0.8462,298.9142,-0.0449
256,-7.81,789.17,552.3224,0.2767,0.7442,0.2019,0.8454,299.2336,-0.0441
257,-7.78,788.86,551.5796,0.2766,0.746,0.2011,0.8446,299.5688,-0.0433
258,-7.74,788.55,550.8267,0.2766,0.7479,0.2003,0.8438,299.8857,-0.0425
259,-7.71,788.24,550.0727,0.2765,0.7498,0.1996,0.843,300.2122,-0.0417
260,-7.68,787.94,549.3269,0.2765,0.7517,0.1988,0.8423,300.5297,-0.0408
261,-7.65,787.63,548.5709,0.2764,0.7536,0.198,0.8415,300.8551,-0.04
262,-7.62,787.32,547.8138,0.2764,0.7554,0.1972,0.8407,301.1701,-0.0392
263,-7.58,787.01,547.0649,0.2763,0.7573,0.1964,0.8399,301.4946,-0.0384
264,-7.55,786.71,546.3058,0.2763,0.7592,0.1956,0.8391,301.8102,-0.0376
265,-7.52,786.4,545.5456,0.2762,0.761,0.1948,0.8384,302.1337,-0.0368
266,-7.49,786.09,544.7935,0.2762,0.7628,0.1941,0.8376,302.4567,-0.0359
267,-7.46,785.78,544.0312,0.2761,0.7647,0.1933,0.8368,302.7693,-0.0351
268,-7.42,785.48,543.2679,0.2761,0.7665,0.1925,0.836,303.083,-0.0343
269,-7.39,785.17,542.5127,0.276,0.7684,0.1917,0.8352,303.4046,-0.0335
270,-7.36,784.86,541.7472,0.276,0.7702,0.1909,0.8345,303.7257,-0.0327
271,-7.33,784.55,540.9806,0.2759,0.772,0.1901,0.8337,304.0364,-0.0319
272,-7.3,784.25,540.2222,0.2759,0.7739,0.1894,0.8329,304.3482,-0.031
273,-7.26,783.94,539.4534,0.2758,0.7757,0.1886,0.8321,304.6678,-0.0302
274,-7.23,783.63,538.6836,0.2758,0.7775,0.1878,0.8313,304.987,-0.0294
275,-7.2,783.32,537.9219,0.2757,0.7793,0.187,0.8306,305.3057,-0.0286
276,-7.17,783.01,537.1499,0.2757,0.7811,0.1862,0.8298,305.614,-0.0278
277,-7.14,782.71,536.3767,0.2756,0.7829,0.1854,0.829,305.9312,-0.0269
278,-7.1,782.4,535.6118,0.2756,0.7847,0.1846,0.8282,306.2485,-0.0261
279,-7.07,782.09,534.8364,0.2755,0.7865,0.1839,0.8274,306.5653,-0.0253
280,-7.04,781.78,534.0599,0.2755,0.7883,0.1831,0.8266,306.8716,-0.0245
281,-7.01,781.52,533.3104,0.2754,0.7901,0.1823,0.826,307.2257,-0.0237
282,-6.98,781.92,532.9071,0.2753,0.7926,0.1817,0.8265,308.3097,-0.0229
283,-6.94,782.31,532.5129,0.2752,0.7951,0.1811,0.8271,309.3936,-0.0222
284,-6.91,782.71,532.109,0.2752,0.7975,0.1806,0.8277,310.4766,-0.0214
285,-6.88,783.11,531.7142,0.2751,0.8,0.18,0.8283,311.5413,-0.0206
286,-6.85,783.51,531.3097,0.275,0.8025,0.1794,0.8288,312.6234,-0.0199
287,-6.82,783.9,530.9143,0.2749,0.8049,0.1788,0.8294,313.7055,-0.0191
288,-6.78,784.3,530.5092,0.2748,0.8074,0.1782,0.83,314.7788,-0.0183
289,-6.75,784.7,530.1038,0.2747,0.8098,0.1776,0.8306,315.8596,-0.0176
290,-6.72,785.09,529.7075,0.2746,0.8122,0.1771,0.8311,316.9403,-0.0168
291,-6.69,785.49,529.3014,0.2745,0.8146,0.1765,0.8317,318.0101,-0.016
292,-6.66,785.89,528.9045,0.2744,0.8171,0.1759,0.8323,319.0816,-0.0153
293,-6.62,786.29,528.4979,0.2743,0.8195,0.1753,0.8329,320.1605,-0.0145
294,-6.59,786.68,528.1004,0.2743,0.8219,0.1748,0.8334,321.2394,-0.0138
295,-6.56,787.08,527.6931,0.2742,0.8243,0.1742,0.834,322.3174,-0.013
296,-6.53,787.48,527.295,0.2741,0.8266,0.1736,0.8346,323.3771,-0.0122
297,-6.5,787.87,526.8871,0.274,0.829,0.173,0.8352,324.4625,-0.0115
