,r(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
24,-15.23,542.12,380.1579,0.4981,0.3898,0.1036,0.6038,75.1171,-0.0484
25,-15.2,543.0,380.6048,0.4992,0.3926,0.1026,0.6092,76.2707,-0.0496
26,-15.17,543.88,381.0512,0.5004,0.3954,0.1016,0.6145,77.4194,-0.0509
27,-15.14,544.75,381.4839,0.5015,0.3981,0.1006,0.6199,78.5549,-0.0521
28,-15.1,545.63,381.9293,0.5027,0.4009,0.0995,0.6252,79.6848,-0.0533
29,-15.07,546.51,382.3742,0.5038,0.4036,0.0985,0.6306,80.8008,-0.0545
30,-15.04,547.24,382.7662,0.5048,0.4061,0.0976,0.6354,81.8363,-0.0556
31,-15.01,547.64,383.0405,0.5053,0.4084,0.0969,0.6392,82.7095,-0.0566
32,-14.98,548.04,383.3275,0.5059,0.4106,0.0963,0.6429,83.5796,-0.0576
33,-14.94,548.45,383.6144,0.5065,0.4128,0.0956,0.6466,84.4403,-0.0586
34,-14.91,548.85,383.901,0.507,0.415,0.095,0.6504,85.3044,-0.0596
35,-14.88,549.26,384.1744,0.5076,0.4172,0.0943,0.6541,86.1645,-0.0606
36,-14.85,549.66,384.4607,0.5082,0.4194,0.0936,0.6578,87.0227,-0.0616
37,-14.82,550.07,384.7467,0.5087,0.4215,0.093,0.6616,87.8812,-0.0626
38,-14.78,550.47,385.0195,0.5093,0.4237,0.0923,0.6653,88.7333,-0.0635
39,-14.75,550.87,385.3051,0.5099,0.4258,0.0916,0.669,89.5825,-0.0645
40,-14.72,551.28,385.5905,0.5104,0.428,0.091,0.6727,90.4219,-0.0655
41,-14.69,551.68,385.8627,0.511,0.4301,0.0903,0.6765,91.2705,-0.0665
42,-14.66,552.09,386.1476,0.5116,0.4322,0.0896,0.6802,92.1039,-0.0675
43,-14.62,552.49,386.4324,0.5121,0.4343,0.089,0.6839,92.941,-0.0685
44,-14.59,552.9,386.717,0.5127,0.4364,0.0883,0.6876,93.7683,-0.0695
45,-14.56,553.3,386.9884,0.5133,0.4385,0.0877,0.6914,94.5994,-0.0704
46,-14.53,553.7,387.2725,0.5138,0.4406,0.087,0.6951,95.4276,-0.0714
47,-14.5,554.11,387.5564,0.5144,0.4426,0.0863,0.6988,96.2513,-0.0724
48,-14.46,554.51,387.8273,0.5149,0.4447,0.0857,0.7026,97.0735,-0.0734
49,-14.43,554.92,388.1108,0.5155,0.4467,0.085,0.7063,97.8956,-0.0744
50,-14.4,555.32,388.3941,0.5161,0.4488,0.0843,0.71,98.7117,-0.0754
51,-14.37,555.72,388.6644,0.5166,0.4508,0.0837,0.7138,99.5249,-0.0764
52,-14.34,556.13,388.9473,0.5172,0.4528,0.083,0.7175,100.3278,-0.0773
53,-14.3,556.53,389.23,0.5177,0.4548,0.0823,0.7212,101.1406,-0.0783
54,-14.27,556.94,389.5125,0.5183,0.4568,0.0817,0.7249,101.9375,-0.0793
55,-14.24,557.34,389.782,0.5188,0.4588,0.081,0.7287,102.7386,-0.0803
56,-14.21,557.75,390.0641,0.5194,0.4608,0.0803,0.7324,103.5295,-0.0813
57,-14.18,558.15,390.346,0.5199,0.4628,0.0797,0.7361,104.3246,-0.0823
58,-14.14,558.55,390.6149,0.5205,0.4647,0.079,0.7398,105.1168,-0.0833
59,-14.11,558.96,390.8964,0.521,0.4667,0.0784,0.7436,105.9041,-0.0842
60,-14.08,559.36,391.1777,0.5216,0.4686,0.0777,0.7473,106.6903,-0.0852
61,-14.05,559.77,391.4588,0.5222,0.4706,0.077,0.751,107.4759,-0.0862
62,-14.02,560.24,392.0077,0.5226,0.4731,0.0764,0.7551,108.5228,-0.0874
63,-13.98,560.71,392.5939,0.523,0.4756,0.0757,0.7592,109.609,-0.0887
64,-13.95,561.18,393.1793,0.5235,0.4782,0.0751,0.7633,110.6857,-0.0899
65,-13.92,561.66,393.7639,0.5239,0.4807,0.0744,0.7674,111.7565,-0.0911
66,-13.89,562.13,394.3476,0.5243,0.4832,0.0737,0.7715,112.8255,-0.0924
67,-13.86,562.61,394.9177,0.5247,0.4857,0.0731,0.7756,113.8784,-0.0936
68,-13.82,563.08,395.4997,0.5251,0.4882,0.0724,0.7797,114.9396,-0.0948
69,-13.79,563.56,396.0808,0.5256,0.4907,0.0718,0.7838,115.9948,-0.0961
70,-13.76,564.03,396.6611,0.526,0.4932,0.0711,0.7879,117.0538,-0.0973
71,-13.73,564.51,397.2405,0.5264,0.4956,0.0705,0.792,118.0955,-0.0985
72,-13.7,564.98,397.8191,0.5268,0.498,0.0698,0.7961,119.1468,-0.0998
73,-13.66,565.46,398.3968,0.5273,0.5005,0.0691,0.8002,120.1806,-0.101
74,-13.63,565.93,398.9612,0.5277,0.5029,0.0685,0.8044,121.2142,-0.1022
75,-13.6,566.41,399.5372,0.5281,0.5053,0.0678,0.8084,122.2458,-0.1035
76,-13.57,566.88,400.1125,0.5285,0.5077,0.0672,0.8126,123.276,-0.1047
77,-13.54,567.36,400.6869,0.529,0.5101,0.0665,0.8167,124.2998,-0.1059
78,-13.5,567.83,401.2605,0.5294,0.5124,0.0659,0.8208,125.3222,-0.1072
79,-13.47,568.31,401.8333,0.5298,0.5148,0.0652,0.8249,126.3381,-0.1084
80,-13.44,568.78,402.4053,0.5302,0.5171,0.0646,0.829,127.3584,-0.1096
81,-13.41,569.26,402.964,0.5306,0.5195,0.0639,0.8331,128.3509,-0.1108
82,-13.38,569.73,403.5344,0.5311,0.5218,0.0632,0.8372,129.3634,-0.1121
83,-13.34,570.21,404.1039,0.5315,0.5241,0.0626,0.8413,130.358,-0.1133
84,-13.31,570.68,404.6727,0.5319,0.5264,0.0619,0.8454,131.3628,-0.1146
85,-13.28,571.16,405.2407,0.5323,0.5287,0.0613,0.8495,132.3496,-0.1158
86,-13.25,571.63,405.8078,0.5327,0.531,0.0606,0.8536,133.3466,-0.117
87,-13.22,572.11,406.3742,0.5332,0.5333,0.06,0.8577,134.3313,-0.1182
88,-13.18,572.58,406.9275,0.5336,0.5356,0.0593,0.8618,135.3048,-0.1195
89,-13.15,573.06,407.4923,0.534,0.5378,0.0586,0.8659,136.2816,-0.1207
90,-13.12,573.53,408.0564,0.5344,0.5401,0.058,0.87,137.2574,-0.1219
91,-13.09,574.01,408.6196,0.5348,0.5423,0.0573,0.8741,138.2264,-0.1232
92,-13.06,574.48,409.1821,0.5352,0.5446,0.0567,0.8782,139.2002,-0.1244
93,-13.02,574.98,409.8414,0.5356,0.547,0.0561,0.882,140.2704,-0.1257
94,-12.99,575.5,410.5971,0.5358,0.5497,0.0555,0.8855,141.4732,-0.1269
95,-12.96,576.02,411.3514,0.5361,0.5524,0.0549,0.889,142.6667,-0.1281
96,-12.93,576.54,412.1044,0.5363,0.555,0.0543,0.8925,143.8565,-0.1294
97,-12.9,577.06,412.868,0.5365,0.5576,0.0538,0.896,145.0427,-0.1306
98,-12.86,577.58,413.6182,0.5368,0.5603,0.0532,0.8995,146.2252,-0.1319
99,-12.83,578.1,414.367,0.537,0.5629,0.0526,0.903,147.4041,-0.1332
100,-12.8,578.62,415.1144,0.5373,0.5655,0.0521,0.9065,148.5852,-0.1344
101,-12.77,579.14,415.8606,0.5375,0.5681,0.0515,0.91,149.7568,-0.1357
102,-12.74,579.66,416.6173,0.5377,0.5707,0.0509,0.9135,150.9248,-0.1369
103,-12.7,580.18,417.3608,0.538,0.5732,0.0503,0.917,152.0891,-0.1382
104,-12.67,580.7,418.1029,0.5382,0.5758,0.0498,0.9205,153.2498,-0.1394
105,-12.64,581.22,418.8436,0.5385,0.5784,0.0492,0.924,154.4069,-0.1407
106,-12.61,581.74,419.5831,0.5387,0.5809,0.0486,0.9275,155.5562,-0.1419
107,-12.58,582.26,420.3332,0.539,0.5834,0.0481,0.931,156.7059,-0.1432
108,-12.54,582.78,421.0701,0.5392,0.5859,0.0475,0.9345,157.8521,-0.1444
109,-12.51,583.3,421.8056,0.5394,0.5884,0.0469,0.938,158.9946,-0.1457
110,-12.48,583.82,422.5399,0.5397,0.5909,0.0463,0.9415,160.1335,-0.1469
111,-12.45,584.34,423.273,0.5399,0.5934,0.0458,0.945,161.2687,-0.1482
112,-12.42,584.86,424.0047,0.5402,0.5959,0.0452,0.9485,162.4061,-0.1494
113,-12.38,585.38,424.747,0.5404,0.5983,0.0446,0.952,163.5341,-0.1507
114,-12.35,585.9,425.4762,0.5406,0.6008,0.0441,0.9555,164.6584,-0.1519
115,-12.32,586.42,426.2042,0.5409,0.6032,0.0435,0.959,165.7791,-0.1532
116,-12.29,586.94,426.9309,0.5411,0.6057,0.0429,0.9625,166.8961,-0.1544
117,-12.26,587.46,427.6564,0.5414,0.6081,0.0423,0.966,168.0095,-0.1557
118,-12.22,587.98,428.3923,0.5416,0.6105,0.0418,0.9695,169.1251,-0.1569
119,-12.19,588.5,429.1154,0.5418,0.6129,0.0412,0.973,170.2313,-0.1582
120,-12.16,589.02,429.8372,0.5421,0.6153,0.0406,0.9765,171.3338,-0.1594
121,-12.13,589.54,430.5578,0.5423,0.6177,0.0401,0.98,172.4326,-0.1607
122,-12.1,590.06,431.2772,0.5426,0.62,0.0395,0.9835,173.5278,-0.1619
123,-12.06,590.58,432.0069,0.5428,0.6224,0.0389,0.987,174.6194,-0.1632
124,-12.03,591.09,432.7008,0.543,0.6248,0.0384,0.9904,175.7063,-0.1644
125,-12.0,591.49,433.2667,0.543,0.6275,0.038,0.9929,176.7773,-0.1655
126,-11.97,591.89,433.8318,0.543,0.6302,0.0376,0.9954,177.8464,-0.1666
127,-11.94,592.29,434.3846,0.5431,0.6329,0.0372,0.9978,178.9134,-0.1676
128,-11.9,592.69,434.9483,0.5431,0.6355,0.0368,1.0003,180.0122,-0.1687
129,-11.87,593.09,435.4997,0.5431,0.6382,0.0364,1.0028,181.0693,-0.1698
130,-11.84,593.49,436.0619,0.5431,0.6408,0.036,1.0053,182.1245,-0.1708
131,-11.81,593.89,436.612,0.5431,0.6435,0.0356,1.0078,183.1777,-0.1719
132,-11.78,594.29,437.1727,0.5431,0.6461,0.0352,1.0103,184.2288,-0.173
133,-11.74,594.69,437.7328,0.5431,0.6487,0.0348,1.0128,185.278,-0.1741
134,-11.71,595.09,438.2807,0.5431,0.6513,0.0344,1.0153,186.3351,-0.1751
135,-11.68,595.49,438.8394,0.5431,0.6539,0.034,1.0178,187.3803,-0.1762
136,-11.65,595.89,439.3859,0.5431,0.6565,0.0336,1.0203,188.4234,-0.1773
137,-11.62,596.29,439.9432,0.5432,0.659,0.0332,1.0228,189.4646,-0.1784
138,-11.58,596.69,440.4884,0.5432,0.6616,0.0328,1.0253,190.5037,-0.1794
139,-11.55,597.09,441.0442,0.5432,0.6642,0.0324,1.0277,191.6106,-0.1805
140,-11.52,597.49,441.5994,0.5432,0.6667,0.032,1.0302,192.6458,-0.1816
141,-11.49,597.89,442.1425,0.5432,0.6692,0.0316,1.0327,193.679,-0.1827
142,-11.46,598.3,442.6963,0.5432,0.6718,0.0312,1.0352,194.6998,-0.1837
143,-11.42,598.7,443.2381,0.5432,0.6743,0.0308,1.0377,195.729,-0.1848
144,-11.39,599.1,443.7905,0.5432,0.6768,0.0304,1.0402,196.7662,-0.1859
145,-11.36,599.5,444.331,0.5432,0.6793,0.03,1.0427,197.7913,-0.187
146,-11.33,599.9,444.882,0.5432,0.6817,0.0296,1.0452,198.8145,-0.188
147,-11.3,600.3,445.4211,0.5433,0.6842,0.0292,1.0477,199.8357,-0.1891
148,-11.26,600.7,445.9709,0.5433,0.6867,0.0288,1.0502,200.8549,-0.1902
149,-11.23,601.1,446.5199,0.5433,0.6892,0.0284,1.0526,201.9421,-0.1912
150,-11.2,601.5,447.057,0.5433,0.6916,0.0281,1.0551,202.9574,-0.1923
151,-11.17,601.9,447.6047,0.5433,0.694,0.0277,1.0576,203.9706,-0.1934
152,-11.14,602.3,448.1406,0.5433,0.6965,0.0273,1.0601,204.9818,-0.1945
153,-11.1,602.7,448.687,0.5433,0.6989,0.0269,1.0626,205.991,-0.1955
154,-11.07,603.1,449.2215,0.5433,0.7013,0.0265,1.0651,207.0082,-0.1966
155,-11.04,603.5,449.7666,0.5434,0.7037,0.0261,1.0676,208.0134,-0.1977
156,-11.01,603.8,450.1444,0.5431,0.7059,0.0259,1.0693,208.8167,-0.1983
157,-10.98,604.05,450.4553,0.5428,0.7081,0.0258,1.0706,209.5641,-0.1988
158,-10.94,604.3,450.766,0.5424,0.7102,0.0257,1.0719,210.3008,-0.1993
159,-10.91,604.56,451.0654,0.542,0.7124,0.0256,1.0732,211.0362,-0.1997
160,-10.88,604.81,451.3757,0.5417,0.7145,0.0255,1.0745,211.7717,-0.2002
161,-10.85,605.06,451.6857,0.5413,0.7166,0.0254,1.0758,212.5165,-0.2006
162,-10.82,605.31,451.9845,0.541,0.7187,0.0253,1.0771,213.2506,-0.2011
163,-10.78,605.56,452.2942,0.5406,0.7208,0.0252,1.0784,213.9941,-0.2016
164,-10.75,605.81,452.6036,0.5402,0.7229,0.0252,1.0797,214.7269,-0.202
165,-10.72,606.07,452.9018,0.5399,0.725,0.0251,1.081,215.4583,-0.2025
166,-10.69,606.32,453.2108,0.5395,0.7271,0.025,1.0823,216.1899,-0.203
167,-10.66,606.57,453.5196,0.5392,0.7292,0.0249,1.0837,216.8701,-0.2034
168,-10.62,606.82,453.8171,0.5388,0.7312,0.0248,1.085,217.6003,-0.2039
169,-10.59,607.07,454.1255,0.5385,0.7333,0.0247,1.0863,218.3399,-0.2043
170,-10.56,607.32,454.4337,0.5381,0.7354,0.0246,1.0876,219.0688,-0.2048
171,-10.53,607.58,454.7307,0.5377,0.7374,0.0245,1.0889,219.7961,-0.2052
172,-10.5,607.83,455.0385,0.5374,0.7395,0.0244,1.0902,220.5237,-0.2057
173,-10.46,608.08,455.346,0.537,0.7415,0.0243,1.0915,221.2607,-0.2062
174,-10.43,608.33,455.6424,0.5366,0.7436,0.0242,1.0928,221.987,-0.2066
175,-10.4,608.58,455.9496,0.5363,0.7456,0.0241,1.0941,222.7226,-0.2071
176,-10.37,608.83,456.2565,0.5359,0.7476,0.0241,1.0954,223.4476,-0.2076
177,-10.34,609.09,456.5523,0.5356,0.7497,0.024,1.0967,224.171,-0.208
178,-10.3,609.34,456.8588,0.5352,0.7517,0.0239,1.098,224.8947,-0.2085
179,-10.27,609.59,457.1652,0.5348,0.7537,0.0238,1.0993,225.6277,-0.2089
180,-10.24,609.84,457.4604,0.5345,0.7557,0.0237,1.1007,226.2891,-0.2094
181,-10.21,610.09,457.7663,0.5341,0.7577,0.0236,1.102,227.0208,-0.2099
182,-10.18,610.35,458.072,0.5338,0.7597,0.0235,1.1033,227.7308,-0.2103
183,-10.14,610.6,458.3776,0.5334,0.7617,0.0234,1.1046,228.4612,-0.2108
184,-10.11,610.85,458.672,0.533,0.7637,0.0233,1.1059,229.181,-0.2112
185,-10.08,611.1,458.9771,0.5327,0.7657,0.0232,1.1072,229.9101,-0.2117
186,-10.05,611.35,459.282,0.5323,0.7676,0.0231,1.1085,230.6285,-0.2122
187,-10.02,611.57,459.5324,0.5318,0.7695,0.0231,1.1096,231.3019,-0.2125
188,-9.98,611.7,459.6629,0.5311,0.771,0.0231,1.1101,231.8918,-0.2124
189,-9.95,611.83,459.7934,0.5304,0.7725,0.0231,1.1107,232.4304,-0.2123
190,-9.92,611.96,459.9239,0.5297,0.774,0.0231,1.1112,233.03,-0.2122
191,-9.89,612.1,460.0543,0.529,0.7756,0.0231,1.1118,233.5472,-0.2121
192,-9.86,612.23,460.1847,0.5283,0.7771,0.0231,1.1123,234.1466,-0.212
193,-9.82,612.36,460.3151,0.5276,0.7786,0.0231,1.1129,234.6846,-0.2119
194,-9.79,612.49,460.4454,0.5268,0.7801,0.0231,1.1134,235.2736,-0.2118
195,-9.76,612.62,460.5757,0.5261,0.7816,0.0231,1.114,235.8113,-0.2117
196,-9.73,612.75,460.706,0.5254,0.7831,0.0231,1.1145,236.4001,-0.2116
197,-9.7,612.88,460.8362,0.5247,0.7846,0.0231,1.115,236.9988,-0.2115
198,-9.66,613.01,460.9772,0.524,0.7861,0.0231,1.1156,237.536,-0.2114
199,-9.63,613.15,461.1074,0.5233,0.7876,0.0231,1.1161,238.1133,-0.2113
200,-9.6,613.28,461.2375,0.5225,0.7891,0.0231,1.1167,238.6502,-0.2112
201,-9.57,613.41,461.3675,0.5218,0.7906,0.0231,1.1172,239.2383,-0.2111
202,-9.54,613.54,461.4976,0.5211,0.792,0.0231,1.1178,239.775,-0.211
203,-9.5,613.67,461.6276,0.5204,0.7935,0.0232,1.1183,240.3728,-0.2109
204,-9.47,613.8,461.7575,0.5197,0.795,0.0232,1.1189,240.8992,-0.2108
205,-9.44,613.93,461.8874,0.5189,0.7965,0.0232,1.1194,241.4968,-0.2107
206,-9.41,614.06,462.0173,0.5182,0.798,0.0232,1.1199,242.0942,-0.2106
207,-9.38,614.2,462.1472,0.5175,0.7994,0.0232,1.1205,242.6089,-0.2105
208,-9.34,614.33,462.277,0.5167,0.8009,0.0232,1.121,243.2061,-0.2104
209,-9.31,614.46,462.4067,0.516,0.8024,0.0232,1.1216,243.7317,-0.2103
210,-9.28,614.59,462.5365,0.5153,0.8038,0.0232,1.1221,244.3286,-0.2102
211,-9.25,614.72,462.6662,0.5146,0.8053,0.0232,1.1227,244.8639,-0.2101
212,-9.22,614.85,462.8067,0.5138,0.8067,0.0232,1.1232,245.4505,-0.21
213,-9.18,614.98,462.9363,0.5131,0.8082,0.0232,1.1238,245.9855,-0.2099
214,-9.15,615.12,463.0659,0.5124,0.8096,0.0232,1.1243,246.5706,-0.2098
215,-9.12,615.25,463.1954,0.5116,0.8111,0.0232,1.1248,247.1568,-0.2097
216,-9.09,615.38,463.3249,0.5109,0.8125,0.0232,1.1254,247.6913,-0.2096
217,-9.06,615.51,463.4544,0.5101,0.814,0.0232,1.1259,248.2773,-0.2095
218,-9.02,615.64,463.5839,0.5094,0.8154,0.0232,1.1265,248.8115,-0.2094
219,-8.99,615.75,463.5839,0.5088,0.8171,0.0232,1.127,249.4797,-0.2093
220,-8.96,615.86,463.5623,0.5081,0.8188,0.0232,1.1276,250.0963,-0.2092
221,-8.93,615.97,463.5407,0.5075,0.8205,0.0231,1.1282,250.7126,-0.2091
222,-8.9,616.07,463.5299,0.5069,0.8221,0.0231,1.1287,251.4018,-0.209
223,-8.86,616.18,463.5084,0.5063,0.8238,0.0231,1.1293,252.0179,-0.2089
224,-8.83,616.29,463.4868,0.5056,0.8255,0.023,1.1299,252.6239,-0.2088
225,-8.8,616.4,463.4652,0.505,0.8271,0.023,1.1304,253.3014,-0.2087
226,-8.77,616.5,463.4544,0.5044,0.8288,0.023,1.131,253.9285,-0.2086
227,-8.74,616.61,463.4328,0.5038,0.8305,0.023,1.1316,254.5441,-0.2085
228,-8.7,616.72,463.4113,0.5031,0.8321,0.0229,1.1321,255.2213,-0.2084
229,-8.67,616.83,463.3897,0.5025,0.8338,0.0229,1.1327,255.8367,-0.2082
230,-8.64,616.93,463.3789,0.5019,0.8354,0.0229,1.1333,256.4632,-0.2082
231,-8.61,617.04,463.3573,0.5012,0.8371,0.0228,1.1338,257.14,-0.208
232,-8.58,617.15,463.3357,0.5006,0.8387,0.0228,1.1344,257.745,-0.2079
233,-8.54,617.26,463.3141,0.5,0.8403,0.0228,1.1349,258.4216,-0.2078
234,-8.51,617.36,463.2926,0.4993,0.842,0.0227,1.1355,259.0477,-0.2077
235,-8.48,617.47,463.2818,0.4987,0.8436,0.0227,1.1361,259.6623,-0.2076
236,-8.45,617.58,463.2602,0.4981,0.8452,0.0227,1.1366,260.3386,-0.2075
237,-8.42,617.69,463.2386,0.4974,0.8469,0.0226,1.1372,260.9529,-0.2074
238,-8.38,617.79,463.217,0.4968,0.8485,0.0226,1.1378,261.5785,-0.2073
239,-8.35,617.9,463.2062,0.4961,0.8501,0.0226,1.1383,262.2444,-0.2072
240,-8.32,618.01,463.1846,0.4955,0.8517,0.0226,1.1389,262.8584,-0.2071
241,-8.29,618.12,463.163,0.4949,0.8533,0.0225,1.1395,263.4723,-0.207
242,-8.26,618.22,463.1414,0.4942,0.8549,0.0225,1.14,264.1592,-0.2069
243,-8.22,618.33,463.1307,0.4936,0.8566,0.0225,1.1406,264.7728,-0.2068
244,-8.19,618.44,463.1091,0.4929,0.8582,0.0224,1.1412,265.3863,-0.2067
245,-8.16,618.55,463.0875,0.4923,0.8598,0.0224,1.1417,266.0615,-0.2066
246,-8.13,618.65,463.0659,0.4916,0.8614,0.0224,1.1423,266.6761,-0.2065
247,-8.1,618.76,463.0551,0.491,0.863,0.0223,1.1429,267.2892,-0.2064
248,-8.06,618.87,463.0335,0.4903,0.8646,0.0223,1.1434,267.964,-0.2063
249,-8.03,618.98,463.0119,0.4897,0.8661,0.0223,1.144,268.5769,-0.2062
250,-8.0,619.21,463.0335,0.4891,0.8681,0.0222,1.1448,269.3484,-0.206
251,-7.97,619.58,463.0983,0.4885,0.8703,0.022,1.146,270.1813,-0.2059
252,-7.94,619.96,463.163,0.4879,0.8726,0.0218,1.1472,271.0019,-0.2057
253,-7.9,620.33,463.2278,0.4873,0.8749,0.0217,1.1484,271.833,-0.2055
254,-7.87,620.71,463.2926,0.4866,0.8772,0.0215,1.1496,272.6518,-0.2054
255,-7.84,621.08,463.3573,0.486,0.8794,0.0213,1.1508,273.4811,-0.2052
256,-7.81,621.45,463.4221,0.4854,0.8817,0.0211,1.152,274.3096,-0.205
257,-7.78,621.83,463.4976,0.4848,0.8839,0.021,1.1532,275.1256,-0.2049
258,-7.74,622.2,463.5623,0.4842,0.8862,0.0208,1.1544,275.9623,-0.2047
259,-7.71,622.58,463.627,0.4836,0.8884,0.0206,1.1557,276.7143,-0.2046
260,-7.68,622.95,463.6917,0.483,0.8906,0.0204,1.1569,277.5391,-0.2044
261,-7.65,623.33,463.7564,0.4824,0.8929,0.0203,1.1581,278.3215,-0.2042
262,-7.62,623.7,463.8211,0.4817,0.8951,0.0201,1.1593,279.1446,-0.204
263,-7.58,624.07,463.8858,0.4811,0.8973,0.0199,1.1605,279.9668,-0.2039
264,-7.55,624.45,463.9504,0.4805,0.8995,0.0198,1.1617,280.7764,-0.2037
265,-7.52,624.82,464.0151,0.4799,0.9017,0.0196,1.1629,281.5968,-0.2036
266,-7.49,625.2,464.0797,0.4793,0.9039,0.0194,1.1641,282.4047,-0.2034
267,-7.46,625.57,464.1444,0.4787,0.9061,0.0192,1.1653,283.2233,-0.2032
268,-7.42,625.95,464.2198,0.478,0.9083,0.0191,1.1665,284.0293,-0.2031
269,-7.39,626.32,464.2844,0.4774,0.9105,0.0189,1.1677,284.8461,-0.2029
270,-7.36,626.69,464.349,0.4768,0.9127,0.0187,1.1689,285.6621,-0.2027
271,-7.33,627.07,464.4136,0.4762,0.9148,0.0185,1.1701,286.4654,-0.2026
272,-7.3,627.44,464.4782,0.4756,0.917,0.0184,1.1713,287.2795,-0.2024
273,-7.26,627.82,464.5428,0.4749,0.9192,0.0182,1.1725,288.081,-0.2022
274,-7.23,628.19,464.6074,0.4743,0.9213,0.018,1.1737,288.8934,-0.2021
275,-7.2,628.57,464.6719,0.4737,0.9235,0.0179,1.1749,289.6931,-0.2019
276,-7.17,628.94,464.7365,0.4731,0.9256,0.0177,1.1761,290.5037,-0.2017
277,-7.14,629.31,464.801,0.4724,0.9278,0.0175,1.1773,291.3133,-0.2016
278,-7.1,629.69,464.8656,0.4718,0.9299,0.0173,1.1785,292.1103,-0.2014
279,-7.07,630.06,464.9409,0.4712,0.9321,0.0172,1.1797,292.9182,-0.2012
280,-7.04,630.44,465.0054,0.4706,0.9342,0.017,1.1809,293.7134,-0.2011
281,-7.01,630.85,465.0914,0.4699,0.9364,0.0168,1.1822,294.6091,-0.2009
282,-6.98,631.91,465.4782,0.4691,0.9399,0.0163,1.1848,296.213,-0.2007
283,-6.94,632.96,465.8755,0.4683,0.9433,0.0158,1.1875,297.76,-0.2004
284,-6.91,634.01,466.2725,0.4675,0.9468,0.0152,1.1902,299.2013,-0.2002
285,-6.88,635.06,466.669,0.4667,0.9502,0.0147,1.1929,300.7369,-0.2
286,-6.85,636.12,467.0653,0.466,0.9537,0.0142,1.1955,302.3185,-0.1998
287,-6.82,637.17,467.4505,0.4651,0.9571,0.0137,1.1982,303.8429,-0.1996
288,-6.78,638.22,467.8461,0.4643,0.9605,0.0132,1.2009,305.3616,-0.1993
289,-6.75,639.27,468.2414,0.4636,0.9639,0.0127,1.2036,306.7746,-0.1991
290,-6.72,640.33,468.6363,0.4628,0.9672,0.0121,1.2063,308.2699,-0.1989
291,-6.69,641.38,469.0309,0.4619,0.9706,0.0116,1.2089,309.8357,-0.1986
292,-6.66,642.43,469.4145,0.4611,0.974,0.0111,1.2116,311.3318,-0.1984
293,-6.62,643.48,469.8085,0.4603,0.9773,0.0106,1.2143,312.8222,-0.1982
294,-6.59,644.54,470.2021,0.4595,0.9807,0.0101,1.217,314.1948,-0.198
295,-6.56,645.59,470.5954,0.4587,0.984,0.0096,1.2197,315.6739,-0.1978
296,-6.53,646.64,470.9883,0.4579,0.9873,0.009,1.2223,317.2119,-0.1975
297,-6.5,647.69,471.3703,0.4571,0.9906,0.0085,1.225,318.6797,-0.1973
