,r(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
167,-10.66,747.67,536.7681,0.2466,0.4139,0.3253,0.4932,153.8366,-0.0354
168,-10.62,749.56,537.1871,0.247,0.4144,0.3249,0.4934,153.6571,-0.0351
169,-10.59,751.45,537.6058,0.2475,0.4148,0.3245,0.4935,153.4944,-0.0348
170,-10.56,753.34,538.0149,0.2479,0.4153,0.3241,0.4937,153.3136,-0.0346
171,-10.53,755.23,538.4329,0.2483,0.4157,0.3237,0.4938,153.1397,-0.0343
172,-10.5,757.04,538.8228,0.2487,0.4167,0.3232,0.494,153.2771,-0.0338
173,-10.46,758.84,539.2124,0.2491,0.4176,0.3228,0.4942,153.4264,-0.0334
174,-10.43,760.65,539.6017,0.2495,0.4186,0.3223,0.4943,153.5803,-0.0329
175,-10.4,762.45,539.9907,0.2498,0.4195,0.3218,0.4945,153.7285,-0.0324
176,-10.37,764.26,540.3702,0.2502,0.4205,0.3213,0.4947,153.8711,-0.032
177,-10.34,766.06,540.7587,0.2506,0.4214,0.3208,0.4948,154.0205,-0.0315
178,-10.3,767.87,541.1469,0.2509,0.4224,0.3203,0.495,154.162,-0.031
179,-10.27,769.67,541.5349,0.2513,0.4233,0.3199,0.4952,154.3079,-0.0306
180,-10.24,771.48,541.9225,0.2517,0.4243,0.3194,0.4953,154.4582,-0.0301
181,-10.21,773.28,542.3099,0.252,0.4252,0.3189,0.4955,154.5952,-0.0296
182,-10.18,775.09,542.6878,0.2524,0.4261,0.3184,0.4956,154.7344,-0.0292
183,-10.14,776.89,543.0746,0.2528,0.4271,0.3179,0.4958,154.8879,-0.0287
184,-10.11,778.7,543.4611,0.2531,0.428,0.3174,0.496,155.0259,-0.0282
185,-10.08,780.5,543.8474,0.2535,0.429,0.3169,0.4961,155.1683,-0.0277
186,-10.05,782.31,544.2334,0.2539,0.4299,0.3164,0.4963,155.3074,-0.0273
187,-10.02,784.1,544.564,0.2542,0.4309,0.316,0.4965,155.4922,-0.0268
188,-9.98,785.85,544.7752,0.2544,0.4321,0.3155,0.4968,155.8076,-0.0261
189,-9.95,787.6,544.9954,0.2547,0.4333,0.315,0.4971,156.114,-0.0255
190,-9.92,789.36,545.2064,0.255,0.4346,0.3145,0.4974,156.4144,-0.0248
191,-9.89,791.11,545.4173,0.2552,0.4358,0.314,0.4977,156.7166,-0.0242
192,-9.86,792.86,545.6281,0.2555,0.437,0.3135,0.498,157.0199,-0.0235
193,-9.82,794.62,545.848,0.2558,0.4382,0.313,0.4983,157.325,-0.0229
194,-9.79,796.37,546.0586,0.256,0.4394,0.3125,0.4986,157.626,-0.0222
195,-9.76,798.12,546.2692,0.2563,0.4406,0.312,0.4989,157.926,-0.0216
196,-9.73,799.88,546.4796,0.2565,0.4418,0.3115,0.4992,158.2179,-0.0209
197,-9.7,801.63,546.69,0.2568,0.443,0.311,0.4996,158.5157,-0.0203
198,-9.66,803.38,546.9095,0.2571,0.4442,0.3105,0.4998,158.8205,-0.0196
199,-9.63,805.14,547.1197,0.2573,0.4454,0.31,0.5002,159.1112,-0.019
200,-9.6,806.89,547.3299,0.2576,0.4466,0.3095,0.5005,159.4138,-0.0183
201,-9.57,808.64,547.54,0.2578,0.4478,0.309,0.5008,159.6973,-0.0177
202,-9.54,810.4,547.7591,0.2581,0.4489,0.3085,0.5011,159.9848,-0.017
203,-9.5,812.05,547.8686,0.2583,0.4503,0.308,0.5014,160.3725,-0.0163
204,-9.47,813.63,547.896,0.2584,0.4517,0.3074,0.5016,160.8225,-0.0156
205,-9.44,815.21,547.9325,0.2586,0.4532,0.3068,0.5019,161.2716,-0.0149
206,-9.41,816.79,547.969,0.2587,0.4546,0.3062,0.5022,161.7299,-0.0142
207,-9.38,818.37,547.9964,0.2589,0.456,0.3056,0.5025,162.1773,-0.0135
208,-9.34,819.95,548.0328,0.259,0.4574,0.3051,0.5028,162.6237,-0.0128
209,-9.31,821.53,548.0693,0.2592,0.4589,0.3045,0.503,163.0693,-0.012
210,-9.28,823.11,548.0967,0.2593,0.4603,0.3039,0.5033,163.514,-0.0113
211,-9.25,824.69,548.1332,0.2595,0.4617,0.3033,0.5036,163.9579,-0.0106
212,-9.22,826.27,548.1697,0.2596,0.4631,0.3028,0.5039,164.4008,-0.0099
213,-9.18,827.85,548.2062,0.2598,0.4645,0.3022,0.5042,164.8529,-0.0092
214,-9.15,829.43,548.2335,0.26,0.4659,0.3016,0.5044,165.294,-0.0085
215,-9.12,831.01,548.27,0.2601,0.4673,0.301,0.5047,165.7343,-0.0078
216,-9.09,832.59,548.3065,0.2603,0.4687,0.3004,0.505,166.1737,-0.007
217,-9.06,834.17,548.3338,0.2604,0.4701,0.2999,0.5053,166.6122,-0.0063
218,-9.02,835.75,548.3703,0.2606,0.4714,0.2993,0.5056,167.0499,-0.0056
219,-8.99,837.24,548.1514,0.2607,0.4726,0.2987,0.5057,167.3742,-0.0049
220,-8.96,838.7,547.9051,0.2608,0.4738,0.298,0.5059,167.6901,-0.0043
221,-8.93,840.17,547.6495,0.2609,0.4749,0.2974,0.506,168.0104,-0.0036
222,-8.9,841.64,547.403,0.261,0.4761,0.2968,0.5062,168.3118,-0.0029
223,-8.86,843.1,547.1471,0.261,0.4773,0.2961,0.5064,168.6263,-0.0023
224,-8.83,844.57,546.9004,0.2611,0.4784,0.2955,0.5065,168.9353,-0.0016
225,-8.8,846.04,546.6443,0.2612,0.4795,0.2949,0.5066,169.2538,-0.0009
226,-8.77,847.51,546.3973,0.2613,0.4807,0.2942,0.5068,169.5619,-0.0003
227,-8.74,848.97,546.141,0.2614,0.4818,0.2936,0.507,169.8662,0.0004
228,-8.7,850.44,545.8846,0.2615,0.483,0.293,0.5071,170.1734,0.0011
229,-8.67,851.91,545.6372,0.2616,0.4841,0.2924,0.5073,170.4901,0.0017
230,-8.64,853.37,545.3806,0.2617,0.4852,0.2917,0.5074,170.8015,0.0024
231,-8.61,854.84,545.133,0.2618,0.4864,0.2911,0.5076,171.0989,0.0031
232,-8.58,856.31,544.8761,0.2619,0.4875,0.2904,0.5077,171.4043,0.0037
233,-8.54,857.78,544.6283,0.262,0.4886,0.2898,0.5079,171.7193,0.0044
234,-8.51,859.23,544.3345,0.2621,0.4897,0.2892,0.5081,172.011,0.0051
235,-8.48,860.6,543.875,0.2622,0.4905,0.2885,0.5085,172.2363,0.0057
236,-8.45,861.97,543.4059,0.2624,0.4914,0.2879,0.5089,172.469,0.0064
237,-8.42,863.35,542.9457,0.2625,0.4922,0.2873,0.5094,172.6868,0.007
238,-8.38,864.72,542.4758,0.2626,0.4931,0.2866,0.5098,172.9071,0.0077
239,-8.35,866.09,542.0148,0.2628,0.4939,0.286,0.5102,173.1276,0.0083
240,-8.32,867.46,541.5441,0.2629,0.4947,0.2853,0.5107,173.3555,0.009
241,-8.29,868.84,541.0822,0.263,0.4956,0.2847,0.5111,173.5685,0.0096
242,-8.26,870.21,540.6108,0.2632,0.4964,0.284,0.5115,173.7941,0.0103
243,-8.22,871.58,540.1481,0.2633,0.4972,0.2834,0.512,174.0098,0.0109
244,-8.19,872.96,539.6758,0.2634,0.4981,0.2828,0.5124,174.2278,0.0116
245,-8.16,874.33,539.2031,0.2636,0.4989,0.2821,0.5129,174.4311,0.0122
246,-8.13,875.7,538.7393,0.2637,0.4997,0.2815,0.5133,174.6519,0.0129
247,-8.1,877.08,538.2657,0.2638,0.5006,0.2808,0.5137,174.8577,0.0135
248,-8.06,878.45,537.8011,0.2639,0.5014,0.2802,0.5142,175.0761,0.0142
249,-8.03,879.82,537.3267,0.2641,0.5022,0.2795,0.5146,175.2934,0.0148
250,-8.0,881.28,536.9358,0.2643,0.5032,0.2788,0.5152,175.581,0.0155
251,-7.97,882.82,536.6284,0.2645,0.5042,0.278,0.5159,176.002,0.016
252,-7.94,884.37,536.3301,0.2648,0.5052,0.2772,0.5166,176.4156,0.0166
253,-7.9,885.91,536.0224,0.265,0.5062,0.2764,0.5173,176.8233,0.0172
254,-7.87,887.46,535.7145,0.2653,0.5073,0.2756,0.5181,177.2325,0.0178
255,-7.84,889.0,535.4064,0.2655,0.5083,0.2748,0.5188,177.6446,0.0183
256,-7.81,890.55,535.0981,0.2658,0.5093,0.274,0.5195,178.0404,0.0189
257,-7.78,892.1,534.799,0.266,0.5103,0.2732,0.5202,178.4428,0.0195
258,-7.74,893.64,534.4904,0.2663,0.5113,0.2724,0.521,178.8393,0.0201
259,-7.71,895.19,534.1816,0.2665,0.5123,0.2716,0.5217,179.2373,0.0207
260,-7.68,896.73,533.8726,0.2668,0.5134,0.2708,0.5224,179.6382,0.0212
261,-7.65,898.28,533.5729,0.267,0.5144,0.2699,0.5231,180.0228,0.0218
262,-7.62,899.83,533.2635,0.2673,0.5154,0.2691,0.5238,180.4141,0.0224
263,-7.58,901.37,532.954,0.2675,0.5164,0.2683,0.5246,180.7993,0.023
264,-7.55,902.92,532.6443,0.2678,0.5174,0.2675,0.5253,181.1861,0.0235
265,-7.52,904.46,532.3345,0.2681,0.5184,0.2667,0.526,181.576,0.0241
266,-7.49,906.12,531.8458,0.2683,0.5193,0.2659,0.5268,181.6997,0.0246
267,-7.46,907.82,531.2909,0.2685,0.5202,0.2652,0.5277,181.7425,0.0251
268,-7.42,909.51,530.7353,0.2687,0.521,0.2644,0.5285,181.7867,0.0255
269,-7.39,911.21,530.1792,0.2689,0.5219,0.2636,0.5294,181.8237,0.026
270,-7.36,912.9,529.6225,0.2691,0.5228,0.2628,0.5302,181.863,0.0264
271,-7.33,914.6,529.0652,0.2693,0.5236,0.2621,0.5311,181.8934,0.0269
272,-7.3,916.29,528.5073,0.2695,0.5245,0.2613,0.5319,181.927,0.0274
273,-7.26,917.99,527.9489,0.2697,0.5254,0.2605,0.5328,181.9516,0.0278
274,-7.23,919.69,527.3898,0.2699,0.5262,0.2598,0.5336,181.9742,0.0283
275,-7.2,921.38,526.8301,0.2701,0.5271,0.259,0.5345,181.9892,0.0287
276,-7.17,923.08,526.2699,0.2703,0.528,0.2582,0.5353,182.0153,0.0292
277,-7.14,924.77,525.709,0.2705,0.5288,0.2575,0.5362,182.0346,0.0297
278,-7.1,926.47,525.1476,0.2707,0.5297,0.2567,0.537,182.0449,0.0301
279,-7.07,928.16,524.5856,0.2709,0.5305,0.2559,0.5378,182.0584,0.0306
280,-7.04,929.86,524.0229,0.2711,0.5314,0.2552,0.5387,182.0537,0.031
281,-7.01,931.57,523.4405,0.2713,0.5322,0.2544,0.5396,182.0528,0.0315
282,-6.98,933.48,522.6854,0.2715,0.533,0.2537,0.541,181.9967,0.0318
283,-6.94,935.39,521.9195,0.2716,0.5338,0.253,0.5424,181.9345,0.0322
284,-6.91,937.3,521.1526,0.2717,0.5346,0.2524,0.5438,181.8575,0.0325
285,-6.88,939.21,520.3941,0.2718,0.5353,0.2517,0.5452,181.7751,0.0328
286,-6.85,941.12,519.6249,0.272,0.5361,0.251,0.5467,181.6873,0.0331
287,-6.82,943.03,518.8545,0.2721,0.5369,0.2504,0.5481,181.6035,0.0335
288,-6.78,944.94,518.0927,0.2722,0.5376,0.2497,0.5495,181.5049,0.0338
289,-6.75,946.85,517.32,0.2723,0.5384,0.249,0.5509,181.4009,0.0341
290,-6.72,948.76,516.5462,0.2724,0.5392,0.2484,0.5523,181.3014,0.0345
291,-6.69,950.67,515.7713,0.2726,0.5399,0.2477,0.5538,181.1865,0.0348
292,-6.66,952.59,515.0049,0.2727,0.5407,0.247,0.5552,181.0701,0.0351
293,-6.62,954.5,514.2276,0.2728,0.5415,0.2464,0.5566,180.9444,0.0355
294,-6.59,956.41,513.4491,0.2729,0.5422,0.2457,0.558,180.8132,0.0358
295,-6.56,958.32,512.6792,0.2731,0.543,0.245,0.5594,180.6766,0.0361
296,-6.53,960.23,511.8984,0.2732,0.5437,0.2444,0.5608,180.5442,0.0365
297,-6.5,962.19,511.2534,0.2733,0.5447,0.2436,0.5623,180.6521,0.0368
298,-6.46,964.26,510.8522,0.2735,0.546,0.2426,0.564,181.1581,0.037
299,-6.43,966.32,510.441,0.2737,0.5472,0.2416,0.5657,181.6824,0.0372
