s,kW,kW
1.710000E+02,6.074886E+02,5.535092E+01
1.720000E+02,5.899103E+02,6.008205E+01
1.730000E+02,6.138503E+02,5.140972E+01
1.740000E+02,5.733358E+02,4.321060E+01
1.750000E+02,6.043669E+02,5.592531E+01
1.760000E+02,5.691699E+02,6.488933E+01
1.770000E+02,6.165855E+02,7.828479E+01
1.780000E+02,5.988832E+02,7.936733E+01
1.790000E+02,6.226566E+02,7.791892E+01
1.800000E+02,5.768953E+02,5.432666E+01
1.810000E+02,5.925422E+02,5.978350E+01
1.820000E+02,5.944595E+02,6.997207E+01
1.830000E+02,6.150779E+02,7.526528E+01
1.840000E+02,6.026159E+02,5.404898E+01
1.850000E+02,6.191035E+02,5.771949E+01
1.860000E+02,6.081312E+02,5.795694E+01
1.870000E+02,5.819575E+02,6.282737E+01
1.880000E+02,5.735449E+02,6.151895E+01
1.890000E+02,5.724057E+02,5.421701E+01
1.900000E+02,5.948622E+02,5.469180E+01
1.910000E+02,5.971848E+02,6.544150E+01
1.920000E+02,6.029644E+02,7.293984E+01
1.930000E+02,5.903675E+02,6.474791E+01
1.940000E+02,5.890007E+02,5.733817E+01
1.950000E+02,6.119680E+02,5.932737E+01
1.960000E+02,6.075906E+02,6.661905E+01
1.970000E+02,6.036392E+02,6.511787E+01
1.980000E+02,6.009668E+02,5.689955E+01
1.990000E+02,5.968994E+02,5.021346E+01
2.000000E+02,6.192271E+02,7.214358E+01
2.010000E+02,6.090840E+02,7.693176E+01
2.020000E+02,6.143170E+02,7.515892E+01
2.030000E+02,5.916685E+02,5.744185E+01
2.040000E+02,5.980035E+02,4.967721E+01
2.050000E+02,5.711290E+02,4.433119E+01
2.060000E+02,5.804105E+02,4.461881E+01
2.070000E+02,5.719168E+02,5.523622E+01
2.080000E+02,5.996097E+02,6.842057E+01
2.090000E+02,5.942510E+02,7.450623E+01
2.100000E+02,6.161673E+02,7.601274E+01
2.110000E+02,5.909490E+02,5.975704E+01
2.120000E+02,5.964131E+02,5.478121E+01
2.130000E+02,6.067821E+02,6.328130E+01
2.140000E+02,6.139139E+02,6.683697E+01
2.150000E+02,6.174118E+02,6.740721E+01
2.160000E+02,5.881583E+02,5.826498E+01
2.170000E+02,5.884620E+02,5.120091E+01
2.180000E+02,5.812974E+02,4.875847E+01
2.190000E+02,5.946171E+02,5.633196E+01
2.200000E+02,6.087822E+02,6.913129E+01
2.210000E+02,5.895620E+02,6.840597E+01
2.220000E+02,6.191343E+02,6.848689E+01
2.230000E+02,5.897576E+02,6.187675E+01
2.240000E+02,6.162588E+02,6.412828E+01
2.250000E+02,5.913269E+02,4.967243E+01
2.260000E+02,6.096474E+02,5.900925E+01
2.270000E+02,6.039507E+02,5.571459E+01
2.280000E+02,5.829647E+02,5.137998E+01
2.290000E+02,5.942307E+02,5.448713E+01
2.300000E+02,6.059100E+02,6.742980E+01
2.310000E+02,6.243296E+02,7.640280E+01
2.320000E+02,6.000803E+02,6.656757E+01
2.330000E+02,6.051259E+02,7.060902E+01
2.340000E+02,5.948399E+02,6.793577E+01
2.350000E+02,5.759842E+02,6.175232E+01
2.360000E+02,5.757658E+02,5.313964E+01
2.370000E+02,5.721195E+02,5.669951E+01
2.380000E+02,6.073645E+02,6.926733E+01
2.390000E+02,6.059814E+02,6.534032E+01
2.400000E+02,6.248874E+02,6.468384E+01
2.410000E+02,5.878786E+02,5.285547E+01
2.420000E+02,5.871522E+02,6.365264E+01
2.430000E+02,5.914011E+02,7.119324E+01
2.440000E+02,6.108059E+02,7.574232E+01
2.450000E+02,6.178560E+02,6.852101E+01
2.460000E+02,6.048555E+02,5.761750E+01
2.470000E+02,5.996055E+02,6.102694E+01
2.480000E+02,6.037658E+02,6.125772E+01
2.490000E+02,5.972138E+02,6.876815E+01
2.500000E+02,6.035403E+02,6.935179E+01
2.510000E+02,5.985831E+02,6.313154E+01
2.520000E+02,6.031217E+02,5.651389E+01
2.530000E+02,5.924226E+02,6.030582E+01
2.540000E+02,6.089189E+02,7.501319E+01
2.550000E+02,5.984572E+02,7.187742E+01
2.560000E+02,6.025699E+02,6.820094E+01
2.570000E+02,5.772042E+02,5.146399E+01
2.580000E+02,5.892331E+02,5.381304E+01
2.590000E+02,6.017498E+02,6.310908E+01
2.600000E+02,6.189942E+02,7.515620E+01
2.610000E+02,6.089182E+02,6.727448E+01
2.620000E+02,6.021856E+02,5.797073E+01
2.630000E+02,5.765667E+02,5.026442E+01
2.640000E+02,5.794976E+02,5.464703E+01
2.650000E+02,5.929008E+02,6.204244E+01
2.660000E+02,6.069636E+02,6.641187E+01
2.670000E+02,5.969352E+02,6.245013E+01
2.680000E+02,5.800167E+02,5.429976E+01
2.690000E+02,5.810581E+02,5.949691E+01
2.700000E+02,6.268000E+02,7.002802E+01
2.710000E+02,6.125950E+02,6.640625E+01
2.720000E+02,6.044411E+02,5.626608E+01
2.730000E+02,5.746197E+02,4.380380E+01
2.740000E+02,6.011513E+02,5.621655E+01
2.750000E+02,5.883494E+02,6.765846E+01
2.760000E+02,5.934025E+02,7.116908E+01
2.770000E+02,5.837969E+02,6.109097E+01
2.780000E+02,5.972071E+02,6.075346E+01
2.790000E+02,6.042014E+02,5.247492E+01
2.800000E+02,5.789239E+02,5.078028E+01
2.810000E+02,5.903989E+02,5.655444E+01
2.820000E+02,5.757418E+02,6.143721E+01
2.830000E+02,5.946894E+02,6.792143E+01
2.840000E+02,6.011630E+02,7.113567E+01
2.850000E+02,6.251391E+02,7.428154E+01
2.860000E+02,6.233693E+02,7.235808E+01
2.870000E+02,6.134237E+02,6.192148E+01
2.880000E+02,6.188230E+02,6.038404E+01
2.890000E+02,6.166057E+02,6.929038E+01
2.900000E+02,6.197948E+02,8.038488E+01
2.910000E+02,6.214031E+02,6.823432E+01
2.920000E+02,5.927961E+02,4.781098E+01
2.930000E+02,5.783795E+02,4.901826E+01
2.940000E+02,5.899893E+02,5.345957E+01
2.950000E+02,6.113412E+02,5.992756E+01
2.960000E+02,6.054215E+02,6.580417E+01
2.970000E+02,5.936289E+02,6.072838E+01
2.980000E+02,5.857544E+02,5.083795E+01
2.990000E+02,5.985723E+02,5.005366E+01
3.000000E+02,6.108339E+02,8.648419E+01
