s,kW
7.100000E+01,5.418587E+02
7.200000E+01,5.150565E+02
7.300000E+01,5.276257E+02
7.400000E+01,5.122897E+02
7.500000E+01,5.300969E+02
7.600000E+01,5.299854E+02
7.700000E+01,5.445124E+02
7.800000E+01,5.380769E+02
7.900000E+01,5.553751E+02
8.000000E+01,5.475284E+02
8.100000E+01,5.311484E+02
8.200000E+01,5.322493E+02
8.300000E+01,5.120092E+02
8.400000E+01,5.486598E+02
8.500000E+01,5.390943E+02
8.600000E+01,5.517632E+02
8.700000E+01,5.327796E+02
8.800000E+01,5.395180E+02
8.900000E+01,5.533306E+02
9.000000E+01,5.384889E+02
9.100000E+01,5.415992E+02
9.200000E+01,5.422163E+02
9.300000E+01,5.389313E+02
9.400000E+01,5.380878E+02
9.500000E+01,5.069778E+02
9.600000E+01,5.412993E+02
9.700000E+01,5.177964E+02
9.800000E+01,5.424445E+02
9.900000E+01,5.212234E+02
1.000000E+02,5.371226E+02
1.010000E+02,5.213821E+02
1.020000E+02,5.369196E+02
1.030000E+02,5.289767E+02
1.040000E+02,5.320648E+02
1.050000E+02,5.266781E+02
1.060000E+02,5.509740E+02
1.070000E+02,5.511730E+02
1.080000E+02,5.365015E+02
1.090000E+02,5.283276E+02
1.100000E+02,5.220743E+02
1.110000E+02,5.379429E+02
1.120000E+02,5.323322E+02
1.130000E+02,5.355550E+02
1.140000E+02,5.248373E+02
1.150000E+02,5.505488E+02
1.160000E+02,5.190045E+02
1.170000E+02,5.393732E+02
1.180000E+02,5.268489E+02
1.190000E+02,5.473687E+02
1.200000E+02,5.380724E+02
1.210000E+02,5.370490E+02
1.220000E+02,5.395618E+02
1.230000E+02,5.250108E+02
1.240000E+02,5.289003E+02
1.250000E+02,5.311437E+02
1.260000E+02,5.384726E+02
1.270000E+02,5.569137E+02
1.280000E+02,5.478343E+02
1.290000E+02,5.361433E+02
1.300000E+02,5.315181E+02
1.310000E+02,5.368053E+02
1.320000E+02,5.402667E+02
1.330000E+02,5.245844E+02
1.340000E+02,5.337249E+02
1.350000E+02,5.250266E+02
1.360000E+02,5.403333E+02
1.370000E+02,5.421028E+02
1.380000E+02,5.381479E+02
1.390000E+02,5.376489E+02
1.400000E+02,5.253250E+02
1.410000E+02,5.357927E+02
1.420000E+02,5.270253E+02
1.430000E+02,5.275238E+02
1.440000E+02,5.194330E+02
1.450000E+02,5.323364E+02
1.460000E+02,5.309820E+02
1.470000E+02,5.382763E+02
1.480000E+02,5.308654E+02
1.490000E+02,5.443144E+02
1.500000E+02,5.485721E+02
1.510000E+02,5.312785E+02
1.520000E+02,5.388500E+02
1.530000E+02,5.404131E+02
1.540000E+02,5.379001E+02
1.550000E+02,5.377413E+02
1.560000E+02,5.318339E+02
1.570000E+02,5.471355E+02
1.580000E+02,5.433614E+02
1.590000E+02,5.450632E+02
1.600000E+02,5.363512E+02
1.610000E+02,5.255948E+02
1.620000E+02,5.386126E+02
1.630000E+02,5.190127E+02
1.640000E+02,5.448966E+02
1.650000E+02,5.273246E+02
1.660000E+02,5.504057E+02
1.670000E+02,5.275124E+02
1.680000E+02,5.258192E+02
1.690000E+02,5.317391E+02
1.700000E+02,5.381711E+02
1.710000E+02,5.521376E+02
1.720000E+02,5.298282E+02
1.730000E+02,5.624406E+02
1.740000E+02,5.301252E+02
1.750000E+02,5.484416E+02
1.760000E+02,5.042805E+02
1.770000E+02,5.383007E+02
1.780000E+02,5.195159E+02
1.790000E+02,5.447376E+02
1.800000E+02,5.225687E+02
1.810000E+02,5.327587E+02
1.820000E+02,5.244874E+02
1.830000E+02,5.398126E+02
1.840000E+02,5.485669E+02
1.850000E+02,5.613841E+02
1.860000E+02,5.501742E+02
1.870000E+02,5.191301E+02
1.880000E+02,5.120260E+02
1.890000E+02,5.181887E+02
1.900000E+02,5.401704E+02
1.910000E+02,5.317433E+02
1.920000E+02,5.300246E+02
1.930000E+02,5.256196E+02
1.940000E+02,5.316625E+02
1.950000E+02,5.526406E+02
1.960000E+02,5.409715E+02
1.970000E+02,5.385213E+02
1.980000E+02,5.440672E+02
1.990000E+02,5.466859E+02
2.000000E+02,5.470835E+02
2.010000E+02,5.321523E+02
2.020000E+02,5.391581E+02
2.030000E+02,5.342267E+02
2.040000E+02,5.483262E+02
2.050000E+02,5.267978E+02
2.060000E+02,5.357917E+02
2.070000E+02,5.166806E+02
2.080000E+02,5.311891E+02
2.090000E+02,5.197448E+02
2.100000E+02,5.401545E+02
2.110000E+02,5.311919E+02
2.120000E+02,5.416319E+02
2.130000E+02,5.435008E+02
2.140000E+02,5.470770E+02
2.150000E+02,5.500046E+02
2.160000E+02,5.298933E+02
2.170000E+02,5.372611E+02
2.180000E+02,5.325389E+02
2.190000E+02,5.382852E+02
2.200000E+02,5.396509E+02
2.210000E+02,5.211560E+02
2.220000E+02,5.506474E+02
2.230000E+02,5.278808E+02
2.240000E+02,5.521305E+02
2.250000E+02,5.416545E+02
2.260000E+02,5.506381E+02
2.270000E+02,5.482361E+02
2.280000E+02,5.315847E+02
2.290000E+02,5.397436E+02
2.300000E+02,5.384802E+02
2.310000E+02,5.479268E+02
2.320000E+02,5.335128E+02
2.330000E+02,5.345169E+02
2.340000E+02,5.269042E+02
2.350000E+02,5.142319E+02
2.360000E+02,5.226262E+02
2.370000E+02,5.154200E+02
2.380000E+02,5.380972E+02
2.390000E+02,5.406411E+02
2.400000E+02,5.602036E+02
2.410000E+02,5.350231E+02
2.420000E+02,5.234995E+02
2.430000E+02,5.202078E+02
2.440000E+02,5.350636E+02
2.450000E+02,5.493350E+02
2.460000E+02,5.472380E+02
2.470000E+02,5.385786E+02
2.480000E+02,5.425081E+02
2.490000E+02,5.284457E+02
2.500000E+02,5.341886E+02
2.510000E+02,5.354515E+02
2.520000E+02,5.466078E+02
2.530000E+02,5.321168E+02
2.540000E+02,5.339057E+02
2.550000E+02,5.265798E+02
2.560000E+02,5.343690E+02
2.570000E+02,5.257402E+02
2.580000E+02,5.354201E+02
2.590000E+02,5.386407E+02
2.600000E+02,5.438380E+02
2.610000E+02,5.416437E+02
2.620000E+02,5.442149E+02
2.630000E+02,5.263023E+02
2.640000E+02,5.248506E+02
2.650000E+02,5.308584E+02
2.660000E+02,5.405517E+02
2.670000E+02,5.344851E+02
2.680000E+02,5.257169E+02
2.690000E+02,5.215612E+02
2.700000E+02,5.567720E+02
2.710000E+02,5.461888E+02
2.720000E+02,5.481750E+02
2.730000E+02,5.308159E+02
2.740000E+02,5.449347E+02
2.750000E+02,5.206910E+02
2.760000E+02,5.222334E+02
2.770000E+02,5.227059E+02
2.780000E+02,5.364537E+02
2.790000E+02,5.517265E+02
2.800000E+02,5.281436E+02
2.810000E+02,5.338445E+02
2.820000E+02,5.143046E+02
2.830000E+02,5.267680E+02
2.840000E+02,5.300274E+02
2.850000E+02,5.508576E+02
2.860000E+02,5.510112E+02
2.870000E+02,5.515023E+02
2.880000E+02,5.584390E+02
2.890000E+02,5.473153E+02
2.900000E+02,5.394099E+02
2.910000E+02,5.531688E+02
2.920000E+02,5.449851E+02
2.930000E+02,5.293612E+02
2.940000E+02,5.365298E+02
2.950000E+02,5.514136E+02
2.960000E+02,5.396173E+02
2.970000E+02,5.329005E+02
2.980000E+02,5.349165E+02
2.990000E+02,5.485186E+02
3.000000E+02,5.243497E+02
