s,kW,kW
8.000000E+01,9.154550E+02,3.026906E+02
8.100000E+01,8.901767E+02,2.873511E+02
8.200000E+01,9.101144E+02,3.013332E+02
8.300000E+01,8.805406E+02,2.646278E+02
8.400000E+01,9.012513E+02,2.868915E+02
8.500000E+01,8.843280E+02,2.882705E+02
8.600000E+01,9.351416E+02,3.322420E+02
8.700000E+01,9.217792E+02,3.219314E+02
8.800000E+01,9.079510E+02,3.075606E+02
8.900000E+01,8.748895E+02,2.737045E+02
9.000000E+01,8.776649E+02,2.828164E+02
9.100000E+01,8.873207E+02,2.864920E+02
9.200000E+01,8.760864E+02,2.804488E+02
9.300000E+01,8.880911E+02,2.720845E+02
9.400000E+01,8.945988E+02,2.802303E+02
9.500000E+01,8.950213E+02,2.919359E+02
9.600000E+01,9.281790E+02,3.183952E+02
9.700000E+01,9.361997E+02,3.251986E+02
9.800000E+01,9.218977E+02,3.049959E+02
9.900000E+01,8.520316E+02,2.394428E+02
1.000000E+02,8.809090E+02,2.594495E+02
1.010000E+02,8.927306E+02,2.845396E+02
1.020000E+02,9.328995E+02,3.189933E+02
1.030000E+02,9.419485E+02,3.274140E+02
1.040000E+02,9.536872E+02,3.384995E+02
1.050000E+02,9.213422E+02,3.102132E+02
1.060000E+02,8.912677E+02,2.844810E+02
1.070000E+02,8.677208E+02,2.577477E+02
1.080000E+02,8.794519E+02,2.705670E+02
1.090000E+02,8.867084E+02,2.845350E+02
1.100000E+02,8.797507E+02,2.731228E+02
1.110000E+02,8.792047E+02,2.930048E+02
1.120000E+02,9.317584E+02,3.150837E+02
1.130000E+02,8.971076E+02,2.944619E+02
1.140000E+02,8.988169E+02,2.836306E+02
1.150000E+02,8.602618E+02,2.736186E+02
1.160000E+02,9.117337E+02,2.926748E+02
1.170000E+02,9.046856E+02,2.893427E+02
1.180000E+02,8.871639E+02,2.846815E+02
1.190000E+02,8.723398E+02,2.780192E+02
1.200000E+02,9.252852E+02,2.989247E+02
1.210000E+02,9.332102E+02,3.059197E+02
1.220000E+02,9.140571E+02,2.873774E+02
1.230000E+02,8.551602E+02,2.561923E+02
1.240000E+02,8.902249E+02,2.746960E+02
1.250000E+02,9.104949E+02,2.967240E+02
1.260000E+02,9.128753E+02,2.966501E+02
1.270000E+02,9.036819E+02,3.083580E+02
1.280000E+02,9.496716E+02,3.407214E+02
1.290000E+02,8.992254E+02,3.043925E+02
1.300000E+02,8.885954E+02,2.715502E+02
1.310000E+02,8.439212E+02,2.542103E+02
1.320000E+02,9.025814E+02,3.026312E+02
1.330000E+02,9.384816E+02,3.433709E+02
1.340000E+02,9.485623E+02,3.198030E+02
1.350000E+02,8.833482E+02,2.709716E+02
1.360000E+02,8.435093E+02,2.508050E+02
1.370000E+02,8.590066E+02,2.629265E+02
1.380000E+02,8.656783E+02,2.673281E+02
1.390000E+02,8.830068E+02,2.855117E+02
1.400000E+02,9.262017E+02,3.200415E+02
1.410000E+02,9.479930E+02,3.333127E+02
1.420000E+02,9.469485E+02,3.252551E+02
1.430000E+02,8.639544E+02,2.745231E+02
1.440000E+02,9.012289E+02,2.925568E+02
1.450000E+02,8.817165E+02,2.848136E+02
1.460000E+02,8.927698E+02,2.856879E+02
1.470000E+02,8.943416E+02,2.975698E+02
1.480000E+02,9.235309E+02,3.139200E+02
1.490000E+02,9.116015E+02,3.107249E+02
1.500000E+02,9.475577E+02,3.338506E+02
1.510000E+02,9.248582E+02,3.152021E+02
1.520000E+02,8.869089E+02,2.729518E+02
1.530000E+02,8.563743E+02,2.480922E+02
1.540000E+02,8.776776E+02,2.699883E+02
1.550000E+02,9.153961E+02,3.002909E+02
1.560000E+02,9.268186E+02,3.157875E+02
1.570000E+02,9.115502E+02,2.940373E+02
1.580000E+02,8.877868E+02,2.894876E+02
1.590000E+02,9.015533E+02,2.937628E+02
1.600000E+02,9.477249E+02,3.188640E+02
1.610000E+02,9.164459E+02,2.798327E+02
1.620000E+02,9.213177E+02,2.977671E+02
1.630000E+02,8.891575E+02,2.860764E+02
1.640000E+02,8.688284E+02,2.650410E+02
1.650000E+02,8.646408E+02,2.643928E+02
1.660000E+02,8.939588E+02,2.913437E+02
1.670000E+02,9.303247E+02,3.115550E+02
1.680000E+02,8.914317E+02,2.811275E+02
1.690000E+02,8.652594E+02,2.504863E+02
1.700000E+02,8.812647E+02,2.773854E+02
1.710000E+02,8.963598E+02,2.998051E+02
1.720000E+02,9.188842E+02,3.194824E+02
1.730000E+02,9.168713E+02,3.083538E+02
1.740000E+02,8.925758E+02,2.939441E+02
1.750000E+02,8.723660E+02,2.781805E+02
1.760000E+02,8.682920E+02,2.669881E+02
1.770000E+02,8.467195E+02,2.572048E+02
1.780000E+02,9.010135E+02,3.018903E+02
1.790000E+02,9.254896E+02,3.187774E+02
1.800000E+02,9.325415E+02,3.070950E+02
1.810000E+02,9.078381E+02,2.755413E+02
1.820000E+02,9.275565E+02,3.071566E+02
1.830000E+02,9.307199E+02,3.081150E+02
1.840000E+02,9.015010E+02,2.974439E+02
1.850000E+02,8.961288E+02,2.973418E+02
1.860000E+02,9.012519E+02,2.912297E+02
1.870000E+02,8.907028E+02,2.797558E+02
1.880000E+02,8.524276E+02,2.513648E+02
1.890000E+02,8.918175E+02,2.819747E+02
1.900000E+02,9.019405E+02,2.956866E+02
1.910000E+02,9.290745E+02,3.275591E+02
1.920000E+02,8.924894E+02,3.026358E+02
1.930000E+02,8.995293E+02,3.056652E+02
1.940000E+02,9.035620E+02,3.149806E+02
1.950000E+02,8.951117E+02,2.945510E+02
1.960000E+02,8.762484E+02,2.782880E+02
1.970000E+02,9.204213E+02,2.996573E+02
1.980000E+02,9.078771E+02,2.953210E+02
1.990000E+02,9.223153E+02,2.887942E+02
2.000000E+02,8.548554E+02,2.569508E+02
2.010000E+02,9.065169E+02,3.121228E+02
2.020000E+02,8.955398E+02,3.041197E+02
2.030000E+02,9.044014E+02,2.946800E+02
2.040000E+02,8.912012E+02,2.825849E+02
2.050000E+02,9.183926E+02,3.077207E+02
2.060000E+02,9.136574E+02,3.053403E+02
2.070000E+02,8.886176E+02,2.816525E+02
2.080000E+02,8.682109E+02,2.569836E+02
2.090000E+02,8.714990E+02,2.569625E+02
2.100000E+02,9.005773E+02,2.959646E+02
2.110000E+02,9.467437E+02,3.324102E+02
2.120000E+02,9.420479E+02,3.226532E+02
2.130000E+02,8.924117E+02,2.844266E+02
2.140000E+02,8.758646E+02,2.770827E+02
2.150000E+02,9.298201E+02,3.126355E+02
2.160000E+02,9.287089E+02,3.003457E+02
2.170000E+02,9.076560E+02,2.819270E+02
2.180000E+02,8.957546E+02,2.882388E+02
2.190000E+02,9.149259E+02,3.139776E+02
2.200000E+02,9.279561E+02,3.063636E+02
2.210000E+02,8.470024E+02,2.389010E+02
2.220000E+02,8.875910E+02,2.704926E+02
2.230000E+02,8.564538E+02,2.734618E+02
2.240000E+02,8.914465E+02,2.844206E+02
2.250000E+02,9.131947E+02,3.114479E+02
2.260000E+02,9.221688E+02,3.134507E+02
2.270000E+02,8.892745E+02,2.944971E+02
2.280000E+02,8.993867E+02,2.899044E+02
2.290000E+02,9.325238E+02,3.145231E+02
2.300000E+02,9.256622E+02,3.057842E+02
2.310000E+02,8.900930E+02,2.772533E+02
2.320000E+02,8.865224E+02,2.780673E+02
2.330000E+02,9.014791E+02,3.070620E+02
2.340000E+02,9.101995E+02,3.042501E+02
2.350000E+02,8.865661E+02,3.001143E+02
2.360000E+02,8.977958E+02,2.887118E+02
2.370000E+02,9.105797E+02,3.028352E+02
2.380000E+02,9.236456E+02,2.946133E+02
2.390000E+02,8.914817E+02,2.782205E+02
2.400000E+02,8.384077E+02,2.606536E+02
2.410000E+02,8.778331E+02,2.946872E+02
2.420000E+02,9.098432E+02,3.042613E+02
2.430000E+02,9.208496E+02,3.080601E+02
2.440000E+02,8.938734E+02,2.824175E+02
2.450000E+02,9.050830E+02,3.059769E+02
2.460000E+02,9.013615E+02,2.943054E+02
2.470000E+02,8.969329E+02,2.919264E+02
2.480000E+02,8.618889E+02,2.642217E+02
2.490000E+02,9.008240E+02,3.055615E+02
2.500000E+02,9.107950E+02,3.159701E+02
2.510000E+02,9.211623E+02,3.110403E+02
2.520000E+02,9.190643E+02,2.994357E+02
2.530000E+02,9.093891E+02,2.875027E+02
2.540000E+02,8.977980E+02,2.924451E+02
2.550000E+02,8.920964E+02,2.853428E+02
2.560000E+02,8.828628E+02,2.948275E+02
2.570000E+02,8.886409E+02,2.789550E+02
2.580000E+02,8.630053E+02,2.764291E+02
2.590000E+02,8.846979E+02,2.722631E+02
2.600000E+02,8.955897E+02,2.888998E+02
2.610000E+02,9.212921E+02,2.874605E+02
2.620000E+02,9.028964E+02,2.836961E+02
2.630000E+02,8.958384E+02,2.861797E+02
2.640000E+02,9.451670E+02,3.337094E+02
2.650000E+02,9.188918E+02,3.171595E+02
2.660000E+02,8.754802E+02,2.788008E+02
2.670000E+02,8.584310E+02,2.493949E+02
2.680000E+02,8.616265E+02,2.638881E+02
2.690000E+02,9.005472E+02,3.106788E+02
2.700000E+02,9.094818E+02,3.324089E+02
2.710000E+02,9.326520E+02,3.279276E+02
2.720000E+02,8.824131E+02,2.864862E+02
2.730000E+02,9.096043E+02,3.011593E+02
2.740000E+02,9.058545E+02,3.113519E+02
2.750000E+02,8.806941E+02,2.951763E+02
2.760000E+02,8.622528E+02,2.781676E+02
2.770000E+02,8.979030E+02,3.017350E+02
2.780000E+02,9.423405E+02,3.196175E+02
2.790000E+02,9.458204E+02,3.163626E+02
2.800000E+02,9.088431E+02,2.815079E+02
2.810000E+02,9.151186E+02,3.147340E+02
2.820000E+02,9.094975E+02,3.121946E+02
2.830000E+02,9.118851E+02,3.049218E+02
2.840000E+02,8.915267E+02,2.826780E+02
2.850000E+02,9.149047E+02,2.942973E+02
2.860000E+02,8.590935E+02,2.590924E+02
2.870000E+02,9.002055E+02,2.625732E+02
2.880000E+02,9.139573E+02,2.919780E+02
2.890000E+02,9.391344E+02,3.200420E+02
2.900000E+02,9.281640E+02,3.115667E+02
2.910000E+02,9.236771E+02,3.024604E+02
2.920000E+02,8.991087E+02,2.985135E+02
2.930000E+02,8.834228E+02,2.837798E+02
2.940000E+02,8.643164E+02,2.556423E+02
2.950000E+02,8.791516E+02,2.505048E+02
2.960000E+02,8.709000E+02,2.798319E+02
2.970000E+02,8.969122E+02,2.934619E+02
2.980000E+02,9.057037E+02,2.858599E+02
2.990000E+02,8.900758E+02,2.790631E+02
3.000000E+02,8.118827E+02,2.874566E+02
