cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
-20.8120,0.0048,0.0058,0.0064,0.0056,0.0084,0.0046,0.0061,0.0069,0.0063,0.0086,0.0063,0.0071,0.0082,0.0075,0.0074
-20.7680,0.0054,0.0060,0.0061,0.0056,0.0082,0.0053,0.0063,0.0066,0.0063,0.0085,0.0072,0.0072,0.0078,0.0075,0.0070
-20.7240,0.0053,0.0057,0.0066,0.0058,0.0084,0.0050,0.0060,0.0071,0.0065,0.0087,0.0069,0.0069,0.0084,0.0077,0.0072
-20.6800,0.0048,0.0061,0.0061,0.0056,0.0083,0.0046,0.0064,0.0066,0.0064,0.0087,0.0063,0.0074,0.0078,0.0075,0.0072
-20.6360,0.0055,0.0057,0.0058,0.0060,0.0082,0.0053,0.0060,0.0063,0.0067,0.0087,0.0072,0.0069,0.0075,0.0080,0.0075
-20.5920,0.0049,0.0057,0.0062,0.0059,0.0081,0.0047,0.0059,0.0066,0.0067,0.0088,0.0065,0.0069,0.0079,0.0079,0.0073
-20.5480,0.0052,0.0056,0.0062,0.0058,0.0077,0.0050,0.0059,0.0067,0.0066,0.0085,0.0068,0.0068,0.0079,0.0078,0.0070
-20.5040,0.0051,0.0059,0.0061,0.0058,0.0081,0.0049,0.0062,0.0066,0.0066,0.0091,0.0066,0.0071,0.0078,0.0078,0.0075
-20.4600,0.0053,0.0057,0.0062,0.0059,0.0078,0.0051,0.0060,0.0067,0.0067,0.0087,0.0069,0.0069,0.0079,0.0079,0.0078
-20.4160,0.0050,0.0059,0.0065,0.0054,0.0079,0.0048,0.0061,0.0070,0.0062,0.0090,0.0066,0.0071,0.0083,0.0073,0.0071
-20.3720,0.0057,0.0056,0.0060,0.0055,0.0080,0.0054,0.0059,0.0065,0.0062,0.0093,0.0074,0.0068,0.0077,0.0074,0.0076
-20.3280,0.0052,0.0056,0.0059,0.0062,0.0078,0.0050,0.0059,0.0064,0.0070,0.0091,0.0068,0.0068,0.0076,0.0083,0.0073
-20.2840,0.0051,0.0058,0.0063,0.0057,0.0078,0.0049,0.0062,0.0068,0.0065,0.0091,0.0067,0.0071,0.0080,0.0077,0.0073
-20.2400,0.0050,0.0061,0.0063,0.0059,0.0074,0.0048,0.0064,0.0067,0.0066,0.0088,0.0066,0.0073,0.0080,0.0078,0.0075
-20.1960,0.0052,0.0058,0.0064,0.0059,0.0080,0.0050,0.0061,0.0069,0.0067,0.0096,0.0068,0.0070,0.0082,0.0080,0.0074
-20.1520,0.0056,0.0062,0.0063,0.0060,0.0078,0.0053,0.0064,0.0068,0.0067,0.0092,0.0073,0.0074,0.0080,0.0080,0.0074
-20.1080,0.0056,0.0058,0.0064,0.0059,0.0077,0.0054,0.0061,0.0069,0.0066,0.0089,0.0074,0.0070,0.0082,0.0078,0.0073
-20.0640,0.0052,0.0060,0.0062,0.0059,0.0106,0.0050,0.0063,0.0067,0.0067,0.0094,0.0069,0.0073,0.0079,0.0080,0.0079
-20.0200,0.0056,0.0059,0.0065,0.0059,0.0091,0.0054,0.0062,0.0070,0.0067,0.0099,0.0073,0.0072,0.0083,0.0079,0.0074
-19.9760,0.0054,0.0062,0.0060,0.0057,0.0088,0.0052,0.0065,0.0065,0.0064,0.0090,0.0071,0.0074,0.0076,0.0076,0.0073
-19.9320,0.0052,0.0059,0.0060,0.0063,0.0092,0.0050,0.0062,0.0065,0.0071,0.0093,0.0068,0.0071,0.0076,0.0084,0.0077
-19.8880,0.0050,0.0056,0.0064,0.0059,0.0090,0.0048,0.0058,0.0068,0.0067,0.0091,0.0066,0.0067,0.0081,0.0079,0.0073
-19.8440,0.0056,0.0058,0.0066,0.0059,0.0094,0.0054,0.0061,0.0071,0.0066,0.0099,0.0074,0.0071,0.0085,0.0079,0.0071
-19.8000,0.0053,0.0059,0.0062,0.0066,0.0093,0.0051,0.0062,0.0067,0.0075,0.0102,0.0069,0.0071,0.0079,0.0089,0.0076
-19.7560,0.0053,0.0060,0.0063,0.0057,0.0089,0.0051,0.0063,0.0068,0.0065,0.0098,0.0069,0.0073,0.0080,0.0077,0.0080
-19.7120,0.0053,0.0057,0.0063,0.0062,0.0091,0.0050,0.0060,0.0068,0.0070,0.0107,0.0069,0.0069,0.0080,0.0084,0.0075
-19.6680,0.0055,0.0059,0.0064,0.0066,0.0086,0.0053,0.0061,0.0069,0.0074,0.0105,0.0073,0.0071,0.0081,0.0088,0.0080
-19.6240,0.0055,0.0060,0.0065,0.0059,0.0090,0.0052,0.0063,0.0070,0.0066,0.0113,0.0072,0.0073,0.0083,0.0078,0.0079
-19.5800,0.0056,0.0058,0.0061,0.0060,0.0082,0.0054,0.0061,0.0065,0.0068,0.0107,0.0074,0.0070,0.0077,0.0081,0.0075
-19.5360,0.0054,0.0062,0.0064,0.0060,0.0077,0.0052,0.0065,0.0069,0.0068,0.0108,0.0071,0.0075,0.0082,0.0081,0.0073
-19.4920,0.0050,0.0064,0.0062,0.0062,0.0077,0.0048,0.0067,0.0067,0.0069,0.0113,0.0066,0.0077,0.0079,0.0083,0.0073
-19.4480,0.0053,0.0062,0.0059,0.0062,0.0080,0.0051,0.0065,0.0064,0.0070,0.0122,0.0070,0.0076,0.0076,0.0083,0.0076
-19.4040,0.0056,0.0061,0.0064,0.0058,0.0077,0.0053,0.0065,0.0069,0.0065,0.0124,0.0073,0.0074,0.0082,0.0078,0.0080
-19.3600,0.0054,0.0064,0.0063,0.0062,0.0087,0.0052,0.0067,0.0068,0.0069,0.0138,0.0071,0.0077,0.0081,0.0083,0.0078
-19.3160,0.0053,0.0063,0.0066,0.0062,0.0086,0.0051,0.0066,0.0071,0.0070,0.0140,0.0070,0.0075,0.0084,0.0083,0.0080
-19.2720,0.0055,0.0063,0.0065,0.0058,0.0091,0.0053,0.0066,0.0070,0.0066,0.0143,0.0072,0.0076,0.0083,0.0078,0.0081
-19.2280,0.0059,0.0060,0.0064,0.0061,0.0093,0.0056,0.0063,0.0069,0.0068,0.0148,0.0077,0.0072,0.0082,0.0081,0.0084
-19.1840,0.0056,0.0060,0.0063,0.0061,0.0091,0.0054,0.0063,0.0068,0.0068,0.0146,0.0073,0.0073,0.0080,0.0081,0.0089
-19.1400,0.0058,0.0057,0.0066,0.0061,0.0094,0.0056,0.0060,0.0071,0.0069,0.0148,0.0077,0.0069,0.0084,0.0082,0.0087
-19.0960,0.0056,0.0062,0.0064,0.0062,0.0099,0.0053,0.0065,0.0068,0.0070,0.0147,0.0073,0.0076,0.0081,0.0083,0.0086
-19.0520,0.0056,0.0062,0.0064,0.0062,0.0106,0.0053,0.0065,0.0069,0.0070,0.0148,0.0073,0.0075,0.0082,0.0083,0.0084
-19.0080,0.0057,0.0061,0.0067,0.0058,0.0106,0.0055,0.0064,0.0072,0.0065,0.0136,0.0075,0.0074,0.0085,0.0077,0.0089
-18.9640,0.0057,0.0062,0.0066,0.0062,0.0108,0.0055,0.0066,0.0072,0.0070,0.0125,0.0075,0.0076,0.0085,0.0083,0.0083
-18.9200,0.0057,0.0065,0.0069,0.0062,0.0116,0.0055,0.0068,0.0075,0.0070,0.0116,0.0076,0.0078,0.0088,0.0083,0.0087
-18.8760,0.0059,0.0065,0.0067,0.0063,0.0122,0.0057,0.0068,0.0073,0.0072,0.0116,0.0077,0.0078,0.0086,0.0085,0.0086
-18.8320,0.0058,0.0062,0.0065,0.0064,0.0127,0.0056,0.0065,0.0070,0.0072,0.0120,0.0077,0.0075,0.0083,0.0085,0.0087
-18.7880,0.0057,0.0065,0.0069,0.0065,0.0128,0.0055,0.0069,0.0075,0.0073,0.0114,0.0075,0.0079,0.0088,0.0087,0.0086
-18.7440,0.0055,0.0062,0.0065,0.0063,0.0133,0.0053,0.0065,0.0070,0.0071,0.0123,0.0073,0.0075,0.0082,0.0085,0.0085
-18.7000,0.0056,0.0061,0.0067,0.0061,0.0129,0.0054,0.0064,0.0073,0.0068,0.0126,0.0073,0.0073,0.0086,0.0081,0.0088
-18.6560,0.0056,0.0059,0.0066,0.0062,0.0124,0.0054,0.0061,0.0071,0.0069,0.0133,0.0074,0.0071,0.0084,0.0083,0.0087
-18.6120,0.0055,0.0062,0.0065,0.0070,0.0115,0.0052,0.0066,0.0070,0.0079,0.0138,0.0072,0.0076,0.0084,0.0094,0.0090
-18.5680,0.0055,0.0063,0.0066,0.0068,0.0109,0.0053,0.0067,0.0071,0.0077,0.0153,0.0073,0.0077,0.0084,0.0091,0.0082
-18.5240,0.0057,0.0066,0.0064,0.0064,0.0102,0.0055,0.0069,0.0069,0.0072,0.0163,0.0075,0.0080,0.0082,0.0085,0.0081
-18.4800,0.0056,0.0066,0.0068,0.0064,0.0096,0.0053,0.0069,0.0073,0.0072,0.0164,0.0073,0.0079,0.0087,0.0086,0.0085
-18.4360,0.0057,0.0062,0.0071,0.0062,0.0101,0.0055,0.0065,0.0077,0.0070,0.0169,0.0076,0.0074,0.0090,0.0084,0.0091
-18.3920,0.0056,0.0064,0.0064,0.0062,0.0100,0.0054,0.0067,0.0070,0.0070,0.0165,0.0073,0.0077,0.0082,0.0083,0.0088
-18.3480,0.0059,0.0066,0.0068,0.0063,0.0101,0.0057,0.0069,0.0073,0.0071,0.0170,0.0078,0.0079,0.0087,0.0085,0.0091
-18.3040,0.0059,0.0067,0.0072,0.0067,0.0103,0.0057,0.0070,0.0077,0.0075,0.0174,0.0077,0.0081,0.0092,0.0089,0.0090
-18.2600,0.0057,0.0064,0.0068,0.0063,0.0108,0.0054,0.0067,0.0074,0.0071,0.0179,0.0074,0.0078,0.0088,0.0084,0.0094
-18.2160,0.0061,0.0061,0.0069,0.0062,0.0117,0.0058,0.0064,0.0074,0.0070,0.0185,0.0080,0.0074,0.0087,0.0084,0.0091
-18.1720,0.0063,0.0061,0.0072,0.0061,0.0118,0.0061,0.0064,0.0078,0.0069,0.0174,0.0083,0.0074,0.0092,0.0082,0.0091
-18.1280,0.0055,0.0064,0.0069,0.0060,0.0118,0.0052,0.0067,0.0075,0.0068,0.0162,0.0072,0.0078,0.0089,0.0081,0.0089
-18.0840,0.0058,0.0067,0.0065,0.0067,0.0117,0.0056,0.0070,0.0070,0.0075,0.0145,0.0077,0.0081,0.0084,0.0090,0.0087
-18.0400,0.0059,0.0067,0.0071,0.0064,0.0119,0.0057,0.0070,0.0077,0.0072,0.0132,0.0078,0.0081,0.0091,0.0086,0.0080
-17.9960,0.0060,0.0061,0.0069,0.0063,0.0119,0.0057,0.0064,0.0075,0.0071,0.0124,0.0078,0.0073,0.0089,0.0084,0.0085
-17.9520,0.0058,0.0066,0.0067,0.0063,0.0119,0.0056,0.0069,0.0072,0.0071,0.0121,0.0077,0.0080,0.0085,0.0085,0.0087
-17.9080,0.0057,0.0067,0.0068,0.0063,0.0124,0.0054,0.0070,0.0073,0.0071,0.0126,0.0074,0.0081,0.0087,0.0085,0.0086
-17.8640,0.0056,0.0065,0.0075,0.0067,0.0125,0.0054,0.0069,0.0081,0.0076,0.0126,0.0074,0.0080,0.0095,0.0091,0.0091
-17.8200,0.0060,0.0066,0.0070,0.0066,0.0124,0.0057,0.0070,0.0075,0.0074,0.0129,0.0078,0.0080,0.0089,0.0089,0.0089
-17.7760,0.0059,0.0069,0.0072,0.0067,0.0119,0.0057,0.0073,0.0078,0.0076,0.0132,0.0078,0.0084,0.0091,0.0090,0.0089
-17.7320,0.0057,0.0074,0.0069,0.0061,0.0109,0.0055,0.0078,0.0075,0.0070,0.0133,0.0075,0.0090,0.0088,0.0083,0.0087
-17.6880,0.0058,0.0063,0.0068,0.0069,0.0107,0.0055,0.0066,0.0074,0.0079,0.0137,0.0076,0.0076,0.0087,0.0094,0.0085
-17.6440,0.0059,0.0068,0.0070,0.0068,0.0103,0.0056,0.0072,0.0075,0.0076,0.0139,0.0077,0.0083,0.0089,0.0091,0.0094
-17.6000,0.0060,0.0067,0.0071,0.0062,0.0103,0.0058,0.0070,0.0077,0.0070,0.0146,0.0079,0.0081,0.0091,0.0083,0.0098
-17.5560,0.0062,0.0063,0.0075,0.0070,0.0107,0.0059,0.0066,0.0081,0.0079,0.0157,0.0081,0.0077,0.0096,0.0094,0.0097
-17.5120,0.0062,0.0063,0.0069,0.0063,0.0106,0.0059,0.0066,0.0074,0.0072,0.0162,0.0081,0.0076,0.0088,0.0086,0.0092
-17.4680,0.0064,0.0068,0.0068,0.0067,0.0110,0.0061,0.0072,0.0074,0.0075,0.0168,0.0084,0.0082,0.0086,0.0090,0.0095
-17.4240,0.0064,0.0068,0.0068,0.0065,0.0114,0.0061,0.0071,0.0074,0.0073,0.0173,0.0084,0.0082,0.0087,0.0090,0.0097
-17.3800,0.0058,0.0070,0.0073,0.0068,0.0123,0.0056,0.0074,0.0078,0.0077,0.0184,0.0077,0.0085,0.0093,0.0095,0.0101
-17.3360,0.0060,0.0069,0.0072,0.0065,0.0124,0.0057,0.0073,0.0077,0.0073,0.0185,0.0078,0.0084,0.0092,0.0093,0.0100
-17.2920,0.0059,0.0064,0.0072,0.0073,0.0132,0.0057,0.0067,0.0077,0.0082,0.0193,0.0077,0.0077,0.0092,0.0109,0.0099
-17.2480,0.0063,0.0069,0.0072,0.0067,0.0130,0.0060,0.0072,0.0077,0.0076,0.0201,0.0082,0.0083,0.0092,0.0106,0.0101
-17.2040,0.0062,0.0069,0.0074,0.0066,0.0129,0.0060,0.0072,0.0080,0.0075,0.0207,0.0082,0.0083,0.0095,0.0111,0.0095
-17.1600,0.0062,0.0070,0.0070,0.0064,0.0124,0.0060,0.0073,0.0076,0.0072,0.0216,0.0082,0.0085,0.0090,0.0118,0.0097
-17.1160,0.0065,0.0072,0.0074,0.0067,0.0124,0.0063,0.0075,0.0079,0.0076,0.0235,0.0086,0.0088,0.0094,0.0127,0.0112
-17.0720,0.0058,0.0069,0.0071,0.0071,0.0120,0.0056,0.0072,0.0077,0.0081,0.0258,0.0076,0.0084,0.0091,0.0140,0.0120
-17.0280,0.0060,0.0070,0.0074,0.0073,0.0123,0.0058,0.0073,0.0079,0.0082,0.0291,0.0079,0.0084,0.0094,0.0143,0.0121
-16.9840,0.0063,0.0064,0.0073,0.0068,0.0121,0.0061,0.0067,0.0079,0.0076,0.0326,0.0083,0.0078,0.0093,0.0145,0.0106
-16.9400,0.0059,0.0067,0.0072,0.0072,0.0118,0.0057,0.0070,0.0077,0.0082,0.0361,0.0078,0.0080,0.0091,0.0157,0.0105
-16.8960,0.0063,0.0067,0.0071,0.0070,0.0126,0.0061,0.0070,0.0076,0.0079,0.0391,0.0083,0.0081,0.0090,0.0154,0.0110
-16.8520,0.0058,0.0069,0.0065,0.0067,0.0123,0.0056,0.0072,0.0070,0.0075,0.0401,0.0077,0.0084,0.0083,0.0158,0.0117
-16.8080,0.0059,0.0066,0.0076,0.0065,0.0129,0.0057,0.0069,0.0082,0.0073,0.0411,0.0077,0.0080,0.0098,0.0163,0.0129
-16.7640,0.0062,0.0071,0.0069,0.0072,0.0136,0.0060,0.0074,0.0074,0.0082,0.0416,0.0081,0.0086,0.0087,0.0173,0.0141
-16.7200,0.0062,0.0067,0.0071,0.0068,0.0143,0.0060,0.0071,0.0077,0.0077,0.0417,0.0082,0.0081,0.0091,0.0173,0.0143
-16.6760,0.0060,0.0072,0.0074,0.0069,0.0147,0.0058,0.0075,0.0080,0.0077,0.0431,0.0080,0.0087,0.0096,0.0181,0.0143
-16.6320,0.0065,0.0069,0.0073,0.0068,0.0154,0.0062,0.0072,0.0079,0.0076,0.0445,0.0085,0.0083,0.0094,0.0182,0.0137
-16.5880,0.0060,0.0071,0.0076,0.0071,0.0159,0.0058,0.0075,0.0081,0.0080,0.0449,0.0079,0.0087,0.0096,0.0185,0.0127
-16.5440,0.0061,0.0070,0.0073,0.0070,0.0166,0.0058,0.0073,0.0078,0.0080,0.0461,0.0079,0.0084,0.0093,0.0186,0.0124
-16.5000,0.0063,0.0081,0.0073,0.0072,0.0179,0.0060,0.0085,0.0079,0.0081,0.0479,0.0082,0.0098,0.0094,0.0185,0.0123
-16.4560,0.0066,0.0075,0.0071,0.0070,0.0186,0.0064,0.0079,0.0077,0.0079,0.0480,0.0087,0.0091,0.0091,0.0185,0.0132
-16.4120,0.0067,0.0070,0.0072,0.0065,0.0190,0.0064,0.0073,0.0077,0.0073,0.0474,0.0088,0.0084,0.0092,0.0179,0.0135
-16.3680,0.0062,0.0067,0.0072,0.0069,0.0200,0.0059,0.0070,0.0078,0.0078,0.0486,0.0081,0.0081,0.0092,0.0179,0.0134
-16.3240,0.0060,0.0072,0.0071,0.0073,0.0205,0.0058,0.0076,0.0077,0.0081,0.0492,0.0078,0.0087,0.0091,0.0181,0.0129
-16.2800,0.0065,0.0074,0.0078,0.0073,0.0208,0.0062,0.0078,0.0085,0.0079,0.0507,0.0085,0.0089,0.0101,0.0181,0.0116
-16.2360,0.0064,0.0071,0.0076,0.0082,0.0205,0.0062,0.0075,0.0082,0.0078,0.0510,0.0084,0.0087,0.0097,0.0180,0.0128
-16.1920,0.0064,0.0070,0.0081,0.0101,0.0209,0.0061,0.0073,0.0088,0.0080,0.0511,0.0084,0.0085,0.0104,0.0183,0.0133
-16.1480,0.0065,0.0074,0.0077,0.0115,0.0207,0.0062,0.0078,0.0083,0.0086,0.0512,0.0085,0.0090,0.0098,0.0192,0.0152
-16.1040,0.0061,0.0075,0.0078,0.0113,0.0213,0.0059,0.0079,0.0084,0.0083,0.0517,0.0080,0.0091,0.0099,0.0195,0.0168
-16.0600,0.0065,0.0075,0.0078,0.0105,0.0212,0.0062,0.0079,0.0084,0.0086,0.0510,0.0085,0.0091,0.0099,0.0204,0.0175
-16.0160,0.0067,0.0068,0.0076,0.0088,0.0221,0.0064,0.0072,0.0082,0.0084,0.0506,0.0088,0.0083,0.0097,0.0211,0.0172
-15.9720,0.0065,0.0075,0.0079,0.0078,0.0227,0.0063,0.0079,0.0086,0.0084,0.0504,0.0086,0.0091,0.0101,0.0219,0.0173
-15.9280,0.0067,0.0071,0.0074,0.0077,0.0227,0.0065,0.0075,0.0080,0.0087,0.0498,0.0089,0.0086,0.0095,0.0233,0.0188
-15.8840,0.0065,0.0077,0.0082,0.0075,0.0229,0.0063,0.0081,0.0089,0.0088,0.0477,0.0085,0.0094,0.0106,0.0237,0.0220
-15.8400,0.0069,0.0069,0.0077,0.0076,0.0230,0.0066,0.0073,0.0083,0.0090,0.0452,0.0091,0.0084,0.0099,0.0244,0.0238
-15.7960,0.0065,0.0077,0.0077,0.0077,0.0244,0.0062,0.0080,0.0083,0.0093,0.0436,0.0084,0.0093,0.0098,0.0252,0.0250
-15.7520,0.0064,0.0074,0.0075,0.0077,0.0255,0.0061,0.0077,0.0081,0.0092,0.0433,0.0084,0.0090,0.0096,0.0255,0.0234
-15.7080,0.0062,0.0073,0.0079,0.0075,0.0255,0.0059,0.0076,0.0086,0.0090,0.0444,0.0081,0.0090,0.0101,0.0253,0.0210
-15.6640,0.0068,0.0072,0.0078,0.0074,0.0260,0.0065,0.0076,0.0085,0.0086,0.0466,0.0089,0.0087,0.0100,0.0252,0.0191
-15.6200,0.0064,0.0072,0.0079,0.0075,0.0263,0.0062,0.0075,0.0085,0.0087,0.0484,0.0084,0.0087,0.0101,0.0256,0.0180
-15.5760,0.0063,0.0074,0.0078,0.0075,0.0274,0.0061,0.0078,0.0084,0.0086,0.0491,0.0083,0.0090,0.0099,0.0258,0.0176
-15.5320,0.0068,0.0080,0.0077,0.0073,0.0286,0.0065,0.0084,0.0083,0.0085,0.0487,0.0089,0.0097,0.0099,0.0276,0.0171
-15.4880,0.0066,0.0074,0.0081,0.0073,0.0292,0.0063,0.0078,0.0087,0.0087,0.0479,0.0087,0.0090,0.0103,0.0299,0.0168
-15.4440,0.0069,0.0074,0.0075,0.0075,0.0299,0.0066,0.0078,0.0081,0.0088,0.0464,0.0090,0.0090,0.0096,0.0333,0.0167
-15.4000,0.0064,0.0072,0.0079,0.0073,0.0310,0.0062,0.0075,0.0085,0.0087,0.0473,0.0084,0.0087,0.0101,0.0373,0.0179
-15.3560,0.0064,0.0076,0.0080,0.0076,0.0312,0.0062,0.0079,0.0086,0.0089,0.0480,0.0084,0.0092,0.0102,0.0409,0.0180
-15.3120,0.0068,0.0080,0.0079,0.0074,0.0325,0.0065,0.0084,0.0085,0.0088,0.0498,0.0088,0.0097,0.0101,0.0415,0.0176
-15.2680,0.0065,0.0078,0.0079,0.0080,0.0342,0.0062,0.0082,0.0085,0.0094,0.0525,0.0085,0.0094,0.0102,0.0389,0.0173
-15.2240,0.0072,0.0076,0.0075,0.0080,0.0342,0.0069,0.0079,0.0081,0.0094,0.0529,0.0094,0.0092,0.0096,0.0346,0.0170
-15.1800,0.0069,0.0074,0.0080,0.0078,0.0330,0.0066,0.0078,0.0087,0.0094,0.0522,0.0091,0.0090,0.0103,0.0302,0.0161
-15.1360,0.0070,0.0079,0.0084,0.0083,0.0328,0.0067,0.0083,0.0091,0.0102,0.0527,0.0092,0.0096,0.0108,0.0275,0.0153
-15.0920,0.0071,0.0073,0.0077,0.0085,0.0307,0.0068,0.0077,0.0082,0.0108,0.0505,0.0093,0.0088,0.0098,0.0262,0.0148
-15.0480,0.0066,0.0075,0.0082,0.0074,0.0300,0.0064,0.0079,0.0088,0.0102,0.0496,0.0088,0.0092,0.0104,0.0250,0.0154
-15.0040,0.0068,0.0078,0.0084,0.0079,0.0294,0.0066,0.0082,0.0091,0.0111,0.0473,0.0089,0.0094,0.0108,0.0272,0.0161
-14.9600,0.0072,0.0071,0.0082,0.0079,0.0291,0.0069,0.0075,0.0090,0.0117,0.0454,0.0094,0.0087,0.0106,0.0295,0.0168
-14.9160,0.0069,0.0077,0.0080,0.0080,0.0298,0.0066,0.0081,0.0087,0.0126,0.0448,0.0090,0.0093,0.0103,0.0308,0.0172
-14.8720,0.0064,0.0076,0.0079,0.0079,0.0305,0.0062,0.0080,0.0085,0.0135,0.0437,0.0085,0.0092,0.0101,0.0303,0.0169
-14.8280,0.0069,0.0078,0.0083,0.0079,0.0331,0.0066,0.0082,0.0089,0.0142,0.0437,0.0090,0.0095,0.0106,0.0300,0.0180
-14.7840,0.0071,0.0080,0.0080,0.0079,0.0348,0.0068,0.0084,0.0087,0.0149,0.0426,0.0094,0.0097,0.0103,0.0306,0.0185
-14.7400,0.0068,0.0076,0.0089,0.0083,0.0373,0.0065,0.0081,0.0097,0.0151,0.0419,0.0089,0.0093,0.0114,0.0325,0.0200
-14.6960,0.0066,0.0078,0.0083,0.0083,0.0400,0.0064,0.0082,0.0090,0.0142,0.0415,0.0087,0.0094,0.0106,0.0326,0.0207
-14.6520,0.0066,0.0075,0.0078,0.0080,0.0426,0.0063,0.0078,0.0085,0.0142,0.0413,0.0087,0.0090,0.0100,0.0311,0.0215
-14.6080,0.0072,0.0078,0.0081,0.0080,0.0447,0.0068,0.0082,0.0088,0.0155,0.0415,0.0094,0.0095,0.0104,0.0308,0.0209
-14.5640,0.0068,0.0074,0.0090,0.0082,0.0464,0.0066,0.0078,0.0097,0.0168,0.0419,0.0089,0.0089,0.0115,0.0317,0.0207
