XO2,Chi_R,q_R,Q_f,Q_O2,Q_CO2,eta,S_XO2,S_ChiR,S_qR,S_Qf,S_QO2,S_QCO2,S_eta
0.195303,0.217372,0.910906,51.004821,51.205144,51.177913,1.003394,0.001250,0.009672,0.027146,1.279398,1.988740,1.357674,0.029371
0.195035,0.221268,0.927233,50.548380,50.353533,51.311336,1.015094,0.001250,0.009900,0.027747,1.277247,2.060881,1.368365,0.029451
0.194015,0.216628,0.907789,50.476946,49.372985,50.942353,1.009220,0.001250,0.009692,0.027165,1.276545,2.140955,1.360127,0.029332
0.193846,0.220079,0.922248,51.025758,49.271123,51.150761,1.002450,0.001250,0.009792,0.027484,1.279601,2.089366,1.362372,0.029426
0.193068,0.215119,0.901463,50.476738,49.218200,50.198217,0.994482,0.001250,0.009624,0.026976,1.276543,2.234861,1.342639,0.028948
0.192831,0.217697,0.912269,51.078531,46.285283,51.575548,1.009730,0.001250,0.009686,0.027187,1.280113,2.135623,1.378075,0.029699
0.192110,0.213194,0.893398,50.473807,49.882099,50.313632,0.996827,0.001250,0.009538,0.026734,1.276515,2.348428,1.348835,0.029075
0.191588,0.210195,0.880829,51.040899,50.274821,51.767954,1.014245,0.001250,0.009353,0.026250,1.279748,2.340076,1.385643,0.029883
0.191225,0.220878,0.925598,50.444556,50.888211,50.840132,1.007842,0.001250,0.009882,0.027698,1.276227,2.464695,1.365620,0.029453
0.190376,0.212743,0.891507,51.009408,48.836178,51.035372,1.000509,0.001250,0.009466,0.026568,1.279442,2.445710,1.371971,0.029586
0.190264,0.212743,0.891507,50.504849,50.277985,50.706754,1.003998,0.001250,0.009518,0.026678,1.276820,2.559298,1.363975,0.029365
0.189447,0.215171,0.901681,50.441038,49.619236,50.245667,0.996127,0.001250,0.009627,0.026982,1.276193,2.633344,1.355826,0.029231
0.189237,0.214130,0.897321,51.050249,49.881181,51.151872,1.001991,0.001250,0.009528,0.026741,1.279839,2.585441,1.379939,0.029701
0.188653,0.210687,0.882892,50.435450,49.652785,50.145452,0.994250,0.001250,0.009426,0.026420,1.276138,2.725072,1.356941,0.029247
0.188182,0.209728,0.878871,51.047317,50.708126,51.732648,1.013425,0.001250,0.009332,0.026191,1.279810,2.715618,1.399493,0.030108
0.187844,0.205229,0.860021,50.460181,51.798444,50.866630,1.008055,0.001250,0.009182,0.025736,1.276381,2.853998,1.377565,0.029669
0.187155,0.209697,0.878743,51.056489,49.782723,51.498088,1.008649,0.001250,0.009330,0.026188,1.279899,2.818383,1.399731,0.030076
0.187072,0.209697,0.878743,50.484327,47.781628,49.834717,0.987132,0.001250,0.009382,0.026296,1.276618,2.871679,1.357026,0.029186
0.186266,0.206268,0.864374,50.431001,50.853165,50.524961,1.001863,0.001250,0.009228,0.025866,1.276094,3.016928,1.376935,0.029656
0.185924,0.205330,0.860443,51.068252,50.769662,51.562392,1.009676,0.001250,0.009136,0.025642,1.280013,2.975872,1.408269,0.030220
0.185376,0.203179,0.851429,50.465874,48.574038,50.926464,1.009127,0.001250,0.009090,0.025478,1.276437,3.082877,1.393823,0.029974
0.184888,0.196731,0.824409,51.082291,50.240901,51.427669,1.006761,0.001250,0.008754,0.024568,1.280149,3.086409,1.411282,0.030245
0.184536,0.196368,0.822887,50.378124,50.353953,50.929944,1.010954,0.001250,0.008785,0.024624,1.275575,3.207113,1.397139,0.030111
0.184002,0.201326,0.843665,51.058732,51.024016,52.059416,1.019599,0.001250,0.008958,0.025142,1.279921,3.202029,1.432933,0.030711
0.183611,0.202286,0.847686,50.334974,50.112513,50.867766,1.010585,0.001250,0.009050,0.025366,1.275152,3.312154,1.401633,0.030227
0.183271,0.195642,0.819845,51.077185,49.019299,51.097505,1.000398,0.001250,0.008705,0.024432,1.280100,3.263267,1.415743,0.030289
0.182828,0.193723,0.811802,50.413342,49.846186,50.297257,0.997697,0.001250,0.008667,0.024293,1.275921,3.409472,1.392818,0.029950
0.182550,0.195227,0.818105,51.101124,51.753255,51.934631,1.016311,0.001250,0.008687,0.024381,1.280332,3.387501,1.438976,0.030765
0.182403,0.190709,0.799173,50.402547,49.445123,50.624354,1.004401,0.001250,0.008532,0.023915,1.275815,3.456554,1.404920,0.030210
0.182002,0.188107,0.788269,50.435969,49.121071,50.897583,1.009152,0.001250,0.008416,0.023588,1.276143,3.496485,1.414725,0.030386
0.181542,0.195112,0.817624,50.392335,50.054495,50.863086,1.009342,0.001250,0.008729,0.024467,1.275715,3.568583,1.415912,0.030443
0.181326,0.197923,0.829402,51.085361,48.242159,50.694763,0.992354,0.001250,0.008807,0.024717,1.280179,3.486526,1.421207,0.030333
0.180818,0.196799,0.824695,50.473875,50.759261,50.975821,1.009945,0.001250,0.008805,0.024678,1.276515,3.662757,1.422636,0.030507
0.180302,0.191538,0.802645,51.130305,50.415469,52.013330,1.017270,0.001250,0.008522,0.023920,1.280615,3.644689,1.460696,0.031128
0.180279,0.191538,0.802645,50.480912,49.738004,49.965788,0.989796,0.001250,0.008569,0.024019,1.276584,3.717604,1.403263,0.030059
0.179254,0.197229,0.826495,50.449455,50.367158,50.152658,0.994117,0.001250,0.008824,0.024732,1.276275,3.857164,1.415099,0.030322
0.178707,0.186676,0.782274,51.081187,49.388393,51.064489,0.999673,0.001250,0.008306,0.023313,1.280139,3.822495,1.451592,0.030909
0.177549,0.188130,0.788367,50.451145,50.027709,50.097227,0.992985,0.001250,0.008417,0.023591,1.276292,4.054498,1.428139,0.030559
0.176801,0.184594,0.773546,51.132995,49.645319,50.945562,0.996334,0.001250,0.008213,0.023053,1.280641,4.064086,1.466732,0.031119
0.176162,0.190051,0.796417,50.514577,49.976890,51.062568,1.010848,0.001250,0.008503,0.023832,1.276915,4.218137,1.463931,0.031248
0.175153,0.186908,0.783246,50.514405,49.324655,50.804288,1.005739,0.001250,0.008362,0.023438,1.276913,4.341019,1.469125,0.031323
0.174511,0.182346,0.764125,51.090018,49.891171,51.435031,1.006753,0.001250,0.008113,0.022772,1.280224,4.346128,1.500725,0.031807
0.173978,0.175508,0.735471,50.498020,50.944737,50.898496,1.007931,0.001250,0.007852,0.022009,1.276752,4.517349,1.480928,0.031564
0.172954,0.182833,0.766166,51.053006,51.697931,52.364432,1.025688,0.001250,0.008135,0.022833,1.279865,4.562633,1.536191,0.032562
0.172787,0.176293,0.738762,50.534066,48.610455,50.480725,0.998944,0.001250,0.007887,0.022107,1.277107,4.634717,1.486286,0.031601
0.172141,0.168983,0.708127,50.597738,50.049038,50.605697,1.000157,0.001250,0.007560,0.021190,1.277733,4.724830,1.493060,0.031680
0.171716,0.177283,0.742911,50.598256,49.233894,50.259719,0.993309,0.001250,0.007932,0.022231,1.277738,4.773253,1.490855,0.031613
0.171569,0.177283,0.742911,51.073807,48.997017,51.429760,1.006969,0.001250,0.007888,0.022140,1.280067,4.704162,1.533834,0.032408
0.170641,0.178676,0.748748,51.100125,51.641262,51.675077,1.011251,0.001250,0.007950,0.022314,1.280322,4.854025,1.545923,0.032624
0.170508,0.178676,0.748748,50.615019,51.975395,50.689698,1.001475,0.001250,0.007994,0.022406,1.277903,4.958113,1.509246,0.031973
0.170191,0.174904,0.732941,51.120129,50.106067,51.443812,1.006332,0.001250,0.007782,0.021843,1.280517,4.883866,1.546632,0.032597
0.169284,0.175684,0.736209,51.147068,50.131131,51.194651,1.000930,0.001250,0.007817,0.021940,1.280778,5.009986,1.552489,0.032654
0.168895,0.171062,0.716840,50.653652,51.834383,50.635954,0.999651,0.001250,0.007653,0.021451,1.278283,5.165625,1.526969,0.032265
0.167916,0.174070,0.729446,51.142996,50.918315,51.488718,1.006760,0.001250,0.007745,0.021738,1.280739,5.188581,1.574827,0.033085
0.167438,0.168222,0.704942,50.622056,50.122244,51.204950,1.011515,0.001250,0.007526,0.021095,1.277972,5.332541,1.561065,0.032972
0.166891,0.170736,0.715477,51.141272,48.184166,51.296027,1.003026,0.001250,0.007597,0.021322,1.280722,5.293444,1.589040,0.033323
0.166237,0.169610,0.710755,50.691455,51.064602,50.961566,1.005329,0.001250,0.007588,0.021269,1.278655,5.490105,1.566823,0.033001
0.165679,0.160384,0.672093,51.136239,48.800046,51.315485,1.003505,0.001250,0.007136,0.020029,1.280673,5.444454,1.602689,0.033574
0.165145,0.167311,0.701124,50.654169,51.050984,50.608942,0.999107,0.001250,0.007485,0.020981,1.278288,5.624901,1.572328,0.033109
0.164747,0.166693,0.698533,51.182941,50.221920,51.625027,1.008637,0.001250,0.007417,0.020817,1.281127,5.572668,1.617657,0.033831
0.164625,0.166693,0.698533,50.682661,50.378598,50.783300,1.001986,0.001250,0.007458,0.020903,1.278569,5.676414,1.583021,0.033298
0.164116,0.163561,0.685407,50.679623,49.457278,50.190283,0.990344,0.001250,0.007318,0.020510,1.278539,5.728910,1.578601,0.033173
0.163853,0.156897,0.657483,51.216295,50.208990,52.458355,1.024251,0.001250,0.006981,0.019594,1.281451,5.687069,1.649183,0.034444
0.163456,0.156252,0.654779,50.692283,49.595263,49.855842,0.983500,0.001250,0.006991,0.019594,1.278663,5.820207,1.579631,0.033157
0.162886,0.155690,0.652423,50.701148,51.881087,50.713514,1.000244,0.001250,0.006966,0.019523,1.278751,5.914304,1.601543,0.033621
0.162784,0.155690,0.652423,51.250235,46.566522,51.362564,1.002192,0.001250,0.006927,0.019443,1.281781,5.788427,1.647627,0.034287
0.162453,0.155823,0.652980,50.663689,50.315857,51.789719,1.022226,0.001250,0.006971,0.019540,1.278382,5.960759,1.635598,0.034372
0.161939,0.152776,0.640215,51.232469,51.106131,51.735305,1.009815,0.001250,0.006798,0.019079,1.281608,5.942937,1.656674,0.034499
0.161919,0.148079,0.620530,50.726810,49.463337,51.218593,1.009695,0.001250,0.006625,0.018569,1.279004,6.025962,1.632150,0.034209
0.161386,0.161708,0.677643,50.786964,49.835905,51.484579,1.013736,0.001250,0.007235,0.020278,1.279596,6.088669,1.643575,0.034386
0.161264,0.163196,0.683878,51.215086,49.007831,51.776048,1.010953,0.001250,0.007261,0.020380,1.281439,6.019809,1.674333,0.034837
0.160617,0.154697,0.648265,50.736434,51.624687,51.793627,1.020837,0.001250,0.006921,0.019399,1.279098,6.205977,1.656518,0.034697
0.160531,0.157212,0.658801,51.219915,46.725811,51.722136,1.009805,0.001250,0.006995,0.019633,1.281486,6.087093,1.688227,0.035079
0.159991,0.150198,0.629408,50.716809,49.858337,51.317829,1.011851,0.001250,0.006720,0.018835,1.278905,6.273928,1.659254,0.034732
0.159598,0.159404,0.667988,51.221122,49.138635,51.635442,1.008089,0.001250,0.007093,0.019907,1.281498,6.231313,1.693906,0.035173
0.159587,0.154006,0.645366,50.704288,52.573144,51.710568,1.019846,0.001250,0.006890,0.019312,1.278782,6.354824,1.667519,0.034926
0.158893,0.151094,0.633166,50.767824,49.858295,50.715040,0.998960,0.001250,0.006760,0.018947,1.279408,6.421528,1.661933,0.034693
0.158494,0.158664,0.664886,51.228366,47.544636,51.774532,1.010661,0.001250,0.007060,0.019814,1.281568,6.354838,1.716529,0.035589
0.158133,0.152246,0.637994,50.761855,51.549037,50.849232,1.001721,0.001250,0.006811,0.019092,1.279349,6.518074,1.669485,0.034849
0.157800,0.160881,0.674178,51.221089,49.313889,51.770907,1.010734,0.001250,0.007158,0.020091,1.281497,6.460359,1.721708,0.035690
0.157434,0.146693,0.614724,50.782792,49.298411,50.051322,0.985596,0.001250,0.006563,0.018395,1.279555,6.600808,1.669462,0.034774
0.157414,0.146693,0.614724,51.236714,49.620535,51.332132,1.001862,0.001250,0.006527,0.018320,1.281649,6.524521,1.718802,0.035585
0.156773,0.145766,0.610838,50.820010,50.496174,50.952418,1.002605,0.001250,0.006522,0.018279,1.279922,6.702907,1.696779,0.035314
0.156664,0.149899,0.628159,51.237197,50.017190,51.863482,1.012223,0.001250,0.006670,0.018720,1.281654,6.616248,1.739747,0.036010
0.155954,0.144478,0.605439,50.833048,49.656612,51.043314,1.004136,0.001250,0.006464,0.018117,1.280051,6.802961,1.713364,0.035619
0.155846,0.145536,0.609874,51.250131,47.803909,51.469755,1.004285,0.001250,0.006476,0.018175,1.281780,6.708504,1.749701,0.036147
0.154973,0.148613,0.622767,50.883683,51.073395,51.360530,1.009371,0.001250,0.006649,0.018636,1.280550,6.935990,1.729761,0.035903
0.154858,0.139616,0.585068,51.277968,52.144179,51.819970,1.010570,0.001250,0.006212,0.017436,1.282050,6.879187,1.762053,0.036375
0.153928,0.138576,0.580707,50.873920,49.008265,50.932102,1.001144,0.001250,0.006200,0.017377,1.280454,7.052935,1.741809,0.036109
0.153220,0.144479,0.605446,51.273895,48.133921,51.680246,1.007925,0.001250,0.006429,0.018043,1.282011,7.061295,1.795806,0.036983
0.152949,0.148864,0.623821,51.003337,52.359039,51.082629,1.001555,0.001250,0.006660,0.018667,1.281732,7.215902,1.752022,0.036191
0.151970,0.143849,0.602803,50.872403,51.264675,50.340489,0.989544,0.001250,0.006436,0.018039,1.280439,7.334591,1.754892,0.036316
0.151371,0.154760,0.648529,51.278656,49.266620,52.042004,1.014886,0.001250,0.006886,0.019327,1.282057,7.292275,1.827149,0.037581
0.151134,0.154760,0.648529,50.848880,51.201428,50.576297,0.994639,0.001250,0.006924,0.019407,1.280207,7.452336,1.774452,0.036721
0.150328,0.140939,0.590610,51.249163,45.597431,51.266803,1.000344,0.001250,0.006271,0.017601,1.281770,7.415141,1.840897,0.037798
0.150245,0.140939,0.590610,50.918796,51.266674,51.711154,1.015561,0.001250,0.006306,0.017674,1.280897,7.564972,1.811395,0.037427
0.149812,0.135447,0.567596,51.276929,46.910131,51.725904,1.008756,0.001250,0.006027,0.016915,1.282040,7.495349,1.855623,0.038078
0.149335,0.143101,0.599670,51.011995,49.145962,51.398159,1.007570,0.001250,0.006402,0.017945,1.281818,7.657269,1.824367,0.037562
0.148810,0.132403,0.554839,51.291211,50.414504,51.833653,1.010576,0.001250,0.005891,0.016535,1.282179,7.662184,1.865199,0.038250
0.148603,0.131080,0.549297,50.925349,51.361510,51.222195,1.005829,0.001250,0.005865,0.016437,1.280962,7.782141,1.827899,0.037698
0.147689,0.133548,0.559636,50.906307,50.544348,50.849685,0.998888,0.001250,0.005975,0.016747,1.280774,7.902157,1.838428,0.037891
0.147466,0.141762,0.594060,51.308700,52.644809,51.976768,1.013021,0.001250,0.006308,0.017704,1.282349,7.838427,1.881411,0.038541
0.147212,0.128636,0.539055,50.969742,51.055715,50.193693,0.984774,0.001250,0.005755,0.016131,1.281400,7.955803,1.829727,0.037626
0.146531,0.135481,0.567740,51.022721,48.626993,50.394715,0.987692,0.001250,0.006061,0.016989,1.281924,8.031213,1.853219,0.038031
0.146258,0.130211,0.545652,51.311770,46.930064,50.533994,0.984842,0.001250,0.005794,0.016261,1.282379,7.951877,1.889975,0.038587
0.145717,0.125887,0.527533,51.007614,50.782109,50.448076,0.989030,0.001250,0.005632,0.015786,1.281775,8.150894,1.860798,0.038193
0.145402,0.131806,0.552339,51.306975,45.299896,51.113749,0.996234,0.001250,0.005865,0.016460,1.282332,8.039050,1.919923,0.039186
0.144650,0.128302,0.537654,51.371959,45.542296,50.942363,0.991638,0.001250,0.005709,0.016023,1.282965,8.137093,1.928529,0.039271
0.144287,0.136348,0.571369,51.046452,48.338164,50.073852,0.980947,0.001250,0.006100,0.017098,1.282159,8.314905,1.884781,0.038586
0.143754,0.128313,0.537700,51.412247,42.432097,49.741224,0.967498,0.001250,0.005709,0.016024,1.283357,8.249838,1.932603,0.039222
0.143030,0.126325,0.529371,51.037899,50.385468,49.617234,0.972165,0.001250,0.005652,0.015841,1.282074,8.520161,1.894912,0.038757
0.142592,0.119933,0.502584,51.401244,47.233415,50.182669,0.976293,0.001250,0.005336,0.014978,1.283250,8.436190,1.946969,0.039530
0.142312,0.128255,0.537459,51.055558,48.805326,49.254601,0.964726,0.001250,0.005738,0.016083,1.282249,8.597719,1.905114,0.038912
0.141348,0.121155,0.507705,51.216641,50.420968,49.012135,0.956957,0.001250,0.005420,0.015193,1.283843,8.737991,1.912468,0.038886
0.141234,0.114713,0.480707,51.388066,47.272516,49.363917,0.960611,0.001250,0.005104,0.014326,1.283122,8.622761,1.956052,0.039653
0.140669,0.113656,0.476279,51.179871,50.382900,49.395351,0.965132,0.001250,0.005085,0.014252,1.283479,8.813409,1.929825,0.039271
0.140255,0.111472,0.467129,51.149758,47.608863,48.008618,0.938589,0.001250,0.004987,0.013979,1.283181,8.850098,1.920640,0.039047
0.140134,0.098882,0.414369,51.386964,43.185633,48.067400,0.935401,0.001250,0.004400,0.012349,1.283111,8.761093,1.968722,0.039801
0.139754,0.101680,0.426094,51.398483,43.739483,47.851187,0.930984,0.001250,0.004524,0.012698,1.283223,8.797786,1.967743,0.039757
0.139618,0.101680,0.426094,51.156588,50.988738,47.530024,0.929109,0.001250,0.004549,0.012751,1.283248,8.964232,1.913015,0.038870
0.139364,0.106176,0.444936,51.419869,46.641026,48.775876,0.948580,0.001250,0.004724,0.013260,1.283432,8.845013,1.978724,0.040004
0.138795,0.103763,0.434822,51.179319,45.838872,47.019724,0.918725,0.001250,0.004642,0.013012,1.283474,9.039954,1.936801,0.039271
0.138761,0.103763,0.434822,51.366682,40.783839,47.094294,0.916826,0.001250,0.004617,0.012958,1.282914,8.917075,1.983682,0.040035
0.137679,0.088975,0.372853,51.192458,46.855644,45.706190,0.892831,0.001250,0.003981,0.011157,1.283604,9.181567,1.929067,0.039040
0.137233,0.091299,0.382590,51.409969,42.194886,46.036114,0.895471,0.001250,0.004062,0.011402,1.283335,9.123824,1.988583,0.040018
0.136892,0.092044,0.385715,51.202325,46.928895,44.208500,0.863408,0.001250,0.004118,0.011542,1.283701,9.296732,1.919803,0.038775
0.136233,0.090449,0.379028,51.162038,48.431406,44.222967,0.864371,0.001250,0.004047,0.011342,1.283302,9.394995,1.927539,0.038960
0.135585,0.082432,0.345433,51.160623,48.397676,42.847648,0.837512,0.001250,0.003688,0.010337,1.283288,9.497377,1.919834,0.038743
0.135585,0.082432,0.345433,51.389307,32.404698,43.346615,0.843495,0.001250,0.003668,0.010294,1.283134,9.270239,2.007827,0.040234
0.134847,0.080119,0.335741,51.450568,44.613733,43.181477,0.839281,0.001250,0.003565,0.010005,1.283731,9.475138,1.981313,0.039671
0.134783,0.080119,0.335741,51.203844,42.047797,40.904156,0.798849,0.001250,0.003585,0.010047,1.283716,9.541359,1.924278,0.038690
0.134578,0.075355,0.315777,51.193286,44.154798,41.537309,0.811382,0.001250,0.003371,0.009449,1.283612,9.597946,1.933169,0.038902
0.134565,0.075355,0.315777,51.446568,39.813356,41.979070,0.815974,0.001250,0.003353,0.009411,1.283692,9.469994,1.982590,0.039629
0.134415,0.073964,0.309949,51.453775,42.760294,41.904577,0.814412,0.001250,0.003291,0.009237,1.283762,9.491162,1.970925,0.039399
0.134326,0.073964,0.309949,51.454292,33.678125,41.440000,0.805375,0.001250,0.003291,0.009237,1.283767,9.419904,1.993751,0.039801
0.134024,0.073001,0.305912,51.455881,35.563690,40.160500,0.780484,0.001250,0.003248,0.009117,1.283783,9.503867,1.978361,0.039440
0.133942,0.073001,0.305912,51.525383,37.178397,41.088178,0.797436,0.001250,0.003248,0.009117,1.284460,9.523072,1.988737,0.039624
0.133878,0.073001,0.305912,51.522140,35.369495,39.477839,0.766231,0.001250,0.003248,0.009117,1.284429,9.523668,1.971823,0.039222
0.133860,0.073001,0.305912,51.541665,39.266745,39.409812,0.764620,0.001250,0.003248,0.009117,1.284619,9.562176,1.958886,0.038958
0.133744,0.068605,0.287492,51.571947,39.553529,39.324987,0.762527,0.001250,0.003053,0.008568,1.284915,9.580193,1.959006,0.038930
0.133578,0.068605,0.287492,51.593230,37.908177,38.455866,0.745367,0.001250,0.003053,0.008568,1.285123,9.572613,1.951932,0.038733
0.133528,0.066319,0.277913,51.623169,37.725473,39.138214,0.758152,0.001250,0.002951,0.008282,1.285415,9.617613,1.970867,0.039099
0.133498,0.066319,0.277913,51.245578,42.755648,40.116243,0.782824,0.001250,0.002967,0.008316,1.284130,9.741194,1.939495,0.038907
0.133381,0.066319,0.277913,51.620480,34.291391,38.057960,0.737265,0.001250,0.002951,0.008282,1.285389,9.601175,1.967656,0.038985
0.133078,0.072109,0.302177,51.662731,27.081286,35.806355,0.693079,0.001250,0.003208,0.009005,1.285801,9.585428,1.966000,0.038807
0.132636,0.069770,0.292372,51.663457,32.371019,35.874128,0.694381,0.001250,0.003104,0.008713,1.285809,9.700434,1.960876,0.038713
0.132634,0.073714,0.308902,51.189218,38.523573,36.188693,0.706959,0.001250,0.003298,0.009244,1.283572,9.825402,1.914873,0.038302
0.132346,0.069770,0.292372,51.737787,29.058321,34.193142,0.660893,0.001250,0.003104,0.008713,1.286535,9.724631,1.956965,0.038500
0.131956,0.063983,0.268123,51.191633,36.480056,34.470918,0.673370,0.001250,0.002863,0.008023,1.283596,9.888574,1.911123,0.038152
0.131869,0.063983,0.268123,51.227987,35.589610,32.637220,0.637097,0.001250,0.002863,0.008023,1.283956,9.910733,1.895030,0.037735
0.131762,0.062596,0.262309,51.281037,36.897258,31.714779,0.618450,0.001250,0.002801,0.007849,1.284482,9.935247,1.880902,0.037383
0.131606,0.057517,0.241027,51.711365,24.322424,31.824645,0.615428,0.001250,0.002559,0.007183,1.286277,9.777972,1.956819,0.038416
0.131390,0.052597,0.220409,51.783905,35.036933,30.154551,0.582315,0.001250,0.002340,0.006568,1.286986,9.882752,1.900976,0.037232
0.131295,0.052597,0.220409,51.385033,38.270983,29.138267,0.567057,0.001250,0.002353,0.006596,1.285513,9.997547,1.852674,0.036659
0.131212,0.054025,0.226395,51.811188,35.919576,29.008089,0.559881,0.001250,0.002404,0.006747,1.287253,9.914228,1.887617,0.036913
0.130366,0.045371,0.190128,51.803944,26.074861,23.401159,0.451725,0.001250,0.002019,0.005666,1.287182,9.960401,1.881277,0.036604
0.130315,0.045371,0.190128,51.373409,30.887949,24.613324,0.479106,0.001250,0.002030,0.005689,1.285398,10.078062,1.853421,0.036522
0.130145,0.038836,0.162746,51.802632,25.043930,23.433084,0.452353,0.001250,0.001728,0.004850,1.287170,9.996237,1.893182,0.036833
0.129713,0.038836,0.162746,51.854235,24.783196,20.595240,0.397176,0.001250,0.001728,0.004850,1.287675,10.066996,1.879258,0.036449
0.129453,0.034626,0.145102,51.246924,21.925613,19.697041,0.384356,0.001250,0.001549,0.004342,1.284143,10.131475,1.862338,0.036642
0.129328,0.034626,0.145102,51.932601,25.178883,17.275518,0.332653,0.001250,0.001541,0.004324,1.288443,10.109442,1.855448,0.035858
0.129053,0.036948,0.154831,51.886553,26.297047,13.873973,0.267391,0.001250,0.001644,0.004614,1.287992,10.165556,1.833898,0.035414
0.128595,0.033239,0.139288,51.347711,18.780852,15.577018,0.303363,0.001250,0.001487,0.004168,1.285143,10.267733,1.871756,0.036648
0.128137,NaN,NaN,51.295145,22.916237,11.982034,0.233590,0.001250,NaN,NaN,1.284622,10.309911,1.835146,0.035903
0.127830,NaN,NaN,51.924771,7.743503,7.331583,0.141196,0.001250,NaN,NaN,1.288366,10.243107,1.905499,0.036690
0.127203,NaN,NaN,51.331773,10.326833,7.716642,0.150329,0.001250,NaN,NaN,1.284985,10.389009,1.894431,0.036965
0.127156,NaN,NaN,51.933118,7.302702,5.104312,0.098286,0.001250,NaN,NaN,1.288448,10.325103,1.913395,0.036826
0.126374,NaN,NaN,51.413075,17.919066,7.512624,0.146123,0.001250,NaN,NaN,1.285792,10.545255,1.883226,0.036686
0.125497,NaN,NaN,51.899938,11.584327,2.819201,0.054320,0.001250,NaN,NaN,1.288123,10.573806,1.929826,0.037164
0.125091,NaN,NaN,51.394795,14.403339,4.179063,0.081313,0.001250,NaN,NaN,1.285610,10.677129,1.914483,0.037273
0.123811,NaN,NaN,51.917804,9.073460,1.860616,0.035838,0.001250,NaN,NaN,1.288298,10.682797,2.049900,0.039464
0.123141,NaN,NaN,51.403139,14.360950,3.065585,0.059638,0.001250,NaN,NaN,1.285693,10.954902,1.963162,0.038206
0.122635,NaN,NaN,51.939537,5.633609,1.434639,0.027621,0.001250,NaN,NaN,1.288511,10.958522,2.027286,0.039013
0.121841,NaN,NaN,51.473921,21.107841,2.139242,0.041560,0.001250,NaN,NaN,1.286396,11.172536,1.966267,0.038208
